1975/045   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:00:33 0.62 355.71  62.81 -6.53 1624   7.47   648.0 247214.  0.00  1.02   8.64  -8.57  -1.56 1.53 1.69 1.29  0.35 695.3 885660.  6.69 645.4 243004.
 0:01:14 0.62 355.71  62.81 -6.53 1624   7.63   634.7 243342.  1.38 -0.98   9.54  -7.89   0.24 1.43 1.30 1.48  0.28 702.3 775680.  6.63 631.5 210740.
 0:01:54 0.62 355.71  62.80 -6.53 1624   7.56   639.8 191480.  0.00 -1.92   9.54  -7.70   2.69 0.75 0.66 1.01  0.33 695.71020796.  6.67 638.2 202272.
 0:02:35 0.62 355.71  62.79 -6.53 1624   7.76   629.8 219573.  1.11 -0.95  10.17  -6.98   2.24 0.76 0.73 1.08  0.25 696.2 803747.  6.71 622.4 187748.
 0:03:15 0.62 355.71  62.79 -6.53 1624   7.65   626.3 258080.  1.05 -0.08  10.98  -6.02   0.78 0.24 0.46 0.53  0.26 697.41039299.  6.85 622.0 151057.
 0:03:56 0.62 355.71  62.78 -6.53 1624   7.72   625.6 218654.  0.74 -0.14  11.16  -5.81   0.44 0.25 0.55 0.45  0.29 684.61216430.  7.25 619.3 186319.
 0:04:36 0.62 355.71  62.78 -6.53 1624   7.33   624.3 266633.  0.69 -0.08  10.95  -5.90   0.34 0.30 0.64 0.45  0.27 678.2 716636.  6.58 619.0 150631.
 0:05:17 0.62 355.71  62.77 -6.53 1624   7.19   621.6 218628.  0.14  0.58  10.93  -6.14   0.19 0.48 0.72 0.38  0.30 684.01021004.  6.76 615.2 202892.
 0:05:57 0.62 355.71  62.77 -6.53 1624   7.65   621.4 196694.  1.01 -0.18  10.53  -6.70   0.62 0.49 0.75 0.54  0.29 692.21046991.  6.36 618.8 161361.
 0:06:38 0.62 355.71  62.76 -6.53 1624   7.11   636.9 240847.  2.09 -0.99   9.58  -7.76   1.57 0.58 0.84 0.73  0.30 699.4 695638.  6.78 640.0 252746.
 0:07:18 0.62 355.71  62.75 -6.53 1624   7.50   635.3 267238.  0.00 -1.02   9.29  -7.66   2.93 0.45 0.86 0.79  0.32 679.8 595222.  6.72 634.2 220265.
 0:07:59 0.62 355.71  62.75 -6.53 1624   6.92   641.4 231807.  2.11 -1.65   9.25  -7.81   2.69 0.46 1.47 0.67  0.30 684.21046783.  6.35 638.6 177246.
 0:08:39 0.62 355.71  62.74 -6.53 1624   8.53   627.0 204500.  0.00  0.48   9.21  -7.24  -1.73 0.69 1.78 1.57  0.29 690.31030359.  8.04 627.4 237894.
 0:09:20 0.62 355.71  62.74 -6.53 1624   7.29   628.7 230741.  2.48  0.38   9.31  -6.75  -1.29 0.54 1.00 1.71  0.31 688.9 740545.  7.06 621.9 241234.
 0:10:00 0.62 355.71  62.73 -6.53 1624   6.93   646.2 228747. -0.33  5.24   7.61  -4.42  -7.24 1.55 1.24 1.89  0.32 690.81014766.  6.22 641.2 212342.
 0:10:41 0.62 355.71  62.72 -6.53 1624   7.83   627.5 207944. -1.01  3.63   8.87  -2.26  -6.02 1.89 3.53 1.80  0.31 681.71124746.  7.29 619.3 198127.
 0:11:21 0.62 355.71  62.72 -6.53 1624   8.02   627.6 268911. -3.76  3.67   9.18   0.18  -6.40 1.41 2.62 1.67  0.32 691.9 987531.  7.09 626.3 234019.
 0:12:02 0.62 355.71  62.71 -6.53 1624   8.24   640.0 256297. -1.43  5.16   9.02  -0.43  -6.93 0.72 1.97 1.42  0.32 682.31163831.  7.19 644.3 281076.
 0:12:42 0.62 355.71  62.71 -6.53 1624   7.61   628.6 223280. -1.93  3.99   9.53   0.03  -6.56 0.61 1.05 1.45  0.41 694.11085868.  7.10 631.7 218667.
 0:13:23 0.62 355.71  62.70 -6.53 1624   6.90   652.7 210760. -3.01  5.68   8.27  -2.65  -5.73 1.86 3.64 3.55  0.39 673.01222459.  6.04 648.9 172902.
 0:14:03 0.62 355.72  62.70 -6.53 1624   8.39   646.4 282525. -0.03  5.18   8.33  -4.35  -6.61 1.02 1.30 1.64  0.31 670.9 819547.  7.70 643.6 251983.
 0:14:44 0.62 355.72  62.69 -6.53 1624   7.75   630.4 230426. -0.99  4.39   9.61  -1.98  -6.26 0.60 0.66 0.83  0.30 680.21134933.  7.13 628.3 223630.
 0:15:24 0.62 355.72  62.68 -6.53 1624   8.23   615.4 195024. -2.25  2.65  10.69  -0.82  -4.60 0.34 0.68 0.58  0.29 671.4 906034.  7.20 614.4 172068.
 0:16:05 0.62 355.72  62.68 -6.53 1624   8.15   609.4 150556. -2.50  2.10  11.06   0.18  -3.84 0.29 0.75 0.63  0.24 652.3 719131.  7.58 609.4 205504.
 0:16:45 0.62 355.72  62.67 -6.53 1624   8.32   614.1 191558. -4.29  1.31  11.10   2.45  -2.72 0.33 0.94 0.87  0.29 687.21030151.  6.84 615.8 163570.
 0:17:26 0.62 355.72  62.67 -6.53 1624   8.26   626.0 227701. -2.16  3.60  10.51   1.01  -4.47 0.61 1.26 1.36  0.26 695.9 784828.  8.04 621.4 224417.
 0:18:06 0.62 355.72  62.66 -6.53 1624   7.99   613.3 193374. -3.97  0.09  11.20   2.02  -2.02 0.36 1.33 1.17  0.29 674.7 821003.  7.48 612.6 166877.
 0:18:47 0.62 355.72  62.65 -6.53 1624   7.51   607.5 147045. -2.23  0.21  11.52   0.59  -0.71 0.30 1.30 0.90  0.25 691.7 832229.  7.64 602.2 143653.
 0:19:27 0.62 355.72  62.65 -6.53 1624   8.15   611.1 181631. -2.64 -1.42  11.37   0.63  -0.75 0.49 1.92 1.37  0.31 676.5 711854.  7.68 611.4 170616.
 0:20:08 0.62 355.72  62.64 -6.53 1624   8.41   619.4 214554. -3.24  2.24  10.21   2.15  -5.60 0.79 0.99 1.21  0.30 678.3 980463.  8.15 614.1 197042.
 0:20:48 0.62 355.72  62.64 -6.53 1624   7.55   624.8 209197. -3.83  3.14  10.13   4.43  -3.87 0.46 1.22 1.47  0.32 691.71006866.  8.03 623.1 236026.
 0:21:28 0.62 355.72  62.63 -6.53 1624   7.83   622.4 214895. -4.22  2.79   9.72   4.84  -3.66 1.02 2.19 1.76  0.29 678.01007282.  7.14 621.0 208999.
 0:22:09 0.62 355.72  62.63 -6.53 1624   7.77   625.5 210321. -6.04 -0.09   9.67   5.72  -2.86 0.62 1.16 0.85  0.32 692.11028904.  7.44 626.0 221831.
 0:22:50 0.62 355.72  62.62 -6.53 1624   8.07   640.5 246042. -7.28  0.26   9.41   6.26  -2.03 1.09 1.74 1.64  0.35 676.51148239.  7.53 641.0 195837.
 0:23:30 0.62 355.72  62.61 -6.53 1624   7.48   622.0 203776. -5.34  1.82  10.69   4.16  -2.56 0.42 0.83 0.74  0.32 690.01058009.  7.03 626.8 208090.
 0:24:11 0.62 355.72  62.61 -6.53 1624   7.65   616.0 219966. -4.30  1.32  10.82   3.76  -2.73 0.39 0.75 0.93  0.29 680.2 965494.  6.89 614.6 191672.
 0:24:51 0.62 355.72  62.60 -6.53 1624   8.26   614.5 208268. -4.10  1.64  10.83   3.84  -2.61 0.40 1.07 0.57  0.34 692.31049693.  7.13 620.2 224030.
 0:25:32 0.62 355.72  62.60 -6.53 1624   7.99   633.7 218738.  2.59  1.76   9.20  -1.01  -2.50 0.91 6.30 2.98  0.29 688.0 958841.  6.95 630.3 204617.
 0:26:12 0.62 355.72  62.59 -6.53 1624   7.67   629.8 214067.  0.00  1.50   8.44  -8.26  -2.01 0.43 0.53 0.55  0.31 695.11048239.  6.69 630.1 205936.
 0:26:53 0.62 355.72  62.58 -6.53 1624   7.18   637.9 233642.  1.86  3.52   7.89  -7.98  -3.75 0.71 1.07 1.54  0.26 698.8 774225.  6.48 630.3 205212.
 0:27:33 0.62 355.72  62.58 -6.53 1624   7.79   626.7 221866. -0.50 -4.23   7.81  -5.62  -0.03 2.27 1.89 6.16  0.24 677.6 743247.  6.74 630.4 210744.
 0:28:14 0.62 355.72  62.57 -6.53 1624   7.69   631.9 224959.  2.09 -2.32   8.65  -6.78   3.93 0.52 0.75 0.77  0.37 676.01011232.  6.62 628.2 212118.
 0:28:54 0.62 355.72  62.57 -6.53 1624   7.72   642.5 301460. -4.68  5.00   8.39  -1.61  -2.41 2.03 4.45 5.47  0.34 689.61013935.  7.16 645.7 286131.
 0:29:35 0.62 355.72  62.56 -6.53 1624   7.79   688.1 258941. -7.51  4.20   2.35   6.78  -8.56 2.89 1.48 1.57  0.29 689.9 758424.  6.91 690.6 229679.
 0:30:15 0.62 355.72  62.56 -6.53 1624   7.93   624.0 214018. -0.44  3.61   9.08  -2.32  -5.91 0.72 2.93 1.89  0.32 669.4 771522.  7.17 620.7 182768.
 0:30:56 0.62 355.72  62.55 -6.53 1624   8.03   625.3 216929. -0.96  3.99   9.73  -2.06  -5.68 0.79 1.20 1.47  0.30 695.4 796470.  7.04 620.2 193101.
 0:31:36 0.62 355.72  62.54 -6.53 1624   6.98   620.5 200115. -4.40  3.09   9.94   0.62  -5.32 0.89 2.02 2.21  0.32 685.2 929319.  6.67 624.3 235523.
 0:32:17 0.62 355.72  62.54 -6.53 1624   7.27   616.6 219437. -2.76  2.79  10.24  -0.06  -5.80 0.60 1.18 1.02  0.36 676.41108114.  7.57 617.3 213589.
 0:32:57 0.62 355.72  62.53 -6.53 1624   7.73   616.6 201421. -4.04  3.16  10.37   1.99  -5.10 0.51 1.28 1.42  0.31 676.7 689193.  6.73 616.3 170193.
 0:33:38 0.62 355.73  62.53 -6.53 1624   7.86   607.6 159220. -4.19  0.15  10.75   3.51  -2.66 0.77 1.65 1.05  0.27 696.0 854267.  7.69 610.8 222558.
 0:34:18 0.62 355.73  62.52 -6.53 1624   7.91   611.5 194030. -3.96  2.19  10.99   2.15  -3.23 0.41 1.69 1.05  0.31 674.2 762582.  6.97 614.4 169865.
 0:34:59 0.62 355.73  62.51 -6.53 1624   8.11   617.1 212381. -2.27  3.29  10.79   0.72  -4.66 0.33 1.06 0.89  0.21 702.0 633060.  7.19 614.9 190080.
 0:35:39 0.62 355.73  62.51 -6.53 1624   8.24   614.8 198530. -3.57  3.01  10.59   2.39  -4.59 0.43 0.83 0.78  0.27 671.7 684203.  6.86 613.8 163852.
 0:36:20 0.62 355.73  62.50 -6.53 1624   7.43   612.9 150537. -3.97  1.96  11.23   1.35  -3.48 0.24 1.05 0.80  0.31 681.41129112.  7.25 613.0 174962.
 0:37:00 0.62 355.73  62.50 -6.53 1624   7.33   614.9 194144. -5.39  1.37  10.92   3.24  -3.33 0.27 0.59 0.74  0.33 686.71039299.  6.57 615.0 161923.
 0:37:41 0.62 355.73  62.49 -6.53 1624   7.56   618.7 221155. -4.50  1.89  10.70   3.30  -3.76 0.34 0.75 0.58  0.30 674.6 965702.  6.74 615.6 205368.
 0:38:21 0.62 355.73  62.49 -6.53 1624   8.03   622.0 215844. -5.79  2.08   9.71   5.40  -3.56 0.72 0.78 0.89  0.33 675.2 700420.  7.20 627.0 211251.
 0:39:02 0.62 355.73  62.48 -6.53 1624   8.16   642.3 258265. -7.05  2.77   7.86   7.33  -4.26 1.66 1.45 0.91  0.31 682.3 932230.  7.45 644.5 297594.
 0:39:42 0.62 355.73  62.47 -6.53 1624   6.74   630.8 205215.  0.00  0.69   7.13  -5.51  -1.10 1.55 6.96 2.37  0.32 689.71057594.  6.26 630.4 190470.
 0:40:23 0.62 355.73  62.47 -6.53 1624   7.34   627.4 220934.  2.18  1.76   8.69  -7.69  -1.83 0.77 1.16 1.76  0.38 688.2 958841.  7.34 621.9 216796.
 0:41:03 0.62 355.73  62.46 -6.53 1624   7.13   633.8 181189.  0.00  0.60   8.04  -8.54  -0.28 1.13 1.60 1.28  0.31 692.21062168.  7.16 630.1 229715.
 0:41:43 0.62 355.73  62.46 -6.53 1624  -1.00    -1.0     -1. -1.00 -1.00   7.05  -8.73   2.42 1.05 2.07 2.39 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:46:27 0.62 355.73  62.42 -6.53 1624   7.41   640.9 194969.  0.00 -0.31   0.00   0.00   0.00 0.00 0.00 0.00  0.26 690.5 754890.  7.01 641.6 231186.
 0:47:08 0.62 355.73  62.41 -6.53 1624   7.37   643.4 256050.  0.00 -0.49   0.00   0.00   0.00 0.00 0.00 0.00  0.34 679.3 902084.  7.19 644.1 302669.
 0:47:49 0.62 355.73  62.40 -6.53 1624   8.03   649.4 241179.  0.00  1.71   0.00   0.00   0.00 0.00 0.00 0.00  0.25 674.9 653434.  7.30 646.8 245324.
 0:48:29 0.62 355.73  62.40 -6.53 1624   7.74   616.4 217348. -1.83  2.57  10.60  -3.05  -3.28 0.98 2.45 1.83  0.30 656.6 698341.  7.11 611.6 190444.
 0:49:10 0.62 355.73  62.39 -6.53 1624   7.73   612.8 183983.  0.40  2.01  10.90  -4.37  -2.11 0.49 0.98 1.43  0.30 673.9 785867.  7.42 609.9 164281.
 0:49:50 0.62 355.73  62.39 -6.53 1624   7.84   616.2 158086.  0.15  2.80  10.60  -4.12  -4.33 0.54 1.19 1.10  0.28 680.41230568.  7.52 613.5 189158.
 0:50:31 0.62 355.73  62.38 -6.53 1624   7.55   619.5 195781. -0.78  4.17  10.00  -2.93  -6.54 0.40 1.03 0.84  0.30 677.6 740337.  6.76 619.7 170401.
 0:51:11 0.62 355.73  62.38 -6.53 1624   7.63   619.7 206660. -2.46  3.72  10.39   0.04  -6.51 0.63 0.57 0.89  0.32 679.4 966741.  7.59 616.7 199543.
 0:51:52 0.62 355.73  62.37 -6.53 1624   7.51   617.5 202856. -1.80  4.12  10.50  -0.21  -6.29 0.49 0.67 0.56  0.25 676.9 765077.  7.04 616.8 180816.
 0:52:32 0.62 355.73  62.36 -6.53 1624   7.84   621.4 226609. -1.79  4.02   9.80  -0.31  -7.12 0.63 0.97 1.27  0.32 671.81204580.  7.50 615.9 196873.
 0:53:13 0.62 355.74  62.36 -6.53 1624   7.94   613.4 185636. -3.54  3.01  10.69   1.75  -5.20 0.43 0.71 1.76  0.32 663.71058217.  7.38 612.3 155919.
 0:53:53 0.62 355.74  62.35 -6.53 1624   8.18   620.5 226262.  0.82  0.52  10.49  -4.34  -2.56 1.04 2.23 1.57  0.34 682.9 898342.  7.56 612.5 194453.
 0:54:34 0.62 355.74  62.35 -6.53 1624   7.86   628.2 213472.  0.00 -0.12   8.58  -7.05  -0.64 1.48 3.12 2.70  0.33 692.31096679.  6.92 630.8 229822.
 0:55:14 0.62 355.74  62.34 -6.53 1624   8.63   608.8 141808. -3.78  0.00  11.01  -0.84  -0.64 0.92 3.34 2.54  0.30 669.71151981.  8.49 602.3 129682.
 0:55:55 0.62 355.74  62.33 -6.53 1624   8.29   604.2 191422. -2.06 -0.77  11.37  -2.94   0.18 0.86 2.21 1.93  0.37 693.61073394.  7.91 610.9 242540.
 0:56:35 0.62 355.74  62.33 -6.53 1624   8.61   624.8 269119. -6.37 -1.86   9.24   2.43   0.72 1.65 4.46 4.30  0.29 691.4 646157.  8.14 625.8 254634.
 0:57:16 0.62 355.74  62.32 -6.53 1624   8.49   615.2 210828. -6.12  0.14   8.81   7.48  -0.19 1.75 1.89 1.40  0.37 689.1 969028.  7.61 616.8 179779.
 0:57:56 0.62 355.74  62.32 -6.53 1624   8.19   652.0 220115. -8.89  0.68   5.70  10.17  -1.38 1.40 1.23 0.92  0.38 672.51030359.  7.39 655.9 264502.
 0:58:37 0.62 355.74  62.31 -6.53 1624   7.90   635.2 196616. -8.05  1.01   7.32   9.01  -1.80 0.95 0.83 0.97  0.35 690.4 845951.  7.31 635.5 231151.
 0:59:17 0.62 355.74  62.30 -6.53 1624   7.77   624.6 238609. -6.84 -1.05   9.90   6.30   0.53 0.51 1.01 0.61  0.35 672.51197927.  7.23 623.1 221863.
 0:59:58 0.62 355.74  62.30 -6.53 1624   7.29   618.0 215041. -2.56  3.68  10.65   2.98  -1.34 0.69 2.42 2.30  0.31 671.2 617675.  6.64 620.4 245210.
 1:00:38 0.62 355.74  62.29 -6.53 1624   7.77   614.5 229640. -0.86 -1.80  10.42  -4.40   0.55 1.07 1.50 1.93  0.39 677.51171732.  6.90 609.2 211147.
 1:01:19 0.62 355.74  62.29 -6.53 1624   8.18   625.9 223604.  0.00 -0.44   9.03  -7.30  -0.88 1.15 1.40 1.16  0.35 683.71109777.  7.47 625.7 241870.
 1:01:59 0.62 355.74  62.28 -6.53 1624   7.98   616.0 215064.  0.57  0.09  10.14  -5.54  -2.15 0.60 1.10 0.98  0.27 686.1 743039.  7.35 610.8 206933.
 1:02:40 0.62 355.74  62.28 -6.53 1624   7.85   617.7 205296.  1.21 -0.61  10.65  -4.98  -0.96 0.43 1.09 0.53  0.31 679.4 656968.  6.62 614.1 164713.
 1:03:20 0.62 355.74  62.27 -6.53 1624   8.29   619.6 230855.  1.00 -1.50  10.33  -5.55   1.34 0.33 0.83 0.86  0.34 673.41015806.  7.66 614.8 210851.
 1:04:01 0.62 355.74  62.26 -6.53 1624   8.37   612.3 194138.  0.42 -1.38  11.02  -3.78   1.62 0.47 1.10 1.21  0.37 695.11010816.  7.60 610.1 164291.
 1:04:41 0.62 355.74  62.26 -6.53 1624   7.97   611.8 216952. -1.00 -0.74  11.61  -3.06   0.53 0.19 0.53 0.62  0.25 653.6 680669.  7.33 599.2 119319.
 1:05:21 0.62 355.74  62.25 -6.53 1624  -1.00    -1.0     -1. -1.00 -1.00  10.97  -4.52  -0.42 0.56 1.24 1.07 -1.00  -1.0     -1.  7.19 613.0 167234.
 1:06:02 0.62 355.74  62.25 -6.53 1624   7.33   612.4 224014. -1.53 -1.59   9.66  -5.19   0.22 1.94 3.52 2.42  0.31 670.11085245.  6.58 601.5 131933.
 1:06:43 0.62 355.74  62.24 -6.53 1624   8.14   599.7 114329. -2.17 -0.44  11.96  -1.16   0.63 0.19 0.75 1.15  0.30 680.1 679006.  7.56 605.0 157908.
 1:07:23 0.62 355.74  62.23 -6.53 1624   7.72   604.9 148344. -2.99  1.09  11.67  -1.43  -2.09 0.31 1.69 1.16  0.29 694.2 730981.  7.32 600.9 129847.
 1:08:04 0.62 355.74  62.23 -6.53 1624   8.14   637.0 268927.  0.00  2.59   9.24  -4.73  -5.32 1.20 2.50 0.96  0.30 688.91054683.  7.49 636.0 254068.
 1:08:44 0.62 355.74  62.22 -6.53 1624  -1.00    -1.0     -1. -1.00 -1.00   9.16  -6.28  -4.61 0.47 0.57 0.49 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:09:25 0.62 355.74  62.22 -6.53 1624   8.03   628.1 213690.  0.00  3.41   8.91  -6.25  -5.25 0.70 0.82 0.39  0.33 690.8 872146.  7.74 629.7 254406.
 1:10:05 0.62 355.74  62.21 -6.53 1624   8.02   642.6 256901.  2.73  3.01   7.42  -7.73  -5.52 0.73 0.93 0.83  0.37 676.3 985868.  7.00 637.4 218881.
 1:10:46 0.62 355.74  62.21 -6.53 1624   8.46   639.5 272588.  0.00  0.83   6.82  -8.93  -3.70 0.67 1.33 1.35  0.35 691.9 832645.  7.33 637.3 250661.
 1:11:26 0.62 355.74  62.20 -6.53 1624   8.41   655.7 256394.  0.00  0.60   5.99  -9.54  -3.51 0.86 1.51 0.96  0.38 672.01003124.  7.87 652.6 259149.
 1:12:07 0.62 355.75  62.19 -6.53 1624   8.17   651.4 232486.  0.00 -1.72   6.13  -8.95  -1.79 1.10 2.23 4.08  0.34 692.7 900837.  7.41 645.6 240763.
 1:12:47 0.62 355.75  62.19 -6.53 1624   8.26   700.5 283058.  0.00 -1.20   0.76 -11.55  -0.03 2.76 1.28 0.99  0.30 701.5 529733.  8.23 701.3 308526.
 1:13:28 0.62 355.75  62.18 -6.53 1624   7.68   633.3 181657.  0.00 -2.69   3.77  -9.63   1.38 5.83 1.82 2.04  0.33 694.61003540.  7.47 633.8 233158.
 1:14:08 0.62 355.75  62.18 -6.53 1624   7.95   638.4 242189.  3.62  2.10   8.08  -8.69  -0.42 0.63 1.05 2.46  0.35 673.11020796.  6.61 634.1 211361.
 1:14:49 0.62 355.75  62.17 -6.53 1624   8.45   637.4 284991.  0.00  0.59   7.50  -9.23  -2.13 0.97 1.18 1.14  0.35 683.3 852188.  7.98 635.8 262384.
 1:15:29 0.62 355.75  62.17 -6.53 1624   7.77   655.0 239554.  3.34  3.23   5.35  -9.51  -3.06 1.77 1.58 3.73  0.33 691.4 711646.  6.62 653.6 229627.
 1:16:10 0.62 355.75  62.16 -6.53 1624   7.63   650.5 254939.  0.00 -0.16   3.78 -10.22   0.91 2.83 1.63 3.50  0.38 692.51007698.  7.10 648.1 251395.
 1:16:50 0.62 355.75  62.15 -6.53 1624   7.78   657.2 233733.  0.00 -0.06   5.27 -10.52  -2.13 1.02 1.50 1.54  0.33 675.31134725.  7.24 656.9 252288.
 1:17:31 0.62 355.75  62.15 -6.53 1624   7.40   649.1 235572.  0.00  2.55   5.58  -9.86  -4.62 0.85 0.87 0.72  0.30 693.2 806449.  7.33 643.1 256141.
 1:18:11 0.62 355.75  62.14 -6.53 1624   7.62   641.5 247851.  3.74  2.10   6.50  -9.32  -4.59 0.56 0.58 0.69  0.32 678.5 841377.  6.95 631.2 264356.
 1:18:52 0.62 355.75  62.14 -6.53 1624   8.19   636.9 233714.  0.00  0.96   7.30  -9.10  -3.46 0.88 0.86 0.76  0.32 690.41004579.  7.45 635.9 266328.
 1:19:32 0.62 355.75  62.13 -6.53 1624  -1.00    -1.0     -1. -1.00 -1.00   3.02 -11.25  -1.48 2.77 1.10 0.76 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:20:13 0.62 355.75  62.12 -6.53 1624   8.37   657.9 256186.  0.00  2.92   2.63 -10.78  -3.92 2.17 1.23 2.34  0.39 689.0 883789.  7.31 651.3 263151.
 1:20:53 0.62 355.75  62.12 -6.53 1624   8.55   664.9 294232.  0.00  1.42   4.98  -9.97  -4.99 1.24 0.84 0.65  0.35 674.4 946575.  7.85 661.6 267725.
 1:21:34 0.62 355.75  62.11 -6.53 1624   8.48   646.9 289386.  0.00  2.71   5.05  -9.84  -4.90 1.33 1.12 0.59  0.31 684.7 879839.  7.88 647.8 271954.
 1:22:14 0.62 355.75  62.11 -6.53 1624   8.33   646.9 247513.  3.09  3.33   6.01  -9.33  -5.30 0.56 0.66 0.90  0.33 677.1 878591.  7.39 637.7 251895.
 1:22:55 0.62 355.75  62.10 -6.53 1624   8.53   659.8 265490.  0.00  4.73   3.63  -7.65  -7.63 2.20 3.04 2.71  0.29 700.51101461.  8.27 655.0 279835.
 1:23:35 0.62 355.75  62.09 -6.53 1624   8.48   638.1 234850.  1.92 -3.48   8.38  -7.51   4.68 0.71 1.17 1.09  0.32 678.81002292.  8.19 633.1 254296.
 1:24:16 0.62 355.75  62.09 -6.53 1624   8.39   635.8 267062.  0.00  0.12   9.12  -7.92   1.50 1.01 1.70 0.89  0.32 691.11086908.  7.14 634.6 216659.
 1:24:56 0.62 355.75  62.08 -6.53 1624   7.54   637.8 233522.  3.72  0.89   8.11  -8.65   0.81 1.36 2.12 1.97  0.32 678.51067573.  7.65 630.5 224556.
 1:25:37 0.62 355.75  62.08 -6.53 1624   8.60   611.7 198156.  1.41 -1.09  10.43  -5.02   0.75 1.29 2.95 2.08  0.31 694.4 944704.  7.38 613.8 175020.
 1:26:17 0.62 355.75  62.07 -6.53 1624   8.11   607.7 159204.  0.30  0.52  11.15  -4.55  -0.72 0.80 1.77 1.36  0.33 680.11018717.  8.53 609.2 206134.
 1:26:58 0.62 355.75  62.07 -6.53 1624   7.96   640.7 278805.  0.00  2.73   8.89  -5.20  -4.97 1.92 3.30 1.78  0.28 671.7 686490.  7.28 640.8 238339.
 1:27:38 0.62 355.75  62.06 -6.53 1624   8.01   635.5 247247.  3.04  1.52   6.96  -8.88  -3.99 1.31 1.41 0.72  0.26 686.8 801875.  7.32 632.0 237631.
 1:28:19 0.62 355.75  62.05 -6.53 1624   8.14   628.8 227694.  0.00  3.58   8.82  -5.55  -6.23 0.60 1.15 1.30  0.29 671.6 674016.  7.53 629.9 213794.
 1:28:59 0.62 355.75  62.05 -6.53 1624   7.77   623.0 233896.  2.11 -1.06   9.59  -5.55  -0.70 0.94 3.54 3.28  0.36 677.5 847406.  7.36 616.0 237768.
 1:29:40 0.62 355.75  62.04 -6.53 1624   7.27   649.1 232531. -0.76  5.80   4.59  -5.72  -8.94 2.05 1.86 2.54  0.35 694.1 966741.  6.78 646.6 242777.
 1:30:20 0.62 355.75  62.04 -6.53 1624   8.04   643.3 244869.  2.47  3.57   6.01  -8.11  -5.53 1.55 2.03 2.87  0.35 673.0 966533.  7.48 634.0 246499.
 1:31:01 0.62 355.76  62.03 -6.53 1624   7.57   629.2 214320.  0.00  1.56   7.46  -8.98  -2.72 1.36 1.27 2.48  0.39 654.81070899.  6.94 629.4 255641.
 1:31:41 0.62 355.76  62.02 -6.53 1624   7.73   629.0 228763.  2.01  2.61   8.88  -8.80  -0.24 0.55 1.36 1.84  0.34 678.1 940754.  7.58 624.3 228380.
 1:32:22 0.62 355.76  62.02 -6.53 1624   7.99   616.2 179104.  0.63 -3.03   9.70  -7.70   1.12 0.90 1.82 1.75  0.32 659.1 992729.  7.09 611.5 166912.
 1:33:02 0.62 355.76  62.01 -6.53 1624   8.13   611.5 162283.  1.08  0.00  11.01  -5.72   1.25 0.41 0.90 2.12  0.29 680.4 980255.  7.32 605.7 138193.
 1:33:43 0.62 355.76  62.01 -6.53 1624   7.62   619.8 179403.  0.00  2.22   9.46  -7.51  -0.92 1.01 1.96 2.73  0.29 677.4 652810.  7.12 617.2 161708.
 1:34:23 0.62 355.76  62.00 -6.53 1624   7.96   622.2 235653.  1.75  2.09   9.56  -5.71   2.88 1.57 2.02 4.18  0.33 656.9 553641.  7.11 616.1 213638.
 1:35:04 0.62 355.76  62.00 -6.53 1624   8.36   615.3 195031.  0.00 -0.32  10.40  -5.75   3.07 0.51 1.36 2.36  0.26 674.7 740752.  7.25 616.5 174848.
 1:35:44 0.62 355.76  61.99 -6.53 1624   8.39   629.5 246243.  2.85 -1.07   7.91  -9.52  -1.09 1.00 1.37 1.59  0.33 678.51042417.  8.43 623.1 245798.
 1:36:25 0.62 355.76  61.98 -6.53 1624   7.74   626.1 200004.  0.00 -1.25   8.93  -9.34   1.00 0.33 0.47 0.34  0.31 694.4 976513.  6.77 624.6 162160.
 1:37:05 0.62 355.76  61.98 -6.53 1624   8.15   636.7 244937.  4.06 -0.59   7.72  -9.84   0.76 0.61 0.55 0.37  0.32 677.31087947.  7.50 632.2 252058.
 1:37:46 0.62 355.76  61.97 -6.53 1624   7.82   624.6 217842.  0.00 -1.33   8.59  -9.20   1.09 0.42 0.70 0.52  0.29 676.8 667987.  7.36 627.1 218631.
 1:38:26 0.62 355.76  61.97 -6.53 1624   8.12   632.3 221646.  3.31 -0.79   9.02  -8.82   1.75 0.36 0.62 0.49  0.29 678.8 906866.  7.63 624.3 221395.
 1:39:07 0.62 355.76  61.96 -6.53 1624   7.69   626.5 214814.  0.00 -1.44   9.09  -8.68   1.52 0.45 0.71 0.53  0.25 669.5 848861.  7.52 627.3 249985.
 1:39:47 0.62 355.76  61.95 -6.53 1624   7.82   629.1 223718.  2.71 -2.32   9.41  -8.28   1.77 0.41 0.86 0.84  0.31 683.61042417.  7.46 622.2 227590.
 1:40:28 0.62 355.76  61.95 -6.53 1624   7.82   626.7 207320.  0.00 -3.87   9.45  -6.95   4.27 0.56 0.85 1.02  0.34 691.6 991482.  7.56 629.6 235806.
