1977/329   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:38:41 0.63 353.43 340.50  2.42 1662  40.04   274.0  44868. -0.15  0.61   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.38 273.6  44832.
 1:21:53 0.63 353.45 340.12  2.41 1662  33.35   272.8  34151. -1.39  3.94   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.76 272.9  33950.
 1:45:54 0.63 353.42 339.88  2.24 1662  -1.00    -1.0     -1. -1.00 -1.00   4.37   5.41  -3.16 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 2:05:05 0.63 353.47 339.75  2.41 1662  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 90.31 327.8 122087.
 2:53:46 0.63 353.49 339.33  2.40 1662 119.63   359.6 120125.  1.92 -1.81  -7.67  20.29   5.25 0.79 0.85 1.78 -1.00  -1.0     -1.100.73 359.1 107193.
 2:54:06 0.63 353.49 339.32  2.40 1662  -1.00    -1.0     -1. -1.00 -1.00  -7.03  20.07   4.48 0.69 1.42 2.44 -1.00  -1.0     -1.100.74 359.1 107193.
 2:54:34 0.63 353.49 339.32  2.40 1662 107.58   349.8  97067.  1.82 -4.21  -6.83  18.25  -0.43 0.93 2.71 6.91 -1.00  -1.0     -1. 94.76 347.5  98532.
 2:54:54 0.63 353.49 339.31  2.40 1662 114.83   351.2 112871.  1.42 -4.76  -7.37  18.76  -5.09 0.79 2.51 5.48 -1.00  -1.0     -1. 99.23 349.8 113508.
 2:55:34 0.63 353.49 339.31  2.40 1662 105.92   349.6  95631.  2.65 -2.69  -6.63  20.29  -4.16 0.98 1.01 1.47 -1.00  -1.0     -1. 93.54 346.9  96798.
 2:56:15 0.63 353.49 339.30  2.40 1662 117.26   352.1 111191.  0.66 -2.40  -6.79  23.19  -2.51 0.55 0.36 0.79 -1.00  -1.0     -1.103.21 350.8 112302.
 2:56:55 0.63 353.49 339.30  2.40 1662 104.66   345.5 108635.  1.87 -3.43  -7.20  21.85  -0.57 0.68 1.04 1.16 -1.00  -1.0     -1. 89.73 344.9  97649.
 2:57:36 0.63 353.49 339.29  2.40 1662 109.50   350.9 115288.  1.62 -3.65  -8.43  22.56   1.74 0.57 0.78 0.84 -1.00  -1.0     -1. 96.65 349.2 116844.
 2:58:16 0.63 353.49 339.28  2.40 1662 105.15   349.3  91317.  1.89 -3.92  -8.26  21.91   4.60 0.55 1.21 1.02 -1.00  -1.0     -1. 91.03 347.2  92458.
 2:58:57 0.63 353.49 339.28  2.40 1662 109.12   349.0  93413.  1.66 -3.72  -9.06  22.58   2.01 0.52 0.82 1.18 -1.00  -1.0     -1. 97.90 348.1 105198.
 2:59:37 0.63 353.49 339.27  2.40 1662 107.78   351.0  93900.  1.80 -3.18  -7.91  23.04   2.08 0.94 0.72 0.52 -1.00  -1.0     -1. 95.86 348.7  95420.
 2:59:58 0.63 353.49 339.27  2.40 1662 109.76   353.6 131472.  0.00  0.00  -7.88  21.83   4.78 0.86 1.77 2.97 -1.00  -1.0     -1. 97.95 353.3 129272.
 3:01:19 0.63 353.49 339.26  2.40 1662 115.56   353.1  94634.  2.56 -4.06  -7.70  21.24   6.56 1.12 1.35 2.37 -1.00  -1.0     -1.101.99 350.7  95998.
 3:02:40 0.63 353.49 339.25  2.40 1662 111.93   351.0 111204.  2.10 -2.61  -7.85  21.61   2.04 1.38 0.70 0.96 -1.00  -1.0     -1. 99.63 349.1 113231.
 3:04:01 0.63 353.49 339.24  2.40 1662 113.17   355.1  97639.  2.66 -2.86  -9.46  20.86   1.72 2.01 1.13 1.91 -1.00  -1.0     -1. 97.14 352.3  98841.
 3:05:22 0.63 353.50 339.23  2.40 1662 116.20   352.2 110522.  2.32 -3.26  -8.63  20.84   1.19 0.72 1.10 1.53 -1.00  -1.0     -1.103.62 349.9 109697.
 3:06:43 0.63 353.50 339.21  2.40 1662 117.73   354.5  99607.  2.55 -3.67  -9.73  19.98   0.72 0.84 0.86 0.89 -1.00  -1.0     -1.103.73 352.7 101859.
 3:08:04 0.63 353.50 339.20  2.40 1662 120.67   349.5  96729.  2.55 -3.69 -11.62  18.35   2.06 1.20 1.39 1.26 -1.00  -1.0     -1.109.40 349.0 107985.
 3:18:39 0.63 353.50 339.11  2.40 1662 139.99   360.3 104876.  4.08  0.32  -6.26   4.49 -16.61 4.77 6.30 2.67 -1.00  -1.0     -1.122.34 356.8 103158.
 3:20:00 0.63 353.50 339.10  2.40 1662 130.88   357.0  96716.  4.26 -2.22 -12.34  12.12 -12.70 1.16 1.47 1.53 -1.00  -1.0     -1.114.67 354.0  97785.
 3:21:21 0.63 353.50 339.08  2.40 1662 140.59   365.1 106065.  4.23 -2.06 -13.18  12.62 -10.55 1.99 1.04 0.87 -1.00  -1.0     -1.123.61 361.7 105731.
