1985/009   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
17:14:23 0.56  40.74 237.27 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.23 391.9 196727.
17:15:03 0.56  40.74 237.26 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.55 395.7 161179.
17:15:44 0.56  40.74 237.25 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.76 399.0 168277.
17:16:24 0.56  40.74 237.24 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.39 397.8 160003.
17:17:05 0.56  40.75 237.24 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.32 400.4 160370.
17:17:45 0.56  40.75 237.24 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.36 397.8 161205.
17:18:26 0.56  40.75 237.23 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.39 406.4 168910.
17:19:06 0.56  40.75 237.22 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.49 400.4 153996.
17:19:47 0.56  40.75 237.22 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.43 403.4 160935.
17:20:27 0.56  40.75 237.21 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.89 401.5 151852.
17:21:08 0.56  40.75 237.21 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.97 403.6 163076.
17:21:48 0.56  40.75 237.20 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.93 400.5 155471.
17:22:29 0.56  40.75 237.19 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.49 403.4 166967.
17:23:09 0.56  40.75 237.19 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.76 397.3 166877.
17:23:50 0.56  40.75 237.19 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.55 393.5 171808.
17:24:30 0.56  40.75 237.18 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.75 390.4 165834.
17:25:11 0.56  40.75 237.17 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.87 396.6 166789.
17:25:51 0.56  40.75 237.17 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.59 393.9 158041.
17:26:32 0.56  40.75 237.16 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.96 395.5 164424.
17:27:12 0.56  40.75 237.16 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.46 394.8 161666.
17:27:53 0.56  40.75 237.15 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.25 391.5 185455.
17:28:33 0.56  40.75 237.15 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.65 392.8 163501.
17:29:14 0.56  40.76 237.14 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.67 401.5 148744.
17:29:54 0.56  40.76 237.13 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.33 392.8 149374.
17:30:35 0.56  40.76 237.13 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.26 388.8 197620.
17:31:15 0.56  40.76 237.12 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.66 394.6 214353.
17:31:56 0.56  40.76 237.12 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.09 392.4 190262.
17:32:36 0.56  40.76 237.11 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.33 390.2 150631.
17:33:17 0.56  40.76 237.10 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.98 386.5 179282.
17:33:57 0.56  40.76 237.10 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.43 388.6 149013.
17:34:38 0.56  40.76 237.10 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.38 385.8 165678.
17:35:18 0.56  40.76 237.09 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.61 386.0 145229.
17:35:59 0.56  40.76 237.08 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.90 390.8 165460.
17:36:39 0.56  40.76 237.08 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.17 387.2 161747.
17:37:20 0.56  40.76 237.07 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.23 391.0 166311.
17:38:00 0.56  40.76 237.07 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.32 389.7 159620.
17:38:41 0.56  40.76 237.06 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.31 386.6 174075.
17:39:21 0.56  40.76 237.05 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.80 386.0 152593.
17:40:02 0.56  40.76 237.05 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.63 384.8 180484.
17:40:42 0.56  40.76 237.05 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.67 383.4 159957.
17:41:23 0.56  40.76 237.04 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.12 380.6 135837.
17:42:03 0.56  40.77 237.03 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.48 386.5 161698.
17:42:44 0.56  40.77 237.02 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.26 386.7 181725.
17:43:24 0.56  40.77 237.02 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.78 389.8 185234.
17:44:05 0.56  40.77 237.02 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.03 407.4 137712.
17:44:45 0.56  40.77 237.01 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.43 400.0 140135.
17:45:26 0.56  40.77 237.00 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.88 396.5 152310.
17:46:50 0.56  40.77 237.00 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.41 392.5 163907.
17:47:11 0.56  40.77 236.99 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.44 392.5 164057.
17:48:08 0.56  40.77 236.98 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.39 397.1 175452.
17:48:28 0.56  40.77 236.98 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.42 397.1 175589.
17:48:48 0.56  40.77 236.97 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.29 394.0 167874.
17:49:29 0.56  40.77 236.97 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.09 394.6 185477.
17:50:09 0.56  40.77 236.97 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.02 398.3 147522.
17:50:50 0.56  40.77 236.96 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.16 391.6 187267.
17:51:30 0.56  40.77 236.95 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 43.04 393.4 166165.
17:52:11 0.56  40.77 236.95 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.77 398.1 163177.
17:52:51 0.56  40.77 236.95 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.33 394.8 162312.
17:53:32 0.56  40.77 236.94 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.19 393.7 188927.
17:54:12 0.56  40.77 236.93 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.53 387.3 175443.
17:54:53 0.56  40.77 236.92 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.12 390.7 202817.
17:55:33 0.56  40.78 236.92 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.65 384.9 178604.
17:56:14 0.56  40.78 236.92 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.73 391.4 188566.
17:56:54 0.56  40.78 236.91 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.47 393.4 160461.
17:57:35 0.56  40.78 236.90 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.30 394.0 175452.
17:58:15 0.56  40.78 236.90 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.75 398.9 129578.
17:58:56 0.56  40.78 236.89 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.67 399.2 145771.
17:59:36 0.56  40.78 236.89 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.72 401.2 123815.
18:00:17 0.56  40.78 236.88 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.72 400.6 147415.
18:00:57 0.56  40.78 236.87 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.32 401.9 121677.
18:01:38 0.56  40.78 236.87 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.16 403.2 133154.
18:02:18 0.56  40.78 236.87 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.58 399.3 126134.
18:02:59 0.56  40.78 236.86 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.37 400.6 148461.
18:03:39 0.56  40.78 236.85 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.66 399.7 125033.
18:04:20 0.56  40.78 236.85 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.13 401.3 142110.
18:05:00 0.56  40.78 236.84 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.66 400.1 123422.
18:05:41 0.56  40.78 236.84 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.72 401.2 147405.
18:06:21 0.56  40.78 236.83 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.72 400.7 127437.
18:07:02 0.56  40.79 236.82 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.67 401.5 153636.
18:07:42 0.56  40.79 236.82 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.88 400.5 129058.
18:08:23 0.56  40.79 236.81 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.59 400.3 156014.
18:09:03 0.56  40.79 236.81 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.55 396.0 127073.
18:09:44 0.56  40.79 236.80 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.96 402.2 150088.
18:10:24 0.56  40.79 236.80 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.76 398.7 128697.
18:11:05 0.56  40.79 236.79 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.82 401.2 150940.
18:11:45 0.56  40.79 236.78 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.14 395.7 154240.
18:12:26 0.56  40.79 236.78 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.71 393.8 168407.
18:13:06 0.56  40.79 236.77 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.01 396.8 198711.
18:13:47 0.56  40.79 236.77 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.42 397.3 165096.
18:14:27 0.56  40.79 236.76 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.66 393.2 164658.
18:15:08 0.56  40.79 236.75 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 43.56 394.2 170914.
18:15:48 0.56  40.79 236.75 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.50 393.6 162322.
18:16:29 0.56  40.79 236.75 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.23 396.7 175647.
18:17:09 0.56  40.79 236.74 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.41 399.3 149078.
18:17:50 0.56  40.79 236.73 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.09 398.6 162312.
18:18:30 0.56  40.79 236.73 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.82 395.5 153574.
18:19:11 0.56  40.79 236.72 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.12 392.1 168329.
18:19:51 0.56  40.79 236.72 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.72 393.8 153327.
18:20:32 0.56  40.80 236.71 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.94 396.8 168212.
18:21:12 0.56  40.80 236.70 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.34 396.0 149221.
18:21:53 0.56  40.80 236.70 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.50 399.3 158658.
18:22:33 0.56  40.80 236.70 -6.96 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.73 396.3 155900.
18:23:14 0.56  40.80 236.69 -6.96 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.84 400.3 153389.
18:23:54 0.56  40.80 236.68 -6.96 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.55 394.7 154084.
18:24:34 0.56  40.80 236.67 -6.96 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.75 398.3 165382.
