1985/009   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
15:40:33 0.56  40.67 238.04 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.27 393.2 161971.
15:41:14 0.56  40.67 238.05 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.51 424.5 122727.
15:41:54 0.56  40.67 238.04 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.30 425.1 136708.
15:42:35 0.56  40.67 238.03 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.72 422.3 125017.
15:43:15 0.56  40.67 238.02 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.99 418.9 149936.
15:43:56 0.56  40.67 238.02 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.87 418.0 127278.
15:44:36 0.56  40.67 238.02 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.49 419.9 144167.
15:45:17 0.56  40.67 238.01 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.98 413.1 146194.
15:45:57 0.56  40.67 238.00 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.75 418.6 145323.
15:46:38 0.56  40.67 237.99 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.88 405.8 152606.
15:47:18 0.56  40.68 237.99 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.29 397.3 158616.
15:47:59 0.56  40.68 237.99 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.73 402.3 177804.
15:48:39 0.56  40.68 237.98 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.61 404.2 206969.
15:49:20 0.56  40.68 237.97 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.45 400.6 192565.
15:50:00 0.56  40.68 237.97 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.59 398.7 205540.
15:50:41 0.56  40.68 237.96 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.70 402.0 201476.
15:51:21 0.56  40.68 237.96 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.91 409.3 200199.
15:52:02 0.56  40.68 237.95 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.91 410.0 238356.
15:52:42 0.56  40.68 237.94 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.84 405.9 235146.
15:53:23 0.56  40.68 237.94 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.49 410.0 243771.
15:54:03 0.56  40.68 237.94 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.00 418.2 185074.
15:55:03 0.56  40.68 237.92 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.09 417.9 213804.
15:55:23 0.56  40.68 237.92 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.47 416.8 191458.
15:56:05 0.56  40.68 237.92 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.10 415.4 219872.
15:56:45 0.56  40.68 237.91 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.06 407.1 223978.
15:57:26 0.56  40.68 237.91 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.99 404.2 209162.
15:58:06 0.56  40.68 237.90 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.03 405.5 235179.
15:58:47 0.56  40.68 237.89 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.72 399.7 202623.
15:59:27 0.56  40.68 237.89 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.23 403.9 229240.
16:00:08 0.56  40.69 237.88 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.39 399.0 191750.
16:00:48 0.56  40.69 237.88 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.84 409.5 221311.
16:01:29 0.56  40.69 237.87 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.98 407.3 169524.
16:02:09 0.56  40.69 237.87 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.35 411.3 182934.
16:02:50 0.56  40.69 237.86 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.21 408.5 152785.
16:03:30 0.56  40.69 237.85 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.86 404.6 181904.
16:04:11 0.56  40.69 237.85 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.65 418.3 120018.
16:04:51 0.56  40.69 237.84 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.24 409.2 125608.
16:05:32 0.56  40.69 237.84 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.11 407.0 159918.
16:06:12 0.56  40.69 237.83 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.51 411.5 120219.
16:06:53 0.56  40.69 237.83 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.32 410.8 137238.
16:07:33 0.56  40.69 237.82 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.15 416.5 147269.
16:08:14 0.56  40.69 237.82 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.32 409.9 137790.
16:08:54 0.56  40.69 237.81 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.77 416.9 157144.
16:09:35 0.56  40.69 237.80 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.06 414.7 143484.
16:10:15 0.56  40.69 237.80 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.29 422.4 151969.
16:10:56 0.56  40.69 237.79 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.58 414.7 128093.
16:11:36 0.56  40.69 237.79 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.97 405.1 125511.
16:12:17 0.56  40.69 237.78 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.93 412.7 137881.
16:12:57 0.56  40.69 237.77 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.02 412.7 153626.
16:13:38 0.56  40.70 237.77 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.27 411.8 135090.
16:14:18 0.56  40.70 237.77 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.00 416.3 147084.
16:14:59 0.56  40.70 237.76 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.91 418.5 125998.
16:15:39 0.56  40.70 237.75 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.89 413.5 147854.
16:16:20 0.56  40.70 237.74 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.06 410.2 142399.
16:17:00 0.56  40.70 237.75 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.15 412.3 162205.
16:17:41 0.56  40.70 237.74 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.30 402.7 164184.
16:18:21 0.56  40.70 237.73 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.56 412.7 178168.
16:19:02 0.56  40.70 237.72 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.22 407.8 167169.
16:19:42 0.56  40.70 237.72 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.22 405.3 189567.
16:20:23 0.56  40.70 237.72 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.30 404.0 154695.
16:21:03 0.56  40.70 237.71 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.97 399.2 142575.
16:21:44 0.56  40.70 237.70 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.49 402.4 156676.
16:22:24 0.56  40.70 237.69 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.26 408.2 192861.
16:23:05 0.56  40.70 237.70 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.78 405.2 166444.
16:23:45 0.56  40.70 237.69 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.51 405.9 186406.
16:24:26 0.56  40.70 237.68 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.93 403.9 164590.
16:25:06 0.56  40.70 237.67 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.23 405.2 179308.
16:25:47 0.56  40.70 237.67 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.10 407.0 173078.
16:26:27 0.56  40.71 237.67 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.08 399.7 154864.
16:27:08 0.56  40.71 237.66 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.54 407.0 171554.
16:27:48 0.56  40.71 237.65 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.50 400.1 203263.
16:28:29 0.56  40.71 237.64 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.80 401.4 166665.
16:29:09 0.56  40.71 237.64 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.15 404.2 185981.
16:29:50 0.56  40.71 237.64 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.96 402.1 184022.
16:30:30 0.56  40.71 237.63 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.22 419.8 159918.
16:31:11 0.56  40.71 237.62 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.92 420.2 156358.
16:31:51 0.56  40.71 237.62 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.24 409.5 203461.
16:32:32 0.56  40.71 237.62 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.20 407.1 182973.
16:33:12 0.56  40.71 237.61 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.44 412.8 184597.
16:33:53 0.56  40.71 237.60 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.11 410.1 178337.
16:34:33 0.56  40.71 237.59 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.75 408.5 197555.
16:35:14 0.56  40.71 237.59 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.36 410.2 176794.
16:35:54 0.56  40.71 237.59 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.74 415.8 183976.
16:36:35 0.56  40.71 237.58 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.92 410.4 176183.
16:37:15 0.56  40.71 237.57 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.54 415.8 186189.
16:37:56 0.56  40.71 237.57 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.90 410.4 184100.
16:38:36 0.56  40.72 237.56 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.02 416.6 182706.
16:39:17 0.56  40.72 237.56 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.45 414.0 174387.
16:39:57 0.56  40.72 237.55 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.66 416.6 180715.
16:40:38 0.56  40.72 237.54 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.60 416.0 167529.
16:41:18 0.56  40.72 237.54 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.39 400.8 218069.
16:41:59 0.56  40.72 237.53 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.00 399.0 196957.
16:42:39 0.56  40.72 237.53 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.15 404.1 202905.
16:43:20 0.56  40.72 237.52 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.29 403.8 177125.
16:44:00 0.56  40.72 237.52 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.61 407.3 193793.
16:44:41 0.56  40.72 237.51 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.56 402.4 183356.
16:45:21 0.56  40.72 237.51 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.94 404.7 203535.
16:46:02 0.56  40.72 237.50 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.63 404.1 176953.
16:46:42 0.56  40.72 237.49 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.41 406.3 191165.
16:47:23 0.56  40.72 237.49 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.98 403.8 181816.
16:48:03 0.56  40.72 237.48 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.51 398.9 206966.
16:48:44 0.56  40.72 237.48 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.73 403.6 175732.
16:49:24 0.56  40.72 237.47 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.28 402.8 204695.
16:50:05 0.56  40.72 237.47 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.70 403.2 175686.
16:50:45 0.56  40.72 237.46 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.17 407.2 188320.
16:51:26 0.56  40.73 237.45 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.47 404.6 175137.
16:52:06 0.56  40.73 237.45 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.50 404.9 197600.
16:52:47 0.56  40.73 237.44 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.97 404.5 175439.
16:53:27 0.56  40.73 237.44 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.96 395.8 161682.
16:54:08 0.56  40.73 237.43 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.34 403.4 148516.
16:54:48 0.56  40.73 237.42 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.47 399.1 200332.
16:55:29 0.56  40.73 237.42 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.08 403.0 177437.
16:56:09 0.56  40.73 237.42 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.66 402.7 202278.
16:56:50 0.56  40.73 237.41 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.08 400.0 185042.
16:57:30 0.56  40.73 237.40 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.12 396.2 230982.
16:58:11 0.56  40.73 237.40 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.72 397.0 216968.
16:58:51 0.56  40.73 237.39 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.68 407.2 211007.
16:59:32 0.56  40.73 237.39 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.88 408.7 171655.
17:00:12 0.56  40.73 237.38 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.91 410.4 219898.
17:00:53 0.56  40.73 237.37 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.66 429.7 204542.
17:01:33 0.56  40.73 237.37 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.63 414.5 156667.
17:02:14 0.56  40.73 237.37 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.12 421.1 132524.
17:02:54 0.56  40.73 237.36 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.53 423.0 165645.
17:03:35 0.56  40.73 237.35 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.55 417.6 161380.
17:04:15 0.56  40.74 237.34 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.62 419.3 146002.
17:04:56 0.56  40.74 237.34 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.94 423.9 132631.
17:05:36 0.56  40.74 237.34 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.90 422.1 156884.
17:06:17 0.56  40.74 237.33 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.00 424.7 131160.
17:06:57 0.56  40.74 237.32 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.08 420.9 152681.
17:07:38 0.56  40.74 237.32 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.13 420.9 134359.
17:08:18 0.56  40.74 237.32 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.06 417.3 156225.
17:08:59 0.56  40.74 237.31 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.53 421.0 159171.
17:09:39 0.56  40.74 237.30 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.12 424.3 160640.
17:10:20 0.56  40.74 237.29 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.59 418.6 176830.
17:11:00 0.56  40.74 237.30 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.72 424.7 170242.
17:11:41 0.56  40.74 237.29 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.60 412.3 149120.
17:12:21 0.56  40.74 237.28 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.87 402.8 152314.
17:13:02 0.56  40.74 237.27 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.78 397.8 173961.
17:13:42 0.56  40.74 237.27 -6.95 1757  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.27 390.7 177515.
