1976/220   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:17:15 0.95 172.89 309.52 -5.68 1644   5.37   539.6 117692.  2.84  0.42   0.00   0.00   0.00 0.00 0.00 0.00  0.16 532.9 422196.  4.74 537.1 116743.
 1:00:27 0.95 172.88 309.12 -5.68 1644   4.81   524.1 104672.  2.48  0.14   2.14  -4.57   0.51 0.00 0.00 0.00  0.21 528.1 622639.  4.30 525.5 132651.
