1981/324   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:16:28 0.63  81.22 290.95 -6.43 1715  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.19 315.8  19189.
 0:42:30 0.63  81.24 290.73 -6.43 1715   0.56   387.4  55545. 18.94  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:43:51 0.63  81.24 290.72 -6.43 1715   0.40   379.2  29421. 18.91 18.42   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:45:58 0.63  81.24 290.70 -6.43 1715   0.57   384.0  96392. 18.95 18.17   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:47:19 0.63  81.24 290.69 -6.43 1715   0.55   382.2 103600. 14.51 15.47   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:48:40 0.63  81.24 290.67 -6.43 1715   0.64   379.8  99523. 20.32 16.98   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:54:04 0.63  81.24 290.63 -6.43 1715   1.12   688.42287485.-14.49  4.35   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:55:25 0.63  81.24 290.62 -6.43 1715   0.68   652.32632239.-18.52  4.75   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:56:46 0.63  81.24 290.60 -6.43 1715   1.55   679.11377606.-13.01  6.97   0.00   0.00   0.00 0.00 0.00 0.00  0.03 737.6 360085.  1.19 695.8 814973.
 0:58:07 0.63  81.24 290.59 -6.43 1715   1.09   662.61556297.-11.00  8.76   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:59:28 0.63  81.24 290.58 -6.43 1715   1.30   704.21140079.-13.14  7.22   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.94 747.3 380303.
 1:00:49 0.63  81.24 290.57 -6.43 1715   1.69   735.5 502134.-14.38  8.66   0.00   0.00   0.00 0.00 0.00 0.00  0.04 734.0 684619.  1.47 740.7 341218.
 1:02:10 0.63  81.25 290.56 -6.43 1715   2.16   740.1 655149.-13.34  7.63   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.95 743.6 583059.
 1:03:31 0.63  81.25 290.55 -6.43 1715   1.96   740.1 617727.-13.39  8.01   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.89 759.4 490959.
 1:04:52 0.63  81.25 290.54 -6.43 1715   2.43   752.7 414087.-14.06  7.82   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.83 763.2 160448.
 1:06:13 0.63  81.25 290.52 -6.43 1715   1.78   764.9 173961.-15.22  7.35   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.64 759.6 416115.
 1:07:34 0.63  81.25 290.51 -6.43 1715   1.96   781.3 123026.-14.57  7.22   0.00   0.00   0.00 0.00 0.00 0.00  0.05 757.7 800004.  1.67 775.8  75468.
 1:08:55 0.63  81.25 290.50 -6.43 1715   1.39   774.8 117672.-15.37  7.33   0.00   0.00   0.00 0.00 0.00 0.00  0.04 770.51019132.  1.30 785.9 154003.
 1:10:16 0.63  81.25 290.49 -6.43 1715   1.45   764.0 325054.-14.25  7.23   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.84 766.2 130094.
