20:19:34 0.98 329.08 210.67 -0.35 1650   5.08   463.7 143371. -9.40  0.33   2.38   1.09   4.10 0.23 0.25 0.24 -1.00  -1.0     -1.  5.06 463.0 120040.
20:20:15 0.98 329.08 210.67 -0.35 1650   4.56   462.3 125738. -9.36 -0.07   2.32   1.14   4.28 0.23 0.23 0.23 -1.00  -1.0     -1.  4.89 467.2 133067.
20:20:55 0.98 329.08 210.66 -0.35 1650   4.92   460.8 126164. -9.44 -0.16   2.37   1.31   4.16 0.17 0.20 0.19  0.10 467.7 323702.  5.01 461.7 131904.
20:21:36 0.98 329.08 210.65 -0.35 1650   4.54   462.2 127434. -9.18 -0.21   2.47   1.15   4.32 0.24 0.18 0.19  0.07 489.8 372260.  4.93 463.2 172097.
20:22:16 0.98 329.08 210.65 -0.35 1650   4.24   462.6 130887. -9.55 -0.31   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.55 465.7 124370.
20:22:57 0.98 329.08 210.64 -0.35 1650   4.68   459.9 124822. -9.55 -0.03   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.74 470.8 143367.
20:23:37 0.98 329.08 210.63 -0.35 1650   4.75   458.7 149614. -9.31 -0.70   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.34 461.1 150358.
20:24:17 0.98 329.08 210.63 -0.35 1650   4.84   459.3 133213. -9.35 -0.09   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.97 464.9 115060.
20:25:34 0.98 329.08 210.62 -0.35 1650   4.69   461.3 133551. -9.38 -0.49   2.10   1.48   5.14 0.21 0.21 0.42 -1.00  -1.0     -1.  4.95 458.9 136390.
20:26:14 0.98 329.08 210.61 -0.35 1650   4.30   462.4 121440. -9.41 -0.35   1.93   1.54   4.44 0.16 0.15 0.09 -1.00  -1.0     -1.  4.51 468.7 131377.
20:26:55 0.98 329.08 210.60 -0.35 1650   4.80   461.7 153301. -9.83 -0.26   2.17   1.44   4.18 0.24 0.27 0.23  0.09 507.6 350535.  4.29 464.8 110841.
20:27:00 0.98 329.08 210.60 -0.35 1650   4.74   459.7 131764. -9.39 -0.45   2.27   1.37   4.11 0.20 0.25 0.22 -1.00  -1.0     -1.  4.61 462.2  97684.
20:27:40 0.98 329.08 210.60 -0.35 1650   4.39   463.9 124715. -9.55 -0.28   1.37   2.05   3.73 1.00 1.03 0.65 -1.00  -1.0     -1.  4.40 467.6 122110.
20:28:21 0.98 329.08 210.59 -0.35 1650   5.34   465.3 168312. -9.41  0.12   0.51   1.63   2.52 0.43 0.49 0.77 -1.00  -1.0     -1.  5.66 467.2 170041.
20:29:01 0.98 329.08 210.58 -0.35 1650   4.99   460.9 156930. -9.47 -0.16   0.84   1.62   3.28 0.27 0.21 0.14  0.10 486.6 430395.  5.12 465.8 131381.
20:29:42 0.98 329.08 210.58 -0.35 1650   5.17   465.0 158427. -8.85 -0.64   1.30   1.01   3.10 0.31 0.38 0.28 -1.00  -1.0     -1.  5.20 465.3 164216.
20:30:22 0.98 329.08 210.57 -0.35 1650   5.36   454.3 142175. -8.51 -1.40   1.61  -0.10   3.03 0.26 0.79 0.28  0.11 479.8 260708.  5.52 458.1 115418.
20:31:03 0.98 329.08 210.56 -0.35 1650   5.15   456.0 119579. -9.71 -1.77   1.91  -0.35   3.30 0.23 0.29 0.27  0.09 485.0 389178.  5.13 458.1  84889.
20:31:43 0.98 329.08 210.56 -0.35 1650   5.35   450.2 108196. -9.75 -1.50   1.90  -0.22   3.28 0.22 0.14 0.36  0.09 474.3 276522.  5.75 457.1 131218.
20:32:24 0.98 329.08 210.55 -0.35 1650   5.68   454.6 118952. -9.37 -1.61   1.94  -0.15   3.39 0.25 0.21 0.45 -1.00  -1.0     -1.  5.42 456.9 113504.
20:33:04 0.98 329.08 210.55 -0.35 1650   5.37   452.1 109298. -9.55 -1.56   2.09  -0.52   3.31 0.20 0.46 0.27  0.13 472.4 222182.  5.51 456.4 128545.
20:33:45 0.98 329.08 210.54 -0.35 1650   5.29   452.6 116447. -9.24 -1.35   2.37  -1.07   2.85 0.21 0.24 0.27 -1.00  -1.0     -1.  5.12 453.7 114274.
20:34:25 0.98 329.08 210.53 -0.35 1650   5.46   451.1 106013. -9.80 -1.80   2.28  -0.93   3.05 0.22 0.55 0.36  0.11 469.1 232888.  5.55 457.4 106692.
20:35:06 0.98 329.08 210.53 -0.35 1650   5.13   454.3 107563. -8.86 -0.81   2.04  -1.81   2.47 0.21 0.23 0.17  0.14 454.6 328406.  5.21 458.2  96759.
20:35:46 0.98 329.08 210.52 -0.35 1650   5.54   451.7 104717. -9.27 -1.38   2.20  -1.44   2.60 0.35 0.23 0.28 -1.00  -1.0     -1.  5.72 456.2 118504.
20:36:27 0.98 329.08 210.51 -0.35 1650   5.40   454.9 118487. -9.04 -1.08   2.04  -1.68   2.41 0.27 0.19 0.26 -1.00  -1.0     -1.  5.36 458.3  95742.
20:37:07 0.98 329.08 210.51 -0.35 1650   5.70   457.8 118429. -9.22 -0.82   1.86  -1.48   2.17 0.37 0.32 0.37 -1.00  -1.0     -1.  5.94 458.7 115944.
20:37:48 0.98 329.08 210.50 -0.35 1650   5.79   456.8 120482. -9.10 -0.60   2.08  -1.24   2.75 0.24 0.43 0.32  0.12 453.9 334604.  5.52 459.4  99036.
20:38:28 0.98 329.08 210.49 -0.35 1650   5.60   461.2 125446. -9.30 -0.52   2.13  -1.54   2.22 0.56 0.69 0.60 -1.00  -1.0     -1.  5.77 463.4 123867.
20:39:09 0.98 329.08 210.49 -0.35 1650   5.44   451.9 117893. -8.21 -0.69   2.72  -2.54   2.67 0.21 0.44 0.36 -1.00  -1.0     -1.  5.17 456.7  97402.
20:39:49 0.98 329.08 210.48 -0.35 1650   5.29   447.0 103954. -7.30 -0.02   2.81  -3.18   2.18 0.25 0.23 0.33  0.07 494.0 343297.  5.08 448.0  86286.
20:40:30 0.98 329.08 210.48 -0.35 1650   5.05   448.5 112715. -7.47  0.23   2.89  -3.38   2.18 0.27 0.27 0.35  0.10 461.2 244115.  5.53 448.7 122412.
20:41:10 0.98 329.08 210.47 -0.35 1650   4.80   446.1 106748. -7.45 -0.32   3.12  -3.59   2.00 0.23 0.25 0.35 -1.00  -1.0     -1.  4.97 448.0  77226.
20:41:18 0.98 329.05 210.44 -0.38 1650  -1.00    -1.0     -1. -1.00 -1.00   3.03  -3.63   2.03 0.25 0.26 0.36 -1.00  -1.0     -1. -1.00  -1.0     -1.
20:41:51 0.98 329.08 210.46 -0.35 1650   4.81   448.1 103532. -7.45 -0.99   2.86  -3.83   1.67 0.22 0.16 0.34  0.12 446.4 278393.  4.61 451.2  72632.
20:42:31 0.98 329.08 210.46 -0.35 1650   4.82   452.2  85184. -7.28 -0.84   2.58  -3.96   0.85 0.29 0.22 0.72  0.08 478.0 304679.  5.07 447.4  77771.
20:43:12 0.98 329.08 210.45 -0.35 1650   4.98   447.5  97415. -7.29 -1.18   2.49  -4.35  -0.06 0.32 0.41 0.57  0.13 454.4 214255.  5.16 449.8 104727.
20:43:52 0.98 329.08 210.44 -0.35 1650   4.82   454.6  85555. -8.69 -1.59   2.51  -4.89  -0.56 0.18 0.14 0.24  0.10 461.8 332161.  5.62 457.4 109171.
20:44:33 0.98 329.08 210.44 -0.35 1650   4.96   450.2  86698. -8.05 -2.25   2.34  -5.00  -0.25 0.24 0.12 0.22  0.13 450.2 302548.  4.83 454.8  76943.
20:45:13 0.98 329.08 210.43 -0.35 1650   4.84   452.0  88056. -8.57 -2.41   2.62  -4.96  -0.07 0.24 0.18 0.15  0.12 438.1 326821.  5.12 453.1 102310.
20:45:54 0.98 329.08 210.43 -0.35 1650   4.66   449.6  82163. -8.18 -2.18   2.82  -5.17   0.03 0.15 0.18 0.25  0.11 454.8 304965.  4.71 453.4  84054.
20:46:34 0.98 329.08 210.42 -0.35 1650   4.13   449.9  78077. -8.04 -2.39   2.77  -5.28  -0.44 0.20 0.13 0.23  0.09 448.4 412372.  4.65 450.1  71304.
20:47:15 0.98 329.08 210.41 -0.35 1650   5.00   447.4  64082. -7.97 -2.75   2.34  -4.88  -1.07 0.33 0.25 0.39  0.09 448.5 311176.  5.11 449.1  97798.
21:24:30 0.98 329.04 210.03 -0.39 1650  -1.00    -1.0     -1. -1.00 -1.00   4.30  -3.40   0.50 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
