1983/036   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:02:28 0.64 243.14  21.98  6.07 1731  10.21   709.9 368453. -4.93 -0.57   0.00   0.00   0.00 0.00 0.00 0.00  0.34 771.81298136.  9.56 711.1 325314.
 0:05:10 0.64 243.14  21.96  6.07 1731   9.81   693.5 292413. -5.22  0.06   0.00   0.00   0.00 0.00 0.00 0.00  0.35 787.61229736. 10.25 697.4 346260.
 0:07:52 0.64 243.15  21.93  6.07 1731  10.71   713.4 398183.  1.12 -0.09   0.00   0.00   0.00 0.00 0.00 0.00  0.32 787.8 792104. 10.56 714.8 384462.
 0:10:34 0.64 243.15  21.91  6.07 1731   9.83   677.7 192344. -3.70 -2.39   0.00   0.00   0.00 0.00 0.00 0.00  0.32 785.01309570. 10.01 679.5 237972.
 0:13:16 0.64 243.15  21.89  6.07 1731  10.37   669.5 212339. -5.43  1.07   0.00   0.00   0.00 0.00 0.00 0.00  0.35 770.81348863.  9.85 671.8 162797.
 0:15:58 0.64 243.15  21.86  6.07 1731  10.22   676.3 258028. -7.32  0.89   0.00   0.00   0.00 0.00 0.00 0.00  0.33 784.01622877. 10.08 676.3 234870.
 0:18:40 0.64 243.15  21.84  6.07 1731  10.32   670.8 209552. -3.98 -0.17   0.00   0.00   0.00 0.00 0.00 0.00  0.26 823.2 746574. 10.09 672.4 164716.
 0:21:22 0.64 243.15  21.82  6.07 1731  11.32   707.5 369649.-11.08 -0.37   0.00   0.00   0.00 0.00 0.00 0.00  0.38 779.41410818. 10.81 710.3 381395.
 0:24:04 0.64 243.15  21.79  6.07 1731  10.18   670.8 219385. -5.28 -0.91   0.00   0.00   0.00 0.00 0.00 0.00  0.31 799.41397097.  9.97 670.0 202675.
 0:26:46 0.64 243.15  21.77  6.07 1731  10.26   678.7 268904. -7.65 -0.48   0.00   0.00   0.00 0.00 0.00 0.00  0.32 786.91512066. 10.36 679.4 255036.
