1981/088   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 6:08:35 0.96 263.07 348.28 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.91 289.1  32270.
 6:11:17 0.96 263.07 348.25 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.23 287.0  30428.
 6:13:59 0.96 263.07 348.23 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.90 290.2  36074.
 6:16:41 0.96 263.07 348.20 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.39 287.0  30188.
 6:19:23 0.96 263.07 348.18 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.85 289.9  37731.
 6:22:05 0.96 263.07 348.15 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.40 286.5  31221.
 6:24:47 0.96 263.07 348.13 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.83 287.8  34567.
 6:27:29 0.96 263.07 348.10 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.23 285.8  36207.
 6:30:11 0.96 263.07 348.08 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.19 288.1  40401.
 6:32:53 0.96 263.07 348.05 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.85 290.3  45365.
 6:35:35 0.96 263.07 348.02 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.59 290.4  44208.
 6:38:17 0.96 263.07 348.00 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.84 295.0  46589.
 6:40:59 0.96 263.07 347.98 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.49 292.2  32793.
 6:43:41 0.96 263.07 347.95 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.68 297.1  35691.
 6:46:23 0.96 263.07 347.92 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.00 293.6  31039.
 6:49:05 0.96 263.06 347.90 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.69 290.2  32602.
 6:51:47 0.96 263.06 347.87 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.79 289.7  30519.
 6:54:29 0.96 263.06 347.85 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.36 292.7  42243.
 6:57:11 0.96 263.06 347.83 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.45 299.8  24159.
 6:59:53 0.96 263.06 347.80 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.88 292.8  43208.
 7:02:35 0.96 263.06 347.77 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.57 291.1  34827.
 7:05:17 0.96 263.06 347.75 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.19 288.3  35366.
 7:07:59 0.96 263.06 347.72 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.12 292.4  34970.
 7:10:41 0.96 263.06 347.70 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.96 287.7  33306.
 7:13:23 0.96 263.06 347.67 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.91 291.8  31682.
 7:16:05 0.96 263.06 347.65 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.13 295.1  39725.
 7:18:47 0.96 263.06 347.62 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.75 299.9  19994.
 7:21:29 0.96 263.06 347.60 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.75 296.5  34807.
 7:24:11 0.96 263.06 347.57 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.78 298.3  17246.
 7:26:53 0.96 263.06 347.55 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.14 298.1  18487.
 7:29:35 0.96 263.06 347.52 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.22 298.4  16362.
 7:32:17 0.96 263.06 347.50 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.36 287.6  27242.
 7:34:59 0.96 263.06 347.47 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.15 291.7  33079.
 7:37:41 0.96 263.06 347.45 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.83 288.6  25341.
 7:40:23 0.96 263.06 347.42 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.29 291.0  34057.
 7:43:05 0.96 263.06 347.40 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.45 291.6  35421.
 7:45:47 0.96 263.06 347.37 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.40 294.6  27985.
 7:48:29 0.96 263.05 347.34 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.32 292.4  20559.
 7:51:11 0.96 263.05 347.32 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.40 291.6  25673.
 7:53:53 0.96 263.05 347.30 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.47 286.4  32748.
 7:56:35 0.96 263.05 347.27 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.16 287.4  30084.
 7:59:17 0.96 263.05 347.24 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.18 288.3  28431.
 8:01:59 0.96 263.05 347.22 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.71 300.5  21242.
 8:04:41 0.96 263.05 347.19 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.13 299.8  34603.
 8:07:23 0.96 263.05 347.17 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.69 295.4  26309.
 8:10:05 0.96 263.05 347.14 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.83 280.4  27498.
 8:12:47 0.96 263.05 347.12 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.79 282.6  36136.
 8:15:29 0.96 263.05 347.09 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.61 284.2  26183.
 8:18:11 0.96 263.05 347.07 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.62 281.8  21050.
 8:20:53 0.96 263.05 347.04 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.83 281.9  32238.
 8:23:35 0.96 263.05 347.02 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.68 287.9  30503.
 8:26:17 0.96 263.05 346.99 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.75 287.9  29311.
 8:28:59 0.96 263.05 346.97 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.25 282.9  36743.
 8:31:41 0.96 263.05 346.94 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.55 284.9  32631.
 8:34:23 0.96 263.05 346.92 -1.95 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.11 286.7  35818.
 8:37:05 0.96 263.05 346.89 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.10 283.1  33407.
 8:39:47 0.96 263.05 346.87 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.62 288.4  33440.
 8:42:29 0.96 263.05 346.84 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.81 296.6  26088.
 8:45:11 0.96 263.04 346.81 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.53 294.7  23545.
 8:47:53 0.96 263.04 346.79 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.65 297.0  16665.
 8:50:35 0.96 263.04 346.77 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.75 293.7  25988.
 8:53:17 0.96 263.04 346.74 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.62 289.0  22051.
 8:55:59 0.96 263.04 346.72 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.59 291.3  26387.
 8:58:41 0.96 263.04 346.69 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.06 287.8  30233.
 9:01:23 0.96 263.04 346.66 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.55 287.7  31075.
 9:04:05 0.96 263.04 346.64 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.67 289.6  18347.
 9:06:47 0.96 263.04 346.62 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.08 291.7  27255.
 9:09:29 0.96 263.04 346.59 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.42 284.4  33833.
 9:12:11 0.96 263.04 346.56 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.55 298.3  21284.
 9:14:53 0.96 263.04 346.54 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.99 296.3  24899.
 9:17:35 0.96 263.04 346.51 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.24 291.1  29477.
 9:20:17 0.96 263.04 346.49 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.01 291.1  41359.
 9:22:59 0.96 263.04 346.46 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.37 292.2  22369.
 9:25:41 0.96 263.04 346.44 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.03 290.7  19637.
 9:28:23 0.96 263.04 346.41 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.93 291.0  32251.
 9:31:05 0.96 263.04 346.39 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.62 292.6  21593.
 9:33:47 0.96 263.04 346.36 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.42 291.8  27427.
 9:36:29 0.96 263.04 346.34 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.38 296.3  37227.
 9:39:11 0.96 263.04 346.31 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.72 292.9  24311.
 9:41:53 0.96 263.04 346.29 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.33 295.4  27511.
 9:44:35 0.96 263.03 346.26 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.27 295.2  23762.
 9:47:17 0.96 263.03 346.24 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.24 295.0  20550.
 9:49:59 0.96 263.03 346.21 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.11 294.4  23015.
 9:52:41 0.96 263.03 346.19 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.63 294.1  21307.
 9:55:23 0.95 263.03 346.16 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.60 293.3  25140.
 9:58:05 0.95 263.03 346.13 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.85 292.9  22561.
10:00:47 0.95 263.03 346.11 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.87 293.6  24912.
10:03:29 0.95 263.03 346.09 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.02 292.8  20274.
10:06:11 0.95 263.03 346.06 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.03 294.7  28343.
10:08:53 0.95 263.03 346.03 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.41 300.5  28424.
10:11:35 0.95 263.03 346.01 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.44 297.3  17873.
10:14:17 0.95 263.03 345.98 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.82 301.4  17626.
10:16:59 0.95 263.03 345.96 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.48 298.1  16726.
10:19:41 0.95 263.03 345.94 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.12 296.3  16632.
10:22:23 0.95 263.03 345.91 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.58 300.0  11990.
10:25:05 0.95 263.03 345.88 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.05 299.5  13579.
10:27:47 0.95 263.03 345.86 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.30 299.6  18247.
10:30:29 0.95 263.03 345.83 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.83 293.4  14420.
10:33:11 0.95 263.03 345.81 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.26 297.9  16570.
10:35:53 0.95 263.03 345.78 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.75 295.9  21820.
10:38:35 0.95 263.03 345.76 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.60 298.9  20894.
10:41:17 0.95 263.03 345.73 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.09 295.0  12646.
10:43:59 0.95 263.02 345.71 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.65 297.7  13046.
10:46:41 0.95 263.02 345.68 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.76 295.8  18081.
10:49:23 0.95 263.02 345.66 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.26 294.7  18887.
10:52:05 0.95 263.02 345.63 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.61 297.4  22356.
10:54:47 0.95 263.02 345.60 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.84 295.6  19497.
10:57:29 0.95 263.02 345.58 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.59 301.3  23243.
11:00:11 0.95 263.02 345.56 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.03 299.9   9771.
11:02:53 0.95 263.02 345.53 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.23 299.4  15047.
11:05:35 0.95 263.02 345.51 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.13 301.0   9934.
11:08:17 0.95 263.02 345.48 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.44 302.0  24744.
11:10:59 0.95 263.02 345.45 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.20 307.9  22294.
11:13:41 0.95 263.02 345.43 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.74 310.5  20001.
11:16:23 0.95 263.02 345.41 -1.96 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.25 301.6  19410.
11:19:05 0.95 263.02 345.38 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.03 303.0  19572.
11:21:47 0.95 263.02 345.35 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.29 304.7  19907.
11:24:29 0.95 263.02 345.33 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.99 304.7  29272.
11:27:11 0.95 263.02 345.30 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.16 296.9  28307.
11:29:53 0.95 263.02 345.28 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.16 301.1  23714.
11:32:35 0.95 263.02 345.25 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.57 308.4  27859.
11:35:17 0.95 263.02 345.23 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.44 295.8  17139.
11:37:59 0.95 263.02 345.20 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.49 299.0  29100.
11:40:41 0.95 263.02 345.18 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.70 301.6  24198.
11:43:23 0.95 263.01 345.15 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.60 297.6  15671.
11:46:05 0.95 263.01 345.13 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.12 300.0  30474.
11:48:47 0.95 263.01 345.10 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.24 295.9  26228.
11:51:29 0.95 263.01 345.08 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.31 295.0  18623.
11:54:11 0.95 263.01 345.05 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.45 296.0  25390.
11:56:53 0.95 263.01 345.03 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.06 300.0  30805.
11:59:35 0.95 263.01 345.00 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.88 294.6  24581.
12:02:17 0.95 263.01 344.98 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.83 297.8  35912.
12:04:59 0.95 263.01 344.95 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.84 293.4  30107.
12:07:41 0.95 263.01 344.92 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.72 303.0  30227.
12:10:23 0.95 263.01 344.90 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.38 302.3  22044.
12:13:05 0.95 263.01 344.88 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.84 295.8  21865.
12:15:47 0.95 263.01 344.85 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.95 297.9  20095.
12:18:29 0.95 263.01 344.82 -1.97 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.00 294.1  18107.
