1976/160   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:24:20 0.84 185.87  36.63 -0.95 1642  -1.00    -1.0     -1. -1.00 -1.00   2.21 -19.47   4.68 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:07:32 0.84 185.87  36.23 -0.95 1642   3.80   379.9 232450. -4.10 -3.25   0.00   0.00   0.00 0.00 0.00 0.00  0.08 425.0 209720.  3.66 379.4 230319.
 1:50:44 0.84 185.87  35.83 -0.95 1642   3.62   370.5 215551. -2.99 -3.64  -3.15 -18.75   1.13 0.00 0.00 0.00 -1.00  -1.0     -1.  3.23 372.7 217728.
 2:14:45 0.84 185.87  35.61 -0.96 1642   4.45   376.8 225807. -6.01 -3.44  -2.65 -18.55   0.64 0.00 0.00 0.00 -1.00  -1.0     -1.  4.05 378.7 219235.
 2:57:57 0.84 185.87  35.21 -0.96 1642  13.58   364.1 133486. -1.98 -6.57  -9.74  -9.15  -9.93 0.00 0.00 0.00 -1.00  -1.0     -1. 11.95 364.5 124182.
 3:41:09 0.84 185.87  34.82 -0.96 1642  11.71   356.2 217959. -2.45 -7.73   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.21 355.1 214349.
 4:24:21 0.84 185.87  34.42 -0.97 1642  20.85   363.0 112773.  0.00  0.00 -10.99  -6.87  -3.54 0.00 0.00 0.00 -1.00  -1.0     -1. 18.62 361.1 113011.
15:19:32 0.84 185.86  28.38 -1.02 1642  -1.00    -1.0     -1. -1.00 -1.00   7.14   1.85   1.03 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
16:38:44 0.85 185.86  27.65 -1.03 1642   6.00   458.0 128603.  3.11 -0.03   4.18  -2.10  -1.30 0.00 0.00 0.00  0.27 456.7 337983.  5.35 456.7 153334.
17:21:56 0.85 185.86  27.26 -1.03 1642   6.86   443.4 149107.  2.10  4.81   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.23 442.2 137884.
18:05:08 0.85 185.85  26.86 -1.03 1642   7.11   451.8 109538.  2.55  4.72   0.00   0.00   0.00 0.00 0.00 0.00  0.26 450.3 279367.  6.26 450.7 110262.
18:48:20 0.85 185.85  26.46 -1.04 1642   6.01   437.6 102044.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00  0.14 439.4 251067.  5.31 436.4  99266.
