1981/294   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 3:05:36 0.89  76.38 319.84 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.79 403.1 155790.
 3:06:57 0.89  76.38 319.83 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.68 398.8 177583.
 3:08:18 0.89  76.38 319.82 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.42 403.9 155699.
 3:09:39 0.89  76.38 319.81 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.19 419.2 168251.
 3:11:00 0.89  76.38 319.80 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.84 423.9 122883.
 3:12:21 0.89  76.38 319.78 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.15 418.3 160688.
 3:13:42 0.89  76.38 319.77 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.26 411.0 160877.
 3:15:03 0.89  76.38 319.76 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.95 425.0 178668.
 3:16:24 0.89  76.38 319.74 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.85 421.5 194524.
 3:17:45 0.89  76.38 319.73 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.19 414.7 161393.
 3:19:06 0.89  76.38 319.72 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.22 419.8 184594.
 3:20:27 0.89  76.38 319.71 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.15 418.3 187121.
 3:21:48 0.89  76.38 319.69 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.24 418.6 202675.
 3:23:09 0.89  76.38 319.68 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.96 421.6 176749.
 3:24:30 0.89  76.38 319.67 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.80 424.5 198517.
 3:25:51 0.89  76.38 319.66 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.72 427.2 168809.
 3:27:12 0.89  76.38 319.65 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.04 428.2 183054.
 3:28:33 0.89  76.38 319.63 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.08 428.3 167721.
 3:29:54 0.89  76.38 319.62 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.03 431.8 181053.
 3:31:15 0.89  76.38 319.61 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.98 439.2 181819.
 3:32:36 0.89  76.38 319.59 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.78 437.7 184279.
 3:33:57 0.89  76.38 319.58 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.99 414.8 179692.
 3:35:18 0.89  76.38 319.57 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.44 426.9 186621.
 3:36:39 0.89  76.37 319.56 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.77 419.7 173312.
 3:38:00 0.89  76.37 319.55 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.89 419.6 188541.
 3:39:21 0.89  76.37 319.53 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.60 411.9 169293.
 3:40:42 0.89  76.37 319.52 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.22 415.3 188576.
 3:42:03 0.89  76.37 319.51 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.00 413.6 165746.
 3:43:24 0.89  76.37 319.50 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.16 419.3 169397.
 3:44:45 0.89  76.37 319.48 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.06 417.0 163680.
 3:46:06 0.89  76.37 319.47 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.70 416.0 197051.
 3:47:27 0.89  76.37 319.46 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.38 416.1 176684.
 3:48:48 0.89  76.37 319.44 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.21 414.5 191513.
 3:50:09 0.89  76.37 319.43 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.14 413.5 167292.
 3:51:30 0.89  76.37 319.42 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.31 410.0 156881.
 3:52:51 0.89  76.37 319.41 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.91 412.5 163800.
 3:54:12 0.89  76.37 319.40 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.08 408.2 157229.
 3:55:33 0.89  76.37 319.38 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.13 409.5 171925.
 3:56:54 0.89  76.37 319.37 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.15 407.8 169472.
 3:58:15 0.89  76.37 319.36 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.62 420.1 176693.
 3:59:36 0.89  76.37 319.35 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.43 422.6 204542.
 4:00:57 0.89  76.37 319.33 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.44 430.9 260750.
 4:02:18 0.89  76.37 319.32 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.64 420.2 255358.
 4:03:39 0.89  76.37 319.31 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.68 445.4 193904.
 4:05:00 0.89  76.37 319.29 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.46 424.1 227918.
 4:06:21 0.89  76.37 319.28 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.40 422.5 191302.
 4:07:42 0.89  76.37 319.27 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.54 411.2 252509.
 4:09:03 0.89  76.37 319.26 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.96 414.4 279653.
 4:14:26 0.89  76.37 319.21 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.12 420.9 192776.
 4:15:48 0.89  76.37 319.20 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.73 415.5 191558.
 4:17:09 0.89  76.37 319.18 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.91 415.8 173373.
 4:18:30 0.89  76.37 319.17 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.49 420.0 192104.
 4:19:51 0.89  76.37 319.16 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.78 422.9 182229.
 4:21:12 0.89  76.37 319.14 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.38 419.6 214002.
 4:22:33 0.89  76.37 319.13 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.39 418.9 166763.
 4:23:54 0.89  76.37 319.12 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.27 419.9 187296.
 4:25:15 0.89  76.37 319.11 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.22 425.1 160360.
 4:26:36 0.89  76.37 319.10 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.15 431.4 169670.
 4:27:57 0.89  76.37 319.08 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.58 433.8 216237.
 4:29:18 0.89  76.37 319.07 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.09 455.7 226687.
 4:30:39 0.89  76.37 319.06 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.27 458.1 210870.
 4:32:00 0.89  76.37 319.05 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.73 457.6 264070.
 4:33:21 0.89  76.37 319.03 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.38 448.1 193790.
 4:34:42 0.89  76.37 319.02 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.69 441.2 191201.
 4:36:03 0.89  76.37 319.01 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.74 440.2 223156.
 4:37:24 0.89  76.37 318.99 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.32 440.3 185292.
 4:38:45 0.89  76.37 318.98 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.69 447.9 177447.
 4:40:06 0.89  76.37 318.97 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.43 423.8 184990.
 4:41:27 0.89  76.37 318.96 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.36 416.5 183268.
 4:42:48 0.89  76.37 318.95 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.65 408.5 212251.
 4:44:09 0.89  76.37 318.93 -3.40 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.76 409.7 222107.
 4:45:30 0.89  76.37 318.92 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.04 422.6 231894.
 4:46:51 0.89  76.37 318.91 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.24 427.2 244505.
 4:48:12 0.89  76.37 318.90 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.67 448.7 267845.
 4:49:33 0.89  76.37 318.88 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.97 462.7 209474.
 4:50:54 0.89  76.37 318.87 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.30 473.0 224046.
 4:52:15 0.89  76.37 318.86 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.21 434.3 224287.
 4:53:36 0.89  76.37 318.84 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.37 424.9 212936.
 4:54:57 0.89  76.37 318.83 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.27 430.4 245333.
 4:56:18 0.89  76.37 318.82 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.63 430.1 190685.
 4:57:39 0.89  76.37 318.81 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.42 429.8 225433.
 4:59:00 0.89  76.37 318.80 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.61 432.6 186575.
 5:00:21 0.89  76.37 318.78 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.26 421.6 173945.
 5:01:42 0.89  76.37 318.77 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.39 419.3 185558.
 5:03:03 0.89  76.37 318.76 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.97 422.4 187449.
 5:04:24 0.89  76.37 318.75 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.40 421.8 194404.
 5:05:45 0.89  76.37 318.73 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.09 421.2 180137.
 5:07:06 0.89  76.37 318.72 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.40 424.7 182667.
 5:08:27 0.89  76.37 318.71 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.23 410.9 173292.
 5:09:48 0.89  76.37 318.69 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.00 414.2 194290.
 5:11:09 0.89  76.37 318.68 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.01 416.9 161705.
 5:12:30 0.89  76.37 318.67 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.91 419.7 171795.
 5:13:51 0.89  76.37 318.66 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.51 413.9 173961.
 5:15:12 0.89  76.37 318.65 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.42 413.3 192036.
 5:16:33 0.89  76.37 318.64 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.35 402.7 182645.
 5:17:54 0.89  76.37 318.62 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.41 415.4 192647.
 5:19:15 0.89  76.37 318.61 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.26 414.6 184707.
 5:20:36 0.89  76.37 318.60 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.06 426.8 180384.
 5:21:57 0.89  76.37 318.58 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.26 418.8 168819.
 5:23:18 0.89  76.37 318.57 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.75 410.9 202230.
 5:24:39 0.89  76.36 318.56 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.99 419.6 182911.
 5:26:00 0.89  76.36 318.54 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.54 410.6 166815.
 5:27:21 0.89  76.36 318.53 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.43 415.7 175504.
 5:28:42 0.89  76.36 318.52 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.32 415.4 214460.
 5:30:03 0.89  76.36 318.51 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.53 412.9 178984.
 5:31:24 0.89  76.36 318.50 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.54 408.4 168117.
 5:32:45 0.89  76.36 318.49 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.66 413.1 169238.
 5:34:06 0.89  76.36 318.47 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.12 410.6 206872.
 5:35:27 0.89  76.36 318.46 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.56 414.0 166480.
 5:36:48 0.89  76.36 318.45 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.00 418.8 198533.
 5:38:09 0.89  76.36 318.43 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.12 415.0 169222.
 5:39:30 0.89  76.36 318.42 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.54 415.3 194953.
 5:40:51 0.89  76.36 318.41 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.34 417.2 154828.
 5:42:12 0.89  76.36 318.39 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.51 416.9 134288.
 5:43:33 0.89  76.36 318.38 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.26 429.2 123360.
 5:44:54 0.89  76.36 318.37 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.61 426.7 120742.
 5:46:15 0.89  76.36 318.36 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.05 430.8 118708.
 5:47:36 0.89  76.36 318.35 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.43 439.0 154357.
 5:48:57 0.89  76.36 318.34 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.61 446.7 154604.
 5:50:18 0.89  76.36 318.32 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.48 443.9 166094.
 5:51:39 0.89  76.36 318.31 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.57 452.8 117458.
 5:53:00 0.89  76.36 318.30 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.85 448.6 117913.
 5:54:21 0.89  76.36 318.28 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.67 451.9 140684.
 5:55:42 0.89  76.36 318.27 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.40 460.5 126037.
 5:57:03 0.89  76.36 318.26 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.04 462.7 121817.
 5:58:24 0.89  76.36 318.24 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.12 458.3 138599.
 5:59:45 0.89  76.36 318.23 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.64 460.2 119485.
 6:01:06 0.89  76.36 318.22 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.07 458.5 113407.
 6:02:27 0.89  76.36 318.21 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.38 458.4 111906.
 6:03:48 0.89  76.36 318.20 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.65 456.4 118569.
 6:05:09 0.89  76.36 318.19 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.12 457.3 120225.
 6:06:30 0.89  76.36 318.17 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.57 454.8 112494.
 6:07:51 0.89  76.36 318.16 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.14 459.9 102827.
 6:09:12 0.89  76.36 318.15 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.98 459.9 105646.
 6:10:33 0.89  76.36 318.13 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.29 461.9 114846.
 6:11:54 0.89  76.36 318.12 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.41 459.5 110863.
 6:13:15 0.89  76.36 318.11 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.31 460.2 102356.
 6:14:36 0.89  76.36 318.09 -3.41 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.18 458.7 105023.
