1977/298   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:00:22 0.29 252.24 288.05  3.40 1661 134.42   340.5 197890.  4.69 -1.72  26.89 -14.59  -2.53 0.51 0.35 0.45 -1.00  -1.0     -1.101.98 334.7 203889.
 0:01:02 0.29 252.25 288.05  3.40 1661 130.75   339.0 194138.  4.76 -1.84  27.90 -14.94  -1.75 0.72 0.52 0.68 -1.00  -1.0     -1.103.45 336.1 226707.
 0:01:43 0.29 252.25 288.05  3.40 1661 126.65   340.5 197529.  4.40 -1.92  30.44 -13.22   0.77 0.63 0.84 0.66  0.23 440.2 291010. 95.96 334.9 203347.
 0:02:23 0.29 252.25 288.04  3.40 1661 123.60   338.3 194216.  4.41 -2.02  30.62 -12.15  -1.64 0.73 0.51 0.76 -1.00  -1.0     -1. 94.87 337.8 220151.
 0:03:04 0.29 252.26 288.04  3.40 1661 127.65   339.8 200199.  4.47 -2.05  30.35 -10.94  -1.50 0.99 1.84 1.16 -1.00  -1.0     -1.101.10 334.4 205140.
 0:03:44 0.29 252.26 288.04  3.40 1661 127.59   335.1 192426.  3.89 -1.59  30.46  -6.59  -3.47 0.45 0.81 0.60 -1.00  -1.0     -1. 98.96 329.3 193897.
 0:04:24 0.29 252.26 288.04  3.40 1661 128.31   333.6 178266.  4.22 -1.61  30.76  -7.96  -3.70 2.19 0.85 0.67 -1.00  -1.0     -1.101.31 330.9 210458.
 0:05:05 0.29 252.27 288.03  3.40 1661 107.09   350.2 162111.  3.34 -1.65  32.97  -9.05  -3.91 1.48 0.48 0.49 -1.00  -1.0     -1. 85.35 347.7 190428.
 0:05:46 0.29 252.27 288.03  3.40 1661 122.76   340.9 198117.  3.97 -1.62  32.94  -9.33  -3.58 1.51 0.42 0.41 -1.00  -1.0     -1. 94.54 336.3 201759.
 0:06:26 0.29 252.27 288.03  3.40 1661 105.65   351.0 139989.  3.47 -1.96  32.23  -9.10  -4.14 2.55 0.45 0.79 -1.00  -1.0     -1. 80.03 346.6 143007.
 0:07:07 0.29 252.28 288.02  3.40 1661 126.93   334.2 171584.  4.41 -1.23  28.34  -7.27  -4.87 0.79 0.56 0.46 -1.00  -1.0     -1.101.17 331.9 204984.
 0:07:47 0.29 252.28 288.02  3.40 1661 112.88   348.3 155825.  3.26 -1.93  32.84  -6.41  -4.20 1.10 0.53 0.59 -1.00  -1.0     -1. 85.52 344.0 156966.
 0:08:27 0.29 252.28 288.02  3.40 1661 121.01   344.7 184808.  3.57 -1.63  33.17  -6.44  -3.39 0.47 0.42 0.46 -1.00  -1.0     -1. 92.34 340.8 190324.
 0:09:08 0.29 252.29 288.01  3.40 1661 111.13   350.2 160607.  3.38 -1.79  32.81  -6.82  -2.44 1.92 0.60 0.60 -1.00  -1.0     -1. 84.63 344.9 162069.
 0:09:49 0.29 252.29 288.01  3.40 1661 132.07   341.6 196772.  3.92 -1.45  31.89  -7.45  -2.68 1.68 0.71 0.67 -1.00  -1.0     -1.100.55 337.4 202389.
 0:10:29 0.29 252.29 288.01  3.40 1661  -1.00    -1.0     -1. -1.00 -1.00  30.22  -8.59  -3.12 0.63 0.54 0.53 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:11:10 0.29 252.30 288.01  3.40 1661 128.89   338.0 200037.  3.86 -1.39  29.58  -8.21  -2.80 0.21 0.27 0.24 -1.00  -1.0     -1.100.97 333.4 207180.
 0:11:50 0.29 252.30 288.00  3.40 1661 131.22   335.3 192010.  3.98 -1.29  29.54  -8.35  -2.75 0.16 0.28 0.22 -1.00  -1.0     -1. 99.96 331.0 194966.
 0:12:31 0.29 252.30 288.00  3.40 1661 127.45   338.7 198793.  4.07 -1.20  29.47  -8.93  -2.77 0.17 0.25 0.19 -1.00  -1.0     -1. 99.67 334.3 202710.
 0:13:11 0.29 252.31 288.00  3.40 1661 126.32   336.0 192234.  4.18 -1.03  29.45  -9.44  -3.38 0.28 0.42 0.50 -1.00  -1.0     -1. 97.73 331.0 192016.
 0:13:52 0.29 252.31 287.99  3.40 1661 127.18   338.0 194521.  4.17 -1.27  29.24 -10.45  -3.79 0.47 0.54 0.35  0.08 453.4 256810. 99.22 333.0 202603.
 0:14:32 0.29 252.31 287.99  3.40 1661 130.84   336.3 188635.  4.20 -1.25  28.73 -12.74  -4.91 0.75 1.06 1.00 -1.00  -1.0     -1.100.05 331.2 193205.
 0:15:13 0.29 252.31 287.99  3.40 1661 114.52   340.5 154809.  3.72 -1.47  29.38 -13.59  -6.05 0.60 0.62 0.62 -1.00  -1.0     -1. 91.29 339.4 183678.
