1982/055   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 1:38:14 0.92 261.32 286.59  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.04 432.1  59963.
 1:38:55 0.92 261.32 286.59  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.59 433.0  58748.
 1:39:35 0.92 261.32 286.58  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.79 432.2  60278.
 1:40:16 0.92 261.32 286.58  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.35 432.4  58219.
 1:40:56 0.92 261.32 286.57  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.47 432.2  60321.
 1:41:37 0.92 261.32 286.56  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.56 432.0  60421.
 1:42:17 0.92 261.32 286.56  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.30 431.2  55880.
 1:42:58 0.92 261.32 286.55  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.05 432.5  57400.
 1:43:38 0.92 261.32 286.55  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.52 431.2  56319.
 1:44:19 0.92 261.32 286.54  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.77 431.6  57634.
 1:44:59 0.92 261.32 286.53  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.21 431.7  56887.
 1:45:40 0.92 261.32 286.53  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.35 430.3  56293.
 1:46:20 0.92 261.32 286.52  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.98 430.2  56510.
 1:47:01 0.92 261.32 286.52  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.93 429.5  56448.
 1:47:41 0.92 261.32 286.51  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.06 430.4  52898.
 1:48:22 0.92 261.32 286.50  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.05 430.0  53343.
 1:49:02 0.92 261.32 286.50  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.26 429.6  48236.
 1:49:43 0.92 261.32 286.49  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.46 430.9  54928.
 1:50:23 0.92 261.32 286.48  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.47 431.1  52005.
 1:51:04 0.92 261.32 286.48  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.87 430.9  53807.
 1:51:44 0.92 261.32 286.47  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.63 430.7  53996.
 1:52:25 0.92 261.32 286.46  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.68 431.8  58618.
 1:53:05 0.92 261.32 286.46  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.10 431.6  57131.
 1:53:46 0.92 261.32 286.45  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.32 432.1  59216.
 1:54:26 0.92 261.32 286.44  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.96 432.2  57069.
 1:55:07 0.92 261.32 286.44  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.19 432.0  59424.
 1:55:47 0.92 261.32 286.43  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.73 432.9  56325.
 1:56:28 0.92 261.32 286.43  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.21 433.1  55357.
 1:57:08 0.92 261.32 286.42  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.63 432.5  58251.
 1:57:49 0.92 261.32 286.41  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.22 431.9  58164.
 1:58:29 0.92 261.32 286.41  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.28 432.7  60619.
 1:59:10 0.92 261.32 286.40  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.21 432.9  57465.
 1:59:50 0.92 261.32 286.40  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.14 433.4  59781.
 2:00:31 0.92 261.32 286.39  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.83 431.9  56364.
 2:01:11 0.92 261.32 286.38  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.41 431.9  55191.
 2:01:52 0.92 261.32 286.38  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.15 432.7  54470.
 2:02:32 0.92 261.32 286.37  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.80 432.0  54772.
 2:03:13 0.92 261.32 286.36  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.60 432.0  53460.
 2:03:53 0.92 261.32 286.36  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.21 431.4  54694.
 2:04:34 0.92 261.32 286.35  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.20 430.8  51699.
 2:05:14 0.92 261.32 286.34  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.23 430.8  55825.
 2:05:55 0.92 261.32 286.34  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.04 431.3  56156.
 2:06:35 0.92 261.32 286.33  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.00 432.1  54532.
 2:07:16 0.92 261.32 286.32  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.24 431.8  54938.
 2:07:56 0.92 261.32 286.32  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.33 432.5  52277.
 2:08:37 0.92 261.32 286.31  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.93 432.3  53674.
 2:09:17 0.92 261.32 286.31  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.43 432.2  51462.
 2:09:58 0.92 261.32 286.30  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.00 432.4  50218.
 2:10:38 0.92 261.32 286.29  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.92 432.5  54529.
 2:11:19 0.92 261.32 286.29  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.13 432.4  51446.
 2:11:59 0.92 261.32 286.28  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.75 432.1  54223.
 2:12:40 0.92 261.32 286.28  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.82 430.8  56536.
 2:13:20 0.92 261.32 286.27  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.60 430.6  54291.
 2:14:01 0.92 261.32 286.26  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.31 431.4  52264.
 2:14:41 0.92 261.32 286.26  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.34 430.9  54168.
 2:15:22 0.92 261.32 286.25  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.66 431.2  52693.
 2:16:02 0.92 261.32 286.25  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.71 429.9  51037.
 2:16:43 0.92 261.32 286.24  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.71 430.9  54818.
 2:17:23 0.92 261.32 286.23  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.61 429.9  52044.
 2:18:04 0.92 261.32 286.23  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.91 430.4  53479.
 2:18:44 0.92 261.32 286.22  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.99 429.7  49438.
 2:19:25 0.92 261.32 286.21  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.66 430.7  54217.
 2:20:05 0.92 261.32 286.21  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.76 430.1  53242.
 2:20:46 0.92 261.32 286.20  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.45 431.3  51300.
 2:21:26 0.92 261.32 286.19  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.67 430.5  51137.
 2:22:07 0.92 261.32 286.19  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.35 431.3  51309.
 2:22:47 0.92 261.32 286.18  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.37 430.1  54928.
 2:23:28 0.92 261.32 286.17  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.93 430.5  54720.
 2:24:08 0.92 261.32 286.17  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.10 430.4  52898.
 2:24:49 0.92 261.32 286.16  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.68 430.8  52411.
 2:25:29 0.92 261.32 286.16  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.97 430.6  55438.
 2:26:10 0.92 261.32 286.15  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.89 429.9  51927.
 2:26:50 0.92 261.32 286.14  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.70 429.9  53840.
 2:27:31 0.92 261.32 286.14  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.54 429.5  49152.
 2:28:11 0.92 261.32 286.13  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.69 429.6  51845.
 2:28:52 0.92 261.32 286.13  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.17 429.7  51534.
 2:29:32 0.92 261.32 286.12  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.59 428.8  50699.
 2:30:13 0.92 261.32 286.11  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.90 429.2  52118.
 2:30:53 0.92 261.32 286.11  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.40 429.2  50907.
 2:31:34 0.92 261.32 286.10  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.11 429.0  52492.
 2:32:14 0.92 261.32 286.09  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.29 428.3  49714.
 2:32:55 0.92 261.32 286.09  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.23 429.0  50543.
 2:33:35 0.92 261.32 286.08  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.67 428.6  49854.
 2:34:16 0.92 261.32 286.07  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.25 429.3  50403.
 2:34:56 0.92 261.32 286.07  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.80 429.2  51884.
 2:35:37 0.92 261.32 286.06  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.66 428.8  52518.
 2:36:17 0.92 261.32 286.06  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.99 428.8  51702.
 2:36:58 0.92 261.32 286.05  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.35 429.1  53892.
 2:37:38 0.92 261.32 286.04  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.92 428.8  53954.
 2:38:19 0.92 261.32 286.04  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.51 428.2  52576.
 2:38:59 0.92 261.32 286.03  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.74 427.8  51332.
 2:39:40 0.92 261.32 286.02  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.43 429.0  54610.
 2:40:20 0.92 261.32 286.02  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.08 427.9  49425.
 2:41:01 0.92 261.32 286.01  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.73 426.1  55649.
 2:41:41 0.92 261.32 286.01  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.51 428.1  49874.
 2:42:22 0.92 261.32 286.00  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.46 426.1  55204.
 2:43:02 0.92 261.32 285.99  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.14 428.4  50094.
 2:43:43 0.92 261.32 285.99  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.23 429.3  51137.
 2:44:23 0.92 261.32 285.98  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.60 428.7  47408.
 2:45:04 0.92 261.32 285.98  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.12 429.6  53775.
 2:45:44 0.92 261.32 285.97  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.40 430.0  51741.
 2:46:25 0.92 261.32 285.96  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.07 430.8  52469.
 2:47:05 0.92 261.32 285.96  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.38 429.0  52180.
 2:47:46 0.92 261.32 285.95  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.67 429.4  54301.
 2:48:26 0.92 261.32 285.94  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.16 428.4  49448.
 2:49:07 0.92 261.32 285.94  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.96 429.0  51780.
 2:49:47 0.92 261.32 285.93  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.37 428.6  50361.
 2:50:28 0.92 261.31 285.92  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.48 426.1  50445.
 2:51:08 0.92 261.31 285.92  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.96 427.3  47278.
 2:51:49 0.92 261.31 285.91  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.91 426.4  53203.
 2:52:29 0.92 261.31 285.90  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.75 427.3  49084.
 2:53:10 0.92 261.31 285.90  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.40 426.6  53629.
 2:53:50 0.92 261.31 285.89  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.13 427.9  47353.
 2:54:31 0.92 261.31 285.89  2.40 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.20 426.4  53580.
 7:41:49 0.92 261.27 283.22  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.65 419.6  12386.
 7:42:24 0.92 261.27 283.21  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.13 429.8  19156.
 7:45:08 0.92 261.27 283.19  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.12 428.4  19377.
 7:47:50 0.92 261.27 283.16  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.98 433.2  15885.
 7:50:32 0.92 261.27 283.14  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.81 430.5  19819.
 7:53:14 0.92 261.27 283.11  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.69 431.2  14488.
 7:55:56 0.92 261.27 283.09  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.95 431.2  19744.
 7:58:38 0.92 261.27 283.06  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.60 430.1  13192.
 8:01:20 0.92 261.27 283.04  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.20 427.2  20806.
 8:04:02 0.92 261.27 283.01  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.08 429.1  18597.
 8:06:44 0.92 261.27 282.99  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.98 428.3  22444.
 8:09:26 0.92 261.27 282.96  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.34 432.3  16080.
 8:12:08 0.92 261.27 282.94  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.74 430.0  21849.
 8:14:50 0.92 261.27 282.91  2.38 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.80 435.2  18666.
 8:17:32 0.92 261.27 282.89  2.37 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.89 437.4  26823.
 8:20:14 0.92 261.27 282.86  2.37 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.70 435.4  19975.
 8:22:56 0.92 261.27 282.84  2.37 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.94 435.6  21771.
 8:25:38 0.92 261.27 282.81  2.37 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.01 434.5  17460.
 8:28:20 0.92 261.27 282.79  2.37 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.83 436.0  20075.
 8:31:02 0.92 261.27 282.76  2.37 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.46 436.8  17779.
 8:33:44 0.92 261.27 282.74  2.37 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.27 437.4  21053.
 8:36:26 0.92 261.27 282.71  2.37 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.73 434.7  15667.
 8:39:08 0.92 261.27 282.68  2.37 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.70 436.8  24022.
 8:41:50 0.92 261.27 282.66  2.37 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.15 434.0  14962.
 8:44:32 0.92 261.27 282.64  2.37 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.11 432.2  26881.
