1985/046   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
22:29:17 0.41 184.49 251.05  7.00 1759  26.39   570.3 201732. -3.64  0.84   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.15 574.0 170882.
23:12:29 0.41 184.58 250.75  7.01 1759  25.06   552.7 149676. -2.77  0.14   0.00   0.00   0.00 0.00 0.00 0.00  0.98 569.0 570546. 22.84 552.2 160688.
23:55:41 0.41 184.67 250.44  7.01 1759  24.66   552.9 261673. -1.74 -3.77   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.51 550.6 236523.
