1978/011   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
14:12:59 0.97 318.03  39.09  0.85 1663  -1.00    -1.0     -1. -1.00 -1.00  -4.86  -0.38  -1.49 0.00 0.00 0.00 -1.00  -1.0     -1.  4.31 358.8  79828.
14:19:03 0.97 317.98  38.99  0.83 1663  -1.00    -1.0     -1. -1.00 -1.00  -4.96  -1.04  -1.19 0.10 0.16 0.20 -1.00  -1.0     -1. -1.00  -1.0     -1.
14:20:11 0.97 318.02  39.02  0.85 1663  -1.00    -1.0     -1. -1.00 -1.00  -4.86  -1.28  -1.39 0.00 0.00 0.00 -1.00  -1.0     -1.  4.33 364.6  88170.
14:40:39 0.97 317.98  38.79  0.83 1663  -1.00    -1.0     -1. -1.00 -1.00  -5.06  -0.88  -1.39 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
14:41:47 0.97 318.02  38.82  0.85 1663  -1.00    -1.0     -1. -1.00 -1.00  -4.86  -1.19  -0.99 0.00 0.00 0.00 -1.00  -1.0     -1.  4.12 364.5  73025.
15:02:15 0.97 317.98  38.59  0.83 1663  -1.00    -1.0     -1. -1.00 -1.00  -5.32   0.72  -1.29 0.05 0.01 0.20 -1.00  -1.0     -1. -1.00  -1.0     -1.
15:03:23 0.97 318.02  38.62  0.85 1663  -1.00    -1.0     -1. -1.00 -1.00  -5.27   0.71  -1.09 0.00 0.00 0.00 -1.00  -1.0     -1.  5.09 367.9  98467.
