1976/235   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
13:48:28 0.88 170.07 100.84 -6.50 1644  15.55   468.1  36919. -1.68  0.74  -2.89   2.28   8.16 0.00 0.00 0.00  0.90 466.3  78977. 12.46 467.7  38374.
13:50:53 0.88 170.07 100.82 -6.50 1644  16.14   457.0  29571. -2.18  0.78  -2.70   2.68   8.96 0.00 0.00 0.00  0.64 447.5  64177. 12.08 458.2  30545.
14:12:29 0.88 170.07 100.62 -6.50 1644  17.82   450.0  23675. -0.76  0.22  -2.88   3.18   7.66 0.00 0.00 0.00  0.27 435.8  81575. 12.51 449.0  23012.
14:34:05 0.88 170.07 100.42 -6.50 1644  -1.00    -1.0     -1. -1.00 -1.00  -1.79   1.88   8.17 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
14:55:41 0.88 170.06 100.22 -6.50 1644  -1.00    -1.0     -1. -1.00 -1.00  -3.49   3.87   8.05 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
15:58:04 0.88 170.06  99.64 -6.50 1644  15.97   431.7  16395. -0.43 -0.32   0.00   0.00   0.00 0.00 0.00 0.00  1.20 433.9  71336.  9.44 432.6  23171.
16:19:40 0.88 170.06  99.44 -6.50 1644  11.61   431.8  27173. -0.04  0.46  -4.69   4.07   8.43 0.00 0.00 0.00  0.62 419.3  72012. 10.00 431.7  24415.
16:41:16 0.88 170.06  99.24 -6.50 1644  15.84   432.7  17454. -0.45  0.21  -5.38  -5.33   7.83 0.00 0.00 0.00  0.78 433.2  67906.  8.91 433.9  27586.
16:43:41 0.88 170.06  99.22 -6.50 1644  14.01   432.2  23155.  0.04  0.53  -4.49  -5.33   8.24 0.00 0.00 0.00  0.67 418.2  66178. 12.72 432.8  20563.
17:05:17 0.88 170.05  99.02 -6.50 1644  24.74   434.0  15066. -0.72  0.23  -4.70  -4.73   9.04 0.00 0.00 0.00  0.08 497.7 142334. 11.87 436.1  23019.
