1982/058   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
12:47:32 0.93 260.59 240.21  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.59 412.2  22424.
12:52:56 0.93 260.59 240.16  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.66 424.5  25335.
12:58:20 0.93 260.59 240.10  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.56 422.7  12861.
13:03:44 0.93 260.59 240.06  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.99 432.1  15755.
13:09:08 0.93 260.59 240.00  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.01 427.2  14339.
13:14:32 0.93 260.59 239.95  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.17 431.1  14748.
13:19:56 0.93 260.59 239.91  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.63 414.8  12341.
13:25:20 0.93 260.58 239.85  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.65 415.0  16408.
13:30:44 0.93 260.58 239.81  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.94 417.7  12857.
13:36:08 0.93 260.58 239.75  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.75 412.7  17012.
13:41:32 0.93 260.58 239.70  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 47.58 407.6  17880.
13:46:56 0.93 260.58 239.66  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.19 410.8  19361.
13:52:20 0.93 260.58 239.60  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 46.53 409.0  19325.
13:57:44 0.93 260.58 239.55  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 47.41 410.8  20745.
14:03:08 0.93 260.58 239.50  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 43.40 412.7  19244.
14:08:32 0.93 260.58 239.45  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.38 412.6  17681.
14:13:56 0.93 260.58 239.40  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.70 420.1  27199.
14:19:20 0.93 260.58 239.35  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.39 417.2  15034.
14:24:44 0.93 260.57 239.30  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.51 405.9  20462.
14:30:08 0.93 260.57 239.25  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.90 390.9  22609.
14:35:32 0.93 260.57 239.20  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.36 396.4  26647.
14:40:56 0.93 260.57 239.15  2.07 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.04 416.3  23308.
14:46:20 0.93 260.57 239.10  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.02 409.8  22193.
14:51:44 0.93 260.57 239.05  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.12 407.0  21489.
14:57:08 0.93 260.57 239.00  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.29 402.5  22587.
15:02:32 0.93 260.57 238.95  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.04 395.9  17311.
15:07:56 0.93 260.57 238.90  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.79 395.7  27274.
15:13:20 0.93 260.57 238.85  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.69 402.0  14683.
15:18:44 0.93 260.57 238.80  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.19 406.7  14894.
15:24:08 0.93 260.57 238.75  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.62 398.2  21807.
15:29:32 0.93 260.56 238.70  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.65 407.5  21427.
15:34:56 0.93 260.56 238.65  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.48 405.0  28960.
15:40:20 0.93 260.56 238.60  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.88 401.9  24513.
15:45:44 0.93 260.56 238.55  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.69 392.4  19897.
15:51:08 0.93 260.56 238.50  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.52 394.3  28590.
15:56:32 0.93 260.56 238.45  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.68 382.8  39423.
16:01:56 0.93 260.56 238.40  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.95 408.3  20088.
16:07:20 0.93 260.56 238.35  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.37 414.8  30282.
16:12:44 0.93 260.56 238.30  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.17 418.9  15183.
16:18:08 0.93 260.56 238.24  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.12 415.9  21657.
16:23:32 0.93 260.56 238.20  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.04 413.1  19770.
16:28:56 0.93 260.56 238.15  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.21 418.5  22427.
16:34:20 0.93 260.55 238.09  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.52 419.0  17028.
16:39:44 0.93 260.55 238.05  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.18 432.9  16538.
16:45:08 0.93 260.55 237.99  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.37 431.3  32010.
16:50:32 0.93 260.55 237.94  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.67 431.3  16616.
16:55:56 0.93 260.55 237.90  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.22 432.8  21570.
17:01:20 0.93 260.55 237.84  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.17 433.1  14982.
17:06:44 0.93 260.55 237.80  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.37 428.5  24370.
17:12:08 0.93 260.55 237.74  2.06 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.76 418.7  18152.
17:17:32 0.93 260.55 237.69  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.98 416.0  18792.
17:22:56 0.93 260.55 237.65  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.87 414.8  19159.
17:28:20 0.93 260.55 237.59  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.73 414.8  19003.
17:33:44 0.93 260.55 237.54  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.20 414.6  20056.
17:39:08 0.93 260.54 237.49  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.84 412.5  19559.
17:44:32 0.93 260.54 237.44  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.20 413.0  17015.
17:49:56 0.93 260.54 237.39  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.39 412.9  18370.
17:55:20 0.93 260.54 237.34  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.47 406.4  13228.
18:00:44 0.93 260.54 237.29  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.91 409.9  17272.
18:06:08 0.93 260.54 237.24  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.56 412.8  17249.
18:11:32 0.93 260.54 237.19  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.52 411.4  16080.
18:16:56 0.93 260.54 237.14  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.39 412.2  15891.
18:22:20 0.93 260.54 237.09  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.63 420.1  12594.
18:27:44 0.93 260.54 237.04  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.27 415.9  14897.
18:33:08 0.93 260.54 236.99  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.38 411.5  23171.
18:38:32 0.93 260.54 236.94  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.63 411.7  19864.
18:43:56 0.93 260.53 236.89  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.84 412.9  19676.
18:49:20 0.93 260.53 236.84  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.39 413.6  16609.
18:54:44 0.93 260.53 236.79  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.44 416.4  13241.
19:00:08 0.93 260.53 236.74  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.58 410.0  18786.
19:05:32 0.93 260.53 236.69  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.06 414.4  12672.
19:10:56 0.93 260.53 236.64  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.16 413.3  13439.
19:16:20 0.93 260.53 236.59  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.92 411.0  12666.
19:21:44 0.93 260.53 236.54  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.83 409.9  16275.
19:27:08 0.93 260.53 236.49  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.25 416.6  13215.
19:32:32 0.93 260.53 236.44  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.80 414.7  19884.
19:37:56 0.93 260.53 236.39  2.05 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.60 416.9  12877.
22:38:31 0.93 260.50 234.70  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.54 426.8  18851.
22:43:55 0.93 260.50 234.66  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.76 426.6  22814.
22:49:19 0.93 260.50 234.61  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.32 429.8  14368.
22:52:20 0.93 260.50 234.58  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.63 427.8  26774.
22:57:44 0.93 260.49 234.53  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.73 429.5  14150.
23:03:08 0.93 260.49 234.48  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.50 421.3  16064.
23:08:32 0.93 260.49 234.43  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.71 426.6  25572.
23:13:56 0.93 260.49 234.38  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.85 417.6  12724.
23:19:20 0.93 260.49 234.33  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.42 418.8  23366.
23:24:44 0.93 260.49 234.28  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.07 417.4  13166.
23:30:08 0.93 260.49 234.22  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.72 420.8  25419.
23:35:31 0.93 260.49 234.18  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.53 413.4  11581.
23:40:55 0.93 260.49 234.12  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.32 413.7  23100.
23:48:07 0.93 260.49 234.06  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.42 415.9  13221.
23:53:31 0.93 260.49 234.01  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.55 419.0  23467.
23:57:08 0.93 260.49 233.97  2.03 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.28 414.6  12572.
