1974/353   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
11:30:27 0.98 357.09  88.13 -1.07 1622   3.40   780.2 290178. -0.72 -1.14   1.83  -4.20   4.07 0.69 0.39 0.39  0.11 797.3 677343.  3.36 783.5 248650.
11:31:07 0.98 357.09  88.12 -1.07 1622   3.34   782.2 240646. -1.69 -2.15   1.23  -4.29   4.37 0.51 0.40 0.36  0.10 787.31141378.  3.39 775.7 247974.
11:31:48 0.98 357.09  88.12 -1.07 1622   3.48   786.4 247455. -1.18 -1.23   0.91  -4.63   4.10 0.61 0.64 0.50  0.10 793.4 919132.  3.39 788.0 237683.
11:32:28 0.98 357.09  88.11 -1.07 1622   3.12   777.5 202340. -0.78 -0.92   0.33  -4.81   3.50 1.50 1.10 0.75  0.16 793.11495850.  3.21 772.3 216113.
11:33:09 0.98 357.09  88.10 -1.07 1622   3.03   770.3 222195. -1.41 -0.75   3.07  -3.62   3.59 0.78 1.28 1.23  0.12 790.2 893144.  3.62 772.3 242621.
11:33:49 0.98 357.09  88.10 -1.07 1622   3.72   764.2 276769. -2.99 -1.70   2.17  -3.60   4.57 0.61 0.87 0.86  0.12 798.31263000.  3.77 764.1 254991.
11:34:30 0.98 357.09  88.09 -1.07 1622   3.59   783.2 283993. -1.21 -1.00   2.03  -2.73   5.21 1.22 0.91 0.75  0.14 801.8 962375.  3.61 784.4 236228.
11:35:10 0.98 357.09  88.08 -1.07 1622   3.49   758.4 250365. -2.08 -1.64   2.82  -2.74   5.15 0.31 0.33 0.34  0.12 789.51127241.  3.54 759.6 225001.
11:35:51 0.98 357.09  88.08 -1.07 1622   3.28   762.4 241010. -2.27 -1.60   2.72  -2.55   5.26 0.34 0.34 0.38  0.10 788.71001669.  3.51 764.7 279575.
11:36:31 0.98 357.09  88.07 -1.07 1622   2.98   764.3 237683. -2.23 -1.81   2.86  -2.50   5.16 0.46 0.33 0.66  0.13 789.01146576.  2.99 763.6 204367.
11:37:12 0.98 357.09  88.07 -1.07 1622   3.18   763.7 230770. -2.31 -1.82   3.22  -2.40   5.00 0.47 0.66 0.55  0.14 790.3 613933.  3.35 765.7 270480.
11:37:52 0.98 357.09  88.06 -1.07 1622   3.44   761.5 237215. -1.54 -1.52   3.03  -2.58   5.11 0.42 0.58 0.50  0.13 787.61020380.  3.14 763.3 222247.
11:38:33 0.98 357.09  88.05 -1.07 1622   3.47   756.2 212943. -2.35 -1.44   3.34  -2.42   4.99 0.45 0.37 0.48  0.11 793.9 878799.  3.37 749.4 219856.
11:39:13 0.98 357.09  88.05 -1.07 1622   3.42   754.7 256914. -2.91 -2.02   3.83  -2.04   4.79 0.38 0.30 0.39  0.14 798.91274019.  3.27 757.5 220323.
11:39:54 0.98 357.09  88.04 -1.07 1622   3.43   748.6 213775. -2.02 -0.61   4.28  -2.11   4.46 0.36 0.39 0.44  0.11 804.3 656137.  3.29 743.9 203587.
11:40:34 0.98 357.09  88.03 -1.07 1622   3.15   750.4 247351. -2.26 -1.13   4.20  -1.74   4.57 0.32 0.46 0.41  0.13 799.01039507.  3.16 754.7 200989.
11:41:14 0.98 357.09  88.03 -1.07 1622   3.51   750.9 230822. -2.96 -1.23   4.03  -1.54   4.70 0.49 0.29 0.47  0.10 821.81226618.  3.25 748.3 191165.
11:41:55 0.98 357.09  88.02 -1.07 1622   3.12   753.5 272507. -3.07 -1.83   3.57  -1.49   5.12 0.60 0.34 0.54  0.07 801.6 921419.  3.04 759.3 225885.
11:42:36 0.98 357.09  88.01 -1.07 1622   3.22   757.2 208941. -2.14 -1.64   2.68  -2.46   5.17 0.83 0.60 0.65  0.10 791.6 643455.  3.30 753.5 261436.
11:43:16 0.98 357.09  88.01 -1.07 1622   3.40   776.7 259721. -1.47 -1.54   2.16  -2.51   5.39 0.33 0.48 0.58  0.10 806.21417471.  3.43 774.5 249845.
11:43:57 0.98 357.09  88.00 -1.07 1622   3.30   759.3 214034. -2.23 -1.58   3.00  -2.37   5.03 0.47 0.54 0.66  0.13 796.3 758840.  3.42 758.3 258213.
11:44:37 0.98 357.09  88.00 -1.07 1622   3.07   779.8 229523. -2.84 -3.27   2.59  -2.49   5.38 0.45 0.42 0.42  0.11 806.61154060.  3.46 775.4 237371.
11:45:18 0.98 357.09  87.99 -1.07 1622   3.40   764.3 222350. -1.96 -2.08   3.12  -2.91   4.91 0.56 0.43 0.44  0.13 799.3 707280.  3.31 762.3 269128.
11:45:58 0.98 357.09  87.98 -1.07 1622   3.23   764.6 243349. -1.90 -2.01   2.36  -3.41   5.10 0.59 0.37 0.32  0.13 799.21314144.  3.34 764.8 223182.
11:46:39 0.98 357.09  87.98 -1.07 1622   3.45   764.2 225053. -1.22 -1.74   2.09  -3.78   4.97 0.32 0.23 0.32  0.14 773.51512482.  3.72 761.8 292309.
11:47:19 0.98 357.09  87.97 -1.07 1622   3.46   769.7 284669. -1.37 -1.97   2.01  -3.98   4.81 0.30 0.33 0.34  0.13 797.51023914.  3.49 769.7 245895.
11:48:00 0.98 357.08  87.96 -1.07 1622   3.39   765.2 226041. -1.03 -1.44   1.33  -4.36   4.44 1.41 0.32 0.34  0.12 773.21703334.  3.30 768.5 229679.
11:48:40 0.98 357.08  87.96 -1.07 1622   3.23   795.6 198806. -0.29 -1.47   1.89  -4.78   3.88 1.35 0.33 0.36  0.14 790.31230360.  3.43 789.9 266010.
11:49:21 0.98 357.08  87.95 -1.07 1622   3.40   757.5 234253. -0.45 -0.57   3.25  -4.71   3.09 0.60 0.40 0.31  0.14 782.41114767.  3.61 759.3 316478.
11:50:01 0.98 357.08  87.95 -1.07 1622   3.13   765.1 269856.  0.05 -0.34   1.89  -5.45   2.80 0.72 0.84 0.58  0.12 790.81289820.  3.08 763.8 195063.
11:50:42 0.98 357.08  87.94 -1.07 1622   3.10   781.1 249534. -0.28 -0.81   1.36  -5.42   3.29 0.66 0.66 0.49  0.11 796.4 755929.  3.36 783.1 237267.
11:51:22 0.98 357.08  87.93 -1.07 1622   3.10   761.3 241010.  0.00 -0.03   1.10  -5.79   2.63 1.12 0.47 0.57  0.12 795.91301254.  3.25 763.1 238151.
11:52:03 0.98 357.08  87.93 -1.07 1622   2.51   773.6 201664.  0.74 -0.18   0.66  -4.47   2.69 1.98 2.55 1.53  0.11 799.9 780670.  2.67 780.5 213671.
11:52:43 0.98 357.08  87.92 -1.07 1622   3.07   736.6 300417.  0.00 -0.68   5.41   0.88   2.88 0.62 0.82 0.88  0.17 789.91198135.  3.35 733.8 272819.
11:53:24 0.98 357.08  87.91 -1.07 1622   3.39   725.7 256031. -4.36  0.09   6.06   0.55   2.10 0.25 0.73 0.76  0.14 776.01272980.  3.10 726.5 195739.
11:54:04 0.98 357.08  87.91 -1.07 1622   2.82   731.9 208005. -3.51 -0.80   5.50  -0.98   3.38 0.18 0.29 0.41  0.12 777.3 776719.  3.19 733.1 266374.
11:54:45 0.98 357.08  87.90 -1.07 1622   3.36   733.0 257174. -2.61 -0.78   4.86  -2.38   3.79 0.42 0.50 0.54  0.13 788.1 970068.  3.24 734.0 214190.
11:55:25 0.98 357.08  87.89 -1.07 1622   3.20   734.8 205978. -2.26 -0.28   5.37  -2.11   3.28 0.47 0.57 0.61  0.11 774.8 685243.  3.41 737.5 238827.
11:56:06 0.98 357.08  87.89 -1.07 1622   3.41   738.7 234565. -1.80 -0.25   4.46  -3.98   2.45 0.59 1.00 1.23  0.12 777.6 916845.  3.30 741.4 201093.
11:56:46 0.98 357.08  87.88 -1.07 1622   3.11   748.3 260085.  0.05  2.30   3.22  -4.98   0.45 1.45 1.46 1.80  0.10 802.31029528.  3.42 743.6 278276.
11:57:27 0.98 357.08  87.88 -1.07 1622   3.11   752.1 229783. -2.16 -1.57   3.29  -2.97   4.74 0.55 0.68 0.87  0.13 777.91205619.  3.50 745.7 247870.
11:58:07 0.98 357.08  87.87 -1.07 1622   3.24   751.5 264970. -1.61 -1.52   2.73  -4.41   3.99 0.49 0.57 0.49  0.14 786.11048654.  3.23 749.8 272767.
11:59:35 0.98 357.08  87.86 -1.07 1622   3.15   739.4 292829. -1.57 -0.40   3.77  -3.99   2.92 0.68 1.23 1.20  0.14 793.21209985.  3.43 737.4 283421.
12:00:09 0.98 357.08  87.85 -1.07 1622   3.19   752.5 254211.  1.01  1.82   3.29  -3.56   4.02 0.41 1.10 1.14  0.10 788.2 787115.  3.09 758.5 267413.
12:00:29 0.98 357.08  87.85 -1.07 1622  -1.00    -1.0     -1. -1.00 -1.00   3.74  -3.72   3.67 0.42 0.52 0.67 -1.00  -1.0     -1.  3.07 758.3 264399.
12:00:49 0.98 357.08  87.84 -1.07 1622   3.34   747.7 275937. -1.47 -1.25   4.01  -4.09   2.64 0.36 0.57 0.82  0.09 801.6 883997.  3.21 752.6 225209.
12:01:30 0.98 357.08  87.84 -1.07 1622   3.04   740.4 242153. -1.00 -0.25   4.84  -3.51   0.64 0.71 1.10 2.00  0.10 791.01149278.  3.12 740.9 208109.
12:02:10 0.98 357.08  87.83 -1.07 1622   3.23   745.4 178899. -2.71  5.56   1.81  -0.99  -6.02 1.26 1.08 1.06  0.13 800.41296472.  3.32 754.4 219076.
12:02:51 0.98 357.08  87.83 -1.07 1622   3.15   757.3 207849. -3.55  5.14   2.68  -0.56  -6.17 0.45 0.23 0.31  0.15 780.41163831.  3.29 755.0 206654.
12:03:31 0.98 357.08  87.82 -1.07 1622   3.25   739.3 193504. -3.04  4.82   3.13  -0.65  -5.94 0.41 0.33 0.55  0.10 776.9 744495.  3.16 746.7 194076.
12:04:12 0.98 357.08  87.81 -1.07 1622   3.28   757.6 202392. -3.73  5.20   2.68  -0.82  -6.07 0.54 0.58 0.72  0.17 768.71161336.  3.22 761.2 191945.
12:04:52 0.98 357.08  87.81 -1.07 1622   3.11   743.7 184772. -3.15  5.20   3.30  -0.43  -5.75 0.49 0.78 0.52  0.15 777.3 703954.  3.07 751.4 196986.
12:05:33 0.98 357.08  87.80 -1.07 1622   3.38   754.0 216685. -5.35  5.17   3.57   1.41  -5.33 0.58 0.54 0.80  0.19 778.81240547.  3.28 753.6 192984.
12:06:13 0.98 357.08  87.79 -1.07 1622   3.16   743.3 204263. -5.24  5.05   3.33   0.55  -5.66 0.37 0.45 0.58  0.14 765.6 983789.  3.34 753.2 217049.
12:06:54 0.98 357.08  87.79 -1.07 1622   3.29   747.7 209045. -4.47  5.37   3.81   0.49  -5.46 0.39 0.25 0.39  0.16 774.2 907282.  3.32 745.4 227704.
12:07:34 0.98 357.08  87.78 -1.07 1622   3.06   739.2 198390. -5.12  4.87   4.29   1.26  -5.09 0.28 0.25 0.33  0.17 753.21100837.  3.25 749.0 220999.
12:08:15 0.98 357.08  87.77 -1.07 1622   3.28   738.9 257434. -5.02  4.77   4.53   0.53  -4.89 0.65 0.61 0.69  0.12 774.71151773.  3.21 740.1 186591.
12:08:55 0.98 357.08  87.77 -1.07 1622   3.03   739.6 200989. -3.98  5.39   4.54  -0.33  -4.89 0.68 0.68 0.88  0.10 778.7 795015.  3.30 745.4 206290.
12:09:36 0.98 357.08  87.76 -1.07 1622   3.43   716.1 210292. -2.40  2.54   6.57  -1.02  -1.59 0.24 0.41 0.39  0.17 775.41324747.  3.40 716.0 181446.
12:10:16 0.98 357.08  87.76 -1.07 1622   3.43   711.5 175469. -2.87  2.31   6.04  -0.14  -3.24 0.31 0.62 0.73  0.12 783.71072355.  3.47 709.5 157433.
12:10:57 0.98 357.08  87.75 -1.07 1622   3.41   717.7 154315. -3.82  3.92   5.87   0.14  -3.69 0.33 0.65 0.48  0.13 742.2 902708.  3.32 724.6 194752.
12:11:37 0.98 357.08  87.74 -1.07 1622   3.50   736.1 222454. -5.62  4.54   4.75   1.83  -4.79 0.49 0.49 0.42  0.14 793.81251150.  3.49 741.4 253796.
12:12:18 0.98 357.08  87.74 -1.07 1622   3.09   743.1 198910. -5.27  4.77   4.82   1.42  -5.00 0.38 0.41 0.45  0.18 775.51334934.  3.35 741.2 192101.
12:12:58 0.98 357.08  87.73 -1.07 1622   3.44   739.0 197038. -4.92  5.05   5.05   1.10  -4.87 0.30 0.22 0.38  0.12 786.31246992.  3.49 739.1 215438.
12:13:39 0.98 357.08  87.72 -1.07 1622   3.64   728.3 191009. -4.99  4.31   5.51   1.14  -4.38 0.35 0.31 0.45  0.12 789.6 785659.  3.60 732.4 187111.
12:14:19 0.98 357.08  87.72 -1.07 1622   3.30   726.0 191373. -5.32  4.03   5.73   1.08  -4.04 0.28 0.40 0.40  0.16 777.5 768819.  3.64 726.8 226405.
12:15:00 0.98 357.08  87.71 -1.07 1622   3.68   733.6 221259. -4.79  4.85   5.12   0.95  -4.77 0.30 0.26 0.47  0.13 782.9 900213.  3.83 737.5 199481.
12:15:40 0.98 357.08  87.71 -1.07 1622   3.42   730.9 200157. -4.30  4.45   5.83   0.95  -4.08 0.33 0.31 0.42  0.13 776.9 844703.  3.86 731.6 250313.
12:16:21 0.98 357.08  87.70 -1.07 1622   3.71   727.4 224170. -4.30  4.20   6.00   0.49  -3.82 0.21 0.29 0.31  0.17 779.41230776.  3.72 731.8 209928.
12:17:01 0.98 357.08  87.69 -1.07 1622   3.55   727.0 183941. -4.64  4.18   6.08   0.53  -3.73 0.36 0.44 0.54  0.11 777.1 762998.  3.68 729.4 261020.
12:17:42 0.98 357.08  87.69 -1.07 1622   3.64   724.9 221935. -4.87  3.90   6.40   0.36  -3.12 0.25 0.47 0.39  0.17 780.51069652.  3.55 725.5 193660.
12:18:22 0.98 357.08  87.68 -1.07 1622   3.46   722.2 175781. -3.76  3.79   6.22  -1.35  -2.93 0.29 0.71 0.53  0.17 770.4 771730.  3.79 719.0 174845.
12:19:03 0.98 357.08  87.67 -1.07 1622   3.61   719.6 266685. -4.02  4.11   5.38  -2.99  -2.24 0.34 0.87 1.06  0.17 770.91289820.  3.79 719.9 192932.
12:19:43 0.98 357.08  87.67 -1.07 1622   3.23   724.5 208525. -1.78  3.60   5.09  -3.05  -2.67 0.36 0.61 0.60  0.17 792.31244497.  3.69 726.0 247507.
12:20:24 0.98 357.08  87.66 -1.07 1622   3.52   724.6 263255. -2.88  4.97   5.45  -1.05  -3.57 0.32 1.10 0.45  0.20 773.21437637.  3.50 726.4 218660.
12:21:04 0.98 357.08  87.65 -1.07 1622   3.33   722.2 184356. -3.86  4.79   5.74   0.94  -3.53 0.29 0.95 0.75  0.15 764.7 990234.  3.71 716.4 187423.
12:21:45 0.98 357.08  87.65 -1.07 1622   3.50   722.8 223130. -5.06  4.86   5.56   1.19  -3.87 0.28 0.26 0.33  0.16 768.21303333.  3.53 722.4 199377.
12:22:25 0.98 357.08  87.64 -1.07 1622   3.29   723.8 201456. -4.89  4.70   5.72   1.33  -3.73 0.24 0.36 0.33  0.14 791.31091690.  3.71 720.6 206914.
12:23:06 0.98 357.08  87.64 -1.07 1622   3.41   723.8 226197. -4.84  4.58   5.66   1.20  -3.77 0.28 0.33 0.43  0.15 777.91264664.  3.39 724.7 204731.
12:23:46 0.98 357.08  87.63 -1.07 1622   3.45   726.0 205095. -5.51  4.81   5.16   1.60  -4.15 0.37 0.29 0.38  0.11 774.1 742832.  3.43 722.6 179835.
12:24:27 0.98 357.08  87.62 -1.07 1622   3.19   740.4 226301. -5.52  5.17   5.50   1.83  -3.88 0.53 0.41 0.84  0.14 778.41091482.  3.42 740.1 191685.
12:25:07 0.98 357.08  87.62 -1.07 1622   3.64   719.4 197090. -5.80  3.01   6.21   1.72  -2.38 0.48 0.83 0.69  0.15 793.61223707.  3.69 715.1 180146.
12:25:48 0.98 357.08  87.61 -1.07 1622   3.61   727.6 239139. -5.37  4.17   5.59   1.71  -3.96 0.41 0.64 0.80  0.18 775.2 887947.  3.60 727.9 182693.
12:26:28 0.98 357.08  87.60 -1.07 1622   3.69   723.5 189502. -4.41  4.06   5.97   0.85  -3.47 0.29 0.77 0.65  0.17 799.11139923.  3.81 720.8 200625.
12:27:09 0.98 357.08  87.60 -1.07 1622   4.06   730.8 225053. -6.08 -0.37   5.80   3.39   1.49 0.40 0.73 0.58  0.14 776.71240547.  4.13 732.3 208369.
12:27:49 0.98 357.08  87.59 -1.07 1622   3.59   733.2 198910. -5.81  0.27   5.89   3.32   1.84 0.28 0.35 0.35  0.11 793.41009777.  3.91 733.1 230822.
12:28:30 0.98 357.08  87.59 -1.07 1622   3.40   738.8 255511. -6.45  0.83   5.24   3.73   2.58 0.43 0.43 0.71  0.11 791.6 762582.  3.35 740.8 210032.
12:29:10 0.98 357.08  87.58 -1.07 1622   3.50   744.6 287891. -6.00 -1.29   4.23   2.66   4.67 0.53 0.58 0.64  0.14 793.41121835.  3.30 749.9 228172.
12:29:51 0.98 357.08  87.57 -1.07 1622   3.17   739.8 263203. -5.97 -0.96   4.88   3.67   3.02 0.42 0.80 0.67  0.14 776.91070484.  3.38 741.3 240542.
12:30:31 0.98 357.08  87.57 -1.07 1622   3.35   737.2 224066. -5.58 -1.26   4.25   3.15   3.97 0.60 0.68 0.53  0.14 791.11005619.  3.47 737.3 259409.
12:31:12 0.98 357.08  87.56 -1.07 1622   3.57   746.2 257694. -5.72 -1.31   4.11   3.41   3.63 0.32 0.40 0.43  0.15 775.71087947.  3.42 744.1 217933.
12:31:52 0.98 357.08  87.55 -1.07 1622   3.36   746.2 255563. -6.01 -1.08   4.00   3.59   3.70 0.30 0.29 0.27  0.12 775.4 746574.  3.41 749.6 188722.
12:32:33 0.98 357.08  87.55 -1.07 1622   3.54   742.8 260656. -6.39 -0.56   4.02   3.61   3.79 0.32 0.35 0.38  0.14 783.01017053.  3.24 743.6 195999.
12:33:13 0.98 357.08  87.54 -1.07 1622   3.45   747.8 270064. -5.99 -0.96   3.36   3.51   3.96 0.35 0.34 0.31  0.14 773.3 844911.  3.41 751.1 229367.
12:33:54 0.98 357.08  87.53 -1.07 1622   2.92   748.7 276093. -6.19 -1.21  -0.84   3.96   2.98 2.62 1.53 1.20  0.13 794.7 739921.  3.01 752.3 305147.
12:34:34 0.98 357.08  87.53 -1.07 1622   2.96   772.0 190178. -7.60 -1.58   0.74   4.15   4.52 0.59 0.98 0.85  0.16 764.6 643871.  2.93 769.8 215905.
12:35:15 0.98 357.07  87.52 -1.07 1622   3.34   766.6 236852. -6.16 -3.10   2.37   2.83   5.22 1.00 0.81 0.54  0.16 771.51051357.  3.55 770.9 273858.
12:35:55 0.98 357.07  87.52 -1.07 1622   3.04   736.3 221779. -4.67 -2.59   3.23   1.46   5.44 0.65 0.44 0.56  0.14 788.6 865493.  3.43 738.1 239866.
12:36:36 0.98 357.07  87.51 -1.07 1622   3.26   757.3 219492. -4.82 -3.35   3.53   0.91   5.49 0.63 0.25 0.48  0.19 776.01033062.  3.36 757.6 270012.
12:37:16 0.98 357.07  87.50 -1.07 1622   3.59   737.3 281135. -5.60 -1.50   3.83   1.84   4.79 0.60 0.82 0.99  0.13 792.2 932853.  3.76 736.1 287891.
12:37:57 0.98 357.07  87.50 -1.07 1622   3.61   753.0 230719. -6.27 -2.32   3.53   3.27   4.35 0.65 0.76 1.08  0.12 797.7 806241.  3.47 751.2 206186.
12:38:37 0.98 357.07  87.49 -1.07 1622   3.19   754.0 244492. -7.82 -0.63   4.01   2.53   3.86 1.06 2.30 1.23  0.16 791.81130775.  3.21 757.6 219336.
12:39:18 0.98 357.07  87.48 -1.07 1622   3.17   724.2 240906.  0.00 -1.42   5.61  -1.33   3.13 0.38 1.16 1.28  0.16 787.2 776304.  2.96 725.5 195635.
12:39:58 0.98 357.07  87.48 -1.07 1622   3.24   719.5 176040. -2.86 -0.53   6.14  -0.71   2.87 0.39 0.64 0.75  0.10 774.7 877552.  3.34 712.7 181654.
12:40:38 0.98 357.07  87.47 -1.07 1622   3.19   713.3 160760. -3.08 -0.05   6.34  -0.74   2.55 0.40 0.68 0.71  0.15 770.81415392.  3.38 715.0 192621.
12:41:19 0.98 357.07  87.47 -1.08 1622   3.33   717.2 191893. -3.24 -0.32   6.60  -0.85   2.07 0.22 0.24 0.45  0.15 773.5 650731.  3.54 713.6 179887.
12:42:00 0.98 357.07  87.46 -1.08 1622   3.23   709.1 159460. -2.95  0.51   6.51  -1.84   1.85 0.28 0.35 0.37  0.14 772.71350111.  3.49 709.3 248286.
12:42:40 0.98 357.07  87.45 -1.08 1622   3.40   719.1 182797. -2.69 -0.08   6.36  -1.58   2.59 0.20 0.37 0.32  0.15 773.4 860296.  3.67 714.0 189970.
12:43:20 0.98 357.07  87.45 -1.08 1622   3.29   711.3 157069. -2.88 -0.36   6.21  -0.75   2.70 0.37 1.04 0.45  0.14 785.71504582.  3.48 713.3 231810.
12:44:01 0.98 357.07  87.44 -1.08 1622   3.16   721.9 198494. -2.06 -0.97   4.91  -3.55   2.92 0.53 0.86 0.65  0.19 793.91323292.  3.38 717.4 188463.
12:44:42 0.98 357.07  87.43 -1.08 1622   3.71   739.6 259929.  0.01 -0.80   2.70  -4.92   3.44 0.80 0.59 0.61  0.18 772.41321628.  3.71 737.3 251457.
12:45:22 0.98 357.07  87.43 -1.08 1622   3.33   755.7 250365.  0.11 -2.10   2.29  -4.82   4.15 0.59 0.40 0.31  0.13 768.01017469.  3.47 757.8 233473.
12:46:02 0.98 357.07  87.42 -1.08 1622   3.32   749.4 206810. -0.25 -2.12   2.24  -4.35   4.76 0.33 0.28 0.29  0.13 765.51006450.  3.36 746.0 214658.
12:46:43 0.98 357.07  87.41 -1.08 1622   3.77   761.0 277912.  0.01 -1.82   2.19  -5.26   3.85 0.70 0.45 0.46  0.15 771.7 862583.  3.44 764.8 229159.
12:47:24 0.98 357.07  87.41 -1.08 1622   3.29   750.6 206602.  0.92  0.42   4.25  -5.31   0.07 1.29 0.89 1.43  0.19 759.8 980463.  3.33 745.4 215594.
12:48:04 0.98 357.07  87.40 -1.08 1622   3.37   734.6 209357. -0.08  2.55   4.57  -5.10  -2.00 0.32 0.29 0.34  0.12 768.2 618714.  3.61 734.3 238359.
12:48:45 0.98 357.07  87.40 -1.08 1622   3.46   740.2 243037.  0.82  2.67   3.40  -5.81  -1.46 0.58 0.52 0.35  0.19 770.31233894.  3.39 739.0 200365.
12:49:25 0.98 357.07  87.39 -1.08 1622   3.43   747.4 259981.  0.47  3.32   1.66  -5.85  -2.78 0.60 0.37 0.27  0.14 772.8 706241.  3.21 749.9 210396.
12:50:06 0.98 357.07  87.38 -1.08 1622   3.36   747.4 248910.  0.48  3.30   1.93  -6.01  -2.66 0.39 0.26 0.29  0.16 767.91294393.  3.37 743.8 232745.
12:50:46 0.98 357.07  87.38 -1.08 1622   2.79   754.0 203172.  0.44  3.03   2.62  -5.74  -2.83 0.56 0.38 0.49  0.16 772.0 735139.  2.74 752.4 164502.
12:51:27 0.98 357.07  87.37 -1.08 1622   3.45   743.8 269128.  0.18  4.13   1.82  -5.70  -3.18 0.84 0.53 0.46  0.16 771.2 968612.  3.47 741.1 215074.
12:52:07 0.98 357.07  87.36 -1.08 1622   3.20   754.8 262631.  0.54  3.35   1.70  -5.93  -2.95 0.37 0.53 0.69  0.16 765.8 970691.  3.49 751.8 271831.
12:52:48 0.98 357.07  87.36 -1.08 1622   3.62   751.0 270012.  0.59  3.01   2.53  -5.65  -2.50 0.79 0.54 0.49  0.16 767.9 997303.  3.51 749.9 223338.
12:53:28 0.98 357.07  87.35 -1.08 1622   3.53   739.3 227080. -0.02  3.65   2.38  -5.96  -1.68 0.58 0.79 1.19  0.14 754.8 859048.  3.62 742.8 263931.
12:54:09 0.98 357.07  87.35 -1.08 1622   3.29   742.6 237111.  1.20  1.13   2.80  -5.97  -0.67 0.60 0.51 0.52  0.18 772.01109153.  3.25 738.2 211696.
12:54:49 0.98 357.07  87.34 -1.08 1622   3.65   751.6 264502.  0.24  3.34   1.88  -5.74  -2.47 0.58 1.05 0.68  0.18 767.2 855514.  3.66 747.4 255771.
12:55:30 0.98 357.07  87.33 -1.08 1622   3.05   753.9 211592. -0.44  0.16   1.86  -6.39   1.58 0.47 0.38 0.36  0.12 785.51024746.  3.15 748.9 201456.
12:56:10 0.98 357.07  87.33 -1.08 1622   3.42   741.3 226872.  0.40 -0.37   1.95  -6.08   2.15 0.33 0.29 0.28  0.11 772.5 836179.  3.41 743.0 267985.
12:56:51 0.98 357.07  87.32 -1.08 1622   3.39   754.4 213619.  0.69  0.05   1.79  -6.17   1.43 0.50 0.46 0.67  0.14 764.0 984413.  3.46 749.6 217621.
12:57:31 0.98 357.07  87.31 -1.08 1622   2.78   755.5 230459.  0.92  1.29   3.20  -4.97   1.80 1.68 1.33 1.24  0.19 746.71150526.  3.03 759.8 194336.
12:58:12 0.98 357.07  87.31 -1.08 1622   3.23   722.5 268245. -0.75 -0.62   4.98  -3.48   2.17 0.34 0.51 0.49  0.16 776.51188572.  3.51 715.9 192101.
12:58:52 0.98 357.07  87.30 -1.08 1622   3.32   716.0 238567. -1.22 -1.34   5.24  -3.17   2.13 0.38 0.54 0.41  0.16 755.11192730.  3.39 720.8 280459.
12:59:33 0.98 357.07  87.29 -1.08 1622   3.36   714.7 250677. -3.12 -0.69   5.56  -1.48   3.07 0.39 0.92 0.87  0.14 773.81253853.  3.29 714.9 185084.
13:00:13 0.98 357.07  87.29 -1.08 1622   3.50   729.8 182070. -4.82 -1.14   5.70  -0.17   3.74 0.28 0.68 0.54  0.15 787.91069652.  3.78 731.4 223130.
13:00:54 0.98 357.07  87.28 -1.08 1622   3.41   726.6 244648. -3.69 -0.54   5.77  -0.51   3.37 0.29 0.96 0.63  0.13 775.0 870899.  3.28 727.3 199533.
13:01:34 0.98 357.07  87.28 -1.08 1622   3.31   726.5 187423. -4.21 -0.59   6.02   0.67   3.07 0.25 0.70 0.37  0.12 794.01024746.  3.57 723.3 173546.
13:02:15 0.98 357.07  87.27 -1.08 1622   3.59   725.3 217985. -5.43 -0.73   5.84  -0.14   3.40 0.27 0.82 0.64  0.16 785.71143665.  3.38 728.7 206186.
13:02:55 0.98 357.07  87.26 -1.08 1622   3.45   725.7 178275. -2.71 -0.56   5.76  -1.05   2.84 0.30 1.22 0.71  0.14 767.9 779006.  3.53 722.1 161331.
13:03:36 0.98 357.07  87.26 -1.08 1622   3.87   725.9 241010. -5.19 -0.31   5.19   2.04   3.67 0.32 0.33 0.53  0.17 781.11095432.  3.68 727.4 208473.
13:04:16 0.98 357.07  87.25 -1.08 1622   4.35   750.8 318193. -5.02  0.05   4.47   1.22   3.16 1.49 0.70 0.85  0.15 753.2 916845.  4.55 750.5 326353.
13:04:57 0.98 357.07  87.24 -1.08 1622   3.52   732.0 257122. -5.14 -0.94   4.79   1.40   4.13 0.34 0.46 0.39  0.14 762.11354685.  3.47 731.3 220739.
13:05:37 0.98 357.07  87.24 -1.08 1622   3.18   731.1 213359. -5.16 -0.96   5.68   0.35   2.89 0.47 0.61 0.72  0.14 791.21278385.  3.65 735.0 253484.
13:06:18 0.98 357.07  87.23 -1.08 1622   3.36   724.5 249222. -4.76  0.00   5.58   2.30   1.59 0.39 1.25 1.26  0.18 772.3 992105.  3.64 725.9 232434.
13:06:58 0.98 357.07  87.23 -1.08 1622   3.36   730.9 219076. -6.69  0.93   5.65   2.90   1.70 0.29 0.86 0.63  0.19 763.91254684.  3.46 730.2 253172.
13:07:39 0.98 357.07  87.22 -1.08 1622   3.60   729.4 230043. -6.79  1.72   6.27   2.43   0.71 0.32 0.78 0.59  0.15 784.8 924953.  3.51 734.0 211384.
