1982/054   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:38:04 0.91 261.53 300.52  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.33 527.7  50445.
 0:40:46 0.91 261.53 300.50  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.08 520.0  71706.
 1:01:44 0.91 261.52 300.31  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.54 538.0  63546.
 1:04:26 0.91 261.52 300.28  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.32 534.7  47759.
 1:07:08 0.91 261.52 300.25  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.16 537.8  59320.
 1:07:46 0.91 261.52 300.25  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.17 534.1  46407.
 1:10:28 0.91 261.52 300.22  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.10 537.5  54149.
 1:13:10 0.91 261.52 300.20  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.02 534.0  42636.
 1:15:52 0.91 261.52 300.18  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.80 534.2  45810.
 1:18:34 0.91 261.52 300.15  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.41 534.5  42168.
 1:21:16 0.91 261.52 300.12  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.90 533.4  51738.
 1:23:58 0.91 261.52 300.10  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.99 533.0  42029.
 1:26:40 0.91 261.52 300.07  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.40 531.4  48808.
 1:29:22 0.91 261.52 300.05  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.59 531.5  41483.
 1:32:04 0.91 261.52 300.02  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.04 528.1  43783.
 1:34:46 0.91 261.52 300.00  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.51 530.8  43562.
 1:37:28 0.91 261.52 299.97  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.79 528.0  47522.
 1:40:10 0.91 261.52 299.95  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.75 531.8  40869.
 1:42:52 0.91 261.52 299.92  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.88 527.4  45865.
 1:45:34 0.91 261.52 299.90  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.06 531.2  41226.
 1:48:16 0.91 261.52 299.87  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.35 530.1  48431.
 1:50:58 0.91 261.52 299.85  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.78 525.3  47025.
 1:53:40 0.91 261.52 299.82  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.71 526.1  46313.
 1:56:22 0.91 261.52 299.80  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.03 526.7  59158.
 1:59:04 0.91 261.52 299.77  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.60 524.1  45284.
 2:01:46 0.91 261.52 299.75  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.20 525.9  39878.
 2:04:28 0.91 261.52 299.72  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.60 525.1  44121.
 2:07:10 0.91 261.52 299.70  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.94 524.9  34534.
 2:09:52 0.91 261.52 299.67  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.09 523.7  44595.
 2:12:34 0.91 261.52 299.65  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.87 526.2  41083.
 2:15:16 0.91 261.51 299.62  2.50 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.70 522.6  41584.
 2:17:58 0.91 261.51 299.60  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.29 525.2  38013.
 2:20:40 0.91 261.51 299.57  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.76 519.4  41704.
 2:23:22 0.91 261.51 299.55  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.36 525.5  38543.
 2:26:04 0.91 261.51 299.52  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.25 522.5  43010.
 2:28:46 0.91 261.51 299.50  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.87 526.2  39124.
 2:31:28 0.91 261.51 299.47  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.31 524.8  46534.
 2:34:10 0.91 261.51 299.45  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.54 524.4  36282.
 2:36:52 0.91 261.51 299.42  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.24 519.4  42503.
 2:39:34 0.91 261.51 299.40  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.95 527.6  40268.
 2:42:16 0.91 261.51 299.37  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.32 517.3  38676.
 2:44:58 0.91 261.51 299.35  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.15 517.6  42503.
 2:47:40 0.91 261.51 299.32  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.28 512.9  60824.
 2:50:22 0.91 261.51 299.30  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.92 514.8  45722.
 2:53:04 0.91 261.51 299.27  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.18 513.7  38712.
 2:55:46 0.91 261.51 299.25  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.24 516.0  43162.
 2:58:28 0.91 261.51 299.22  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.50 516.3  34560.
 3:01:10 0.91 261.51 299.20  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.89 518.0  36844.
 3:03:52 0.91 261.51 299.17  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.66 514.3  41135.
 3:06:34 0.91 261.51 299.14  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.80 518.0  55799.
 3:09:16 0.91 261.51 299.12  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.79 516.0  40388.
 3:11:58 0.91 261.51 299.10  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.36 519.1  52901.
 3:14:40 0.91 261.51 299.07  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.17 510.8  45654.
 3:17:22 0.91 261.51 299.05  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.77 514.7  57784.
 3:20:04 0.91 261.51 299.02  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.70 512.9  45875.
 3:22:46 0.91 261.51 298.99  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.78 512.2  46326.
 3:25:28 0.91 261.51 298.97  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.17 512.4  45007.
 3:28:10 0.91 261.51 298.95  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.12 511.3  41853.
 3:30:52 0.91 261.51 298.92  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.93 512.1  40732.
 3:33:34 0.91 261.50 298.90  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.99 509.5  48340.
 3:36:16 0.91 261.50 298.87  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.25 504.2  63069.
 3:38:58 0.91 261.50 298.84  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.37 494.3  55802.
 3:41:40 0.91 261.50 298.82  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.04 498.9  55094.
 3:44:22 0.91 261.50 298.80  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.90 489.9  62458.
 3:47:04 0.91 261.50 298.77  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.91 491.1  49451.
 3:49:46 0.91 261.50 298.74  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.06 492.5  64816.
 3:52:28 0.91 261.50 298.72  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.12 494.6  60834.
 3:55:10 0.91 261.50 298.69  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.17 489.1  67610.
 3:57:52 0.91 261.50 298.67  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.13 492.0  65521.
 4:00:34 0.91 261.50 298.65  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.70 482.7  65252.
 4:03:16 0.91 261.50 298.62  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.39 490.4  67178.
 4:05:58 0.91 261.50 298.59  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.19 493.0  72129.
 4:08:40 0.91 261.50 298.57  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.26 491.7  63579.
 4:11:22 0.91 261.50 298.54  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.89 487.5  67220.
 4:14:04 0.91 261.50 298.52  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.86 491.7  66951.
 4:16:46 0.91 261.50 298.50  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.36 493.2  66285.
 4:19:28 0.91 261.50 298.47  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.77 494.8  63160.
 4:22:10 0.91 261.50 298.44  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.15 494.3  66798.
 4:24:52 0.91 261.50 298.42  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.51 496.8  65356.
 4:27:34 0.91 261.50 298.40  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.71 494.0  71655.
 4:30:16 0.91 261.50 298.37  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.80 494.8  70050.
 4:32:58 0.91 261.50 298.34  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.94 492.9  66308.
 4:35:40 0.91 261.50 298.32  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.08 493.7  47860.
 4:38:22 0.91 261.50 298.29  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.14 485.9  63995.
 4:41:04 0.91 261.50 298.27  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.34 478.7  59648.
 4:43:46 0.91 261.50 298.25  2.49 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.77 487.1  65310.
 4:46:28 0.91 261.49 298.22  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.56 500.9  62124.
 4:49:10 0.91 261.49 298.19  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.03 493.2  66389.
 4:51:52 0.91 261.49 298.17  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.64 496.5  73253.
 4:54:34 0.91 261.49 298.14  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.46 501.3  62172.
 4:57:16 0.91 261.49 298.12  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.76 498.6  39816.
 4:59:58 0.91 261.49 298.09  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.09 492.9  68104.
 5:02:40 0.91 261.49 298.07  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.06 502.5  64943.
 5:05:22 0.91 261.49 298.04  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.16 501.8  62322.
 5:08:04 0.91 261.49 298.02  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.16 496.0  44949.
 5:10:46 0.91 261.49 297.99  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.17 502.5  65128.
 5:13:28 0.91 261.49 297.97  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.43 504.3  50202.
 5:16:10 0.91 261.49 297.94  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.25 506.0  54814.
 5:18:52 0.91 261.49 297.92  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.05 504.2  65190.
 5:21:34 0.91 261.49 297.89  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.92 498.7  47044.
 5:24:16 0.91 261.49 297.87  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.72 497.1  37994.
 5:26:58 0.91 261.49 297.84  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.85 500.1  42503.
 5:29:40 0.91 261.49 297.82  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.32 499.1  35847.
 5:32:22 0.91 261.49 297.79  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.69 500.2  43971.
 5:35:04 0.91 261.49 297.77  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.01 504.9  34726.
 5:37:46 0.91 261.49 297.74  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.21 504.6  45504.
 5:40:28 0.91 261.49 297.72  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.35 507.8  37568.
 5:43:10 0.91 261.49 297.69  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.25 507.0  42613.
 5:45:52 0.91 261.49 297.67  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.43 510.2  41736.
 5:48:34 0.91 261.49 297.64  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.78 504.6  51124.
 5:51:16 0.91 261.49 297.62  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.32 503.2  51144.
 5:53:58 0.91 261.49 297.59  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.49 505.7  46505.
 5:56:40 0.91 261.49 297.57  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.33 511.4  42675.
 5:59:22 0.91 261.49 297.54  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.13 502.3  47775.
 6:02:04 0.91 261.48 297.52  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.61 497.9  59128.
 6:04:46 0.91 261.48 297.49  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.01 499.5  50591.
 6:07:28 0.91 261.48 297.47  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.71 494.3  43308.
 6:10:10 0.91 261.48 297.44  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.31 496.4  37731.
 6:12:52 0.91 261.48 297.42  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.82 493.6  40274.
 6:15:34 0.91 261.48 297.39  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.71 492.6  35382.
 6:18:16 0.91 261.48 297.37  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.35 493.9  38166.
 6:20:58 0.91 261.48 297.34  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.53 492.5  37097.
 6:23:40 0.91 261.48 297.32  2.48 1719  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.43 491.6  36142.
