1979/305   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 4:42:31 0.34 202.52 228.38 -1.87 1688 178.31   264.2 103515. -2.72 -0.75   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.149.86 266.9 106179.
 4:43:52 0.34 202.52 228.37 -1.87 1688 187.18   257.0 100962. -3.95 -1.33   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.153.43 261.0 100806.
 4:44:12 0.34 202.52 228.37 -1.87 1688 191.70   260.3  99582. -4.95  2.97   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.159.90 266.5 118348.
 4:45:33 0.34 202.53 228.36 -1.87 1688 177.13   253.9 114291. -5.98  6.91   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.149.68 259.6 121320.
 4:46:54 0.34 202.53 228.35 -1.87 1688 194.04   249.0 109320. -6.34  3.75   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.154.76 255.4 106082.
 4:48:15 0.34 202.54 228.34 -1.87 1688 169.21   259.5  82953. -0.90 -1.10   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.139.77 262.3 102499.
 4:49:36 0.34 202.54 228.34 -1.87 1688 166.85   260.9  61035.  2.15 -4.22   0.00   0.00   0.00 0.00 0.00 0.00  6.71 253.3  71362.139.94 259.8  70277.
 4:50:57 0.34 202.54 228.33 -1.87 1688 131.08   260.1  56293.  3.57 -4.89   0.00   0.00   0.00 0.00 0.00 0.00  8.02 247.3  72311.107.63 256.7  55558.
 4:52:18 0.34 202.55 228.32 -1.87 1688 119.68   249.2  36431.  2.99 -5.19   0.00   0.00   0.00 0.00 0.00 0.00 10.45 239.4  89372.101.44 248.6  43702.
 4:53:39 0.34 202.55 228.31 -1.87 1688 118.40   247.0  37698.  2.66 -6.26   0.00   0.00   0.00 0.00 0.00 0.00  9.14 239.9  38839. 93.98 244.7  37406.
 4:55:00 0.34 202.56 228.31 -1.86 1688 117.10   246.3  33732.  2.12 -6.31   0.00   0.00   0.00 0.00 0.00 0.00  9.70 235.4  75416. 90.33 244.5  30100.
 4:56:21 0.34 202.56 228.30 -1.86 1688 118.63   246.8  36298.  1.95 -6.18   0.00   0.00   0.00 0.00 0.00 0.00  9.15 239.2  41918. 94.86 244.7  36873.
 4:57:42 0.34 202.57 228.29 -1.86 1688 118.07   247.9  34531.  2.44 -6.05   0.00   0.00   0.00 0.00 0.00 0.00  9.72 236.5  78236. 97.59 245.5  29909.
 4:59:03 0.34 202.57 228.28 -1.86 1688 121.22   245.8  38231.  2.05 -6.47   0.00   0.00   0.00 0.00 0.00 0.00  8.85 239.1  38150. 97.30 243.9  38709.
 5:00:24 0.34 202.58 228.27 -1.86 1688 117.38   245.4  35051.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00  8.18 231.1  57069. 93.12 244.3  29941.
 5:01:45 0.34 202.58 228.27 -1.86 1688 131.60   256.8  43533.  7.22 -6.79   0.00   0.00   0.00 0.00 0.00 0.00  8.49 250.0  77469.106.40 249.9  41973.
 5:03:06 0.34 202.59 228.26 -1.86 1688 134.18   249.2  38725.  7.04 -7.37   0.00   0.00   0.00 0.00 0.00 0.00  9.74 240.9  67061.113.33 243.4  47200.
 5:04:27 0.34 202.59 228.25 -1.86 1688  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.108.98 243.8  41739.
 5:05:48 0.34 202.59 228.24 -1.86 1688 137.51   252.5  53090.  5.98 -7.28   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.112.62 246.4  52352.
 5:07:09 0.34 202.60 228.24 -1.86 1688 146.61   259.9  59236.  6.37 -5.73   0.00   0.00   0.00 0.00 0.00 0.00  6.84 251.4  56913.121.02 253.5  57436.
 5:08:30 0.34 202.60 228.23 -1.86 1688 136.20   257.9  45982.  5.19 -6.82   0.00   0.00   0.00 0.00 0.00 0.00  6.27 252.3  41320.110.60 252.2  45962.
 6:26:46 0.34 202.86 227.77 -1.82 1688 134.88   249.9  66213.  4.96 -4.56   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.115.10 251.1 121444.
 6:28:07 0.34 202.87 227.76 -1.82 1688 140.21   255.7  66018.  6.54 -5.50   0.00   0.00   0.00 0.00 0.00 0.00  5.61 252.2  66593.115.77 249.0  65190.
 6:29:28 0.34 202.87 227.75 -1.82 1688 125.60   250.1  61844.  3.86 -5.24   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.100.64 246.0  60434.
 6:30:51 0.34 202.87 227.74 -1.82 1688 145.76   257.2  72126.  5.76 -6.39   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.119.46 251.2  70326.
 6:32:12 0.34 202.88 227.74 -1.82 1688 143.88   255.9  64920.  4.57 -5.37   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.119.18 253.5  81514.
 6:33:33 0.34 202.88 227.73 -1.82 1688 131.69   259.8  65914.  6.04 -6.02   0.00   0.00   0.00 0.00 0.00 0.00  5.89 251.8  65567.105.63 254.4  64190.
 6:34:54 0.34 202.89 227.72 -1.82 1688 119.39   260.6  47765.  5.58 -5.13   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 97.31 253.9  44933.
 6:36:15 0.34 202.89 227.71 -1.82 1688 145.68   271.7  49139.  3.91 -5.40   0.00   0.00   0.00 0.00 0.00 0.00  6.44 271.1  96440.116.50 267.1  48652.
 6:37:36 0.34 202.90 227.70 -1.81 1688 152.90   267.8  65365.  4.45 -3.64   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.124.40 263.4  65638.
 6:38:57 0.34 202.90 227.70 -1.81 1688 129.11   263.2  66681.  6.02 -4.69   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.102.69 258.1  66083.
 6:40:18 0.34 202.91 227.69 -1.81 1688 135.67   259.8  52596.  6.79 -3.71   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.112.27 255.0  69433.
 6:41:39 0.34 202.91 227.68 -1.81 1688 137.49   259.3  66022.  6.09 -5.73   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.112.46 253.7  63881.
 6:43:00 0.34 202.92 227.68 -1.81 1688 135.85   255.0  59820.  6.47 -4.87   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.110.43 248.1  57927.
