1985/044   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
18:38:52 0.38 177.42 272.43  6.62 1758  18.19   718.7 626095.  1.19 -3.09   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.88 711.1 580668.
19:22:04 0.38 177.53 272.14  6.63 1758  19.49   702.1 534930. -5.52  5.11   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.46 710.0 596729.
20:05:16 0.39 177.63 271.85  6.64 1758  19.96   701.0 443506.  0.87  0.56   0.00   0.00   0.00 0.00 0.00 0.00  0.33 826.91304996. 17.37 693.6 427133.
20:48:28 0.39 177.74 271.56  6.64 1758  22.48   746.5 809672.  3.79  0.65   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.92 739.5 755721.
