1985/222   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:25:01 0.31 284.94 197.51 -1.71 1765  90.58   300.8  34599.  0.20  0.35   0.00   0.00   0.00 0.00 0.00 0.00 14.03 297.0 216399. 79.25 301.0  36656.
 1:08:13 0.31 285.11 197.29 -1.68 1765 139.80   336.2 100017. -0.93  2.34   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.117.50 336.7 106478.
 1:51:25 0.31 285.29 197.06 -1.66 1765 144.10   339.5 222477.  0.79  0.47   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.118.84 335.7 199871.
 2:34:37 0.31 285.47 196.85 -1.63 1765 253.00   376.0  94777. -1.16  1.99   0.00   0.00   0.00 0.00 0.00 0.00  3.64 368.6 183681.215.63 375.4 100046.
 3:17:49 0.31 285.65 196.63 -1.61 1765 249.07   372.5  93975. -0.78  1.34   0.00   0.00   0.00 0.00 0.00 0.00  3.13 374.2 162150.205.74 371.3  84674.
 4:01:01 0.31 285.83 196.41 -1.58 1765 217.78   364.2 109343. -2.14  0.48   0.00   0.00   0.00 0.00 0.00 0.00  2.54 366.0 186708.177.18 364.9  94556.
 4:44:13 0.31 286.01 196.19 -1.56 1765 150.87   309.7 130754. -1.65  1.04   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.128.32 309.8 144628.
 5:27:25 0.31 286.18 195.97 -1.53 1765 151.70   301.5  49009. -1.88  7.10   0.00   0.00   0.00 0.00 0.00 0.00  0.08 351.8  83550.137.02 303.3  46953.
 6:10:37 0.31 286.36 195.76 -1.51 1765 152.43   307.0  66165. -2.78  3.73   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.131.79 308.4  73340.
 6:53:49 0.31 286.54 195.54 -1.48 1765 183.64   310.2  39248.  2.70  1.33   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.163.33 305.8  44202.
 7:37:01 0.31 286.72 195.32 -1.46 1765 301.32   350.7 111445.  1.63  4.05   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.250.44 349.2 106887.
 8:20:13 0.31 286.90 195.10 -1.43 1765 260.46   355.9 102947. -0.63  4.47   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.220.88 353.6 100835.
 9:03:25 0.31 287.08 194.88 -1.40 1765 298.18   358.1 134668.  0.36  4.48   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.246.30 356.2 122607.
 9:46:37 0.31 287.26 194.67 -1.38 1765 313.96   385.8 107735.  2.48  7.58   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.271.33 380.6 104724.
10:29:49 0.31 287.43 194.45 -1.35 1765 223.20   372.8 124578. -0.64  5.83   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.187.12 370.3 120115.
11:13:01 0.31 287.62 194.23 -1.33 1765 270.73   376.6 122035. -2.25  3.09   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.228.89 375.4 121736.
11:56:13 0.31 287.80 194.01 -1.30 1765 270.83   377.7 104620. -1.63  2.59   0.00   0.00   0.00 0.00 0.00 0.00  3.12 379.3 188943.226.78 378.3  92961.
12:39:25 0.31 287.98 193.80 -1.28 1765 294.26   371.4  94852. -2.37  2.48   0.00   0.00   0.00 0.00 0.00 0.00  3.81 367.4 183746.261.14 372.2 103821.
13:22:37 0.31 288.15 193.58 -1.25 1765 302.53   374.0 115236. -0.69  3.09   0.00   0.00   0.00 0.00 0.00 0.00  2.08 377.8 133408.251.44 373.9  96957.
14:05:49 0.31 288.33 193.36 -1.22 1765 324.73   380.6 109596. -2.19  3.43   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.283.77 380.1 105815.
14:49:01 0.31 288.52 193.15 -1.20 1765 276.16   363.1 113394. -1.07  4.53   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.237.00 360.5 112367.
15:32:13 0.31 288.70 192.93 -1.17 1765 222.06   359.5 120050. -1.92  2.13   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.187.73 359.7 130595.
20:59:27 0.31 290.06 191.29 -0.97 1765 358.72   368.8 139973. -4.17  4.31   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.296.90 372.0 126553.
21:00:07 0.31 290.07 191.29 -0.97 1765 357.09   367.2 131027. -4.51  4.09   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.302.06 368.3 126921.
21:00:48 0.31 290.07 191.29 -0.97 1765 361.90   367.4 142588. -4.35  3.91   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.303.30 371.1 129464.
21:00:54 0.31 290.07 191.29 -0.97 1765 359.02   367.7 131631. -4.78  3.97   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.301.22 369.1 126661.
21:01:33 0.31 290.07 191.28 -0.97 1765 359.49   365.6 145758. -4.52  3.86   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.302.02 369.9 130055.
21:02:14 0.31 290.08 191.28 -0.97 1765 363.95   369.2 134753. -5.01  4.30   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.308.33 370.9 129009.
21:02:54 0.31 290.08 191.27 -0.97 1765 373.51   370.8 141626. -5.01  4.91   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.312.34 374.3 128775.
21:03:35 0.31 290.08 191.27 -0.97 1765 368.94   366.4 135652. -4.61  3.92   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.309.14 367.3 132076.
