1983/042   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
18:23:59 0.71 246.24 296.00  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.81 555.7 279696.
18:26:41 0.71 246.24 295.97  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.42 567.3 266919.
18:29:23 0.71 246.24 295.95  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.01 512.9 258191.
18:32:05 0.71 246.24 295.93  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.53 526.7 256037.
18:34:47 0.71 246.24 295.90  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.99 508.1 243355.
18:37:29 0.71 246.24 295.88  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.16 519.4 282652.
18:40:11 0.71 246.24 295.85  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.45 495.8 252853.
18:42:53 0.71 246.24 295.83  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.19 498.6 310712.
18:45:35 0.71 246.24 295.81  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.97 534.7 307613.
18:48:17 0.71 246.25 295.78  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.44 514.8 273007.
18:50:59 0.71 246.25 295.76  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.85 495.2 239083.
18:53:41 0.71 246.25 295.73  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.18 536.3 243651.
18:56:23 0.71 246.25 295.71  5.30 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.11 514.5 214385.
18:59:05 0.71 246.25 295.68  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.59 517.3 264194.
19:01:47 0.71 246.25 295.66  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.91 503.7 225992.
19:04:29 0.71 246.25 295.64  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.33 499.2 195141.
19:43:09 0.71 246.26 295.29  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.58 484.3 214291.
19:45:51 0.71 246.26 295.27  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.57 514.7 213544.
19:48:33 0.71 246.26 295.24  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.58 498.3 190311.
19:50:23 0.71 246.26 295.23  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.74 516.2 207817.
19:53:05 0.71 246.26 295.20  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.18 525.1 235208.
19:55:47 0.71 246.26 295.18  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.34 520.0 290113.
19:58:29 0.71 246.26 295.15  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.62 505.2 265724.
20:01:11 0.71 246.26 295.13  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.12 519.2 234302.
20:03:53 0.71 246.26 295.11  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.51 535.3 233772.
20:06:35 0.71 246.26 295.08  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.21 552.7 236384.
20:09:17 0.71 246.26 295.06  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.25 560.5 239886.
20:11:59 0.71 246.26 295.04  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.92 543.9 243063.
20:14:41 0.71 246.26 295.01  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.70 548.3 295265.
20:17:23 0.71 246.26 294.99  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.33 516.4 314038.
20:20:05 0.71 246.26 294.96  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.45 527.9 264831.
20:22:47 0.71 246.27 294.94  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.07 489.7 264629.
20:25:29 0.71 246.27 294.91  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.52 506.2 304475.
20:28:11 0.71 246.27 294.89  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.68 510.8 311209.
20:30:53 0.72 246.27 294.86  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.26 510.0 304605.
20:33:35 0.72 246.27 294.84  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.22 511.2 308022.
20:36:17 0.72 246.27 294.82  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.56 513.5 322604.
20:38:59 0.72 246.27 294.79  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.82 518.1 318300.
20:41:41 0.72 246.27 294.77  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.31 564.1 256271.
20:44:23 0.72 246.27 294.75  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.83 538.3 268056.
20:47:05 0.72 246.27 294.72  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.52 534.5 242507.
20:49:47 0.72 246.27 294.70  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.59 542.0 268790.
20:52:29 0.72 246.27 294.67  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.16 539.6 328533.
20:55:11 0.72 246.27 294.65  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.33 550.8 276298.
20:57:53 0.72 246.27 294.62  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.46 529.3 261829.
21:00:35 0.72 246.27 294.60  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.98 534.9 302363.
21:03:17 0.72 246.27 294.58  5.29 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.27 535.7 267543.
21:05:59 0.72 246.27 294.55  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.24 509.1 253727.
21:08:41 0.72 246.28 294.53  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.17 515.3 298186.
21:11:23 0.72 246.28 294.50  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.75 536.1 324703.
21:14:05 0.72 246.28 294.48  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.49 507.5 308158.
21:16:47 0.72 246.28 294.46  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.57 497.6 272013.
21:19:29 0.72 246.28 294.43  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.20 503.7 322445.
21:22:11 0.72 246.28 294.41  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.42 507.1 357126.
21:24:53 0.72 246.28 294.38  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.24 513.9 307736.
21:27:35 0.72 246.28 294.36  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.58 501.1 256018.
21:30:17 0.72 246.28 294.33  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.05 512.2 309032.
21:32:59 0.72 246.28 294.31  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.84 530.8 344954.
21:35:41 0.72 246.28 294.29  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.99 533.8 241546.
21:38:23 0.72 246.28 294.26  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.59 504.3 346377.
21:41:05 0.72 246.28 294.24  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.83 506.9 299628.
21:43:47 0.72 246.28 294.22  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.25 523.0 304504.
21:46:29 0.72 246.28 294.19  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.87 520.4 287651.
21:49:11 0.72 246.28 294.17  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.36 515.4 322117.
21:51:53 0.72 246.28 294.14  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.45 580.5 275710.
21:54:35 0.72 246.29 294.12  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.31 556.6 248056.
21:57:17 0.72 246.29 294.09  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.02 552.2 295561.
21:59:59 0.72 246.29 294.07  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.21 523.9 301759.
22:02:41 0.72 246.29 294.04  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.89 508.6 290331.
22:05:23 0.72 246.29 294.02  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.54 482.5 150264.
22:08:05 0.72 246.29 294.00  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.56 490.8 196928.
22:10:47 0.72 246.29 293.97  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.29 503.1 211413.
22:13:29 0.72 246.29 293.95  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.97 514.9 233502.
22:16:11 0.72 246.29 293.93  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.90 506.6 237053.
22:18:53 0.72 246.29 293.90  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.66 527.7 249784.
22:21:35 0.72 246.29 293.88  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.57 495.7 231368.
22:24:17 0.72 246.29 293.85  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.87 520.8 484910.
22:26:59 0.72 246.29 293.83  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.83 524.1 571365.
22:29:41 0.72 246.29 293.80  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.57 525.1 487395.
22:32:23 0.72 246.29 293.78  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.31 521.1 544614.
22:35:05 0.72 246.29 293.76  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.18 524.8 462720.
22:37:47 0.72 246.29 293.73  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.59 520.4 586152.
22:40:29 0.72 246.30 293.71  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.99 531.0 400334.
22:43:11 0.72 246.30 293.69  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.96 513.4 367631.
22:45:53 0.72 246.30 293.66  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.26 523.6 398748.
22:48:35 0.72 246.30 293.64  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.86 540.2 483069.
22:51:17 0.72 246.30 293.61  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.01 523.7 452864.
22:53:59 0.72 246.30 293.59  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.02 523.6 363057.
22:56:41 0.72 246.30 293.56  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.15 547.7 562454.
22:59:23 0.72 246.30 293.54  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.44 543.4 513468.
23:02:05 0.72 246.30 293.51  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.74 544.0 517249.
23:04:47 0.72 246.30 293.49  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.99 518.0 348219.
23:07:29 0.72 246.30 293.47  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.92 527.2 438470.
23:10:11 0.72 246.30 293.44  5.28 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.51 527.4 341390.
23:12:53 0.72 246.30 293.42  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.22 516.3 267257.
23:15:35 0.72 246.30 293.40  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.17 521.4 320545.
23:18:17 0.72 246.30 293.37  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.26 498.0 198575.
23:20:59 0.72 246.30 293.35  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.66 509.5 230127.
23:23:41 0.72 246.30 293.32  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.93 507.2 183892.
23:26:23 0.72 246.30 293.30  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.30 514.2 238655.
23:29:05 0.72 246.31 293.27  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.59 528.3 336989.
23:31:47 0.72 246.31 293.25  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.36 533.5 320636.
23:34:29 0.72 246.31 293.22  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.52 525.5 242761.
23:37:11 0.72 246.31 293.20  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.47 521.3 293164.
23:39:53 0.72 246.31 293.18  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.87 540.9 423693.
23:42:35 0.72 246.31 293.15  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.81 530.3 356859.
23:45:17 0.72 246.31 293.13  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.27 555.4 407171.
23:53:40 0.72 246.31 293.06  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.56 552.8 317238.
23:53:41 0.72 246.31 293.05  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.14 563.0 354212.
23:56:03 0.72 246.31 293.03  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.24 545.4 342439.
23:58:47 0.72 246.31 293.01  5.27 1732  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.08 532.4 250664.
