1981/043   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 3:54:50 0.93 275.76 235.40  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.93 314.7  64894.
 3:56:11 0.93 275.76 235.39  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.21 314.1  70579.
 3:57:32 0.93 275.76 235.38  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.34 315.3  62130.
 3:58:53 0.93 275.76 235.36  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.44 315.7  75312.
 4:00:14 0.93 275.76 235.35  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.23 315.4  63533.
 4:01:35 0.93 275.76 235.34  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.20 314.9  66616.
 4:02:56 0.93 275.76 235.33  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.73 315.5  58411.
 4:04:17 0.93 275.76 235.31  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.02 318.8  55789.
 4:05:38 0.93 275.76 235.30  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.51 318.5  56835.
 4:06:59 0.93 275.76 235.29  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.58 316.3  63345.
 4:08:20 0.93 275.75 235.27  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.73 316.9  56257.
 4:09:41 0.93 275.75 235.26  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.54 319.6  53801.
 4:11:02 0.93 275.75 235.25  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.65 317.1  56403.
 4:12:23 0.93 275.75 235.24  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.32 319.4  53528.
 4:13:44 0.93 275.75 235.23  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.62 320.0  54119.
 4:15:05 0.93 275.75 235.21  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.26 321.4  51849.
 4:16:26 0.93 275.75 235.20  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.37 319.5  53590.
 4:17:47 0.93 275.75 235.19  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.42 316.7  56747.
 4:19:08 0.93 275.75 235.17  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.34 319.6  53083.
 4:20:29 0.93 275.75 235.16  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.17 320.6  55097.
 4:21:50 0.93 275.75 235.15  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.03 319.8  55987.
 4:23:11 0.93 275.75 235.14  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.24 318.0  64761.
 4:24:32 0.93 275.75 235.12  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.10 316.9  61656.
 4:25:53 0.93 275.75 235.11  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.48 318.7  67980.
 4:27:14 0.93 275.75 235.10  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.89 318.8  60408.
 4:28:35 0.93 275.75 235.09  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.50 321.0  55107.
 4:29:56 0.93 275.75 235.08  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.20 320.5  52687.
 4:31:17 0.93 275.75 235.06  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.23 323.2  55932.
 4:32:38 0.93 275.75 235.05  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.74 321.2  55539.
 4:33:59 0.93 275.75 235.04  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.62 322.6  55763.
 4:35:20 0.93 275.75 235.02  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.79 322.7  74523.
 4:36:41 0.93 275.75 235.01  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.42 323.6  59323.
 4:38:02 0.93 275.75 235.00  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.99 322.2  55734.
 4:39:23 0.93 275.75 234.99  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.89 323.6  60675.
 4:40:44 0.93 275.75 234.98  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.33 325.7  69130.
 4:42:05 0.93 275.75 234.96  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.10 326.1  58274.
 4:43:26 0.93 275.75 234.95  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.18 326.0  52541.
 4:44:47 0.93 275.75 234.94  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.83 323.9  57735.
 4:46:08 0.93 275.75 234.92  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.24 323.4  54308.
 4:47:29 0.93 275.75 234.91  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.99 321.4  46921.
 4:48:50 0.93 275.75 234.90  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.31 321.2  51108.
 4:50:11 0.93 275.75 234.88  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.05 322.0  48711.
 4:51:32 0.93 275.75 234.87  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.62 321.6  47756.
 4:52:53 0.93 275.75 234.86  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.14 322.7  51322.
 4:54:14 0.93 275.75 234.85  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.24 321.7  50884.
 4:55:35 0.93 275.75 234.84  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.12 324.3  56851.
 4:56:56 0.93 275.75 234.83  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.49 333.1  56146.
 4:58:17 0.93 275.75 234.81  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.52 331.0  50916.
 4:59:38 0.93 275.75 234.80  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.41 329.9  42243.
 5:00:59 0.93 275.75 234.79  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.94 329.5  48373.
 5:02:20 0.93 275.75 234.77  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.71 332.1  48295.
 5:03:41 0.93 275.75 234.76  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.47 328.4  47746.
 5:05:02 0.93 275.75 234.75  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.26 328.4  40999.
 5:06:23 0.93 275.75 234.73  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.02 328.3  47963.
 5:07:44 0.93 275.75 234.72  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.81 326.5  42285.
 5:09:05 0.93 275.75 234.71  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.77 328.2  46898.
 5:10:26 0.93 275.74 234.70  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.26 327.5  38943.
 5:11:47 0.93 275.74 234.69  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.45 329.9  48499.
 5:13:08 0.93 275.74 234.67  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.76 327.4  45082.
 5:14:29 0.93 275.74 234.66  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.47 330.9  51774.
 5:15:50 0.93 275.74 234.65  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.50 335.7  54707.
 5:17:11 0.93 275.74 234.63  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.55 338.3  46797.
 5:18:32 0.93 275.74 234.62  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.66 335.4  48714.
 5:19:53 0.93 275.74 234.61  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.64 330.8  45875.
 5:21:14 0.93 275.74 234.60  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.38 331.1  34651.
 5:22:35 0.93 275.74 234.59  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.75 331.7  32254.
 5:23:56 0.93 275.74 234.57  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.76 330.0  32127.
 5:25:17 0.93 275.74 234.56  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.60 333.4  32917.
 5:26:38 0.93 275.74 234.55  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.80 331.8  29649.
 5:27:59 0.93 275.74 234.54  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.87 335.6  31591.
 5:29:20 0.93 275.74 234.52  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.66 330.7  31286.
 5:30:41 0.93 275.74 234.51  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.73 332.2  35265.
 5:32:02 0.93 275.74 234.50  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.93 330.9  31156.
 5:33:23 0.93 275.74 234.48  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.82 333.0  39521.
 5:34:44 0.93 275.74 234.47  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.30 332.2  33839.
 5:36:05 0.93 275.74 234.46  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.75 334.6  31871.
 5:37:26 0.93 275.74 234.45  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.86 333.2  27475.
 5:38:47 0.93 275.74 234.44  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.82 332.8  32488.
 5:40:08 0.93 275.74 234.42  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.39 332.2  29467.
 5:41:29 0.93 275.74 234.41  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.35 332.5  28992.
 5:42:50 0.93 275.74 234.40  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.30 331.2  30276.
 5:44:11 0.93 275.74 234.38  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.51 334.2  30480.
 5:45:32 0.93 275.74 234.37  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.68 329.4  28726.
 5:46:53 0.93 275.74 234.36  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.18 330.6  30461.
 5:48:14 0.93 275.74 234.34  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.36 328.0  32260.
 5:49:35 0.93 275.74 234.33  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.86 326.7  30821.
 5:50:56 0.93 275.74 234.32  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.42 331.0  29252.
 5:52:17 0.93 275.74 234.31  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.96 331.1  29827.
 5:53:38 0.93 275.74 234.30  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.95 327.9  30523.
 5:54:59 0.93 275.74 234.28  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.62 331.2  26326.
 5:56:20 0.93 275.74 234.27  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.93 330.3  27911.
 5:57:41 0.93 275.74 234.26  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.40 329.9  28369.
 5:59:02 0.93 275.74 234.24  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.42 329.3  30334.
 6:00:23 0.93 275.74 234.23  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.98 331.6  27284.
 6:01:44 0.93 275.74 234.22  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.08 331.3  26579.
 6:03:05 0.93 275.74 234.21  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.85 333.8  29301.
 6:04:26 0.93 275.74 234.20  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.32 331.4  27349.
 6:05:47 0.93 275.74 234.18  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.74 331.1  29805.
 6:07:08 0.93 275.74 234.17  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.18 330.7  30984.
 6:08:29 0.93 275.74 234.16  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.97 333.6  29519.
 6:09:50 0.93 275.74 234.15  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.07 330.6  31175.
 6:11:11 0.93 275.73 234.13  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.28 333.2  33738.
 6:12:32 0.93 275.73 234.12  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.83 336.2  29792.
 6:13:53 0.93 275.73 234.11  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.39 336.0  33202.
 6:15:14 0.93 275.73 234.09  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.74 331.7  31500.
 6:16:35 0.93 275.73 234.08  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.97 332.5  32147.
 6:17:56 0.93 275.73 234.07  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.31 331.8  31864.
 6:19:17 0.93 275.73 234.06  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.44 332.2  33706.
 6:20:38 0.93 275.73 234.05  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.65 330.6  32027.
 6:21:59 0.93 275.73 234.03  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.26 331.8  29658.
 6:23:20 0.93 275.73 234.02  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.52 330.7  29710.
 6:24:41 0.93 275.73 234.01  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.85 332.1  28570.
 6:26:02 0.93 275.73 233.99  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.91 331.3  30402.
 6:27:23 0.93 275.73 233.98  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.01 333.3  32702.
 6:28:44 0.93 275.73 233.97  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.40 332.4  29931.
 6:30:05 0.93 275.73 233.95  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.24 334.7  29223.
 6:31:26 0.93 275.73 233.94  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.43 332.1  29499.
 6:32:47 0.93 275.73 233.93  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.04 334.5  30386.
 6:34:08 0.93 275.73 233.92  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.23 333.8  29619.
 6:35:29 0.93 275.73 233.91  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.71 333.0  30259.
 6:36:50 0.93 275.73 233.90  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.49 333.0  32988.
 6:38:11 0.93 275.73 233.88  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.23 335.6  34223.
 6:39:32 0.93 275.73 233.87  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.52 334.9  31364.
 6:40:53 0.93 275.73 233.86  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.90 337.9  37263.
 6:42:14 0.93 275.73 233.84  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.22 341.6  35191.
 6:43:35 0.93 275.73 233.83  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.36 343.0  34528.
 6:44:56 0.93 275.73 233.82  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.72 345.5  35931.
 6:46:17 0.93 275.73 233.81  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.07 338.8  38329.
 6:47:38 0.93 275.73 233.79  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.28 341.7  33644.
 6:48:59 0.93 275.73 233.78  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.74 338.4  31945.
 6:50:20 0.93 275.73 233.77  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.84 337.6  37903.
 6:51:41 0.93 275.73 233.76  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.64 338.4  34648.
 6:53:02 0.93 275.73 233.74  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.41 340.3  38894.
 6:54:23 0.93 275.73 233.73  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.76 333.3  33855.
 6:55:44 0.93 275.73 233.72  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.27 333.8  33989.
 6:57:05 0.93 275.73 233.70  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.74 334.2  32874.
 6:58:26 0.93 275.73 233.69  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.47 332.7  32436.
 6:59:47 0.93 275.73 233.68  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.24 334.8  30341.
 7:01:08 0.93 275.73 233.67  2.07 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.37 333.4  29873.
