1982/001   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
10:12:39 0.40 227.99 239.47  6.90 1717 161.15   267.5  72181.  2.10  4.18   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.143.53 263.4  69712.
10:18:03 0.40 228.01 239.43  6.90 1717 150.64   268.6  73584.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.136.74 267.8  73038.
12:37:51 0.40 228.31 238.46  6.92 1717 142.47   266.1  52339.  6.05  1.52   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.133.43 261.4  56335.
12:43:15 0.40 228.32 238.42  6.92 1717 142.03   265.4  50929.  5.42 -1.56   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.129.20 257.7  48123.
12:48:39 0.40 228.34 238.38  6.92 1717 145.29   261.2  53096.  6.59 -1.94   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.138.03 254.8  62101.
12:54:03 0.40 228.35 238.35  6.92 1717  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.138.45 256.7  53047.
12:59:27 0.40 228.36 238.31  6.92 1717 130.51   267.0  71417.  7.81 -4.04   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.140.42 256.1  61139.
13:04:51 0.40 228.37 238.27  6.92 1717 118.15   271.7  92718.  6.96 -2.09   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.126.08 259.7  47444.
13:10:15 0.40 228.38 238.23  6.92 1717 129.30   265.4  77024.  7.51 -3.75   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.138.17 254.5  59846.
13:26:28 0.40 228.42 238.12  6.92 1717 113.51   263.9  63381.  6.20 -4.45   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.124.08 255.5  39121.
13:31:52 0.40 228.43 238.08  6.92 1717 118.56   263.3  53587.  6.84 -3.28   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.125.38 253.7  38702.
13:37:16 0.40 228.44 238.05  6.92 1717  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.131.32 253.7  45387.
13:42:40 0.40 228.45 238.01  6.92 1717  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.132.13 252.3  45784.
13:48:04 0.40 228.47 237.97  6.92 1717  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.134.22 251.2  46407.
13:53:28 0.40 228.48 237.93  6.92 1717  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.131.48 254.2  40580.
