1976/049   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
15:24:59 0.88 350.31 218.72 -6.49 1638   5.01   652.4 286215.  2.84 -1.33  -2.98   2.89   0.16 0.49 0.36 0.29  0.09 663.6 689817.  4.20 653.5 256430.
15:25:39 0.88 350.31 218.71 -6.49 1638   4.62   645.5 248669.  3.64 -1.51  -3.19   3.35   0.06 0.53 0.35 0.32  0.13 659.6 759425.  4.20 643.1 250797.
15:26:20 0.88 350.31 218.70 -6.49 1638   4.64   643.4 283756.  3.81 -1.48  -3.76   3.67   0.25 0.33 0.34 0.29 -1.00  -1.0     -1.  4.11 642.5 252970.
15:27:00 0.88 350.31 218.70 -6.49 1638   4.34   647.8 267046.  3.11 -1.12  -3.44   2.88   0.44 0.56 1.05 0.74  0.09 652.6 789999.  3.84 646.1 257587.
15:27:41 0.88 350.31 218.69 -6.49 1638   4.52   646.5 276739.  3.32 -0.82  -3.22   2.54   1.34 0.28 0.30 0.32  0.09 669.6 814350.  3.91 647.1 269184.
15:28:21 0.88 350.31 218.68 -6.49 1638   4.71   650.3 259935.  3.43 -1.02  -3.23   2.51   1.37 0.30 0.27 0.58  0.10 672.0 922250.  4.02 649.0 259152.
15:29:01 0.88 350.31 218.68 -6.49 1638   4.67   654.5 253308.  3.31 -0.77  -2.75   2.42   0.84 0.56 0.36 0.61 -1.00  -1.0     -1. -1.00  -1.0     -1.
15:29:43 0.88 350.31 218.67 -6.49 1638   4.73   646.6 244190.  3.28 -0.71  -3.18   2.57   1.18 0.23 0.25 0.24 -1.00  -1.0     -1.  3.97 646.8 244459.
15:30:23 0.88 350.31 218.67 -6.49 1638  -1.00    -1.0     -1. -1.00 -1.00  -3.81   2.62   0.96 0.35 0.30 0.35 -1.00  -1.0     -1. -1.00  -1.0     -1.
15:31:03 0.88 350.31 218.66 -6.49 1638   4.70   642.3 260526.  2.92 -1.09  -3.63   2.98   1.02 0.41 0.57 0.33  0.09 649.1 688725.  4.05 638.9 247747.
15:31:43 0.88 350.31 218.65 -6.49 1638   4.91   627.9 246707.  2.37 -0.32  -3.69   3.58   1.00 0.26 0.17 0.31  0.14 645.51068418. -1.00  -1.0     -1.
15:32:24 0.88 350.31 218.65 -6.49 1638   4.84   637.9 264363.  2.37 -0.53  -4.45   1.21   1.77 0.26 0.32 0.27  0.13 639.0 580643.  4.34 635.2 258148.
15:33:05 0.88 350.31 218.64 -6.49 1638   4.74   630.6 255225.  2.43 -0.72  -4.59   1.87   1.69 0.33 0.55 0.42 -1.00  -1.0     -1.  4.32 633.1 304069.
15:33:45 0.88 350.31 218.64 -6.49 1638   4.71   638.3 277126.  2.71 -1.13  -4.99   0.61   0.82 0.36 0.95 0.66  0.10 657.0 770249.  4.30 635.2 271584.
15:34:26 0.88 350.31 218.63 -6.49 1638   4.94   638.9 299254.  3.46 -0.88  -4.78   2.13   0.97 0.40 0.75 0.44 -1.00  -1.0     -1.  4.22 638.9 297406.
15:35:06 0.88 350.31 218.62 -6.49 1638   4.60   633.4 242247.  2.34 -0.76  -5.14   1.87   1.25 0.44 0.69 0.43  0.12 647.4 608475.  4.04 631.3 244982.
15:35:47 0.88 350.31 218.62 -6.49 1638   5.01   635.5 230923.  0.00  0.00  -5.45   1.23   0.93 0.37 0.31 0.42  0.11 629.4 655708.  4.13 640.1 248536.
15:36:27 0.88 350.30 218.61 -6.49 1638   4.80   638.7 232534.  2.27 -1.58  -6.80   0.52  -0.52 0.55 0.86 0.68  0.08 654.8 506448.  4.47 634.1 211614.
15:37:08 0.88 350.30 218.60 -6.49 1638   4.85   633.0 218189.  1.10 -1.35  -5.87  -3.28  -1.31 0.78 0.87 0.33 -1.00  -1.0     -1.  4.17 634.1 265617.
15:37:48 0.88 350.30 218.60 -6.49 1638   4.45   633.6 287050.  0.30 -1.90  -4.15  -4.28  -1.43 0.39 0.31 0.30 -1.00  -1.0     -1.  3.83 633.6 266211.
15:38:29 0.88 350.30 218.59 -6.49 1638   4.07   639.4 218495.  0.01 -1.44  -1.98  -5.55  -2.36 0.76 1.13 0.46 -1.00  -1.0     -1.  3.45 640.0 182794.
15:39:09 0.88 350.30 218.59 -6.49 1638   3.66   635.4 208376. -0.11 -0.90  -1.42  -6.86  -2.30 0.59 0.43 0.35  0.10 637.1 594208.  3.31 634.3 203620.
15:39:50 0.88 350.30 218.58 -6.49 1638   3.93   659.5 210763.  0.53 -1.90   0.97  -6.39  -2.87 0.63 0.48 0.40  0.12 664.6 661542.  3.34 658.2 211936.
15:40:30 0.88 350.30 218.57 -6.49 1638   3.80   654.1 211159.  0.11 -1.86   1.19  -6.93  -1.69 0.64 0.56 0.49  0.11 648.8 552121.  3.35 655.7 181280.
15:41:11 0.88 350.30 218.57 -6.49 1638   3.92   651.5 170261. -0.15 -1.30  -0.88  -7.02  -1.73 0.54 0.24 0.36  0.06 664.4 547196.  3.35 651.9 211345.
15:41:51 0.88 350.30 218.56 -6.49 1638   3.85   651.5 231625.  0.11 -1.77  -0.79  -7.10  -1.90 0.45 0.35 0.29  0.10 651.9 727330.  3.47 651.2 243076.
15:42:32 0.88 350.30 218.55 -6.49 1638   4.10   641.6 207070. -0.98 -1.45  -1.32  -7.42  -1.29 0.25 0.25 0.27  0.08 673.2 422040.  3.20 642.4 185705.
15:43:12 0.88 350.30 218.55 -6.49 1638   3.59   644.5 210175.  0.06 -1.28  -1.08  -7.55  -0.84 0.37 0.33 0.26  0.12 650.6 481759.  3.50 645.0 220986.
15:43:53 0.88 350.30 218.54 -6.49 1638   3.92   645.0 179922. -0.97 -1.08  -0.66  -7.50  -0.76 0.42 0.23 0.22  0.14 649.1 953488.  3.38 643.1 177577.
15:44:33 0.88 350.30 218.53 -6.49 1638   3.86   646.5 204244.  0.12 -1.60   0.23  -7.57  -0.37 0.35 0.23 0.28  0.11 644.1 733905.  3.51 645.9 213901.
15:45:14 0.88 350.30 218.53 -6.49 1638   3.86   649.3 178883. -0.98 -1.40   0.33  -7.55  -0.05 0.24 0.34 0.28  0.07 661.5 627446.  3.40 650.3 212595.
15:45:54 0.88 350.30 218.52 -6.49 1638   4.05   644.4 205013.  0.69 -1.74  -0.16  -7.48  -0.60 0.44 0.38 0.43  0.10 646.7 560281.  3.57 645.0 205303.
15:46:35 0.88 350.30 218.52 -6.49 1638   4.23   658.6 209357. -0.55 -1.31   1.10  -7.28   0.20 0.62 0.40 0.58  0.10 647.5 881658.  3.69 656.1 211946.
15:47:15 0.88 350.30 218.51 -6.49 1638   4.17   657.8 208837.  0.03 -1.83   0.87  -7.43   0.07 0.42 0.36 0.25  0.12 668.91028696.  3.39 658.4 178097.
15:47:56 0.88 350.30 218.50 -6.49 1638   4.17   653.4 179536. -0.74 -1.99   1.27  -7.29  -0.15 0.48 0.38 0.40  0.08 659.7 702888.  3.60 656.1 217783.
15:48:36 0.88 350.30 218.50 -6.49 1638   4.06   656.8 200693. -0.90 -1.23   1.05  -7.43   0.48 0.42 0.34 0.26  0.10 650.8 734684.  3.44 658.4 170573.
15:49:17 0.88 350.30 218.49 -6.49 1638   4.01   651.5 187046. -0.80 -1.02   0.53  -7.64   0.38 0.39 0.34 0.29  0.11 649.21038597.  3.51 652.9 226580.
15:49:57 0.88 350.30 218.49 -6.49 1638   4.25   655.7 209412. -0.74 -1.18   1.25  -7.41   0.88 0.46 0.28 0.25  0.13 648.6 709269.  3.74 654.6 207791.
15:50:38 0.88 350.30 218.48 -6.49 1638   4.34   656.5 221607. -0.75 -1.02   0.82  -7.54   0.29 0.44 0.36 0.50  0.10 656.9 707761.  3.60 657.2 223338.
15:51:18 0.88 350.30 218.47 -6.49 1638   4.17   659.1 223390.  0.01 -0.77   0.79  -7.69   0.29 0.31 0.30 0.34  0.12 653.6 456551.  3.57 659.7 181410.
15:51:59 0.88 350.30 218.47 -6.49 1638   4.19   654.1 182817. -0.93 -1.09   0.77  -7.68   0.48 0.33 0.26 0.26 -1.00  -1.0     -1.  3.62 655.2 210000.
15:52:39 0.88 350.30 218.46 -6.49 1638   4.34   659.6 231268.  0.00  0.00   1.62  -7.45  -0.19 0.44 0.42 0.46 -1.00  -1.0     -1.  3.60 657.0 222532.
15:53:20 0.88 350.30 218.45 -6.49 1638   4.31   659.9 204731. -1.17 -0.97   0.80  -7.51   1.14 0.29 0.31 0.92  0.10 667.4 608527.  3.58 658.7 212446.
15:54:00 0.88 350.30 218.45 -6.49 1638   4.14   656.1 203168. -0.61 -1.09  -0.12  -7.56   1.24 0.85 0.36 0.63  0.10 654.4 659021.  3.64 657.4 178327.
15:54:41 0.88 350.30 218.44 -6.49 1638   4.06   653.7 168982. -1.14 -0.92  -0.87  -7.73   1.01 0.28 0.32 0.33  0.07 660.0 532643.  3.52 654.9 208889.
15:55:21 0.88 350.30 218.44 -6.49 1638   4.02   653.0 214512. -0.15 -1.00  -1.49  -7.61   1.13 0.33 0.28 0.27  0.08 689.21011232.  3.73 651.1 203340.
15:56:02 0.88 350.30 218.43 -6.49 1638   4.25   653.1 180036. -0.98 -0.99  -1.12  -7.34   1.37 0.44 0.30 0.26  0.12 658.0 817819.  3.70 653.8 214801.
15:56:42 0.88 350.30 218.42 -6.49 1638   3.94   655.9 205777. -0.56 -1.40  -0.30  -7.70   0.97 0.36 0.21 0.23  0.11 656.0 502705.  3.44 656.8 178301.
15:57:23 0.88 350.30 218.42 -6.49 1638   4.23   655.8 221171. -1.17 -1.09  -0.04  -7.70   1.05 0.36 0.35 0.23  0.10 667.2 528485.  3.49 653.8 224014.
15:58:03 0.88 350.30 218.41 -6.49 1638   3.90   655.9 212686. -0.97 -1.38   0.22  -7.72   1.45 0.37 0.35 0.49  0.11 650.5 612828.  3.41 656.8 184103.
15:58:44 0.88 350.30 218.40 -6.49 1638   4.00   654.0 171447. -1.19 -1.31   0.67  -7.53   1.98 0.23 0.40 0.46  0.14 655.2 861049.  3.41 656.1 201339.
15:59:24 0.88 350.30 218.40 -6.49 1638   3.78   656.8 197074. -1.18 -1.40   0.57  -7.82   0.93 0.42 0.35 0.22  0.10 658.2 517077.  3.46 657.2 167617.
16:00:05 0.88 350.30 218.39 -6.49 1638   3.89   661.3 199845. -1.43 -1.17   0.91  -7.35   2.03 0.45 0.56 1.13  0.13 648.51009712.  3.47 661.0 211955.
16:00:45 0.88 350.30 218.38 -6.49 1638   4.12   659.2 199208. -1.31 -1.11   0.88  -7.11   2.94 0.33 0.40 0.72  0.12 649.3 626186.  3.47 661.4 175053.
16:01:26 0.88 350.30 218.38 -6.49 1638   4.29   660.6 218400. -1.30 -1.24   0.53  -7.56   1.43 0.25 0.29 0.31  0.08 673.4 632228.  3.57 658.6 209279.
16:02:06 0.88 350.30 218.37 -6.49 1638   4.33   662.9 223494. -0.26 -1.70   1.16  -6.84   0.49 0.37 0.41 0.69  0.09 648.7 648886.  3.72 664.4 194700.
16:02:47 0.88 350.30 218.37 -6.49 1638   4.38   662.4 220271. -0.68 -1.80   0.91  -6.95   0.07 0.29 0.27 0.26  0.11 674.1 709567.  3.68 664.4 225261.
16:03:27 0.88 350.30 218.36 -6.49 1638   3.71   662.2 222766. -0.74 -1.56   0.49  -7.21   0.53 0.42 0.46 0.32  0.12 678.6 959049.  3.41 661.1 189398.
16:04:08 0.88 350.30 218.35 -6.49 1638   3.91   662.2 221519. -1.04 -1.19   0.47  -7.27   1.03 0.49 0.43 0.22  0.08 675.5 682540.  3.33 662.8 223182.
16:04:48 0.88 350.30 218.35 -6.49 1638   3.88   658.3 197607. -1.01 -0.88  -0.18  -7.41   1.69 0.30 0.25 0.23  0.11 669.3 839298.  3.41 660.2 177311.
16:05:29 0.88 350.30 218.34 -6.49 1638   3.84   654.6 170515. -1.47 -0.56  -0.11  -7.34   2.01 0.33 0.32 0.37  0.07 660.8 983581.  3.42 657.7 201625.
16:06:09 0.88 350.30 218.33 -6.49 1638   4.02   664.3 217309. -1.37 -0.31   0.00  -6.80   2.12 0.38 0.41 0.65  0.08 660.3 625575.  3.42 663.5 191737.
16:06:50 0.88 350.30 218.33 -6.49 1638   4.26   657.7 221389. -1.20 -1.51  -0.65  -6.91   0.91 0.32 0.40 0.63  0.08 665.1 595637.  3.50 656.8 227379.
16:07:30 0.88 350.30 218.32 -6.49 1638   4.02   658.3 224238. -0.83 -1.75  -0.47  -7.03   0.60 0.38 0.49 0.64  0.11 646.7 599146.  3.69 655.3 238356.
16:08:11 0.88 350.30 218.32 -6.49 1638   3.95   659.5 221428. -1.18 -2.27  -0.58  -7.08  -0.32 0.34 0.31 0.32  0.08 667.3 609359.  3.25 657.9 221217.
16:08:52 0.88 350.30 218.31 -6.49 1638   3.92   661.5 213411. -1.05 -1.47  -0.70  -6.96   0.04 0.68 0.61 0.28  0.11 669.5 786075. -1.00  -1.0     -1.
16:09:32 0.88 350.30 218.30 -6.49 1638   4.21   659.9 213827. -0.95 -1.78  -0.34  -6.81   0.30 0.57 0.54 1.02 -1.00  -1.0     -1.  3.61 660.3 228302.
16:10:12 0.88 350.30 218.30 -6.49 1638   3.62   659.2 217816. -0.97 -1.63  -0.78  -6.96   0.93 0.29 0.31 0.49  0.10 669.2 830566.  3.28 659.6 180286.
16:10:53 0.88 350.30 218.29 -6.49 1638   4.97   665.8 260604.  1.45 -2.14  -0.80  -5.24  -0.59 0.40 1.41 0.55 -1.00  -1.0     -1.  4.17 666.8 260448.
16:11:33 0.88 350.30 218.29 -6.49 1638   5.01   669.0 306187.  3.46 -2.07  -0.52   1.74  -1.33 0.74 1.28 1.37  0.07 731.7 615388.  4.50 664.9 317725.
16:12:14 0.88 350.30 218.28 -6.49 1638   4.96   665.1 230355.  3.53 -1.07   0.58   3.71   0.34 0.70 1.09 0.82  0.11 669.4 867364.  4.12 664.6 243660.
16:12:54 0.88 350.30 218.27 -6.49 1638   4.80   656.7 274628.  1.76 -0.74  -0.51   0.85   0.66 1.23 2.97 1.11  0.08 645.8 667519.  4.21 658.8 324661.
16:13:35 0.88 350.30 218.27 -6.49 1638   4.51   659.5 273663.  1.35 -0.95  -2.73  -3.00   2.48 0.39 0.31 0.37  0.12 668.3 660295.  3.97 656.7 272159.
16:14:15 0.88 350.30 218.26 -6.49 1638   4.91   653.6 257382.  1.62 -1.38  -3.88  -2.66   1.29 0.64 0.33 0.40 -1.00  -1.0     -1.  4.21 654.4 303302.
16:14:56 0.88 350.30 218.25 -6.49 1638   4.85   654.2 323059.  1.17 -1.72  -4.43  -2.77   1.36 0.25 0.33 0.40  0.13 675.0 603122.  3.94 653.0 288463.
16:15:36 0.88 350.30 218.25 -6.49 1638   4.99   652.3 270805.  1.83 -1.78  -4.28  -2.35   1.33 0.41 0.22 0.22  0.12 660.5 703239.  4.36 654.3 300469.
16:16:17 0.88 350.30 218.24 -6.49 1638   4.88   652.1 310426.  1.54 -1.52  -4.04  -2.98   1.49 0.36 0.38 0.49 -1.00  -1.0     -1.  4.25 652.3 277155.
16:16:57 0.88 350.30 218.23 -6.49 1638   4.90   650.7 267325.  1.26 -1.45  -3.63  -3.39   1.74 0.40 0.40 0.65  0.11 664.1 883373.  4.39 653.8 302558.
16:17:38 0.88 350.30 218.23 -6.49 1638   5.44   650.9 319138.  0.32 -2.30  -2.88  -3.24  -0.30 0.82 0.83 1.33  0.14 668.1 658216.  4.66 651.9 299631.
16:18:18 0.88 350.30 218.22 -6.49 1638   4.57   652.4 265321.  1.44 -1.40  -3.77  -3.14   1.09 0.69 0.48 0.39  0.16 657.3 745820.  4.01 656.7 326386.
16:18:59 0.88 350.30 218.22 -6.49 1638   4.93   658.6 270038.  1.13 -1.53  -3.20  -3.71   0.37 0.34 0.50 0.51  0.13 669.1 769235.  4.32 654.5 269206.
16:19:39 0.88 350.30 218.21 -6.49 1638   4.97   654.2 266335.  0.78 -1.86  -2.86  -4.08   0.34 0.44 0.31 0.33  0.08 695.4 739505.  4.51 656.2 307798.
16:20:20 0.88 350.30 218.20 -6.49 1638   4.65   654.0 304855.  1.07 -1.74  -3.13  -3.55   0.06 0.36 0.41 0.45  0.12 675.0 729942.  3.99 656.4 282051.
16:21:00 0.88 350.30 218.20 -6.49 1638   5.03   648.8 263554.  0.08 -1.64  -2.74  -4.02   0.68 0.32 0.45 0.41  0.10 671.0 954059.  4.65 651.8 308600.
16:21:41 0.88 350.30 218.19 -6.49 1638   5.07   655.3 262216.  0.06 -2.31  -2.63  -4.01   0.29 0.45 0.41 0.57  0.10 687.0 931398.  4.47 652.7 283863.
16:22:21 0.88 350.30 218.18 -6.49 1638   4.80   645.1 283308.  0.25 -2.50  -3.67  -3.27  -0.45 0.50 0.49 0.43  0.09 690.1 650107.  4.36 643.0 274660.
16:23:02 0.88 350.30 218.18 -6.49 1638   4.96   653.9 287287. -0.26 -2.15  -2.97  -3.86  -0.01 1.03 0.66 0.39  0.10 677.1 536178.  4.46 655.1 260208.
16:23:42 0.88 350.30 218.17 -6.49 1638   5.12   647.2 273575.  0.17 -2.21  -3.63  -3.12  -0.49 0.58 0.61 0.54 -1.00  -1.0     -1.  4.55 647.7 329991.
16:24:23 0.88 350.30 218.17 -6.49 1638   5.34   637.4 301535.  0.48 -2.85  -4.61  -1.30  -0.63 0.26 0.63 0.46  0.15 659.3 614790.  4.50 639.5 315172.
16:25:03 0.88 350.30 218.16 -6.49 1638   4.81   640.8 285367.  0.23 -2.71  -4.23  -2.22   0.09 0.42 1.07 0.59  0.11 647.9 714713.  4.24 638.8 283503.
16:25:44 0.88 350.30 218.15 -6.49 1638   4.92   653.3 302854.  0.54 -2.11  -3.03  -3.88   0.74 0.70 0.65 0.74 -1.00  -1.0     -1.  4.15 653.1 274436.
16:26:24 0.88 350.30 218.15 -6.49 1638   5.06   647.5 294408.  0.36 -2.89  -3.84  -3.00  -0.05 0.52 0.49 0.58  0.10 654.5 726888.  4.42 643.1 277513.
16:27:05 0.88 350.30 218.14 -6.49 1638   5.20   642.7 315253.  0.28 -2.38  -4.44  -2.40   0.69 0.19 0.26 0.31 -1.00  -1.0     -1.  4.47 639.7 320058.
16:27:45 0.88 350.30 218.14 -6.49 1638   4.89   643.7 272247. -0.35 -2.67  -3.69  -3.43   0.11 0.37 0.49 0.43  0.09 695.4 706449.  4.48 640.8 272994.
16:28:26 0.88 350.30 218.13 -6.49 1638   5.22   651.2 298118.  0.28 -3.23  -3.67  -3.71  -0.88 0.36 0.33 0.40 -1.00  -1.0     -1.  4.43 650.1 279809.
16:29:06 0.88 350.30 218.12 -6.49 1638   5.00   649.9 269307.  0.33 -3.46  -3.33  -4.14  -0.91 0.74 0.54 0.52  0.07 670.4 261748.  4.33 654.5 316527.
16:29:47 0.88 350.30 218.12 -6.49 1638   5.20   654.6 281222.  0.54 -2.57  -3.15  -4.13  -0.56 0.68 0.60 0.57 -1.00  -1.0     -1.  4.29 655.0 267260.
16:30:27 0.88 350.30 218.11 -6.49 1638   5.25   649.1 273293.  0.31 -2.93  -3.04  -4.13  -0.49 0.34 0.27 0.40 -1.00  -1.0     -1.  4.41 651.5 314097.
16:31:08 0.88 350.30 218.10 -6.49 1638   5.01   652.6 284234.  0.42 -3.59  -3.27  -3.70  -1.52 0.39 0.44 0.54  0.12 673.5 800004.  4.50 651.5 261897.
16:31:48 0.88 350.30 218.10 -6.49 1638   5.13   651.5 277012.  0.75 -3.75  -3.33  -2.91  -2.14 0.58 0.50 0.50  0.16 670.31045328.  4.48 649.4 266884.
16:32:29 0.88 350.30 218.09 -6.49 1638   5.57   650.6 303224.  1.96 -4.01  -3.97  -1.05  -2.87 0.47 0.66 0.39  0.11 664.6 688569.  4.66 649.8 281053.
16:33:09 0.88 350.30 218.09 -6.49 1638   5.03   649.4 278568.  0.55 -3.47  -4.38  -0.69  -2.57 0.46 0.86 0.84 -1.00  -1.0     -1.  4.52 652.6 314863.
16:33:50 0.88 350.30 218.08 -6.49 1638   5.45   649.9 316497.  0.47 -3.27  -3.69  -2.78  -2.01 0.41 0.51 0.51 -1.00  -1.0     -1.  4.46 650.0 288427.
16:34:30 0.88 350.30 218.07 -6.49 1638   5.02   665.3 230511. -0.10 -2.65  -0.97  -5.15  -0.39 0.88 0.52 0.60  0.08 689.1 637426.  4.52 665.7 271935.
16:35:11 0.88 350.30 218.07 -6.49 1638   5.22   660.8 242049.  0.09 -2.16  -0.76  -5.57  -0.30 0.62 0.34 0.36  0.11 678.8 532643.  4.33 659.2 251466.
16:35:51 0.88 350.30 218.06 -6.49 1638   4.85   664.0 229003.  0.31 -1.75  -1.21  -5.40  -0.74 0.36 0.50 0.37  0.11 666.31009777.  4.34 667.3 247091.
16:36:32 0.88 350.30 218.05 -6.49 1638   6.40   667.4 275521.  2.89 -1.92  -0.25  -1.16   0.24 0.64 1.06 0.91 -1.00  -1.0     -1.  5.46 666.8 278692.
16:37:12 0.88 350.30 218.05 -6.49 1638   5.59   660.5 279072.  3.08 -0.48  -0.20   0.29   1.94 0.86 0.82 1.45  0.09 687.8 659879.  4.98 662.3 308370.
16:37:53 0.88 350.30 218.04 -6.49 1638   5.34   652.4 316410.  1.59 -2.03  -2.53  -2.41   0.17 1.34 1.26 0.59  0.11 682.0 549899.  4.76 652.2 279520.
16:38:33 0.88 350.30 218.03 -6.49 1638   5.63   648.9 257301.  1.25 -0.79  -3.84  -3.09   1.62 0.31 0.84 1.40  0.13 646.2 739713.  4.88 647.0 250164.
16:39:14 0.88 350.30 218.03 -6.49 1638   5.56   645.8 286257.  1.72  0.10  -3.92  -1.52   3.50 0.42 0.50 0.38  0.09 699.21112064.  4.67 646.0 261767.
16:39:54 0.88 350.30 218.02 -6.49 1638   5.78   647.7 273452.  0.55 -1.41  -4.02  -2.59   2.53 0.37 0.81 0.81  0.13 660.1 646625.  4.93 647.7 264740.
16:40:35 0.88 350.30 218.02 -6.49 1638   5.24   659.5 265103.  2.64 -0.68  -2.62  -1.03   3.80 0.93 1.32 0.86  0.11 669.1 772977.  4.75 657.4 267796.
16:41:15 0.88 350.30 218.01 -6.49 1638   5.58   662.9 262008.  1.83 -0.76  -1.07  -0.75   3.91 0.51 0.52 0.66  0.10 687.4 582748.  5.24 665.1 286280.
16:41:56 0.88 350.30 218.00 -6.49 1638   6.25   663.8 265802.  1.62 -0.95  -1.23  -1.26   3.77 0.30 0.62 0.57  0.10 672.1 699796.  5.23 660.5 271727.
16:42:36 0.88 350.30 218.00 -6.49 1638   6.12   671.4 306862.  1.49 -1.62  -1.13  -0.64   2.96 0.43 0.49 0.62 -1.00  -1.0     -1.  5.28 667.1 304783.
16:43:17 0.88 350.30 217.99 -6.49 1638   5.64   666.5 261956.  0.97 -1.00  -1.35  -0.36   3.04 0.51 0.56 0.68  0.13 674.0 765909.  5.13 665.6 260500.
16:43:57 0.88 350.30 217.98 -6.49 1638   5.81   664.0 260864.  1.10 -1.39  -1.09  -1.67   1.16 0.58 0.94 0.57  0.13 657.6 711205.  5.57 664.4 304524.
16:44:38 0.88 350.30 217.98 -6.49 1638   6.52   666.3 273650.  1.27 -1.20  -1.24  -1.88   1.26 0.70 0.76 0.65 -1.00  -1.0     -1.  5.56 666.3 283473.
16:45:18 0.88 350.30 217.97 -6.49 1638   5.58   661.4 264762.  0.50 -1.23  -1.61  -2.98   1.21 0.57 0.81 0.58  0.13 652.5 778760.  5.10 659.1 306963.
16:45:59 0.88 350.30 217.97 -6.49 1638   5.29   659.4 263167.  0.35 -1.14  -2.49  -3.77   1.35 0.26 0.37 0.38  0.10 677.6 750316.  4.81 658.5 279354.
16:46:39 0.88 350.30 217.96 -6.49 1638  -1.00    -1.0     -1. -1.00 -1.00  -2.54  -4.96   1.02 0.26 0.36 0.34 -1.00  -1.0     -1. -1.00  -1.0     -1.
16:47:19 0.88 350.30 217.95 -6.49 1638   5.39   662.1 272299.  0.39 -2.97  -1.82  -4.70  -2.09 0.93 1.47 1.19  0.12 671.6 824329.  4.71 660.2 269771.
16:48:00 0.88 350.30 217.95 -6.49 1638   5.42   665.0 254835.  0.06 -2.12  -1.61  -5.55  -1.72 0.60 0.52 0.54  0.13 654.0 659632.  4.99 666.6 287632.
16:48:41 0.88 350.30 217.94 -6.49 1638   5.51   668.7 248390.  0.42 -2.84  -1.14  -4.83  -3.10 0.43 0.68 0.72  0.08 677.1 740960.  4.90 667.4 258785.
16:49:21 0.88 350.30 217.94 -6.49 1638   5.32   664.5 226301. -0.13 -2.41  -1.59  -5.59  -2.36 0.49 0.43 0.33  0.13 655.5 624666.  4.80 667.9 237735.
16:50:02 0.88 350.30 217.93 -6.49 1638   5.58   668.8 240386. -0.55 -2.36  -0.97  -5.80  -2.27 0.48 0.22 0.26 -1.00  -1.0     -1.  4.83 669.3 241425.
16:50:42 0.88 350.30 217.92 -6.49 1638   5.26   663.5 253640.  1.11 -2.84  -1.75  -4.08  -3.19 0.85 1.28 1.06  0.09 695.6 619130.  4.89 665.1 297247.
16:51:23 0.88 350.30 217.92 -6.49 1638   5.64   664.7 260344.  1.24 -2.88  -2.17  -2.57  -4.19 0.49 0.46 0.65  0.14 671.7 716636.  5.00 663.7 263567.
16:52:03 0.88 350.30 217.91 -6.49 1638   5.58   665.6 302340.  1.50 -2.96  -2.31  -1.72  -4.30 0.43 0.78 0.45  0.10 689.3 692311.  5.07 663.7 308993.
16:52:44 0.88 350.30 217.90 -6.49 1638   5.75   665.0 264710.  1.52 -2.94  -2.45  -1.35  -4.34 0.41 0.50 0.56  0.18 679.1 621833.  4.88 661.7 272403.
16:53:24 0.88 350.30 217.90 -6.49 1638   5.81   668.6 294856.  1.40 -2.70  -1.90  -1.62  -4.20 0.81 1.27 1.05  0.13 689.4 767572.  5.20 667.5 302081.
16:54:05 0.88 350.30 217.89 -6.49 1638   5.86   662.6 277444.  2.21 -3.09  -1.59  -1.15  -2.76 1.15 2.77 0.98  0.18 673.0 777135.  5.04 660.0 287151.
16:54:45 0.88 350.30 217.88 -6.49 1638   6.17   664.2 315074.  1.38 -3.58  -2.97   1.94  -3.93 0.64 0.69 0.89  0.13 697.0 736802.  5.33 663.2 301093.
16:55:26 0.88 350.30 217.88 -6.49 1638   5.86   665.0 285293.  2.83 -2.15  -2.08   3.92  -1.60 0.71 0.76 0.59  0.13 674.1 663621.  5.25 661.7 286540.
16:56:06 0.88 350.30 217.87 -6.49 1638   5.86   666.0 307642.  2.45 -1.23  -1.88   4.36  -0.02 0.47 0.85 1.72  0.10 669.0 587113.  5.36 663.3 306083.
16:56:47 0.88 350.30 217.87 -6.49 1638   5.71   670.6 288203.  1.63 -0.16  -0.96   2.16   3.91 0.65 0.73 1.03  0.14 683.3 741584.  4.80 669.7 284253.
16:57:27 0.88 350.30 217.86 -6.49 1638   5.49   666.8 240542.  2.25  0.47  -0.50   2.50   4.82 0.63 0.76 0.71  0.15 661.7 571313.  4.84 670.2 254367.
16:58:08 0.88 350.30 217.85 -6.49 1638   5.49   668.2 247247.  3.07 -0.89  -0.83   5.06   3.54 0.37 0.48 0.62 -1.00  -1.0     -1.  4.91 668.2 247611.
16:58:48 0.88 350.30 217.85 -6.49 1638   5.22   667.3 252080.  3.03 -0.99  -0.80   5.50   2.61 0.31 0.30 0.29  0.14 667.21017053.  4.57 667.4 292569.
16:59:29 0.88 350.30 217.84 -6.49 1638   5.35   666.8 271675.  3.61 -2.01  -1.30   5.08  -0.12 0.51 0.42 0.65  0.11 671.8 773185.  4.74 665.4 270064.
