1980/345   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:02:16 0.33 213.24 297.36  4.18 1703 172.03   308.2  82563.  1.30 -1.29 -18.69  16.64 -22.62 0.37 0.56 0.70 -1.00  -1.0     -1.146.97 304.0  73344.
 0:04:58 0.33 213.25 297.34  4.19 1703 186.97   310.8 110565.  0.42 -0.95 -17.31  10.70 -22.89 0.37 0.37 0.19 -1.00  -1.0     -1.150.63 308.8  98019.
 0:07:40 0.33 213.26 297.33  4.19 1703 166.89   316.6  84814.  0.95  0.45 -19.20  18.51 -21.16 1.03 0.38 1.47 -1.00  -1.0     -1.138.57 316.6  96729.
 0:08:56 0.33 213.26 297.32  4.19 1703 104.00   313.6 130880.  0.12  4.49 -24.49  13.91  -9.18 0.42 0.33 0.59 -1.00  -1.0     -1. 89.15 314.0 150657.
 0:10:22 0.33 213.27 297.31  4.19 1703 195.13   308.1 138456.  1.40  2.36 -21.93  17.56 -12.77 0.59 0.56 1.13 -1.00  -1.0     -1.168.59 307.5 166483.
 0:13:04 0.33 213.28 297.30  4.19 1703 181.88   305.5 149903.  2.05  1.97 -23.68  17.49 -11.59 3.05 0.67 3.53 -1.00  -1.0     -1.151.40 305.2 179009.
 0:15:46 0.33 213.29 297.29  4.19 1703 123.40   293.0  53015.  0.00  0.00 -37.38  18.82  -1.33 0.25 0.38 1.03 -1.00  -1.0     -1.107.56 291.7  63144.
 0:19:44 0.33 213.30 297.26  4.19 1703 136.25   312.9 128834. -0.73  5.21 -35.93  15.44   3.93 0.41 0.21 0.86 -1.00  -1.0     -1.118.73 314.5 151755.
 0:30:32 0.33 213.34 297.20  4.20 1703 153.29   339.2 189996. -2.92  2.26 -32.35  16.39  -6.55 0.15 0.10 0.20 -1.00  -1.0     -1.123.88 341.4 179126.
 0:41:20 0.33 213.38 297.15  4.20 1703 148.81   335.6 165191. -3.48  2.64 -33.70  16.35  -2.27 0.16 0.20 0.60 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:52:08 0.33 213.42 297.09  4.21 1703 136.24   333.9 149176. -2.32  2.71 -34.84  19.05  -3.37 0.00 0.00 0.00 -1.00  -1.0     -1.112.89 337.7 155068.
