1980/336   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:04:09 0.32 160.97   3.54 -3.15 1701 118.25   342.5 219031.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:14:57 0.32 161.01   3.48 -3.15 1701 119.24   326.7 267683.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 22.12 294.6 156394. 98.73 325.1 238781.
 0:25:45 0.32 161.05   3.42 -3.14 1701 108.32   344.5 240899.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:36:33 0.32 161.09   3.37 -3.14 1701 116.63   332.8 241110.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 98.55 330.3 240470.
 0:47:21 0.32 161.14   3.31 -3.13 1701  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.114.08 331.8 156793.
 1:19:45 0.32 161.26   3.14 -3.12 1701  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.125.46 328.3 145011.
 1:30:33 0.32 161.30   3.08 -3.11 1701 186.02   327.1 131605.  0.00  0.00  27.72  -6.70  22.21 0.00 0.00 0.00 -1.00  -1.0     -1.149.05 326.2 112335.
 1:41:21 0.32 161.34   3.02 -3.10 1701 183.01   328.8 112936.  0.00  0.00  26.14 -13.81  10.24 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:52:09 0.32 161.38   2.97 -3.10 1701 190.47   326.1 130919.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.157.93 327.3 149760.
 2:03:33 0.32 161.43   2.90 -3.09 1701 188.98   313.7  98484.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 2:14:21 0.32 161.47   2.85 -3.09 1701 218.63   316.3  95316.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.182.56 317.2 104717.
 2:25:09 0.32 161.51   2.79 -3.08 1701  -1.00    -1.0     -1. -1.00 -1.00  21.02 -10.46  17.87 1.04 1.09 0.89 -1.00  -1.0     -1. -1.00  -1.0     -1.
 2:35:57 0.32 161.55   2.73 -3.08 1701 186.64   308.1  89969.  0.00  0.00  14.29  -3.86  33.24 0.00 0.00 0.00 -1.00  -1.0     -1.155.18 305.7  83839.
 2:53:21 0.32 161.62   2.64 -3.07 1701  -1.00    -1.0     -1. -1.00 -1.00  18.65 -27.91   0.85 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
