1981/293   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 4:15:46 0.89  76.51 332.52 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 46.54 308.0  19585.
 4:17:07 0.89  76.51 332.51 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.03 309.4  22856.
 4:18:28 0.89  76.51 332.49 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 45.84 310.5  19611.
 4:19:49 0.89  76.51 332.48 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.71 312.1  22596.
 4:21:10 0.89  76.51 332.47 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 74.03 337.5  38179.
 4:22:31 0.89  76.51 332.46 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 88.31 333.9  40447.
 4:23:52 0.89  76.51 332.44 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 87.95 337.2  45816.
 4:25:13 0.89  76.51 332.43 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 87.38 337.3  41782.
 4:26:34 0.89  76.51 332.42 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 90.72 338.5  51855.
 4:27:55 0.89  76.51 332.41 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 90.82 336.8  45391.
 4:29:16 0.89  76.51 332.40 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 92.56 338.8  48194.
 4:30:37 0.89  76.51 332.38 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 87.27 338.0  42522.
 4:31:58 0.89  76.51 332.37 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 88.43 343.0  41876.
 4:33:19 0.89  76.51 332.36 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 91.04 345.2  46862.
 4:34:40 0.89  76.51 332.34 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 89.11 345.7  43507.
 4:36:01 0.89  76.51 332.33 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 89.70 341.4  41441.
 4:37:22 0.89  76.51 332.32 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 89.50 342.3  42214.
 4:38:43 0.89  76.51 332.31 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 88.18 340.9  40970.
 4:40:04 0.89  76.51 332.29 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 87.18 339.7  40274.
 4:41:25 0.89  76.51 332.28 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 84.21 338.1  41791.
 4:42:46 0.89  76.51 332.27 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 85.29 337.4  47408.
 4:44:07 0.89  76.51 332.26 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 85.62 334.2  38679.
 4:45:28 0.89  76.51 332.25 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 85.65 335.4  42074.
 4:46:49 0.89  76.51 332.23 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 84.40 336.7  38712.
 4:48:10 0.89  76.51 332.22 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 86.39 335.9  44988.
 4:49:31 0.89  76.51 332.21 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 84.93 333.3  38559.
 4:50:52 0.89  76.51 332.19 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 81.82 331.7  42305.
 4:52:13 0.89  76.51 332.18 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 84.21 333.3  41648.
 4:53:34 0.89  76.51 332.17 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 80.96 332.1  44069.
 4:54:55 0.89  76.51 332.16 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 79.66 333.1  42071.
 4:56:16 0.89  76.51 332.14 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 80.99 333.1  42899.
 4:57:37 0.89  76.51 332.13 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 82.90 329.3  39732.
 4:58:58 0.89  76.51 332.12 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 85.62 330.2  33661.
 5:00:19 0.89  76.51 332.11 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 87.84 333.2  35869.
 5:01:40 0.89  76.51 332.10 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 83.91 327.9  35759.
 5:03:01 0.89  76.50 332.08 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 82.79 332.2  36594.
 5:04:22 0.89  76.50 332.07 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 80.19 337.0  36055.
 5:05:43 0.89  76.50 332.06 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 83.12 333.8  36799.
 5:07:04 0.89  76.50 332.04 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 84.37 330.4  41681.
 5:08:25 0.89  76.50 332.03 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 82.42 332.8  38546.
 5:09:46 0.89  76.50 332.02 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 82.15 337.2  34976.
 5:11:07 0.89  76.50 332.01 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 81.82 332.9  35860.
 5:12:28 0.89  76.50 331.99 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 83.23 332.0  38705.
 5:13:49 0.89  76.50 331.98 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 82.42 331.3  35441.
 5:15:10 0.89  76.50 331.97 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 80.13 330.5  32442.
 5:16:31 0.89  76.50 331.96 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 82.18 330.2  34534.
 5:17:52 0.89  76.50 331.95 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 78.46 333.2  44432.
 5:19:13 0.89  76.50 331.93 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 80.34 334.4  38484.
 5:20:34 0.89  76.50 331.92 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 80.42 336.2  41535.
 5:21:55 0.89  76.50 331.91 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 79.86 333.9  37942.
 5:23:16 0.89  76.50 331.89 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 78.85 328.4  35688.
 5:24:37 0.89  76.50 331.88 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 79.34 329.7  38562.
 5:25:58 0.89  76.50 331.87 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 79.44 330.1  43812.
 5:27:19 0.89  76.50 331.86 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 75.52 328.8  35259.
 5:28:40 0.89  76.50 331.85 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 76.02 328.6  37032.
 5:30:01 0.89  76.50 331.83 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 76.74 331.7  35639.
 5:31:22 0.89  76.50 331.82 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 75.27 330.0  34489.
 5:32:43 0.89  76.50 331.81 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 77.45 331.2  36698.
 5:34:04 0.89  76.50 331.79 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 78.64 329.3  33881.
 5:35:25 0.89  76.50 331.78 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 78.08 330.2  36366.
 5:36:46 0.89  76.50 331.77 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 76.58 328.9  33992.
 5:38:07 0.89  76.50 331.76 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 76.87 331.2  38065.
 5:39:28 0.89  76.50 331.74 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 71.35 330.7  45560.
 5:40:49 0.89  76.50 331.73 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 66.57 331.8  35990.
 5:42:10 0.89  76.50 331.72 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 66.42 329.4  32946.
 5:43:31 0.89  76.50 331.71 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 68.87 331.4  31598.
 5:44:52 0.89  76.50 331.70 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 64.95 329.7  33427.
 5:46:13 0.89  76.50 331.68 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 68.03 331.2  36958.
 5:47:34 0.89  76.50 331.67 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 69.12 335.5  50267.
 5:48:55 0.89  76.50 331.66 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 67.08 333.5  40771.
 5:50:16 0.89  76.50 331.64 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 69.77 327.9  39969.
 5:51:37 0.89  76.50 331.63 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 67.16 331.9  43481.
 5:52:58 0.89  76.50 331.62 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 68.73 330.7  46742.
 5:54:19 0.89  76.50 331.61 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 68.34 332.1  42168.
 5:55:40 0.89  76.50 331.59 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 66.60 331.3  46297.
 5:57:01 0.89  76.50 331.58 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 65.21 331.1  43705.
 5:58:22 0.89  76.50 331.57 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 66.76 330.7  46265.
 5:59:43 0.89  76.50 331.56 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 67.71 332.2  41665.
 6:01:04 0.89  76.50 331.55 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 67.85 330.5  45267.
 6:02:25 0.89  76.50 331.53 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 66.34 333.4  43123.
 6:03:46 0.89  76.50 331.52 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 62.77 335.8  47174.
 6:05:07 0.89  76.50 331.51 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 69.07 338.1  46148.
 6:06:28 0.89  76.50 331.49 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 72.89 338.8  47756.
 6:07:49 0.89  76.50 331.48 -3.31 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 70.79 340.4  41395.
 6:09:10 0.89  76.50 331.47 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 72.97 335.9  43900.
 6:10:31 0.89  76.50 331.46 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 70.05 335.9  41658.
 6:11:52 0.89  76.50 331.44 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 72.40 335.2  46057.
 6:13:13 0.89  76.50 331.43 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 65.76 332.2  37237.
 6:14:34 0.89  76.50 331.42 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 66.03 330.0  35327.
 6:15:55 0.89  76.50 331.41 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 66.74 329.3  38147.
 6:17:16 0.89  76.50 331.40 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 66.55 327.7  35986.
 6:18:37 0.89  76.50 331.38 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 66.71 330.3  38972.
 6:19:58 0.89  76.50 331.37 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 62.46 328.1  38244.
 6:21:19 0.89  76.50 331.36 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 64.46 331.1  44088.
 6:22:40 0.89  76.50 331.34 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 61.46 334.9  51050.
 6:24:01 0.89  76.50 331.33 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 55.89 333.7  37965.
 6:25:22 0.89  76.50 331.32 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 54.45 333.5  42451.
 6:26:43 0.89  76.50 331.31 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 56.81 334.2  35597.
 6:28:04 0.89  76.50 331.29 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 56.61 333.4  39118.
 6:29:25 0.89  76.50 331.28 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 56.97 333.2  39602.
 6:30:46 0.89  76.50 331.27 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 56.97 331.6  42818.
 6:32:07 0.89  76.50 331.26 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 57.61 332.8  40092.
 6:33:28 0.89  76.50 331.25 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 57.02 334.8  45310.
 6:34:49 0.89  76.50 331.23 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 53.98 333.8  41197.
 6:36:10 0.89  76.50 331.22 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 53.47 331.6  45787.
 6:37:31 0.89  76.50 331.21 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 59.91 326.9  51576.
 6:38:52 0.89  76.50 331.19 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 61.26 323.5  46986.
 6:40:13 0.89  76.50 331.18 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 59.43 322.8  59833.
 6:41:34 0.89  76.50 331.17 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 58.03 318.6  58953.
 6:42:55 0.89  76.50 331.16 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 59.55 324.9  63368.
 6:44:16 0.89  76.49 331.14 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 57.97 324.8  75010.
 6:45:37 0.89  76.49 331.13 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 56.63 327.1  64469.
 6:46:58 0.89  76.49 331.12 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.61 332.6  72512.
 6:48:19 0.89  76.49 331.11 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 52.51 348.7  69754.
 6:49:40 0.89  76.49 331.10 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 51.67 350.4  56981.
 6:51:01 0.89  76.49 331.08 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 46.81 344.5  67058.
 6:52:22 0.89  76.49 331.07 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.05 342.1  69868.
 6:53:43 0.89  76.49 331.06 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 45.38 339.3  57618.
 6:55:04 0.89  76.49 331.04 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.88 335.9  64946.
 6:56:25 0.89  76.49 331.03 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 54.19 345.0  73353.
 6:57:46 0.89  76.49 331.02 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 55.88 332.8  63319.
 6:59:07 0.89  76.49 331.01 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 53.62 332.1  52294.
 7:00:28 0.89  76.49 330.99 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 53.58 324.2  38026.
 7:01:49 0.89  76.49 330.98 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 52.03 325.6  38257.
 7:03:10 0.89  76.49 330.97 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 53.71 323.5  39634.
 7:04:31 0.89  76.49 330.96 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.29 330.2  38686.
 7:05:52 0.89  76.49 330.95 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.92 325.7  38407.
 7:07:13 0.89  76.49 330.93 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.45 330.9  39196.
 7:08:34 0.89  76.49 330.92 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 54.44 323.1  39245.
 7:09:55 0.89  76.49 330.91 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 55.21 329.1  38394.
 7:11:16 0.89  76.49 330.89 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.43 328.6  35964.
 7:12:37 0.89  76.49 330.88 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.76 330.4  40216.
 7:13:58 0.89  76.49 330.87 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.03 328.3  37058.
 7:15:19 0.89  76.49 330.86 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.58 324.3  43250.
 7:16:40 0.89  76.49 330.84 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.15 320.9  38692.
 7:18:01 0.89  76.49 330.83 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 47.48 328.2  33186.
 7:19:22 0.89  76.49 330.82 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.06 325.9  34028.
 7:20:43 0.89  76.49 330.81 -3.32 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.40 326.2  33729.
