1980/217   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 1:11:35 0.92 105.74  78.19  2.27 1697  -1.00    -1.0     -1. -1.00 -1.00   1.97  -6.59   1.27 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:16:59 0.92 105.74  78.13  2.27 1697  11.48   395.9  27329. -2.68  2.07   1.42  -6.85   1.12 0.22 0.05 0.25  0.62 392.6  98103. 11.93 397.7  25910.
 1:18:11 0.92 105.74  78.12  2.27 1697  10.62   415.7  24851.  0.00  0.00   2.01  -6.65   0.15 0.30 0.12 0.46  0.58 409.4  61773. -1.00  -1.0     -1.
 1:20:53 0.92 105.74  78.10  2.27 1697  11.12   398.6  32550. -1.72  0.33   3.20  -6.08  -0.71 0.00 0.00 0.00  0.73 392.5  82303. 12.56 400.1  30237.
 1:23:35 0.92 105.74  78.07  2.27 1697  10.77   400.0  29642. -1.43  0.87   2.91  -6.08  -1.68 0.21 0.13 0.20  0.75 393.3  88098. 11.57 400.8  31569.
 1:26:17 0.92 105.74  78.05  2.26 1697  11.31   401.0  30263. -1.35  1.02   2.80  -6.28  -0.72 0.00 0.00 0.00  0.92 396.8  75507. 11.76 400.2  23879.
 1:28:44 0.92 105.74  78.02  2.26 1697  10.18   400.7  26686. -1.31  0.50   2.73  -6.14  -1.52 0.14 0.21 0.25  0.65 399.1  84421. 11.79 402.1  30220.
 1:31:26 0.92 105.74  78.00  2.26 1697  10.94   402.4  29844. -1.18  0.23   2.83  -6.13  -1.37 0.10 0.20 0.20  0.74 398.4  75793. 12.22 402.1  23902.
 1:34:08 0.92 105.74  77.98  2.26 1697  10.71   401.9  26114. -1.20  0.18   1.98  -6.49  -0.92 0.25 0.24 0.18  0.66 396.2 117022. 12.06 403.6  30523.
