1980/154   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:00:26 0.32  34.39 121.39  3.62 1695 125.09   242.2  59005.  0.56 -2.64  39.10   0.57 -12.00 0.82 0.95 0.94 -1.00  -1.0     -1.107.47 238.8  44751.
 0:01:07 0.32  34.39 121.38  3.62 1695 134.12   244.3  59418.  1.30 -2.11  38.48   0.10 -13.59 0.90 0.88 0.63 -1.00  -1.0     -1.116.37 241.0  45095.
 0:01:47 0.32  34.39 121.38  3.62 1695 131.49   245.5  60649.  0.17 -1.42  35.36  -0.21 -18.96 3.65 2.18 5.56 -1.00  -1.0     -1.115.71 245.2  37806.
 0:02:28 0.32  34.40 121.38  3.62 1695 150.61   258.3  72249.  1.52  2.87  31.58  -0.65 -24.96 2.57 1.86 3.19 -1.00  -1.0     -1.112.45 255.0  38722.
 0:03:08 0.32  34.40 121.38  3.62 1695 146.27   263.7  61149.  0.47  4.34  26.56   1.37 -29.95 2.69 2.23 2.39 -1.00  -1.0     -1.119.12 263.5  54831.
 0:03:49 0.32  34.40 121.37  3.62 1695 139.13   254.4  65148.  0.49  2.49  22.08  -2.95 -33.25 4.21 4.47 3.16 -1.00  -1.0     -1.114.76 251.6  41288.
 0:04:29 0.32  34.40 121.37  3.62 1695 133.47   252.0  57072.  0.65  2.54  14.58   0.23 -37.32 1.67 3.88 0.69 -1.00  -1.0     -1.109.36 248.4  43663.
 0:05:10 0.32  34.41 121.37  3.62 1695 144.45   253.8  63933.  1.74  3.17  16.96   2.81 -36.27 3.64 2.19 1.66 -1.00  -1.0     -1.108.28 252.8  40073.
 0:05:50 0.32  34.41 121.36  3.62 1695 112.83   248.6  47733. -0.27  1.20  20.74   1.49 -34.51 1.60 1.70 1.03 -1.00  -1.0     -1.103.76 241.7  39615.
 0:06:31 0.32  34.41 121.36  3.62 1695 130.39   241.3  47522.  0.24  0.68  21.59   0.39 -33.81 0.95 1.08 0.37 -1.00  -1.0     -1.118.55 239.7  48061.
 0:07:11 0.32  34.42 121.35  3.62 1695 130.81   248.5  59161.  0.79  1.98  21.49   1.10 -34.27 1.34 2.88 0.90 -1.00  -1.0     -1.114.87 244.0  40050.
 0:07:52 0.32  34.42 121.35  3.62 1695 134.15   246.8  52268.  0.57  1.96  21.51   1.73 -34.18 1.32 0.94 0.83 -1.00  -1.0     -1.125.70 245.6  47801.
 0:08:32 0.32  34.42 121.35  3.62 1695 140.80   248.4  55032.  0.22  2.79  20.06   0.16 -34.81 1.21 0.93 0.65 -1.00  -1.0     -1.121.67 248.0  47938.
 0:09:13 0.32  34.42 121.34  3.63 1695 141.27   247.9  56894.  1.20  1.22  19.28  -0.02 -35.65 1.15 1.52 0.39 -1.00  -1.0     -1.115.61 245.4  46940.
 0:09:53 0.32  34.42 121.34  3.63 1695 146.10   248.5  54801.  0.19  1.95  18.04   0.21 -35.12 0.96 1.34 0.43 -1.00  -1.0     -1.124.95 248.4  47544.
 0:10:34 0.32  34.43 121.33  3.63 1695 152.07   249.6  55130.  1.33  2.20  16.72   0.82 -35.34 1.04 1.44 0.50 -1.00  -1.0     -1.126.92 247.2  46089.
 0:11:14 0.32  34.43 121.33  3.63 1695 150.34   253.7  55441.  1.52  2.49  16.27   3.53 -36.52 3.29 2.84 0.79 -1.00  -1.0     -1.129.89 251.8  49604.
 0:11:55 0.32  34.43 121.33  3.63 1695 144.58   250.0  56598. -0.20  2.62  18.95   5.10 -35.82 1.36 1.17 0.96 -1.00  -1.0     -1.110.82 247.7  48922.
 0:12:35 0.32  34.44 121.32  3.63 1695 135.25   254.1  53255.  0.80  1.52  18.41   5.21 -35.01 1.12 1.13 0.60 -1.00  -1.0     -1.122.00 251.5  48997.
 0:13:16 0.32  34.44 121.32  3.63 1695 125.91   253.3  62331. -0.35  1.95  17.26   3.49 -36.65 1.31 2.69 0.54 -1.00  -1.0     -1.116.97 252.4  42672.
 0:13:56 0.32  34.44 121.31  3.63 1695 130.03   252.8  53012. -0.48  0.35  18.24   3.94 -35.68 1.19 0.99 0.52 -1.00  -1.0     -1.118.75 251.2  48948.
 0:14:37 0.32  34.44 121.31  3.63 1695 151.22   251.7  56250. -0.23  1.82  20.21   4.17 -33.23 1.53 2.17 1.06 -1.00  -1.0     -1.127.72 253.9  53164.
 0:15:17 0.32  34.45 121.31  3.63 1695 131.72   250.1  58261.  0.36  1.13  18.91  -2.39 -34.59 2.76 3.43 1.80 -1.00  -1.0     -1.132.84 248.1  52112.
