1978/115   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 3:18:56 0.31  42.09 198.12  0.12 1667  88.46   379.6  58450.  8.97  7.27  44.91 -59.86 -18.24 1.65 0.90 1.20  6.34 377.9 220583. 71.36 369.3  55623.
 3:19:36 0.31  42.09 198.12  0.13 1667  93.53   377.5  67948.  8.88  7.26  44.05 -60.45 -18.49 0.98 0.82 0.69  7.49 378.1 338515. 74.44 367.4  68455.
 3:20:17 0.31  42.09 198.12  0.13 1667  91.01   381.0  58875.  8.97  7.37  44.20 -60.14 -18.60 1.01 1.01 0.81  6.99 384.0 312515. 76.02 370.0  57283.
 3:20:57 0.31  42.09 198.11  0.13 1667  88.74   370.7  54145.  8.18  7.69  46.02 -58.64 -18.75 1.53 1.40 1.13  7.79 374.1 321701. 73.41 363.1  67717.
 3:21:38 0.31  42.10 198.11  0.13 1667  89.46   377.5  56458.  8.62  7.64  44.74 -59.62 -19.21 1.06 1.11 0.82  6.16 377.0 209045. 71.48 366.9  56621.
 3:22:18 0.31  42.10 198.11  0.13 1667  91.68   374.4  54032.  8.66  7.29  45.04 -59.45 -18.20 2.61 2.47 1.42  7.57 377.6 355433. 76.74 366.6  68169.
 3:22:59 0.31  42.10 198.10  0.13 1667  90.61   373.3  62374.  8.64  7.16  45.24 -59.37 -18.03 1.58 1.42 1.03  6.01 378.0 211189. 72.01 362.7  63082.
 3:23:39 0.31  42.10 198.10  0.13 1667  95.38   377.5  66301.  8.82  7.38  44.68 -59.45 -19.37 1.21 0.90 0.84  7.15 377.4 345168. 76.11 367.0  67864.
 3:24:20 0.31  42.11 198.10  0.13 1667  84.90   376.9  67191.  8.60  6.68  43.85 -59.69 -20.67 1.03 1.96 1.58  5.90 378.4 224975. 70.06 368.0  59060.
 3:25:00 0.31  42.11 198.09  0.13 1667  94.48   379.6  63657.  8.44  6.97  43.69 -61.07 -16.71 1.30 1.35 1.08  7.15 379.1 323507. 75.43 369.9  65294.
 3:25:41 0.31  42.11 198.09  0.13 1667  91.31   378.2  58160.  8.35  6.79  44.14 -60.85 -16.69 0.84 0.86 0.71  6.09 377.1 227275. 75.47 367.8  57429.
 3:26:21 0.31  42.12 198.09  0.13 1667  92.02   373.5  54724.  8.54  6.85  44.71 -60.43 -16.80 0.87 0.62 0.61  6.79 376.5 345740. 75.58 365.2  67269.
 3:27:02 0.31  42.12 198.08  0.13 1667  96.05   376.8  67373.  8.69  6.75  42.93 -61.58 -17.26 1.18 1.02 0.92  5.69 377.7 220518. 76.34 367.4  58287.
 3:27:42 0.31  42.12 198.08  0.13 1667  88.85   373.2  49126.  8.80  5.32  44.17 -61.72 -13.59 2.92 2.40 3.27  6.56 375.2 342258. 72.34 361.9  48409.
 3:28:23 0.31  42.12 198.07  0.13 1667  97.86   378.2  57462.  8.56  6.49  37.23 -64.12 -21.46 2.30 1.28 1.94  5.76 378.3 241399. 77.19 367.6  58177.
 3:29:03 0.31  42.13 198.07  0.13 1667  96.47   382.8  68715.  8.94  6.87  34.67 -64.71 -22.93 1.35 1.33 0.77  5.64 387.6 249728. 76.83 373.7  68676.
 3:29:44 0.31  42.13 198.07  0.13 1667  98.26   393.2  70150.  8.86  7.62  30.02 -65.35 -26.57 1.74 1.70 1.12  6.63 394.9 375886. 77.97 383.0  72285.
 3:30:24 0.31  42.13 198.07  0.13 1667  94.10   392.5  59547.  8.74  7.11  31.55 -65.47 -25.07 1.08 1.06 0.72  6.21 398.2 364464. 76.75 382.0  58869.
 3:31:05 0.31  42.14 198.06  0.13 1667  97.22   388.4  56124.  8.54  7.42  31.68 -64.54 -27.01 0.76 0.82 0.99  6.33 392.9 349521. 80.42 380.3  67539.
 3:31:45 0.31  42.14 198.05  0.13 1667  95.08   387.7  64901.  8.36  7.63  34.36 -63.68 -25.44 1.99 1.58 1.67  6.52 382.8 331914. 76.67 379.1  57537.
 3:32:26 0.31  42.14 198.05  0.13 1667  99.45   381.3  54451.  7.99  6.52  36.40 -62.73 -22.92 2.10 1.11 1.14  6.50 384.1 327769. 81.27 371.9  53284.
 3:33:06 0.31  42.14 198.05  0.13 1667 105.25   377.6  70264.  7.48  6.01  36.12 -61.95 -22.10 2.83 1.46 1.32  6.63 374.6 404719. 84.86 368.6  69709.
 3:33:47 0.31  42.14 198.05  0.13 1667 100.36   377.5  58810.  7.67  5.88  38.21 -62.16 -20.39 0.95 0.44 1.22  6.26 381.8 328718. 81.48 367.8  57618.
 3:34:27 0.31  42.15 198.04  0.13 1667 106.10   376.3  72265.  8.02  6.04  35.64 -62.70 -22.79 0.89 0.60 0.75  4.36 384.4 264321. 84.12 366.8  73496.
 3:35:08 0.31  42.15 198.04  0.13 1667 100.62   376.2  53181.  8.19  5.88  32.69 -64.00 -24.71 1.95 0.81 1.47  6.17 382.4 318245. 82.25 366.1  53551.
 3:35:48 0.31  42.15 198.04  0.13 1667  99.49   376.7  50757.  8.51  6.21  31.25 -65.32 -24.44 0.62 0.58 0.54  6.67 378.1 336787. 83.50 368.8  60568.
 3:36:29 0.31  42.16 198.03  0.14 1667 103.14   382.2  55779.  8.62  6.32  31.34 -65.06 -23.92 0.61 0.62 0.49  5.81 384.9 341790. 82.93 371.9  54506.
 3:37:09 0.31  42.16 198.03  0.14 1667 104.64   380.6  80474.  7.75  6.45  31.02 -64.56 -23.17 1.02 0.79 0.79  4.63 386.2 274222. 83.53 371.8  80065.
 3:37:50 0.31  42.16 198.02  0.14 1667 104.04   381.8  78359.  8.05  5.49  29.28 -65.61 -22.12 0.82 0.82 0.87  5.51 386.2 380537. 83.78 375.8  84164.
 3:38:30 0.31  42.16 198.02  0.14 1667 102.06   382.9  87393.  6.20  7.06  32.16 -63.61 -19.02 3.13 3.12 2.44 -1.00  -1.0     -1. 85.08 374.1  83963.
 3:39:11 0.31  42.17 198.02  0.14 1667 110.24   381.5 100088.  7.82  5.00  40.15 -61.62 -11.81 4.42 1.72 3.46 -1.00  -1.0     -1. 86.64 374.3  90349.
 3:39:51 0.31  42.17 198.01  0.14 1667  93.59   376.2 108326.  8.64  4.54  46.24 -59.22  -4.17 2.42 2.75 3.67 -1.00  -1.0     -1. 72.74 367.6  99851.
 3:40:32 0.31  42.17 198.01  0.14 1667  84.85   373.6 121476.  7.20  3.72  50.32 -54.62  -0.89 4.01 5.89 4.88 -1.00  -1.0     -1. 66.84 365.6 124124.
 3:41:12 0.31  42.18 198.01  0.14 1667  86.85   360.4 205822.  3.41 -1.94  59.36 -39.54  18.69 1.49 4.02 5.37 -1.00  -1.0     -1. 71.21 362.6 306391.
 3:41:53 0.31  42.18 198.00  0.14 1667  92.43   354.9 268066.  2.13 -0.63  61.07 -40.24  13.44 1.32 3.52 4.48 -1.00  -1.0     -1. 74.36 360.4 389396.
 3:42:33 0.31  42.18 198.00  0.14 1667 108.99   382.3 373553.  0.86  1.17  60.53 -39.99  11.52 1.19 2.84 3.09 -1.00  -1.0     -1. 86.36 382.5 385832.
 3:43:14 0.31  42.18 198.00  0.14 1667 101.19   374.1 389822. -2.01 -2.80  63.29 -29.08  22.04 1.60 4.95 4.53 -1.00  -1.0     -1. 82.25 382.8 502657.
 3:43:54 0.31  42.18 197.99  0.14 1667 126.21   382.5 367911.  0.00 -2.48  63.39 -18.62  28.99 1.13 2.59 3.20 -1.00  -1.0     -1. 99.52 383.8 392690.
 3:44:35 0.31  42.19 197.99  0.14 1667 132.48   390.0 358409.  0.00 -2.95  60.35 -16.92  35.34 1.12 3.60 3.35 -1.00  -1.0     -1.104.48 396.3 431246.
 3:45:15 0.31  42.19 197.99  0.14 1667 114.82   386.4 277893. -0.55 -0.71  57.16 -34.25  24.87 2.17 9.09 6.59 -1.00  -1.0     -1. 91.62 392.7 355644.
 3:45:56 0.31  42.19 197.98  0.14 1667 115.08   387.9 317560.  0.06 -0.83  57.18 -37.50  23.05 1.08 3.00 3.03 -1.00  -1.0     -1. 88.59 388.2 325372.
 3:46:36 0.31  42.20 197.98  0.14 1667 120.60   388.7 281427.  0.00 -2.56  57.34 -36.39  24.23 1.89 3.64 3.99 -1.00  -1.0     -1. 93.84 392.4 357733.
 3:47:17 0.31  42.20 197.98  0.14 1667 103.54   384.1 348056. -0.95 -4.24  59.23 -32.02  29.94 1.40 3.10 4.04 21.66 340.7 202314. 83.07 391.0 449564.
 3:47:57 0.31  42.20 197.97  0.14 1667 102.09   389.2 388623.  0.00 -5.56  58.07 -29.63  34.65 0.69 1.44 1.44  0.41 515.1 400665. 79.24 393.1 393089.
 3:48:38 0.31  42.20 197.97  0.14 1667 102.94   384.9 343099. -1.49 -4.86  60.11 -30.91  29.49 1.18 3.13 4.13 -1.00  -1.0     -1. 82.50 390.5 433351.
 3:49:18 0.31  42.21 197.97  0.14 1667 103.73   378.1 307005.  0.00 -3.96  60.74 -32.59  26.47 0.51 3.19 3.41  0.46 506.3 468116. 83.59 383.0 409017.
 3:49:59 0.31  42.21 197.96  0.14 1667 101.68   375.0 318297.  0.20 -2.71  60.71 -35.75  22.25 0.89 3.11 2.24 19.62 336.6 242179. 80.59 376.1 332226.
 3:50:39 0.31  42.21 197.96  0.14 1667  89.32   356.6  80620.  1.01 -2.92  60.47 -36.11  20.92 1.02 4.56 6.66 23.32 341.0 279406. 74.55 358.7 108330.
 3:51:20 0.31  42.22 197.95  0.14 1667 116.16   386.3 314236.  1.18 -2.42  57.90 -41.24  15.60 1.86 5.91 4.44 -1.00  -1.0     -1. 90.81 385.2 325203.
 3:52:00 0.31  42.22 197.95  0.14 1667 114.86   388.4 288440.  3.71  0.38  54.37 -46.62  11.94 2.04 3.60 3.80 -1.00  -1.0     -1. 90.93 389.0 361375.
 3:52:41 0.31  42.22 197.95  0.14 1667 111.23   384.0 218491.  4.00  2.38  54.91 -47.45   9.17 1.10 2.01 1.72 -1.00  -1.0     -1. 85.54 379.3 215746.
 3:53:21 0.31  42.22 197.95  0.15 1667 106.08   391.8 230628.  4.56  4.11  53.14 -49.94   3.46 1.10 2.65 1.72 -1.00  -1.0     -1. 84.14 386.8 226343.
 3:54:02 0.31  42.23 197.94  0.15 1667 109.80   391.3 232469.  4.14  3.59  52.34 -49.39   5.62 1.71 2.38 1.82 -1.00  -1.0     -1. 88.28 391.0 302870.
 3:54:42 0.31  42.23 197.94  0.15 1667 133.93   391.1 265373.  0.00  0.00  51.00 -48.61  10.67 1.62 2.93 2.54 -1.00  -1.0     -1.104.45 389.8 261098.
 3:55:23 0.31  42.23 197.94  0.15 1667 124.49   398.0 297335.  3.54 -0.04  50.55 -45.41  20.47 1.58 3.55 6.82 -1.00  -1.0     -1.100.37 393.6 295551.
 3:56:03 0.31  42.24 197.93  0.15 1667 118.69   398.9 224819.  3.85 -1.29  49.09 -47.52  20.80 1.77 3.92 4.31 -1.00  -1.0     -1. 92.11 395.4 222649.
 3:56:44 0.31  42.24 197.93  0.15 1667 118.21   390.0 324940.  1.21  0.37  55.60 -41.01  17.95 1.96 3.22 2.70 -1.00  -1.0     -1. 93.77 387.7 325294.
 3:57:24 0.31  42.24 197.92  0.15 1667 128.34   391.1 258304.  0.29 -2.83  54.04 -38.99  24.92 1.41 3.06 2.48 -1.00  -1.0     -1. 99.74 395.4 332538.
 3:58:05 0.31  42.24 197.92  0.15 1667 125.08   387.9 241234.  2.45  1.17  55.63 -41.20  17.69 1.17 2.51 2.08 -1.00  -1.0     -1. 98.53 389.3 302714.
 3:58:45 0.31  42.24 197.92  0.15 1667 126.80   389.5 261842.  2.06  0.28  56.29 -37.70  22.73 0.80 3.46 3.35 -1.00  -1.0     -1. 96.43 388.2 252740.
 3:59:26 0.31  42.25 197.91  0.15 1667 125.42   390.3 235484.  1.72 -0.08  55.72 -40.36  19.51 1.10 1.34 1.13 -1.00  -1.0     -1. 98.48 387.0 228471.
 4:00:06 0.31  42.25 197.91  0.15 1667 126.31   392.2 256472.  1.28 -0.60  55.24 -40.86  19.72 0.94 3.90 3.74 -1.00  -1.0     -1. 99.85 390.0 257041.
 4:00:47 0.31  42.25 197.90  0.15 1667 113.72   388.9 210253.  3.20  3.31  55.35 -44.40  12.53 2.11 4.12 4.38 -1.00  -1.0     -1. 89.01 384.8 215561.
 4:01:27 0.31  42.26 197.90  0.15 1667 117.89   382.4 205205.  2.05 -0.18  56.23 -42.63  15.42 1.41 2.27 1.90 -1.00  -1.0     -1. 91.79 385.1 243524.
 4:02:08 0.31  42.26 197.90  0.15 1667 116.95   385.4 228964.  2.10  0.37  56.16 -39.73  22.30 1.27 3.14 2.24 -1.00  -1.0     -1. 91.14 382.5 223163.
 4:02:48 0.31  42.26 197.89  0.15 1667 108.82   376.7 194196.  1.19 -2.24  53.83 -44.06  18.23 3.44 5.39 5.65 -1.00  -1.0     -1. 85.29 380.5 238057.
 4:03:29 0.31  42.26 197.89  0.15 1667 115.18   392.9 185152.  4.48  2.24  48.70 -52.46   8.71 0.97 3.04 0.92 -1.00  -1.0     -1. 87.32 389.5 174007.
 4:04:09 0.31  42.27 197.89  0.15 1667 114.34   391.3 170349.  4.25  3.04  49.58 -51.68   7.81 0.86 1.94 1.98 -1.00  -1.0     -1. 92.92 388.5 206362.
 4:04:50 0.31  42.27 197.89  0.15 1667 113.79   389.3 183437.  4.17  1.54  49.41 -51.61  11.41 0.75 0.96 0.97 -1.00  -1.0     -1. 88.70 384.0 183116.
 4:05:30 0.31  42.27 197.88  0.15 1667 104.57   388.4 169495.  4.62  2.20  50.80 -50.67   6.54 1.89 3.21 3.88 -1.00  -1.0     -1. 82.94 387.1 215223.
 4:06:11 0.31  42.28 197.88  0.15 1667 116.19   395.8 182430.  4.91  1.64  45.74 -53.08  13.74 3.89 4.89 3.99 -1.00  -1.0     -1. 88.05 391.9 166077.
 4:06:51 0.31  42.28 197.87  0.15 1667 110.61   396.9 150914.  5.25  2.70   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 90.52 393.4 189450.
 4:07:32 0.31  42.28 197.87  0.15 1667 114.05   403.2 157862.  5.33  2.26  44.36 -55.99   7.72 2.57 1.89 1.31 -1.00  -1.0     -1. 89.49 396.8 152713.
 4:08:12 0.31  42.28 197.87  0.15 1667 113.00   387.5 166903.  4.20  1.89  49.98 -51.08   9.02 1.14 1.52 0.89 -1.00  -1.0     -1. 88.58 386.9 209162.
 4:08:53 0.31  42.28 197.86  0.15 1667 124.07   386.7 194667.  2.76  1.31  49.22 -52.27   7.15 2.90 3.08 3.02 -1.00  -1.0     -1. 96.02 383.9 185542.
 4:09:33 0.31  42.29 197.86  0.15 1667 109.39   390.1 162182.  4.55  1.72  48.61 -53.01   8.30 1.42 1.65 1.75 -1.00  -1.0     -1. 87.27 389.1 205065.
 4:10:14 0.31  42.29 197.86  0.16 1667 103.43   392.4 174225.  4.49  1.82  46.93 -54.90   8.37 2.22 2.52 2.57 -1.00  -1.0     -1. 81.02 387.9 158889.
 4:10:54 0.31  42.29 197.85  0.16 1667 104.28   386.0 139021.  5.44  1.39  43.73 -58.02   7.35 3.38 3.67 3.21 -1.00  -1.0     -1. 80.92 380.2 134493.
 4:11:35 0.31  42.30 197.85  0.16 1667 103.57   403.8 134967.  6.58  3.41  37.09 -62.48   4.19 2.39 2.84 1.68 -1.00  -1.0     -1. 80.70 395.9 134057.
 4:12:15 0.31  42.30 197.85  0.16 1667  97.93   404.5 124699.  8.39  2.02  35.45 -64.38   7.64 2.17 2.83 1.31 -1.00  -1.0     -1. 75.15 396.0 104899.
 4:12:56 0.31  42.30 197.84  0.16 1667  91.51   399.9  99403.  8.07  2.20  37.83 -63.51   2.66 2.08 3.02 1.64 -1.00  -1.0     -1. 71.03 390.7  95368.
 4:13:36 0.31  42.30 197.84  0.16 1667  97.73   404.4 103320.  7.07  6.03  40.59 -60.57 -10.42 2.51 3.66 2.72 -1.00  -1.0     -1. 74.62 395.3 101310.
 4:14:17 0.31  42.31 197.84  0.16 1667  92.37   395.0  95631.  6.01  7.51  41.51 -59.28 -12.40 1.68 1.93 1.89 -1.00  -1.0     -1. 73.76 391.4 123409.
 4:14:57 0.31  42.31 197.83  0.16 1667  88.03   380.4  92474.  5.92  8.71  38.51 -60.00  -8.47 5.56 6.3311.24 -1.00  -1.0     -1. 70.56 375.9 122041.
 4:15:38 0.31  42.31 197.83  0.16 1667  89.72   404.7  94173.  7.17  1.14  32.67 -65.35   5.58 1.80 2.43 2.03 -1.00  -1.0     -1. 68.56 395.8  88339.
 4:16:18 0.31  42.32 197.83  0.16 1667 100.10   406.1  98136.  7.65  0.99  33.57 -64.89   3.95 1.75 3.41 1.90 -1.00  -1.0     -1. 78.84 397.1  98451.
 4:18:20 0.31  42.32 197.82  0.16 1667  93.28   398.7  84252.  7.17  3.63  34.81 -64.43  -1.46 2.37 1.94 1.43 -1.00  -1.0     -1. 73.23 391.0  84431.
 4:19:00 0.31  42.33 197.81  0.16 1667  94.65   404.2 100403.  7.45  1.77  33.00 -65.19   1.97 1.49 3.71 3.49 -1.00  -1.0     -1. 73.08 395.6  99793.
 4:19:41 0.31  42.33 197.81  0.16 1667  89.66   399.1  93361.  7.27  3.87  33.15 -65.40  -0.14 1.44 1.21 1.69 -1.00  -1.0     -1. 70.27 391.0  90570.
 4:20:21 0.31  42.33 197.80  0.16 1667  86.62   402.3  95359.  7.31  2.19  32.18 -65.90   1.22 2.04 1.78 1.89  2.20 421.6 273806. 68.30 393.1  93702.
 4:21:02 0.31  42.34 197.80  0.16 1667  96.23   403.2  95498.  7.73  4.12  31.09 -66.45  -1.26 2.29 2.14 1.64 -1.00  -1.0     -1. 73.86 394.2  94732.
 4:21:42 0.31  42.34 197.80  0.16 1667 103.45   403.7  98717.  7.09  3.51  30.30 -65.28  -1.28 2.72 1.80 1.25 -1.00  -1.0     -1. 81.71 394.9  98207.
 4:22:23 0.31  42.34 197.79  0.16 1667 101.04   398.2 101440.  6.66  4.47  31.28 -64.34  -4.17 2.03 1.51 0.78 -1.00  -1.0     -1. 79.75 394.4 124767.
 4:23:03 0.31  42.34 197.79  0.16 1667 107.60   399.4 118306.  7.05  3.68  31.71 -63.66  -2.20 1.36 1.47 1.37 -1.00  -1.0     -1. 80.94 392.5 105451.
 4:23:44 0.31  42.34 197.79  0.16 1667 111.19   395.9  99046.  6.64  3.54  31.70 -64.36  -1.39 1.81 1.20 1.13 -1.00  -1.0     -1. 86.12 388.4  97239.
 4:24:24 0.31  42.35 197.79  0.16 1667 118.69   397.3 113784.  6.87  2.97  32.21 -64.33  -1.83 3.65 2.84 3.11 -1.00  -1.0     -1. 91.03 390.1  98831.
 4:25:05 0.31  42.35 197.78  0.16 1667  96.02   410.0  76654.  7.31  4.65  26.80 -66.85  -6.83 2.29 1.51 0.93 -1.00  -1.0     -1. 74.94 400.7  74974.
 4:25:45 0.31  42.35 197.78  0.16 1667 102.21   412.6  93978.  7.34  4.92  29.37 -65.50  -5.28 4.52 2.52 2.72 -1.00  -1.0     -1. 79.47 404.7  90947.
 4:26:26 0.31  42.36 197.77  0.16 1667  89.71   404.5  83440.  7.33  4.29  30.98 -65.17  -3.95 2.66 2.24 1.02  3.39 403.6 252808. 69.29 396.5  70683.
 4:27:06 0.31  42.36 197.77  0.17 1667 105.15   390.5  92731.  6.78  2.70  32.90 -63.72  -1.76 1.68 1.44 0.88 -1.00  -1.0     -1. 85.27 384.9 111156.
 4:27:47 0.31  42.36 197.77  0.17 1667  98.97   396.0  93387.  6.66  2.63  33.10 -63.87  -2.06 1.12 1.27 1.58  3.67 404.1 258343. 77.07 388.6  92263.
 4:28:27 0.31  42.36 197.76  0.17 1667  98.12   393.8  86029.  6.69  3.53  35.48 -62.16  -3.87 3.40 2.28 0.97 -1.00  -1.0     -1. 76.26 389.4  97298.
 4:29:08 0.31  42.37 197.76  0.17 1667 101.31   392.2 102583.  6.04  3.98  36.05 -61.60  -5.82 2.85 1.91 1.40 -1.00  -1.0     -1. 80.45 384.4  97691.
 4:29:48 0.31  42.37 197.75  0.17 1667  89.63   399.0  97730.  6.17  5.18  36.53 -61.24  -9.25 3.43 2.58 1.71 -1.00  -1.0     -1. 70.37 391.2  97831.
 4:30:29 0.31  42.37 197.75  0.17 1667 111.82   429.2  94972.  6.53  2.50  11.56 -67.73  -3.9518.50 6.12 4.36 -1.00  -1.0     -1. 90.03 420.8  94403.
 4:31:09 0.31  42.38 197.75  0.17 1667 125.93   399.2  96898.  0.00  0.00   4.81 -71.13  -8.85 2.15 1.64 1.20  4.63 402.4 295597. 98.50 397.1  98864.
 4:31:50 0.31  42.38 197.74  0.17 1667 126.32   405.1  96411.  6.26  4.18   6.61 -70.41 -11.17 3.23 1.89 2.11  3.37 426.5 244960.100.49 399.7 113969.
 4:32:30 0.31  42.38 197.74  0.17 1667 100.51   398.1  90346.  5.19  2.88  37.42 -61.00   0.6310.23 5.66 3.29 -1.00  -1.0     -1. 79.01 390.6  90210.
 4:33:11 0.31  42.38 197.74  0.17 1667 106.65   383.9 110051.  5.39  2.40  43.64 -57.86   2.52 0.71 1.11 0.91 -1.00  -1.0     -1. 82.81 378.2  96392.
 4:33:51 0.31  42.38 197.73  0.17 1667 103.56   384.4 124705.  5.40  2.84  43.34 -57.55   2.67 1.34 0.83 0.61 -1.00  -1.0     -1. 81.23 378.9 120297.
 4:34:32 0.31  42.39 197.73  0.17 1667  99.26   386.9  92909.  6.45  3.50  42.32 -57.82   3.26 0.77 1.29 1.23  3.80 395.8 256875. 77.49 379.0  94114.
 4:35:12 0.31  42.39 197.73  0.17 1667 105.92   389.9 120615.  6.05  3.52  41.46 -56.88   1.33 1.42 1.19 1.97 -1.00  -1.0     -1. 83.09 382.8 121148.
 4:35:53 0.31  42.39 197.72  0.17 1667 113.37   386.8 116142.  5.83  2.96  42.26 -56.60   1.74 1.41 0.81 0.78  3.85 390.3 244492. 87.20 381.3 104522.
 4:36:33 0.31  42.40 197.72  0.17 1667 114.25   385.4 101527.  5.60  3.02  41.81 -55.91   1.55 0.58 0.65 0.67  4.01 382.7 246870. 92.78 380.4 118062.
 4:37:14 0.31  42.40 197.72  0.17 1667 121.61   383.3 122148.  5.62  3.25  42.42 -54.99   0.82 0.38 0.56 0.43 -1.00  -1.0     -1. 94.89 376.2 121320.
 4:37:54 0.31  42.40 197.71  0.17 1667 121.84   387.2 140866.  5.19  3.35  41.61 -54.48   3.26 1.05 1.35 1.48 -1.00  -1.0     -1. 93.64 381.7 139651.
 4:38:35 0.31  42.40 197.71  0.17 1667 121.94   382.1 138342.  4.78  3.29  43.38 -52.72   2.11 2.66 2.23 1.84 -1.00  -1.0     -1. 95.39 375.7 134844.
 4:39:15 0.31  42.41 197.71  0.17 1667 115.89   381.1 106195.  5.40  2.79  34.25 -58.82  -3.21 2.68 1.33 1.86  4.13 378.4 244622. 92.29 377.1 127785.
 4:39:56 0.31  42.41 197.70  0.17 1667 135.79   375.9 116996.  5.32  2.35  31.00 -59.76  -5.04 0.63 0.53 0.49 -1.00  -1.0     -1.105.34 369.8 120060.
 4:40:36 0.31  42.41 197.70  0.17 1667 137.33   370.6 108213.  5.51  2.17  29.95 -60.06  -5.68 0.60 0.57 0.51 -1.00  -1.0     -1.108.69 363.3 108840.
 4:41:17 0.31  42.42 197.70  0.17 1667 132.97   369.9  94608.  5.12  1.81  30.34 -60.06  -4.29 0.61 0.85 0.74  5.04 367.2 248117.105.24 365.4 115362.
 4:41:57 0.31  42.42 197.69  0.17 1667 135.91   373.3 110519.  5.59  2.39  27.77 -60.80  -7.57 1.06 1.30 1.60 -1.00  -1.0     -1.105.98 368.1  98155.
 4:42:38 0.31  42.42 197.69  0.17 1667 129.75   370.6  92958.  5.47  1.47  27.90 -61.69  -6.27 0.37 0.69 0.81  4.29 369.8 245181.105.41 365.8 105685.
 4:43:18 0.31  42.42 197.69  0.17 1667 134.86   371.3 110857.  5.76  1.63  27.91 -60.82  -7.54 0.54 0.90 1.23 -1.00  -1.0     -1.107.20 366.0  97590.
 4:43:59 0.31  42.42 197.68  0.17 1667 140.01   373.9 115671.  5.42  2.09  26.29 -60.86 -10.16 1.05 0.91 0.99 -1.00  -1.0     -1.110.02 367.4 116396.
 4:44:39 0.31  42.43 197.68  0.18 1667 143.77   372.0 108687.  5.54  2.10  23.88 -61.17 -12.75 0.79 0.65 0.55 -1.00  -1.0     -1.108.99 366.9  98315.
 4:45:20 0.31  42.43 197.67  0.18 1667 127.87   371.2  85217.  5.20  1.96  23.38 -62.91 -14.13 0.50 0.85 0.49  5.11 366.8 245687.101.55 367.2 103080.
 4:46:00 0.31  42.44 197.67  0.18 1667 129.18   373.2  93572.  4.77  2.77  21.92 -62.36 -15.43 1.40 1.92 2.61 -1.00  -1.0     -1.102.36 367.1  93104.
 4:46:41 0.31  42.44 197.67  0.18 1667 132.17   371.9  86364.  5.02  1.87  21.43 -62.68 -16.59 1.02 0.87 0.94  4.89 366.8 232914.106.79 367.4 102430.
 4:47:21 0.31  42.44 197.67  0.18 1667 136.34   372.6  90359.  4.84  2.72  22.59 -62.62 -14.27 1.09 1.66 2.61  4.81 374.9 234734.106.06 366.8  91860.
 4:48:02 0.31  42.44 197.66  0.18 1667 138.39   374.4 100075.  4.55  1.67  22.23 -62.79 -13.91 0.54 0.54 0.55  4.27 369.4 227223.112.02 369.2  99708.
 4:48:42 0.31  42.44 197.66  0.18 1667 145.48   374.6  91762.  4.47  1.41  20.48 -63.62 -13.84 0.79 1.16 0.91  4.38 375.4 234084.114.55 369.5  91652.
 4:49:23 0.31  42.45 197.65  0.18 1667 128.82   374.4  84067.  4.98  2.47  19.76 -64.13 -16.18 0.56 0.67 0.35 -1.00  -1.0     -1.105.13 370.4  99861.
 4:50:03 0.31  42.45 197.65  0.18 1667 123.40   370.7  83027.  5.33  2.13  22.51 -64.09 -14.56 2.00 1.12 1.04  3.34 371.7 191776. 97.64 364.1  84752.
 4:50:44 0.31  42.45 197.65  0.18 1667 117.72   360.8  76641.  5.83  1.57  18.83 -64.90 -17.39 2.97 1.28 1.80  4.19 361.2 202743. 94.75 354.1  77027.
 4:51:24 0.31  42.46 197.64  0.18 1667 116.76   366.8  64602.  5.77  2.26  17.10 -64.87 -19.24 1.01 0.61 0.94  4.66 366.8 270324. 93.69 361.7  78564.
 4:52:05 0.31  42.46 197.64  0.18 1667 135.21   370.8  82858.  5.53  2.83  18.21 -63.46 -18.67 1.40 1.16 1.26  4.00 371.3 212956.103.74 364.2  81998.
 4:52:45 0.31  42.46 197.64  0.18 1667 127.93   364.3  74169.  5.53  2.29  18.73 -64.08 -18.72 0.69 0.70 1.17  4.60 367.3 271233.100.27 360.4  78795.
 4:53:26 0.31  42.46 197.63  0.18 1667 126.09   362.9  72769.  5.78  2.16  17.50 -64.30 -20.53 0.83 0.52 0.40  4.56 364.6 202223.100.15 357.1  74175.
 4:54:06 0.31  42.47 197.63  0.18 1667 122.70   363.9  69160.  5.68  2.40  16.61 -64.17 -21.88 0.75 0.57 1.04  4.68 366.3 285540. 98.80 359.7  72970.
 4:54:47 0.31  42.47 197.62  0.18 1667 119.05   366.5  73285.  5.65  2.68  17.51 -64.26 -20.52 0.66 1.28 1.53  3.82 366.4 216074. 95.47 360.7  73262.
 4:55:27 0.31  42.47 197.62  0.18 1667  -1.00    -1.0     -1. -1.00 -1.00  18.66 -64.13 -16.79 1.07 0.71 1.17 -1.00  -1.0     -1. -1.00  -1.0     -1.
