1981/095   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
12:20:21 0.93 261.43 250.84 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.23 408.3  63527.
12:23:03 0.93 261.43 250.81 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.49 412.7  58141.
12:25:45 0.93 261.43 250.79 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.87 422.7  71580.
12:28:27 0.93 261.43 250.76 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.90 421.8  59460.
12:31:09 0.93 261.43 250.74 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.63 421.6  68045.
12:33:51 0.93 261.43 250.71 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.04 421.4  61669.
12:36:33 0.93 261.43 250.69 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.15 428.0  53132.
12:39:15 0.93 261.43 250.66 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.35 422.9  59915.
12:41:57 0.93 261.43 250.64 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.17 424.0  71632.
12:44:39 0.93 261.43 250.61 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.30 421.8  66873.
12:47:21 0.93 261.43 250.59 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.24 422.7  72684.
12:50:03 0.93 261.43 250.56 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.31 422.3  66298.
12:52:45 0.93 261.43 250.54 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.27 422.5  67272.
12:55:27 0.93 261.43 250.51 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.85 422.3  65161.
12:58:09 0.93 261.43 250.48 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.15 420.2  79071.
13:00:51 0.93 261.43 250.46 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.37 422.7  75432.
13:03:33 0.93 261.43 250.43 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.55 419.3  82355.
13:06:15 0.93 261.43 250.41 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.29 414.5  88098.
13:08:57 0.93 261.43 250.39 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.07 407.6 104038.
13:11:39 0.93 261.43 250.36 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.52 409.4  99494.
13:14:21 0.93 261.43 250.33 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.91 407.5  75569.
13:17:03 0.93 261.43 250.31 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.65 412.1  88303.
13:19:45 0.93 261.43 250.28 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.63 412.2  86893.
13:22:27 0.93 261.43 250.26 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.61 413.3  91093.
13:25:09 0.93 261.43 250.23 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.76 411.2  98256.
13:27:51 0.93 261.43 250.21 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.36 409.7  91610.
13:30:33 0.93 261.43 250.18 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.74 410.7  89069.
13:33:15 0.93 261.42 250.16 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.51 407.7  94900.
13:35:57 0.93 261.42 250.13 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.72 407.6  77040.
13:38:39 0.93 261.42 250.11 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.05 410.0  89053.
13:41:21 0.93 261.42 250.08 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.73 403.4  87062.
13:44:03 0.93 261.42 250.06 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.28 406.9  74594.
13:46:45 0.93 261.42 250.03 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.51 407.4  59265.
13:49:27 0.93 261.42 250.01 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.70 404.1  65229.
13:52:09 0.93 261.42 249.98 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.13 395.3  78512.
13:54:51 0.93 261.42 249.96 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.08 400.7  70284.
13:57:33 0.93 261.42 249.93 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.09 399.1  72291.
14:00:15 0.93 261.42 249.91 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.61 393.1  59801.
14:02:57 0.93 261.42 249.88 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.80 380.9  73782.
14:05:39 0.93 261.42 249.86 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.36 391.0  55679.
14:08:21 0.93 261.42 249.83 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.95 391.3  67136.
14:11:03 0.93 261.42 249.81 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.19 385.7  68624.
14:13:45 0.93 261.42 249.78 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.80 386.3  68374.
14:16:27 0.93 261.42 249.75 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.44 388.1  62263.
14:19:09 0.93 261.42 249.73 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.65 389.2  71291.
14:21:51 0.93 261.42 249.71 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.66 388.6  58869.
14:24:33 0.93 261.42 249.68 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.06 389.2  71265.
14:27:15 0.93 261.42 249.66 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.23 390.1  53950.
14:29:57 0.93 261.42 249.63 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.31 387.3  59154.
14:32:39 0.93 261.42 249.60 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.58 388.1  50377.
14:35:21 0.93 261.42 249.58 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.82 389.6  44108.
14:38:03 0.93 261.42 249.56 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.24 388.7  45693.
14:40:45 0.93 261.42 249.53 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.46 384.7  44900.
14:43:27 0.93 261.41 249.50 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.78 388.9  44527.
14:46:09 0.93 261.41 249.48 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.31 388.8  35476.
14:48:51 0.93 261.41 249.45 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.52 391.6  45102.
14:51:33 0.93 261.41 249.43 -2.61 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.87 393.0  34274.
14:54:15 0.93 261.41 249.41 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.93 385.7  45400.
14:56:57 0.93 261.41 249.38 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.61 394.0  58755.
14:59:39 0.93 261.41 249.35 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.76 388.7  46788.
15:02:21 0.93 261.41 249.33 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.92 379.7  43208.
15:05:03 0.93 261.41 249.30 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.48 387.0  45485.
15:07:45 0.93 261.41 249.28 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.42 381.9  42259.
15:10:27 0.93 261.41 249.25 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.30 385.0  44972.
15:13:09 0.93 261.41 249.23 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.18 381.8  44670.
15:15:51 0.93 261.41 249.20 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.84 383.3  43822.
15:18:33 0.93 261.41 249.18 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.73 382.5  40742.
15:21:15 0.93 261.41 249.15 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.78 380.9  43536.
15:23:57 0.93 261.41 249.13 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.06 379.9  44169.
15:26:39 0.93 261.41 249.10 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.11 378.1  43308.
15:29:21 0.93 261.41 249.08 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.48 380.0  42227.
15:32:03 0.93 261.41 249.05 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.78 379.5  42256.
15:34:45 0.93 261.41 249.03 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.42 380.6  41814.
15:37:27 0.93 261.41 249.00 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.06 384.0  42977.
15:40:09 0.93 261.41 248.98 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.50 378.2  41164.
15:42:51 0.93 261.41 248.95 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.45 382.3  42272.
15:45:33 0.93 261.41 248.93 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.52 380.4  41385.
15:48:15 0.93 261.41 248.90 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.81 377.0  33277.
15:50:57 0.93 261.41 248.88 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.75 380.4  42613.
15:53:39 0.93 261.41 248.85 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.04 387.5  46102.
15:56:21 0.93 261.40 248.83 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.54 378.0  43295.
15:59:03 0.93 261.40 248.80 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.53 380.2  40323.
16:01:45 0.93 261.40 248.78 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.92 372.1  43484.
16:04:27 0.93 261.40 248.75 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.80 374.2  51079.
16:07:09 0.93 261.40 248.73 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.81 378.5  41934.
16:09:51 0.93 261.40 248.70 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.10 372.9  38319.
16:12:33 0.93 261.40 248.68 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.83 363.2  31601.
16:15:15 0.93 261.40 248.65 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.41 371.7  30428.
16:17:57 0.93 261.40 248.62 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.32 374.6  35931.
16:20:39 0.93 261.40 248.60 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.62 372.3  33446.
16:23:21 0.93 261.40 248.58 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.78 387.6  31201.
16:26:03 0.93 261.40 248.55 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.86 387.0  40667.
16:28:45 0.93 261.40 248.53 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.63 384.8  32481.
16:31:27 0.93 261.40 248.50 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.47 382.0  36331.
16:34:09 0.93 261.40 248.47 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.71 373.6  34801.
16:36:51 0.93 261.40 248.45 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.07 374.4  33985.
16:39:33 0.93 261.40 248.43 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.53 384.8  31848.
16:42:15 0.93 261.40 248.40 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.42 373.6  33690.
16:44:57 0.93 261.40 248.37 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.21 374.4  40018.
16:47:39 0.93 261.40 248.35 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.95 389.8  42522.
16:50:21 0.93 261.40 248.32 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.11 374.6  41054.
16:53:03 0.93 261.40 248.30 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.18 381.9  41018.
16:55:45 0.93 261.40 248.28 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.07 374.3  38800.
16:58:27 0.93 261.40 248.25 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.50 381.3  41311.
17:01:09 0.93 261.40 248.22 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.29 380.5  37786.
17:03:51 0.93 261.40 248.20 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.42 378.2  31312.
17:06:33 0.93 261.40 248.17 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.83 380.5  38095.
17:09:15 0.93 261.39 248.15 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.60 375.1  31627.
17:11:57 0.93 261.39 248.12 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.07 380.3  39235.
17:14:39 0.93 261.39 248.10 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.78 388.6  47090.
17:17:21 0.93 261.39 248.07 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.20 385.0  41752.
17:20:03 0.93 261.39 248.05 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.47 381.0  52186.
17:22:45 0.93 261.39 248.02 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.45 379.8  42646.
17:25:27 0.93 261.39 248.00 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.19 383.6  51862.
17:28:09 0.93 261.39 247.97 -2.62 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.99 392.9  49204.
17:30:51 0.93 261.39 247.95 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.63 395.0  44657.
17:33:33 0.93 261.39 247.92 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.11 381.6  40086.
17:36:15 0.93 261.39 247.89 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.87 382.8  39095.
17:38:57 0.93 261.39 247.87 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.99 382.4  42366.
17:41:39 0.93 261.39 247.85 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.92 384.5  39453.
17:44:21 0.93 261.39 247.82 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.47 382.4  40508.
17:47:03 0.93 261.39 247.80 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.32 386.8  44426.
17:49:45 0.93 261.39 247.77 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.72 384.6  38933.
17:52:27 0.93 261.39 247.74 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.17 381.9  41379.
17:55:09 0.93 261.39 247.72 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.77 378.2  37835.
17:57:51 0.93 261.39 247.70 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.95 378.6  40252.
18:00:33 0.93 261.39 247.67 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.35 376.5  41200.
18:03:15 0.93 261.39 247.65 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.77 378.9  31273.
18:05:57 0.93 261.39 247.62 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.19 382.7  38969.
18:08:39 0.93 261.39 247.59 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.43 380.6  44494.
18:11:21 0.93 261.39 247.57 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.11 379.9  38065.
18:14:03 0.93 261.39 247.55 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.72 383.4  40450.
18:16:45 0.93 261.39 247.52 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.67 382.3  39599.
18:19:27 0.93 261.39 247.49 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.02 383.3  36902.
18:22:09 0.93 261.38 247.47 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.10 380.3  38991.
18:24:51 0.93 261.38 247.44 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.79 384.1  38653.
18:27:33 0.93 261.38 247.42 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.69 379.9  37364.
18:30:15 0.93 261.38 247.40 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.31 381.8  41028.
18:32:57 0.93 261.38 247.37 -2.63 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.57 382.9  40005.
