 0:18:06 0.32  55.83 121.01  2.62 1667  50.70   414.3 143458. -8.63 -2.47 -50.76 -13.23  -8.00 1.43 3.65 3.60 -1.00  -1.0     -1. 41.96 426.2 155468.
 0:18:46 0.32  55.83 121.01  2.62 1667  44.11   413.7 124029. -9.81 -0.79 -48.56 -20.28  -6.80 0.68 2.07 2.44  1.27 442.2 370363. 35.11 424.3 112900.
 0:19:26 0.32  55.84 121.01  2.62 1667  40.55   450.0 127317.  0.00  0.00 -47.23 -23.51  -4.55 0.48 0.82 1.64 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:20:07 0.32  55.84 121.00  2.62 1667  48.19   420.0 148074.-12.47  2.53 -45.96 -25.74  -2.71 0.76 1.00 1.97  1.07 464.7 478316. 37.76 432.7 138349.
 0:20:47 0.32  55.84 120.99  2.62 1667  47.70   433.3 160091.-13.71  2.45 -43.86 -28.62  -0.69 0.86 1.33 1.27 -1.00  -1.0     -1. 37.42 446.5 141805.
 0:21:29 0.32  55.85 120.99  2.62 1667  43.49   416.1 126573.-11.72  0.73 -44.96 -26.01   0.73 2.27 3.61 4.98  1.42 452.2 575705. 34.51 426.0 118306.
 0:22:09 0.32  55.85 120.99  2.62 1667  43.72   421.9 123717.-12.55  0.34 -45.51 -24.88  -1.68 0.67 1.67 5.50  1.19 452.8 387489. 34.08 433.7 144566.
 0:22:50 0.32  55.85 120.99  2.62 1667  42.45   433.1 160984.-14.20  3.93 -42.92 -28.56   5.24 1.75 1.85 2.86  1.02 466.2 462866. 35.14 446.8 154692.
 0:23:30 0.32  55.85 120.98  2.62 1667  40.01   452.4 183398.-14.17  8.86 -36.88 -29.31  19.23 0.91 2.55 4.03 -1.00  -1.0     -1. 33.83 465.9 180224.
 0:24:11 0.32  55.86 120.98  2.62 1667  47.10   445.0 204335.-11.86  0.00 -34.99 -25.85  -9.05 2.43 3.9822.69 -1.00  -1.0     -1. 38.90 459.4 238560.
 0:24:51 0.32  55.86 120.98  2.62 1667  47.49   477.9 199537.  0.00  2.20 -32.52 -35.88 -10.46 2.71 4.17 6.41  1.29 522.1 784854. 38.96 474.2 194229.
 0:25:32 0.32  55.86 120.97  2.62 1667  51.13   477.1 236195.-17.23  0.00 -34.20 -35.45   0.87 4.77 3.38 6.13  0.98 500.3 526939. 39.46 494.6 226690.
 0:26:12 0.32  55.87 120.97  2.62 1667  51.82   452.0 204539.-16.15  1.96 -33.48 -36.64  -1.67 4.20 3.40 3.79  1.33 507.3 706423. 41.17 466.6 220015.
 0:26:53 0.32  55.87 120.96  2.62 1667  40.71   486.3 157521.-17.27 -2.13 -29.92 -38.88  -2.82 3.58 2.25 5.92  1.08 515.0 689570. 32.96 505.1 202853.
 0:27:33 0.32  55.87 120.96  2.62 1667  44.54   465.0 194466.-16.55 -1.25 -37.17 -26.82 -15.25 4.01 7.79 5.44 -1.00  -1.0     -1. 36.01 485.4 205510.
 0:28:14 0.32  55.87 120.96  2.62 1667  42.79   438.0 174088.-14.05 -2.14 -39.35 -27.36 -12.53 1.48 2.31 2.38  1.05 498.1 514816. 34.92 451.8 177785.
 0:28:54 0.32  55.87 120.95  2.62 1667  42.49   431.3 152665.-12.91 -2.06 -40.85 -25.54  -6.72 4.58 5.62 5.57 -1.00  -1.0     -1. 31.30 443.3 132238.
 0:29:35 0.32  55.88 120.95  2.62 1667  52.37   409.4 151820.-11.51  1.41 -46.88 -16.05  -4.05 0.99 3.27 1.93 -1.00  -1.0     -1. 40.83 419.3 147499.
 0:30:15 0.32  55.88 120.95  2.62 1667  42.42   415.4 116009.-11.79  2.78 -42.61 -24.55  -2.78 2.42 3.88 3.95 -1.00  -1.0     -1. 35.83 427.4 131062.
 0:30:56 0.32  55.88 120.95  2.62 1667  42.54   427.8 128463.-13.80 -0.94 -42.37 -24.03  -8.04 1.97 3.49 1.78 -1.00  -1.0     -1. 34.66 442.1 144839.
 0:31:36 0.32  55.89 120.94  2.62 1667  38.65   423.0 120813.-12.83 -1.10 -41.16 -25.94  -4.31 2.09 2.82 7.56 -1.00  -1.0     -1. 31.41 438.0 118877.
 0:32:17 0.32  55.89 120.94  2.62 1667  53.42   443.4 200037.-15.23  4.77 -38.49 -29.85   2.23 3.69 5.63 5.99 -1.00  -1.0     -1. 41.89 456.5 178893.
 0:32:57 0.32  55.89 120.93  2.62 1667  46.34   446.8 175638.-15.66  2.01 -31.65 -37.16  -2.75 5.69 4.44 3.22  1.00 531.0 726277. 37.02 461.5 196012.
 0:33:38 0.32  55.90 120.93  2.62 1667  54.93   454.1 257473.-15.87 -4.19 -29.83 -36.36 -11.51 4.73 3.68 3.91 -1.00  -1.0     -1. 41.09 472.6 296061.
 0:34:18 0.32  55.90 120.93  2.62 1667  42.33   485.6 167978.-16.64 -3.26 -24.06 -40.83 -15.69 1.34 0.60 0.96  0.82 520.8 418103. 34.23 502.4 178132.
 0:34:59 0.32  55.90 120.92  2.62 1667  44.49   494.3 166584.-17.57 -2.27 -22.55 -41.25 -16.77 1.12 0.98 1.69 -1.00  -1.0     -1. 34.41 510.2 158707.
 0:35:39 0.32  55.90 120.92  2.63 1667  52.46   482.1 249088.-16.52 -3.19 -26.95 -37.56 -11.47 4.74 5.5310.93  1.03 521.4 487230. 39.70 500.1 223773.
 0:36:20 0.32  55.91 120.92  2.63 1667  44.63   482.6 203805.-17.18 -3.25 -25.58 -39.73 -16.56 1.29 0.92 1.32  1.19 513.8 744833. 36.47 500.6 168121.
 0:37:00 0.32  55.91 120.92  2.63 1667  48.34   488.7 214038.-16.84 -3.00 -30.01 -32.93 -21.37 3.25 4.78 3.06  0.95 490.1 396741. 37.44 505.0 213638.
 0:37:41 0.32  55.91 120.91  2.63 1667  35.96   460.1 131036.-13.16 -8.21 -36.00 -25.26 -22.87 2.91 3.30 2.74 -1.00  -1.0     -1. 28.85 471.0 126599.
 0:38:21 0.32  55.92 120.91  2.63 1667  41.36   426.4 147652.-10.32 -0.81 -39.76 -19.48 -22.93 2.66 1.67 2.78 -1.00  -1.0     -1. 35.76 434.1 144491.
 0:39:02 0.32  55.92 120.91  2.63 1667  42.80   446.4 181953.-10.88 -7.77 -42.72  -8.99 -18.76 5.4511.24 8.13 -1.00  -1.0     -1. 37.18 455.3 172454.
 0:39:42 0.32  55.92 120.90  2.63 1667  36.97   411.9 101089. -4.05 -0.61 -43.09 -14.54 -17.51 4.31 7.85 2.24 -1.00  -1.0     -1. 33.47 411.4  98955.
 0:40:23 0.32  55.92 120.90  2.63 1667  41.71   396.4  58657.  0.00  0.00 -45.35   8.36  -5.90 3.9514.01 6.92 -1.00  -1.0     -1. 34.53 391.4  50455.
 0:41:03 0.32  55.93 120.90  2.63 1667  43.62   399.5  87137.  0.00 -3.09 -47.13  13.58  -2.73 0.88 4.05 6.12 -1.00  -1.0     -1. 34.49 398.9  69712.
 0:41:44 0.32  55.93 120.89  2.63 1667  44.15   394.0  61623.  0.00  0.00 -47.21  15.01   2.68 0.85 2.59 1.62 -1.00  -1.0     -1. 36.70 393.5  75900.
 0:42:24 0.32  55.93 120.89  2.63 1667  46.96   400.2  77521.  2.41  6.78 -46.48  16.54   4.71 0.61 2.00 2.08 -1.00  -1.0     -1. 34.83 395.5  66720.
 0:43:05 0.32  55.94 120.88  2.63 1667  45.03   395.8  62562.  0.85  6.07 -43.73  15.99  12.77 4.25 7.41 7.38 -1.00  -1.0     -1. 36.92 394.6  77359.
 0:43:45 0.32  55.94 120.88  2.63 1667  36.53   434.6 116603.  9.35  0.00 -34.61  34.75   1.42 4.23 4.16 7.16 -1.00  -1.0     -1. 34.70 424.0 150313.
 0:44:26 0.32  55.94 120.88  2.63 1667  40.57   415.3 108680.  6.60 -1.16 -41.98  19.89 -12.57 2.9510.06 8.02 -1.00  -1.0     -1. 33.92 408.0 135396.
 0:45:06 0.32  55.94 120.87  2.63 1667  45.43   403.5  93569.  0.00  1.96 -41.38  -9.96 -20.00 7.55 4.9613.42 -1.00  -1.0     -1. 38.63 405.5  99481.
 0:45:47 0.32  55.94 120.87  2.63 1667  40.73   455.8 174741.-10.88  0.00 -31.72 -17.78 -34.45 2.01 2.13 2.08 -1.00  -1.0     -1. 34.95 466.5 147041.
 0:46:27 0.32  55.95 120.87  2.63 1667  42.59   449.0 172993.-10.49 -3.80 -37.40 -18.65 -27.40 2.45 1.13 2.80 -1.00  -1.0     -1. 34.62 462.3 166896.
 0:47:08 0.32  55.95 120.87  2.63 1667  41.74   473.7 193546. -8.88 -5.89 -28.64 -14.37 -37.37 3.27 4.30 4.22 -1.00  -1.0     -1. 34.12 481.0 201784.
 0:47:48 0.32  55.95 120.86  2.63 1667  47.35   453.1 216087.-13.40 -2.40 -34.53 -21.78 -27.62 1.40 3.20 1.10 -1.00  -1.0     -1. 37.75 467.5 185630.
 0:48:29 0.32  55.96 120.85  2.63 1667  47.93   439.2 193098.-10.39 -3.17 -36.16 -19.85 -26.77 1.43 2.81 1.22 -1.00  -1.0     -1. 39.05 448.3 170606.
 0:49:09 0.32  55.96 120.85  2.63 1667  43.24   440.4 172058.-10.74 -2.21 -37.59 -19.30 -24.65 1.78 3.39 2.59 -1.00  -1.0     -1. 35.70 454.3 177713.
 0:49:50 0.32  55.96 120.85  2.63 1667  44.56   437.4 183012.-11.91 -1.17 -38.67 -21.05 -21.93 0.71 1.30 2.11 -1.00  -1.0     -1. 37.18 448.0 185838.
 0:50:30 0.32  55.96 120.85  2.63 1667  43.53   442.0 231589.-13.63 -4.50 -38.74 -21.35 -20.40 2.31 3.64 1.68 -1.00  -1.0     -1. 29.84 454.7 239587.
 0:51:11 0.32  55.97 120.84  2.63 1667  45.29   435.1 205904.-12.00 -6.46 -39.94 -18.36 -20.93 3.22 4.79 1.75  0.94 502.7 423729. 36.84 447.6 191107.
 0:51:51 0.32  55.97 120.84  2.63 1667  45.60   430.7 175459.-10.35 -0.86 -34.90 -21.98 -25.91 4.19 3.13 3.76 -1.00  -1.0     -1. 38.09 437.7 173841.
 0:52:32 0.32  55.97 120.84  2.63 1667  47.56   438.9 215600.-11.01 -1.55 -31.69 -24.04 -27.44 4.52 2.75 4.99  1.08 502.0 515491. 39.00 449.8 200674.
 0:53:12 0.32  55.98 120.83  2.64 1667  42.53   464.5 265103.-14.03 -0.44 -31.02 -28.72 -24.26 3.20 2.21 2.13 -1.00  -1.0     -1. 34.44 481.2 298286.
 0:53:53 0.32  55.98 120.83  2.64 1667  44.33   477.2 214785.-14.46 -6.81 -27.71 -31.73 -23.78 3.94 1.92 2.50 -1.00  -1.0     -1. 37.57 492.9 266166.
 0:54:33 0.32  55.98 120.82  2.64 1667  43.43   472.6 203909.-14.36 -1.24 -28.37 -31.93 -22.66 2.36 1.06 2.86  0.94 542.4 564491. 35.22 486.8 219800.
 0:55:14 0.32  55.98 120.82  2.64 1667  31.15   441.5 106549.-14.67 -3.38 -37.92  -9.11 -12.66 9.3622.68 6.92 -1.00  -1.0     -1. 21.94 451.8  84694.
 0:55:54 0.32  55.98 120.82  2.64 1667  41.67   392.6  82212.  0.00  0.00 -47.26   2.82  -4.74 0.86 6.52 4.01  2.30 416.0 449301. 33.29 390.0  78346.
 0:56:35 0.32  55.99 120.81  2.64 1667  41.64   392.9  79932. -2.44 -2.39 -47.22  -0.34  -5.01 0.75 6.46 3.61 -1.00  -1.0     -1. 32.89 396.2  86861.
 0:57:15 0.32  55.99 120.81  2.64 1667  38.79   404.0  81533.  5.95  0.00 -45.62  16.54  -1.00 0.84 2.03 2.29 -1.00  -1.0     -1. 32.14 393.5  73188.
 0:57:56 0.32  55.99 120.80  2.64 1667  42.33   409.1 101332.  6.69 -0.34 -43.77  18.11  -3.10 0.89 4.84 7.70  2.01 420.6 323962. 33.38 398.5  89943.
 0:58:36 0.32  56.00 120.80  2.64 1667  43.53   396.9  91957.  0.00  0.00 -44.44  12.17  14.57 0.84 2.68 2.71  1.86 425.7 344908. 36.00 397.4 107612.
 0:59:17 0.32  56.00 120.80  2.64 1667  38.64   399.3  66080.  0.84  9.03 -46.01   9.39  11.11 1.35 4.81 3.40  2.10 420.6 272026. 32.47 396.7  84762.
 0:59:57 0.32  56.00 120.79  2.64 1667  41.05   394.4  76215.  0.72  6.81 -47.08  10.26   6.15 0.71 3.61 1.53 -1.00  -1.0     -1. 32.18 391.0  73379.
 1:00:38 0.32  56.00 120.79  2.64 1667  42.84   393.3  71784.  0.54  7.01 -47.58   6.74   5.89 0.63 3.15 1.83  1.81 418.7 304822. 33.90 391.9  79188.
 1:01:18 0.32  56.01 120.79  2.64 1667  41.85   395.0  80705. -1.79  7.33 -48.25   2.93   7.58 0.31 1.07 1.24  2.11 413.1 465413. 31.77 396.0  67120.
 1:01:58 0.32  56.01 120.79  2.64 1667  42.55   391.8  75926. -1.58  6.76 -47.68   2.31   9.67 0.42 2.11 1.98 -1.00  -1.0     -1. 34.69 393.3  82780.
 1:02:38 0.32  56.01 120.78  2.64 1667  38.06   402.9  86903.  0.00  7.45 -46.55  -3.97  13.39 0.42 2.01 1.15 -1.00  -1.0     -1. 29.85 400.5  70618.
 1:03:19 0.32  55.97 120.73  2.51 1667  -1.00    -1.0     -1. -1.00 -1.00 -40.09   7.80  16.21 4.9618.88 4.77 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:03:59 0.32  56.02 120.77  2.64 1667  44.96   412.8 130175.  0.00  9.10 -43.25  14.59   8.98 3.6211.84 7.11 -1.00  -1.0     -1. 37.51 410.6 116425.
 1:04:41 0.32  56.02 120.77  2.64 1667  47.80   424.2 177103.  0.00  0.00 -44.40 -17.88   1.60 2.08 4.83 2.01 -1.00  -1.0     -1. 39.34 422.5 160747.
 1:05:21 0.32  56.02 120.77  2.64 1667  37.38   426.2 197328.-13.99  2.65 -42.87 -20.29   3.76 2.64 4.34 3.27 -1.00  -1.0     -1. 29.80 438.4 157852.
 1:06:02 0.32  56.03 120.77  2.64 1667  44.06   429.0 191805.-15.03  5.15 -37.72 -27.83   6.06 4.24 5.22 3.66 -1.00  -1.0     -1. 31.84 439.8 164710.
 1:06:42 0.32  56.03 120.76  2.64 1667  50.01   519.7 241818.-16.85  2.92 -15.45 -44.07  -5.33 5.26 2.09 3.07 -1.00  -1.0     -1. 42.34 537.9 260669.
 1:07:23 0.32  56.03 120.76  2.64 1667  50.27   479.4 229812.-16.57  2.94 -22.74 -41.56  -2.94 4.57 3.81 4.04  1.09 504.9 461918. 45.22 494.8 220895.
 1:08:03 0.32  56.04 120.76  2.64 1667  31.81   471.6 169384.-16.30  3.01 -31.37 -33.08  -7.52 5.89 7.03 8.04 -1.00  -1.0     -1. 25.65 495.0 185964.
 1:08:44 0.32  56.04 120.75  2.64 1667  50.11   493.1 215178.-16.98  5.24 -23.50 -40.81  -0.83 5.34 3.56 6.96  1.05 525.9 466271. 38.95 514.1 237716.
 1:09:24 0.32  56.04 120.75  2.64 1667  68.73   490.4 296607.-16.02  2.11 -23.63 -38.22 -16.07 3.10 2.45 3.82  1.13 512.8 465543. 47.74 502.9 290743.
 1:10:05 0.32  56.04 120.75  2.64 1667  43.76   463.1 168897.-14.65  0.00 -29.73 -27.21 -26.00 2.64 4.46 2.13  1.07 499.6 514582. 35.58 479.1 166038.
 1:10:45 0.32  56.04 120.74  2.64 1667  43.10   462.5 176710.-15.49  0.94 -32.28 -31.99 -14.10 3.08 2.75 7.07 -1.00  -1.0     -1. 34.67 476.2 169180.
 1:11:26 0.32  56.05 120.74  2.65 1667  45.00   460.5 172431.-14.77 -3.58 -31.33 -27.96 -22.98 1.71 4.22 4.91 -1.00  -1.0     -1. 34.66 472.8 145973.
 1:12:06 0.32  56.05 120.74  2.65 1667  42.23   471.0 169375.-12.36 -7.11 -28.05 -30.32 -24.25 2.75 3.70 4.42 -1.00  -1.0     -1. 32.80 484.1 149562.
 1:12:47 0.32  56.05 120.73  2.65 1667  48.04   456.6 171340.-12.04 -0.86 -32.22 -28.36 -22.18 2.31 1.27 2.37 -1.00  -1.0     -1. 36.36 468.0 152593.
 1:13:27 0.32  56.06 120.73  2.65 1667  46.63   435.3 154126.-10.93 -4.66 -37.51 -22.58 -19.73 3.25 5.70 1.19 -1.00  -1.0     -1. 36.92 445.2 137052.
 1:14:08 0.32  56.06 120.72  2.65 1667  46.83   423.1 160708.-10.59 -2.99 -40.73 -20.79 -16.29 1.10 2.33 1.45 -1.00  -1.0     -1. 39.79 436.8 170154.
 1:14:48 0.32  56.06 120.72  2.65 1667  48.62   425.4 163778. -9.88 -3.85 -39.06 -21.93 -18.23 1.36 2.69 1.22  1.14 482.1 484137. 39.31 432.4 167939.
 1:15:29 0.32  56.06 120.72  2.65 1667  49.50   422.5 159301.-10.61 -3.57 -38.57 -23.20 -17.30 1.06 1.17 1.85  0.95 497.1 451951. 39.12 430.9 153415.
 1:16:09 0.32  56.07 120.71  2.65 1667  44.32   432.2 156183.-12.48  1.27 -38.28 -24.52 -14.66 2.30 3.65 3.59 -1.00  -1.0     -1. 34.85 443.4 136806.
 1:16:50 0.32  56.07 120.71  2.65 1667  48.40   424.2 166269.-10.43 -3.88 -38.75 -21.18 -18.95 0.95 1.89 1.56 -1.00  -1.0     -1. 41.71 435.1 186689.
 1:17:30 0.32  56.07 120.71  2.65 1667  49.35   431.2 172162. -9.35 -5.14 -36.79 -21.49 -21.98 1.68 2.91 1.64 -1.00  -1.0     -1. 41.55 440.7 206072.
 1:18:11 0.32  56.08 120.71  2.65 1667  61.75   440.9 231615. -9.89 -6.43 -36.81 -23.29 -20.49 2.15 0.92 3.30 -1.00  -1.0     -1. 48.39 451.0 215259.
 1:18:51 0.32  56.08 120.70  2.65 1667  45.31   420.9 130110.-10.68 -2.39 -38.96 -26.04 -12.06 1.05 1.75 2.78 -1.00  -1.0     -1. 37.34 431.4 148084.
 1:19:32 0.32  56.08 120.69  2.65 1667  46.56   423.4 160828.-11.95 -0.81 -36.26 -28.47 -12.73 1.65 1.10 3.32  1.11 471.9 414776. 37.79 439.7 174887.
 1:20:12 0.32  56.08 120.69  2.65 1667  55.32   439.9 193176.-11.35 -4.30 -33.14 -28.66 -18.88 1.54 2.13 2.43  1.14 484.0 470416. 44.36 452.5 211335.
 1:20:53 0.32  56.08 120.69  2.65 1667  47.71   446.2 168644.-10.57 -1.44 -33.55 -29.03 -16.27 1.25 2.41 4.69 -1.00  -1.0     -1. 37.25 454.1 161088.
 1:21:33 0.32  56.09 120.69  2.65 1667  47.32   459.9 243771.-14.13  0.00 -32.12 -31.39  -5.72 1.55 3.3411.78  1.05 490.3 414347. 37.83 474.8 200047.
 1:22:14 0.32  56.09 120.68  2.65 1667  42.14   424.3 150092.-13.13  0.37 -37.08 -27.84   4.00 2.53 3.41 7.08  0.80 504.8 444155. 35.40 439.3 163797.
 1:22:54 0.32  56.09 120.68  2.65 1667  36.71   445.8 109314.-12.23  7.56 -30.39 -27.49  19.62 8.34 3.3211.43 -1.00  -1.0     -1. 30.30 452.8 107059.
 1:23:35 0.32  56.10 120.68  2.65 1667  50.41   408.5 153340. -7.77  5.06 -39.02 -21.12  19.28 4.40 3.68 6.83 -1.00  -1.0     -1. 40.92 414.8 141457.
 1:24:15 0.32  56.10 120.67  2.65 1667  52.70   457.4 188482.-10.00 10.51 -29.80 -19.25  33.41 3.91 6.85 6.45  1.02 499.4 325561. 41.21 464.4 192549.
 1:24:56 0.32  56.10 120.67  2.65 1667  52.97   457.9 299790.-15.27  0.00 -31.40 -33.38 -13.35 4.75 4.1312.76  0.85 509.4 388996. 44.57 476.2 332025.
 1:25:36 0.32  56.11 120.66  2.65 1667  48.38   444.8 215292.-13.05 -0.40 -37.56 -32.35  -8.84 1.56 1.22 4.72 -1.00  -1.0     -1. 38.13 460.0 198627.
 1:26:17 0.32  56.11 120.66  2.65 1667  46.19   445.1 195122.-13.56 -3.95 -35.84 -30.80 -15.91 1.60 2.53 3.06 -1.00  -1.0     -1. 38.54 456.3 189941.
 1:26:57 0.32  56.11 120.66  2.65 1667  49.89   463.6 252925.-15.02  2.12 -28.84 -39.38  -8.66 2.80 1.75 4.58  1.32 483.0 529850. 41.44 478.3 270619.
 1:27:38 0.32  56.11 120.65  2.65 1667  42.72   476.9 181391.-16.41 -2.24 -30.51 -37.52 -12.18 3.00 2.29 3.09 -1.00  -1.0     -1. 34.13 489.3 175881.
 1:28:18 0.32  56.12 120.65  2.65 1667  44.41   448.1 224033.-15.05 -0.56 -32.93 -35.32 -12.49 1.43 0.73 2.94 -1.00  -1.0     -1. 36.22 464.5 202597.
 1:28:59 0.32  56.12 120.64  2.65 1667  43.54   458.3 196483.-15.66 -1.59 -30.66 -33.20 -17.82 2.14 6.26 7.36  1.26 494.6 460618. 34.99 476.3 196850.
 1:29:39 0.32  56.12 120.64  2.66 1667  41.64   449.5 217955.-12.09 -7.40 -32.61 -26.99 -26.13 2.12 3.99 6.02  1.06 501.9 619871. 34.00 462.4 196564.
 1:30:20 0.32  56.13 120.64  2.66 1667  44.55   442.0 188895.-13.30 -0.10 -35.92 -29.69 -19.36 0.79 1.35 0.90 -1.00  -1.0     -1. 36.25 453.5 185260.
 1:31:00 0.32  56.13 120.64  2.66 1667  47.87   448.3 236014.-13.91 -2.97 -34.21 -32.52 -16.63 0.69 1.16 2.09  1.23 483.6 490777. 36.94 463.6 207986.
 1:31:41 0.32  56.13 120.63  2.66 1667  46.48   440.5 201112.-13.36 -5.02 -38.28 -25.65 -16.78 4.55 6.32 5.70 -1.00  -1.0     -1. 38.52 451.4 199822.
 1:32:21 0.32  56.13 120.63  2.66 1667  45.73   436.8 198507.-13.93 -1.26 -42.35 -24.49  -7.99 3.68 5.13 5.11 -1.00  -1.0     -1. 35.74 452.2 216445.
 1:33:02 0.32  56.14 120.63  2.66 1667  43.07   410.4 162251.-13.32  2.02 -41.98 -27.10  -2.76 2.02 3.02 2.60  0.88 526.5 444935. 34.22 422.4 159564.
 1:33:42 0.32  56.14 120.62  2.66 1667  35.79   429.6 169917.-12.94 -2.24 -42.31 -16.81   1.86 4.1913.5213.59 -1.00  -1.0     -1. 28.04 440.6 169277.
 1:34:23 0.32  56.14 120.62  2.66 1667  53.99   405.2 197818.-10.33 -0.76 -43.65 -20.26  -8.48 2.65 3.38 8.14 -1.00  -1.0     -1. 42.53 415.6 179390.
