1984/028   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
14:55:23 0.36 185.31 283.75  6.07 1745  43.27   457.6 149010. -3.20  0.18   0.00   0.00   0.00 0.00 0.00 0.00  1.04 495.0 525705. 35.33 461.0 132274.
15:00:47 0.36 185.32 283.71  6.07 1745  41.91   455.5 157417. -3.99  0.93   0.00   0.00   0.00 0.00 0.00 0.00  0.95 506.1 352276. 35.86 459.1 150495.
