1975/013   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 5:08:20 0.89 350.72 116.27 -3.32 1623   3.77   670.9 361333. -1.08 -1.90   5.99  -2.08   2.57 0.83 1.27 1.20  0.12 714.2 744495.  3.67 668.2 339243.
 5:09:01 0.89 350.72 116.27 -3.32 1623   4.39   684.2 390491. -5.09 -2.11   5.21   0.73   4.07 1.21 2.01 1.50  0.09 731.2 664453.  4.32 681.2 360969.
 5:09:41 0.89 350.72 116.26 -3.32 1623   4.14   663.9 346831.  0.21  3.06   6.54  -2.80  -0.90 0.38 0.82 0.83  0.10 729.81128696.  3.80 659.8 288382.
 5:10:22 0.89 350.72 116.25 -3.32 1623   4.10   659.4 314233.  0.13  0.28   6.60  -2.41  -1.02 0.33 1.02 1.26  0.10 748.11235765.  4.44 657.5 354433.
 5:11:02 0.89 350.72 116.25 -3.32 1623   3.78   651.1 290510. -0.37  1.49   6.80  -2.66  -0.06 0.27 0.41 0.44  0.09 708.0 643039.  3.65 653.7 288827.
 5:11:43 0.89 350.72 116.24 -3.32 1623   3.94   656.4 307801. -0.22  1.40   7.12  -2.25   0.19 0.19 0.42 0.34  0.07 752.11049901.  4.23 648.5 267592.
 5:12:23 0.89 350.72 116.24 -3.32 1623   4.19   645.2 273809. -1.35  0.66   7.22  -1.65   0.74 0.19 0.29 0.50  0.14 728.71066533.  3.81 653.0 307587.
 5:13:04 0.89 350.72 116.23 -3.32 1623   4.03   652.1 309276. -1.06  0.18   7.15  -1.28   1.39 0.18 0.29 0.28  0.13 715.71097511.  4.22 648.1 282834.
 5:13:44 0.89 350.72 116.22 -3.32 1623   4.07   646.1 273257. -2.22  0.01   7.11  -0.47   1.60 0.18 0.35 0.31  0.13 727.51241794.  3.96 654.9 308867.
 5:14:25 0.89 350.72 116.22 -3.32 1623   4.07   653.8 299384. -1.87 -0.60   7.05  -0.41   1.79 0.22 0.39 0.40  0.09 694.4 769235.  4.18 650.7 269447.
 5:15:05 0.89 350.72 116.21 -3.32 1623   4.04   649.1 271048. -1.78 -0.20   6.93  -1.29   1.73 0.22 0.52 0.60  0.07 724.7 967573.  3.84 655.8 322195.
 5:15:46 0.89 350.72 116.20 -3.32 1623   4.09   655.6 302409. -2.82  0.30   6.96  -0.21   1.00 0.21 0.55 0.44  0.09 726.61071107.  4.07 650.1 275047.
 5:16:26 0.89 350.72 116.20 -3.32 1623   4.00   654.7 379459. -1.91  0.54   6.91  -1.14   0.86 0.18 0.39 0.61  0.09 698.4 795639.  3.70 657.2 337300.
 5:17:07 0.89 350.72 116.19 -3.32 1623   3.97   654.4 288187. -4.64 -0.32   6.54   0.60   2.67 0.94 0.61 1.48  0.12 715.91009361.  3.82 654.3 253542.
 5:17:47 0.89 350.72 116.19 -3.32 1623   3.99   676.6 328224. -6.15 -0.46   4.42   2.94   2.59 1.17 1.26 1.07 -1.00  -1.0     -1.  3.58 674.4 281654.
 5:18:28 0.89 350.72 116.18 -3.32 1623   4.16   655.5 302051. -4.05 -0.50   6.64   2.35   2.28 0.32 0.58 0.46  0.10 688.9 755306.  4.13 650.5 293797.
 5:19:08 0.89 350.72 116.17 -3.32 1623   4.02   648.8 272094. -4.99 -0.70   6.08   2.82   2.78 0.99 1.34 0.71  0.10 709.6 955723.  3.98 657.4 321724.
 5:19:49 0.89 350.72 116.17 -3.32 1623   4.06   654.9 293661. -3.13 -0.97   5.90   3.14   2.41 1.25 2.27 0.90  0.07 689.3 980255.  3.78 649.6 273588.
 5:20:29 0.89 350.72 116.16 -3.32 1623   4.03   645.4 252594. -1.62  0.13   7.08  -2.07   1.66 0.42 1.04 1.30  0.08 729.1 800836.  3.57 648.0 248851.
 5:21:10 0.89 350.72 116.15 -3.32 1623   3.86   652.7 300297. -3.21  0.34   7.57   0.02   1.11 0.20 0.74 0.73  0.07 727.2 817052.  4.22 645.0 245392.
 5:21:50 0.89 350.72 116.15 -3.32 1623   4.10   649.9 248484. -0.09 -0.21   7.25  -1.29   2.21 0.30 1.23 0.90  0.07 702.7 830566.  3.96 653.4 285955.
 5:22:31 0.89 350.72 116.14 -3.32 1623   4.14   653.3 276648. -0.40 -0.15   7.34  -1.34   2.08 0.20 0.65 0.69  0.10 730.8 579837.  4.04 647.8 252717.
 5:23:11 0.89 350.72 116.13 -3.32 1623   4.07   646.5 233769. -2.94 -0.09   7.55   0.69   1.52 0.27 0.95 0.82  0.11 700.7 854267.  4.14 652.2 294102.
 5:23:52 0.89 350.72 116.13 -3.32 1623   3.93   649.2 282642. -3.33  0.87   7.76   1.06   0.70 0.19 0.41 0.32  0.10 710.71415600.  4.10 644.8 262950.
 5:24:32 0.89 350.72 116.12 -3.32 1623   4.17   646.0 250258. -3.77  0.39   7.57   2.01   0.85 0.21 0.37 0.31  0.08 759.1 693559.  3.96 653.5 295996.
 5:25:13 0.89 350.72 116.12 -3.32 1623   4.17   656.4 279160. -4.53  0.74   7.48   2.23   0.76 0.30 0.72 0.54  0.08 727.0 744079.  4.34 651.2 260189.
 5:25:53 0.89 350.72 116.11 -3.32 1623   4.16   648.1 235351. -4.12  1.83   7.69   1.60   0.46 0.25 0.82 0.57  0.07 698.6 832853.  4.12 647.1 265412.
 5:26:34 0.89 350.72 116.10 -3.32 1623   4.10   653.2 257236. -5.28  1.28   7.24   3.24   0.03 0.37 0.80 0.52  0.13 711.0 824953.  4.11 652.3 247305.
 5:27:14 0.89 350.72 116.10 -3.32 1623   4.29   655.4 304062. -3.25 -1.73   6.93   1.82   2.33 0.41 1.55 1.63  0.10 707.7 855722.  4.18 658.9 299381.
 5:27:55 0.89 350.72 116.09 -3.32 1623   4.26   655.9 284662. -2.64 -1.71   7.06   0.44   3.41 0.25 0.38 0.40  0.09 747.51156763.  4.13 650.6 292673.
 5:28:35 0.89 350.72 116.09 -3.32 1623   4.30   657.2 332866. -1.43 -1.92   6.64  -1.18   3.89 0.23 0.39 0.43 -1.00  -1.0     -1.  4.16 652.0 352074.
 5:29:16 0.89 350.72 116.08 -3.32 1623   4.29   653.7 308513. -1.81 -0.98   7.08  -1.05   3.01 0.34 0.39 0.55 -1.00  -1.0     -1.  4.25 649.0 251060.
 5:29:56 0.89 350.72 116.07 -3.32 1623   4.32   647.5 250953. -2.49 -1.12   7.40  -0.34   2.76 0.25 0.38 0.50  0.09 735.51398136.  4.02 652.0 266140.
 5:30:37 0.89 350.72 116.07 -3.32 1623   4.36   651.5 271246. -2.18 -0.91   7.29  -0.45   2.54 0.28 0.41 0.71  0.10 710.11377138.  3.96 645.3 241851.
 5:31:17 0.89 350.72 116.06 -3.32 1623   4.28   649.4 264486. -1.93 -0.84   6.91  -1.44   2.41 0.37 1.33 0.50  0.09 765.41106451.  4.19 654.1 331083.
 5:31:58 0.89 350.72 116.05 -3.32 1623   4.14   654.9 286105. -1.51 -1.59   6.50  -2.47   3.17 0.43 1.12 0.67  0.08 691.3 845743.  4.22 652.3 279562.
 5:32:38 0.89 350.72 116.05 -3.32 1623   4.28   658.6 351535. -1.89 -1.56   6.59  -1.85   3.52 0.27 0.41 0.37 -1.00  -1.0     -1.  4.19 657.5 335390.
 5:33:19 0.89 350.72 116.04 -3.32 1623   4.21   656.3 309019. -3.06 -1.83   6.55  -0.02   3.86 0.38 1.01 0.59  0.11 737.8 602498.  3.91 654.2 272273.
 5:33:59 0.89 350.72 116.04 -3.32 1623   4.21   645.4 277500. -2.38 -1.31   6.78   0.52   3.85 0.47 0.76 0.89  0.10 711.0 797510.  4.06 650.9 327666.
 5:34:40 0.89 350.72 116.03 -3.32 1623   4.16   654.8 288850. -1.83 -0.92   6.86  -0.30   3.38 0.28 0.50 0.63  0.14 685.2 803123.  4.16 651.5 270766.
 5:35:20 0.89 350.72 116.02 -3.32 1623   4.03   652.2 270129. -2.74 -1.85   6.49   0.90   4.43 0.38 0.66 0.76  0.10 708.9 746782.  4.05 658.7 293336.
 5:36:01 0.89 350.72 116.02 -3.32 1623   4.09   656.7 270165. -3.24 -2.08   6.49   1.11   4.81 0.45 0.48 0.45  0.10 719.5 774017.  3.92 656.0 264051.
 5:36:41 0.89 350.72 116.01 -3.32 1623   3.87   661.0 302548. -2.40 -2.49   6.48   0.86   4.89 0.27 0.51 0.56  0.10 707.0 800004.  3.88 661.5 280043.
 5:37:22 0.89 350.72 116.00 -3.32 1623   4.08   655.4 293774. -2.56 -1.64   6.60   0.34   4.53 0.24 0.44 0.43  0.11 727.1 656137.  3.92 653.1 263382.
 5:38:02 0.89 350.72 116.00 -3.32 1623   4.04   661.6 263203. -2.98 -2.65   6.05   0.68   5.34 0.40 0.41 0.42  0.11 710.1 707072.  4.06 665.2 294336.
 5:38:43 0.89 350.72 115.99 -3.32 1623   3.83   661.3 301821. -2.74 -2.10   6.22   0.32   5.27 0.26 0.36 0.41  0.06 729.7 674016.  3.94 656.0 281576.
 5:39:23 0.89 350.72 115.98 -3.32 1623   3.88   652.8 254247. -1.18 -1.96   5.99  -1.47   5.20 0.46 0.66 0.90  0.09 719.2 702707.  3.94 660.1 279916.
 5:40:04 0.89 350.72 115.98 -3.32 1623   4.02   662.3 287372. -2.42 -2.54   5.65  -1.94   4.65 0.34 1.41 1.06  0.08 729.4 965286.  3.94 667.7 321623.
 5:40:44 0.89 350.72 115.97 -3.32 1623   4.20   663.9 323027. -0.19 -1.66   5.65  -3.28   3.83 0.41 0.96 1.01  0.11 736.41033686.  4.03 659.5 343752.
 5:41:25 0.89 350.72 115.97 -3.32 1623   3.92   683.4 384306.  0.00  0.76   4.51  -2.94   2.19 0.83 4.04 3.06  0.11 715.0 993353.  4.29 687.0 417934.
 5:42:05 0.89 350.72 115.96 -3.32 1623   4.23   675.5 333006. -4.32 -2.72   4.04   2.76   6.16 0.50 0.46 0.70  0.13 707.3 757385.  4.02 679.4 313931.
 5:42:46 0.89 350.72 115.95 -3.32 1623   4.06   686.1 270947. -3.29 -3.63   4.09   0.47   6.61 0.89 0.80 0.79  0.15 704.31206243.  3.84 686.5 311748.
 5:43:26 0.89 350.72 115.95 -3.32 1623   3.82   674.3 364659. -3.79 -2.85   5.77   0.26   4.66 0.85 1.31 1.85  0.11 710.0 888570.  3.99 677.0 317361.
 5:44:07 0.89 350.72 115.94 -3.32 1623   3.85   656.7 312726. -0.19  0.57   6.91  -3.24   0.66 0.37 0.96 1.35  0.10 710.31182127.  4.11 647.8 252821.
 5:44:47 0.89 350.72 115.94 -3.32 1623   3.84   649.9 251603. -2.87 -1.28   6.82  -0.57   3.43 0.37 1.24 0.82  0.09 707.1 710399.  4.04 652.1 365737.
 5:45:28 0.89 350.72 115.93 -3.32 1623   3.80   661.9 292777. -1.67 -1.75   6.22  -1.23   4.39 0.48 0.84 1.27  0.09 728.5 874641.  3.77 657.3 253539.
 5:46:08 0.89 350.72 115.92 -3.32 1623   4.30   667.0 330459. -1.47 -2.57   5.98  -0.52   4.55 0.62 0.71 1.06  0.09 707.1 593143.  4.24 661.8 323754.
 5:46:49 0.89 350.72 115.92 -3.32 1623   3.88   669.6 286696.  0.44 -2.30   5.16  -1.60   5.26 0.81 0.99 1.11  0.11 732.7 842000.  3.86 664.3 278588.
 5:47:29 0.89 350.72 115.91 -3.32 1623   4.33   669.4 344389. -0.58 -2.65   5.44  -2.96   4.49 0.53 0.80 0.99  0.11 729.31343874.  4.29 669.5 307018.
 5:48:10 0.89 350.72 115.90 -3.32 1623   4.25   683.3 299482. -3.03 -3.57   2.90   0.41   7.05 1.30 1.25 1.25  0.15 702.61040338.  4.09 684.9 347663.
 5:48:50 0.89 350.72 115.90 -3.32 1623   3.94   668.1 309305. -1.55 -2.45   4.11  -0.67   6.42 1.43 1.29 1.17  0.07 733.9 845119.  3.92 663.7 278328.
 5:49:31 0.89 350.72 115.89 -3.32 1623   3.81   666.2 299222. -0.80 -1.68   5.16  -1.60   5.75 1.02 0.63 0.85  0.08 721.3 640128.  3.77 668.0 328900.
 5:50:11 0.89 350.72 115.89 -3.32 1623   4.21   668.1 346727.  1.82 -0.29   5.20  -2.62   4.60 0.56 1.78 1.63  0.11 709.8 723497.  4.10 664.6 344804.
 5:50:52 0.89 350.72 115.88 -3.32 1623   3.90   667.6 300417. -0.06 -2.25   4.60  -3.17   5.23 0.35 0.33 0.42  0.13 705.41031607.  3.95 664.8 278744.
 5:51:32 0.89 350.72 115.87 -3.32 1623   4.69   664.6 325677.  0.49 -1.15   4.33  -2.85   4.99 1.48 1.68 1.64  0.08 735.7 787946.  4.19 661.8 284565.
 5:52:13 0.89 350.72 115.87 -3.32 1623   3.58   652.9 313574. -1.06 -1.19   4.82  -1.16   4.70 2.18 1.48 2.94  0.06 732.5 598132.  3.51 648.6 270895.
 5:52:53 0.89 350.72 115.86 -3.32 1623   3.96   646.1 248140. -0.26  0.37   7.19  -2.85   1.13 0.22 0.46 0.56  0.08 715.8 657800.  3.87 648.5 324264.
 5:53:34 0.89 350.72 115.85 -3.32 1623   3.92   644.3 284406. -2.96 -0.49   7.41  -1.10   1.84 0.28 1.18 0.57  0.11 708.21267366.  4.15 641.9 238131.
 5:54:14 0.89 350.72 115.85 -3.32 1623   3.90   638.6 228808. -3.36  0.15   7.74  -0.45   1.37 0.24 0.68 0.65  0.11 709.4 874017.  3.98 640.5 337219.
 5:54:55 0.89 350.72 115.84 -3.32 1623   3.67   648.6 285179. -1.03  0.71   7.57  -2.22   0.35 0.29 0.65 0.39  0.12 711.61347408.  3.90 644.2 263820.
 5:55:35 0.89 350.72 115.84 -3.32 1623   3.77   640.7 246051. -0.76  0.58   7.18  -3.25   1.05 0.43 0.75 0.58  0.09 721.3 657384.  3.98 642.0 312450.
 5:56:16 0.89 350.72 115.83 -3.32 1623   3.94   636.5 280128. -1.74  0.59   7.72  -1.60   0.58 0.29 0.71 0.48  0.09 691.9 635970.  4.04 640.7 252782.
 5:56:56 0.89 350.72 115.82 -3.32 1623   3.70   636.3 238651. -3.16 -0.46   7.76  -0.26   1.58 0.19 0.27 0.40  0.11 688.11117885.  3.84 641.6 331456.
 5:57:37 0.89 350.72 115.82 -3.32 1623   4.03   640.2 169040. -3.12 -0.48   7.43   0.28   2.46 0.37 0.71 0.71 -1.00  -1.0     -1.  4.02 640.8 208873.
 5:58:17 0.89 350.72 115.81 -3.32 1623   4.12   646.7 256437. -3.64 -1.45   6.49   0.12   4.27 0.62 0.48 0.91  0.09 745.1 892936.  3.97 645.4 325885.
 5:58:58 0.89 350.72 115.80 -3.32 1623   4.07   650.0 283421. -2.95 -1.88   6.74   0.21   3.81 0.35 0.62 0.38  0.10 721.2 851148.  3.78 651.4 247701.
 5:59:38 0.89 350.72 115.80 -3.32 1623   4.01   644.8 270574. -2.30 -1.61   6.69  -0.01   3.78 0.26 0.77 0.53  0.07 739.9 891065.  3.89 647.7 275775.
 6:00:19 0.89 350.72 115.79 -3.32 1623   3.95   646.5 243634. -0.90 -0.17   7.21  -0.64   2.71 0.35 0.88 0.94  0.09 693.1 607904.  4.04 643.6 222107.
 6:00:59 0.89 350.72 115.78 -3.32 1623   3.91   636.4 236150. -1.99  0.22   7.68  -0.87   1.48 0.19 0.39 0.53  0.08 660.2 659983.  3.65 635.2 202788.
 6:01:40 0.89 350.72 115.78 -3.32 1623   3.67   635.6 283106. -2.37  0.82   7.72  -0.54   1.15 0.19 0.40 0.55  0.07 732.1 815805.  3.67 638.7 217773.
 6:02:20 0.89 350.72 115.77 -3.32 1623   3.92   638.5 222451. -2.03  0.57   7.67  -0.49   1.62 0.22 0.34 0.54  0.10 705.9 940130.  3.83 633.6 198231.
 6:03:01 0.89 350.72 115.77 -3.32 1623   3.86   643.8 275057. -2.79 -1.02   6.94   0.17   2.68 0.54 0.93 1.11  0.10 715.11161336.  3.83 639.7 256784.
 6:03:41 0.89 350.72 115.76 -3.32 1623   3.80   637.3 222890. -2.48  0.58   7.24   0.15   2.13 0.71 1.09 1.42  0.10 699.9 762166.  3.71 634.6 209893.
 6:04:22 0.89 350.72 115.76 -3.32 1623   3.81   635.3 278565. -2.69  0.06   7.46   0.31   1.66 0.23 0.48 0.75 -1.00  -1.0     -1.  3.79 638.0 227467.
 6:05:02 0.89 350.72 115.75 -3.32 1623   4.00   638.2 215863. -2.94 -0.06   7.53   0.83   1.39 0.34 0.74 1.06  0.08 708.0 691896.  3.76 636.4 180929.
 6:05:43 0.89 350.72 115.74 -3.32 1623   3.84   646.0 242644. -4.90  1.96   7.40   2.11  -1.24 0.23 0.71 0.76  0.08 742.21273603.  4.12 643.6 247276.
 6:06:23 0.89 350.72 115.74 -3.32 1623   3.85   646.7 243719. -5.56  0.81   6.85   3.43   1.27 0.31 0.88 0.64  0.07 684.8 909984.  3.88 645.0 288626.
 6:07:04 0.89 350.72 115.73 -3.32 1623   3.91   651.6 284292. -5.58 -0.75   6.05   3.77   3.05 0.46 0.60 0.58  0.11 702.91218301.  3.69 653.8 234445.
 6:07:44 0.89 350.72 115.72 -3.32 1623   4.00   639.1 236036. -4.79  0.72   6.61   3.18   2.27 0.79 0.93 1.00  0.06 739.01061544.  3.83 636.8 217806.
 6:08:25 0.89 350.72 115.72 -3.32 1623   3.56   659.3 234513. -6.79 -0.04   6.62   3.26   1.90 0.91 1.60 0.76  0.08 714.7 842624.  3.52 654.7 255511.
 6:09:05 0.89 350.72 115.71 -3.32 1623   3.75   646.9 262855. -5.06 -0.49   6.97   3.32   1.73 0.36 0.63 0.48  0.10 701.5 617259.  3.88 652.8 279280.
 6:09:46 0.89 350.72 115.70 -3.32 1623   3.82   641.1 273212. -5.10  0.82   7.37   2.53   1.03 0.28 0.58 0.56  0.07 732.9 981294.  3.97 639.2 243329.
 6:10:26 0.89 350.72 115.70 -3.32 1623   3.94   635.3 224598. -3.68  1.41   7.75   1.49   0.22 0.18 0.36 0.45  0.07 740.5 964662.  3.93 630.7 216682.
 6:11:07 0.89 350.72 115.69 -3.32 1623   3.90   638.4 260325. -4.09  1.13   7.44   2.25   0.06 0.44 1.28 0.55  0.07 712.0 939714.  3.90 637.6 231501.
 6:11:47 0.89 350.72 115.69 -3.32 1623   4.11   634.9 214989. -1.82  2.75   7.12   1.12  -0.09 0.75 2.53 1.36  0.08 694.0 888155.  3.74 630.3 198335.
 6:12:28 0.89 350.72 115.68 -3.32 1623   3.81   629.3 183983. -2.39  1.73   7.75  -0.35  -0.60 0.17 0.53 0.47  0.06 762.9 692311.  3.84 628.8 153548.
 6:13:08 0.89 350.72 115.67 -3.32 1623   4.30   638.4 237518. -0.63  2.27   7.56  -0.24  -0.86 0.40 1.44 0.79  0.08 737.3 953643.  4.39 635.6 220538.
 6:13:49 0.89 350.72 115.67 -3.32 1623   3.80   643.7 272227. -4.99  1.79   7.05   2.97  -1.04 0.48 0.92 0.63  0.09 689.1 783580.  3.77 642.8 249888.
 6:14:29 0.89 350.72 115.66 -3.32 1623   4.45   638.0 217007. -3.76  1.25   6.44   3.70  -0.97 0.70 1.36 1.35  0.09 734.01317886.  4.67 643.1 305066.
 6:15:10 0.89 350.72 115.65 -3.32 1623   3.84   647.4 284854. -5.33  2.33   6.69   3.83  -1.24 0.30 0.53 0.42  0.07 707.61288156.  3.94 647.3 244778.
 6:15:50 0.89 350.72 115.65 -3.36 1623  -1.00    -1.0     -1. -1.00 -1.00   6.35   1.36  -1.23 0.71 3.01 1.44 -1.00  -1.0     -1. -1.00  -1.0     -1.
 6:20:40 0.89 350.72 115.60 -3.32 1623   3.61   665.8 263047. -7.05  4.39   5.60   4.01  -3.71 0.69 1.09 0.76  0.10 713.01194393.  3.55 667.7 262943.
 6:21:21 0.89 350.72 115.60 -3.32 1623   4.05   650.5 235078. -1.39  4.90   6.56   0.97  -3.32 0.37 2.32 1.17  0.09 713.7 953228.  3.94 650.7 191204.
 6:22:02 0.89 350.72 115.59 -3.32 1623   3.82   667.0 300365. -2.06  6.17   6.09  -0.72  -4.70 0.73 1.22 1.08  0.10 701.21184206.  4.10 660.8 291241.
 6:22:42 0.89 350.72 115.58 -3.32 1623   3.57   645.6 252217. -4.06  5.04   6.35   1.73  -4.03 0.76 1.48 1.13  0.07 739.3 737842.  3.71 646.3 301947.
 6:23:23 0.89 350.72 115.58 -3.32 1623   4.34   666.4 249222. -1.79  5.60   4.96  -1.15  -5.85 0.99 0.83 1.36  0.12 712.51089818.  4.41 664.6 271571.
 6:24:03 0.89 350.72 115.57 -3.32 1623   3.86   670.3 230095. -1.30  6.59   4.54  -2.31  -6.03 0.72 0.69 0.64  0.08 712.3 994184.  3.56 670.3 249118.
 6:24:44 0.89 350.72 115.57 -3.32 1623   3.90   658.8 266630. -1.48  5.84   5.59  -2.04  -4.90 1.00 1.54 1.34  0.08 732.51045120.  3.62 657.7 250781.
 6:25:24 0.89 350.72 115.56 -3.32 1623   4.30   642.7 223841. -3.10  4.21   7.30  -0.20  -3.20 0.33 1.25 0.81  0.10 688.61048654.  4.04 639.7 202957.
 6:26:05 0.89 350.72 115.55 -3.32 1623   3.99   637.5 206287. -4.52  1.94   7.25   1.67  -2.58 0.26 1.10 0.69  0.09 683.3 761335.  4.18 641.2 228022.
 6:26:45 0.89 350.72 115.55 -3.32 1623   3.70   637.6 249771. -0.65  1.57   7.65  -1.87  -0.57 0.40 1.39 0.75  0.05 715.2 592519.  3.43 632.3 213489.
 6:27:26 0.89 350.72 115.54 -3.32 1623   3.84   632.4 169384. -1.35  1.26   7.74  -1.83  -0.46 0.28 0.89 0.72  0.11 707.81081502.  3.98 631.5 150816.
 6:28:06 0.89 350.72 115.53 -3.32 1623   4.13   642.9 238229. -3.59  4.05   7.27   0.46  -3.11 0.33 0.57 0.61  0.11 688.8 956346.  4.00 640.9 217101.
 6:28:47 0.89 350.72 115.53 -3.32 1623   3.80   638.8 180994. -2.19  3.37   7.36   0.12  -2.99 0.21 0.59 0.60  0.08 731.5 928280.  4.06 640.6 237410.
 6:29:27 0.89 350.72 115.52 -3.32 1623   4.04   645.7 236059. -3.66  4.49   7.01  -0.11  -3.57 0.43 0.89 1.48  0.07 746.2 747405.  4.08 649.4 284942.
 6:30:08 0.89 350.72 115.52 -3.32 1623   3.60   645.0 248286. -2.06  4.12   6.89  -1.49  -3.26 0.59 1.50 1.13  0.04 771.0 911440.  3.63 641.3 243475.
 6:30:48 0.89 350.72 115.51 -3.32 1623   4.06   636.0 219446. -3.73  2.50   7.70   0.31  -1.99 0.30 0.90 0.96  0.08 724.71275266.  3.92 632.6 209022.
 6:31:29 0.89 350.71 115.50 -3.32 1623   3.80   667.3 250417.  0.00  4.42   6.27  -2.37  -2.56 1.44 2.90 1.40  0.10 716.8 870275.  3.79 663.3 242309.
 6:32:09 0.89 350.71 115.50 -3.32 1623   3.92   643.8 220587. -0.88  3.74   6.14  -3.68  -3.20 0.65 0.71 0.77  0.09 688.11147615.  3.82 643.7 191178.
 6:32:50 0.89 350.71 115.49 -3.32 1623   3.81   653.0 290467.  0.00  3.47   6.26  -3.51  -3.43 0.34 0.60 0.64  0.08 692.6 794599.  3.96 649.5 231553.
 6:33:30 0.89 350.71 115.48 -3.32 1623   3.87   641.2 233938. -0.99  3.85   6.78  -2.39  -3.13 0.41 0.54 0.68  0.07 716.2 614556.  3.61 638.9 216558.
 6:34:11 0.89 350.71 115.48 -3.32 1623   3.82   638.9 171113. -1.15  2.53   7.41  -2.30  -1.16 0.20 0.58 0.61  0.10 756.91439509.  3.87 632.4 165353.
 6:34:51 0.89 350.71 115.47 -3.32 1623   4.26   638.0 217133. -1.97  2.83   7.31  -2.11  -1.72 0.23 0.53 0.68  0.04 786.0 750316.  4.17 635.5 199007.
 6:35:32 0.89 350.71 115.47 -3.32 1623   4.06   643.0 183145. -1.32  3.41   6.98  -2.00  -2.80 0.31 0.93 0.57  0.09 707.5 856138.  4.18 642.8 249787.
 6:36:12 0.89 350.71 115.46 -3.32 1623   3.92   641.7 218085. -0.39  2.82   6.75  -2.81  -2.32 0.61 1.31 1.05 -1.00  -1.0     -1.  4.16 636.4 229169.
 6:36:53 0.89 350.71 115.45 -3.32 1623   3.96   642.5 263353. -1.71  3.65   7.19  -1.87  -2.39 0.47 1.39 0.89  0.08 681.1 947614.  3.88 641.5 240162.
 6:37:33 0.89 350.71 115.45 -3.32 1623   3.52   639.5 239164. -3.05  3.50   7.32   0.04  -3.05 0.39 0.59 0.84  0.10 707.5 793352.  3.73 641.6 308545.
 6:38:14 0.89 350.71 115.44 -3.32 1623   3.70   635.1 191679. -1.99  2.53   7.28  -0.17  -2.96 0.42 0.75 0.95  0.07 696.9 671521.  3.86 631.5 163209.
 6:38:54 0.89 350.71 115.43 -3.32 1623   3.82   643.2 225092. -5.04  3.47   7.49   0.46  -2.61 0.27 0.83 0.62  0.10 727.81342003.  3.81 640.2 216438.
 6:39:35 0.89 350.71 115.43 -3.32 1623   3.69   636.0 197929. -3.88  3.52   7.52   0.62  -2.76 0.20 0.35 0.37  0.06 748.51022875.  3.71 638.8 229348.
 6:40:15 0.89 350.71 115.42 -3.32 1623   3.93   640.9 223744. -4.06  3.71   7.40   0.92  -3.01 0.19 0.33 0.36  0.10 713.9 722665.  3.81 639.4 209655.
 6:40:56 0.89 350.71 115.42 -3.32 1623   3.65   638.6 168319. -3.01  3.29   7.45   0.12  -2.57 0.27 0.90 0.73  0.10 700.91060504.  3.84 631.5 160955.
 6:41:36 0.89 350.71 115.41 -3.32 1623   4.36   638.9 200865. -1.42  2.29   7.51  -2.04  -0.67 0.26 0.61 0.57  0.06 702.9 842208.  4.17 634.6 183564.
 6:42:17 0.89 350.71 115.40 -3.32 1623   4.07   637.9 256752. -2.21  2.36   7.57  -1.41  -0.79 0.22 0.79 0.57  0.06 724.0 738050.  4.13 636.1 207460.
 6:42:57 0.89 350.71 115.40 -3.32 1623   3.62   635.8 238401. -2.17  2.61   7.62   0.21  -1.47 0.27 1.09 0.80  0.09 692.4 592935.  3.68 631.5 210591.
 6:43:38 0.89 350.71 115.39 -3.32 1623   4.32   636.8 195151. -0.90  2.10   7.13  -2.21  -1.50 0.39 1.02 1.00  0.09 705.9 974018.  4.12 634.3 157758.
 6:44:18 0.89 350.71 115.39 -3.32 1623   4.65   642.2 228074. -1.21  1.87   6.23  -3.09   0.22 1.34 2.06 1.84  0.12 710.3 580876.  4.74 650.9 271870.
 6:44:59 0.89 350.71 115.38 -3.32 1623   4.72   662.9 252548.  0.00  0.35   4.75  -5.34   1.99 1.01 1.09 1.03  0.13 692.8 685243.  4.61 660.6 252347.
 6:45:39 0.89 350.71 115.37 -3.32 1623   4.30   680.9 248234.  1.17 -1.17   4.75  -4.92   2.67 1.04 0.76 1.54  0.09 718.5 764453.  4.20 679.0 233681.
 6:46:20 0.89 350.71 115.37 -3.32 1623   4.00   671.9 241321. -0.02 -2.63   4.06  -4.82   3.75 0.92 1.30 1.30  0.14 719.51162584.  4.14 668.4 240854.
 6:47:00 0.89 350.71 115.36 -3.32 1623   4.23   678.9 201716. -0.03 -2.67   3.21  -4.35   5.56 0.47 1.13 0.91  0.11 707.7 662166.  4.40 680.1 249741.
 6:47:41 0.89 350.71 115.35 -3.32 1623   4.43   671.2 226405.  0.00 -1.13   3.14  -5.28   4.81 0.60 0.63 0.85  0.16 718.5 894600.  4.31 672.5 230822.
 6:48:21 0.89 350.71 115.35 -3.32 1623   3.36   664.0 224118.  0.97  0.05   4.16  -5.46   3.40 0.92 0.65 1.05  0.12 709.8 575887.  3.59 663.8 249689.
