1984/182   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 3:28:53 0.60 224.71  95.78 -6.66 1750  49.22   321.8  37487.  0.82  2.59   0.00   0.00   0.00 0.00 0.00 0.00  0.81 312.5 129172. 50.29 320.2  40768.
 4:12:05 0.60 224.74  95.41 -6.67 1750  50.65   321.3  46801.  1.09  2.22   0.00   0.00   0.00 0.00 0.00 0.00  1.02 314.2  45219. 49.56 320.4  42483.
 4:55:16 0.60 224.76  95.04 -6.67 1750  46.85   315.5  37591.  1.22  2.87   0.00   0.00   0.00 0.00 0.00 0.00  1.46 300.7  54223. 48.38 312.8  36016.
 5:38:28 0.60 224.79  94.67 -6.67 1750  47.77   314.8  35980.  0.10  3.25   0.00   0.00   0.00 0.00 0.00 0.00  0.99 307.3  66944. 49.75 316.1  41301.
 9:14:29 0.60 224.93  92.82 -6.69 1750  76.24   300.6  25734.  4.43  2.32   0.00   0.00   0.00 0.00 0.00 0.00  0.39 297.4  47505. 76.08 298.2  22794.
 9:57:41 0.60 224.96  92.45 -6.69 1750  85.74   304.1  29464.  3.20  4.52   0.00   0.00   0.00 0.00 0.00 0.00  0.75 294.6  82030. 91.90 300.7  29161.
10:40:53 0.60 224.98  92.09 -6.69 1750  69.89   304.1  16882.  2.60  5.00   0.00   0.00   0.00 0.00 0.00 0.00  0.92 300.4  29340. 69.99 301.7  17564.
11:24:05 0.60 225.01  91.72 -6.69 1750  78.14   292.8  17103.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00  1.85 288.6  36747. 79.90 293.4  20043.
15:14:07 0.60 225.16  89.75 -6.71 1750 104.13   299.9  33293.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00  5.05 294.9  62825. -1.00  -1.0     -1.
15:15:28 0.60 225.16  89.74 -6.71 1750 125.65   302.2  29626.  7.50  0.42   0.00   0.00   0.00 0.00 0.00 0.00  5.50 292.3  79990.130.10 296.8  32221.
15:16:49 0.60 225.16  89.73 -6.71 1750 118.73   305.2  34031.  7.87 -0.73   0.00   0.00   0.00 0.00 0.00 0.00  3.82 300.6  68906.125.41 299.6  33222.
15:32:33 0.60 225.17  89.59 -6.71 1750 167.31   360.0  51050. -3.04  2.76   0.00   0.00   0.00 0.00 0.00 0.00  8.11 353.8  86786.168.49 360.2  56072.
15:59:43 0.60 225.19  89.36 -6.71 1750 178.98   347.0  55695. -4.14  1.24   0.00   0.00   0.00 0.00 0.00 0.00 11.25 341.7 107433.189.20 349.8  63722.
16:01:04 0.60 225.19  89.35 -6.71 1750 185.68   353.4  67626. -3.53  1.50   0.00   0.00   0.00 0.00 0.00 0.00  6.57 349.4 102028.185.93 355.4  66321.
16:02:25 0.60 225.19  89.34 -6.71 1750 185.07   352.7  66431. -3.17  1.69   0.00   0.00   0.00 0.00 0.00 0.00  9.70 346.3 160591.188.98 353.8  67961.
16:06:29 0.60 225.20  89.30 -6.71 1750 178.42   351.7  64989. -3.25  1.37   0.00   0.00   0.00 0.00 0.00 0.00  8.30 345.1  95946.177.27 353.2  64414.
16:07:50 0.60 225.20  89.29 -6.71 1750 175.82   352.5  63452. -2.97  1.73   0.00   0.00   0.00 0.00 0.00 0.00  8.78 345.7 120089.175.60 353.4  65352.
16:09:11 0.60 225.20  89.28 -6.71 1750 173.90   355.0  55649. -4.31  2.31   0.00   0.00   0.00 0.00 0.00 0.00  8.26 349.1  96960.178.58 355.7  61685.
16:10:32 0.60 225.20  89.27 -6.71 1750 174.85   352.9  59392. -4.02  2.52   0.00   0.00   0.00 0.00 0.00 0.00  6.29 345.7 113384.180.64 354.9  58927.
16:11:53 0.60 225.20  89.26 -6.71 1750 169.46   357.9  53548. -3.37  2.72   0.00   0.00   0.00 0.00 0.00 0.00  7.97 353.9  90918.168.57 358.5  58735.
16:13:14 0.60 225.20  89.24 -6.71 1750 166.09   361.1  59775.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00  6.99 356.0  87604.171.85 359.4  51995.
16:15:45 0.60 225.20  89.23 -6.71 1750 165.88   359.9  59132. -2.99  2.64   0.00   0.00   0.00 0.00 0.00 0.00  7.43 354.8  75780.163.88 360.6  53229.
16:58:57 0.60 225.23  88.86 -6.71 1750 140.61   362.8  53671. -3.40  2.11   0.00   0.00   0.00 0.00 0.00 0.00  3.52 364.5  55562.144.42 364.4  59359.
17:42:09 0.60 225.26  88.49 -6.72 1750 106.14   372.7  47112. -4.17  2.41   0.00   0.00   0.00 0.00 0.00 0.00  3.61 372.2  88332.104.53 372.4  48288.
21:18:10 0.59 225.40  86.65 -6.73 1750 113.68   335.0  38270.  2.09  3.79   0.00   0.00   0.00 0.00 0.00 0.00  1.12 327.9  82368.116.20 334.1  41752.
22:01:22 0.59 225.43  86.28 -6.73 1750 113.64   337.0  27011.  2.50  4.24   0.00   0.00   0.00 0.00 0.00 0.00  1.60 330.7  39839.117.37 334.9  30113.
22:44:34 0.59 225.46  85.91 -6.74 1750  80.13   328.3  37555.  2.16  5.20   0.00   0.00   0.00 0.00 0.00 0.00  1.58 316.1  94153. 83.19 324.9  36337.
23:27:46 0.59 225.49  85.54 -6.74 1750  58.41   330.6  47902.  1.43  2.74   0.00   0.00   0.00 0.00 0.00 0.00  1.97 324.9  53093. 57.30 330.1  43562.
