1980/243   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 4:11:28 0.98  99.71  86.63 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   0.32  -1.66  -0.94 0.20 0.34 0.17 -1.00  -1.0     -1.  4.35 340.5  37789.
 4:16:52 0.98  99.71  86.58 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   2.51   0.56   1.43 0.13 0.09 0.17 -1.00  -1.0     -1.  3.65 344.5  40739.
 4:22:16 0.98  99.71  86.53 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   2.41   0.35   1.61 0.18 0.29 0.16 -1.00  -1.0     -1.  3.37 343.6  67792.
 4:27:40 0.98  99.71  86.48 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   1.47   0.13   1.74 0.20 0.10 0.16 -1.00  -1.0     -1.  3.50 344.1  35704.
 4:33:04 0.98  99.71  86.43 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   0.49   0.16   1.91 0.20 0.08 0.21 -1.00  -1.0     -1.  3.64 348.6  40284.
 4:38:28 0.98  99.71  86.38 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   0.77   1.22   1.82 0.08 0.24 0.00 -1.00  -1.0     -1.  3.66 342.6  45251.
 4:43:52 0.98  99.70  86.33 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   1.75  -0.20   0.19 0.18 0.22 0.19 -1.00  -1.0     -1.  3.95 345.4  70118.
 4:49:16 0.98  99.70  86.28 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   0.88  -0.72   0.78 0.15 0.41 0.32 -1.00  -1.0     -1.  3.81 345.5  42500.
 4:54:40 0.98  99.70  86.23 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   1.12   0.10   0.94 0.20 0.18 0.16 -1.00  -1.0     -1.  3.66 351.2  48886.
 5:00:04 0.98  99.70  86.17 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   0.98  -0.38   1.02 0.15 0.24 0.00 -1.00  -1.0     -1.  3.61 349.5  38926.
 5:05:28 0.98  99.70  86.13 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   1.35   0.00   0.30 0.00 0.00 0.16 -1.00  -1.0     -1.  4.47 342.8  83521.
 5:08:26 0.98  99.70  86.10 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   0.62  -0.10   0.97 0.18 0.18 0.05 -1.00  -1.0     -1. -1.00  -1.0     -1.
 5:10:50 0.98  99.70  86.07 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   1.00   0.66   0.46 0.19 0.15 0.20 -1.00  -1.0     -1.  3.79 345.2  72675.
 5:16:14 0.98  99.70  86.02 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   1.34   0.25   0.46 0.11 0.22 0.19 -1.00  -1.0     -1. -1.00  -1.0     -1.
 5:21:38 0.98  99.70  85.97 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.78 342.9  43256.
 5:27:02 0.98  99.70  85.92 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   1.45   0.36  -0.18 0.18 0.19 0.00 -1.00  -1.0     -1.  3.45 336.0  36568.
 5:32:28 0.98  99.70  85.87 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   1.71   1.21   0.23 0.05 0.15 0.00 -1.00  -1.0     -1.  4.44 336.0  62305.
 5:37:52 0.98  99.69  85.82 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.94   0.69  -0.01 0.00 0.00 0.00 -1.00  -1.0     -1.  3.69 343.3  45683.
 5:43:16 0.98  99.69  85.77 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.41 339.7  53749.
 5:48:40 0.98  99.69  85.72 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.97 340.6  37244.
 5:54:04 0.98  99.69  85.67 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.76 343.6  42513.
 5:59:28 0.98  99.69  85.62 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00  -2.18   0.77  -0.05 0.29 0.10 0.05 -1.00  -1.0     -1.  4.15 338.4  54519.
 6:04:52 0.98  99.69  85.57 -0.10 1698  -1.00    -1.0     -1. -1.00 -1.00  -2.38   0.74   0.27 0.15 0.22 0.19 -1.00  -1.0     -1.  3.77 332.3  61880.
 6:10:16 0.98  99.69  85.52 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -2.25   0.95  -0.45 0.15 0.05 0.05 -1.00  -1.0     -1.  4.12 341.1  46557.
 6:15:40 0.98  99.69  85.47 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.00   1.14   0.41 0.12 0.08 0.00 -1.00  -1.0     -1.  3.94 332.2  33878.
 6:21:04 0.98  99.69  85.42 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.65   1.03  -0.56 0.10 0.20 0.20 -1.00  -1.0     -1.  4.34 337.0  41532.
 6:26:28 0.98  99.69  85.36 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -2.09   0.99  -0.57 0.05 0.00 0.20 -1.00  -1.0     -1.  4.27 333.1  77635.
 6:31:52 0.98  99.68  85.32 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -2.25   0.33  -0.33 0.10 0.20 0.16 -1.00  -1.0     -1.  4.12 340.1  56945.
 6:37:16 0.98  99.68  85.27 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -2.40   0.08  -0.12 0.21 0.11 0.20 -1.00  -1.0     -1.  4.06 336.4  53824.
 6:42:40 0.98  99.68  85.21 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.96   0.51   0.31 0.10 0.19 0.16 -1.00  -1.0     -1.  3.67 332.0  47356.
 6:48:04 0.98  99.68  85.17 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.67   0.48  -0.01 0.23 0.14 0.01 -1.00  -1.0     -1.  4.12 333.6  49809.
 6:53:28 0.98  99.68  85.11 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.67   0.03   0.51 0.19 0.15 0.25 -1.00  -1.0     -1.  4.39 326.1  40879.
 6:58:52 0.98  99.68  85.06 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00   1.91   1.29   0.88 0.08 0.37 0.20 -1.00  -1.0     -1.  3.91 324.3  39787.
 7:04:16 0.98  99.68  85.01 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00   1.23  -0.15   1.04 0.16 0.19 0.00 -1.00  -1.0     -1.  3.50 336.2  40317.
 7:09:40 0.98  99.68  84.96 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00   1.96   0.13   1.43 0.27 0.15 0.15 -1.00  -1.0     -1.  3.28 340.0  37513.
 7:15:04 0.98  99.68  84.91 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00   2.37   0.04   1.07 0.15 0.10 0.16 -1.00  -1.0     -1.  3.34 331.1  43994.
 7:20:28 0.98  99.67  84.86 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00   1.18   0.28   1.52 0.41 0.26 0.30 -1.00  -1.0     -1.  4.02 322.6  42055.
 7:25:52 0.98  99.67  84.81 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.99   0.86   1.02 0.23 0.18 0.25 -1.00  -1.0     -1.  3.91 331.2  35723.
 7:31:16 0.98  99.67  84.76 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.39   1.12   1.29 0.05 0.20 0.16 -1.00  -1.0     -1.  3.85 328.9  30038.
 7:36:40 0.98  99.67  84.71 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.73   0.82   1.05 0.16 0.08 0.19 -1.00  -1.0     -1.  4.40 332.3  45712.
 7:42:05 0.98  99.67  84.66 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.35   1.24   1.13 0.11 0.24 0.16 -1.00  -1.0     -1.  3.87 338.3  40456.
 7:47:29 0.98  99.67  84.61 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.59   0.88   0.81 0.12 0.04 0.00 -1.00  -1.0     -1.  3.61 343.2  33345.
 7:52:53 0.98  99.67  84.56 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.45   0.84   1.21 0.21 0.11 0.00 -1.00  -1.0     -1.  3.44 339.1  29727.
 7:58:17 0.98  99.67  84.51 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.03   0.93   1.24 0.20 0.20 0.04 -1.00  -1.0     -1.  3.72 334.6  36831.
 8:03:41 0.98  99.67  84.46 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.47   1.07   0.97 0.19 0.16 0.20 -1.00  -1.0     -1.  3.53 340.6  42155.
 8:09:05 0.98  99.67  84.40 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.61   1.67   1.13 0.08 0.16 0.16 -1.00  -1.0     -1.  3.41 334.9  33271.
 8:14:29 0.98  99.66  84.35 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.70   0.19   1.16 0.20 0.31 0.19 -1.00  -1.0     -1.  3.71 324.8  34866.
 8:19:53 0.98  99.66  84.30 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.18   0.31   1.33 0.04 0.12 0.00 -1.00  -1.0     -1.  3.91 326.7  34037.
 8:25:17 0.98  99.66  84.25 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.34   0.19   1.17 0.16 0.20 0.19 -1.00  -1.0     -1.  3.99 324.1  38806.
 8:30:41 0.98  99.66  84.20 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.36   0.33   1.41 0.24 0.10 0.16 -1.00  -1.0     -1.  4.30 322.2  26088.
 8:36:05 0.98  99.66  84.15 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00   1.23   0.19   1.13 0.50 0.20 0.46 -1.00  -1.0     -1.  3.96 321.2  34849.
 8:41:29 0.98  99.66  84.10 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.08   1.38   1.62 0.10 0.20 0.00 -1.00  -1.0     -1.  4.42 319.2  33943.
 8:46:53 0.98  99.66  84.05 -0.11 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.52   0.90   1.57 0.12 0.08 0.20 -1.00  -1.0     -1.  4.17 321.0  26787.
 8:52:17 0.98  99.66  84.00 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.14   0.56   1.46 0.04 0.16 0.20 -1.00  -1.0     -1.  3.89 321.5  25403.
 8:57:41 0.98  99.66  83.95 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.00   0.69   1.68 0.15 0.05 0.06 -1.00  -1.0     -1.  4.10 319.2  23616.
 9:03:05 0.98  99.66  83.90 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.29   0.40   1.73 0.19 0.14 0.00 -1.00  -1.0     -1.  4.62 319.3  18679.
 9:08:29 0.98  99.65  83.85 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.03   0.52   1.18 0.17 0.20 0.19 -1.00  -1.0     -1.  4.16 318.0  33430.
 9:13:53 0.98  99.65  83.80 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.15   0.24   1.33 0.00 0.00 0.00 -1.00  -1.0     -1.  4.05 315.5  34060.
 9:19:17 0.98  99.65  83.75 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.13   0.23   1.42 0.24 0.11 0.16 -1.00  -1.0     -1.  4.18 319.1  28018.
 9:24:41 0.98  99.65  83.69 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.03   0.17   1.57 0.16 0.17 0.20 -1.00  -1.0     -1.  3.84 314.7  18945.
 9:30:05 0.98  99.65  83.65 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.75   0.05   1.32 0.57 0.12 0.26 -1.00  -1.0     -1.  4.28 312.1  21008.
 9:35:29 0.98  99.65  83.60 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.87   0.03   1.28 0.23 0.19 0.18 -1.00  -1.0     -1.  4.57 314.8  31929.
 9:40:53 0.98  99.65  83.54 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   1.06   0.07   0.98 0.19 0.17 0.16 -1.00  -1.0     -1.  4.69 316.9  38757.
 9:46:17 0.98  99.65  83.50 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   1.46  -0.37   0.51 0.20 0.11 0.19 -1.00  -1.0     -1.  4.38 315.3  33924.
 9:51:41 0.98  99.65  83.44 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   1.36  -0.07   0.74 0.00 0.00 0.16 -1.00  -1.0     -1.  4.23 316.9  25439.
 9:57:05 0.98  99.65  83.39 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   1.93   0.16   0.31 0.20 0.05 0.05 -1.00  -1.0     -1.  4.18 311.5  35282.
10:02:29 0.98  99.64  83.34 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   1.97   0.09  -0.07 0.18 0.19 0.05 -1.00  -1.0     -1.  4.82 311.3  53453.
10:07:53 0.98  99.64  83.29 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   1.88  -0.09  -0.99 0.13 0.24 0.17 -1.00  -1.0     -1.  4.33 313.9  29386.
10:13:17 0.98  99.64  83.24 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   1.53  -0.23  -0.22 0.08 0.20 0.16 -1.00  -1.0     -1.  4.91 309.2  44673.
10:18:41 0.98  99.64  83.19 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.05   0.10   1.19 0.21 0.16 0.19 -1.00  -1.0     -1.  5.18 308.6  27060.
10:24:05 0.98  99.64  83.14 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.35  -0.03   1.25 0.17 0.09 0.17 -1.00  -1.0     -1.  4.58 311.7  21251.
10:29:29 0.98  99.64  83.09 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.07   0.24   1.34 0.16 0.04 0.00 -1.00  -1.0     -1.  4.96 311.4  27670.
10:34:50 0.98  99.64  83.04 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.05   0.40   1.42 0.18 0.19 0.16 -1.00  -1.0     -1.  4.76 310.5  20823.
10:38:26 0.98  99.64  83.01 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.61   0.39   1.36 0.20 0.16 0.15 -1.00  -1.0     -1. -1.00  -1.0     -1.
10:43:50 0.98  99.64  82.95 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.25   0.31   1.75 0.00 0.00 0.00 -1.00  -1.0     -1.  4.64 308.4  23714.
10:49:14 0.98  99.64  82.91 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.39   0.79   1.70 0.17 0.16 0.17 -1.00  -1.0     -1.  4.79 311.6  22366.
10:54:38 0.98  99.63  82.85 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.45   0.89   1.46 0.25 0.10 0.15 -1.00  -1.0     -1.  4.89 311.2  28853.
10:56:29 0.98  99.63  82.84 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.97   0.51   1.31 0.19 0.18 0.20 -1.00  -1.0     -1.  4.68 319.4  36558.
11:01:53 0.98  99.63  82.79 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   1.14   0.39   1.07 0.04 0.16 0.00 -1.00  -1.0     -1.  4.56 312.8  30025.
11:07:17 0.98  99.63  82.73 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00   0.05   0.35   1.36 0.18 0.19 0.00 -1.00  -1.0     -1.  4.74 310.1  25419.
11:12:41 0.98  99.63  82.69 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.15   0.21   1.51 0.00 0.00 0.20 -1.00  -1.0     -1.  5.28 307.8  30536.
11:18:05 0.98  99.63  82.63 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.82  -0.19   0.87 0.04 0.00 0.16 -1.00  -1.0     -1.  4.44 314.0  28547.
11:23:29 0.98  99.63  82.58 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.98   1.90   1.41 0.08 0.20 0.19 -1.00  -1.0     -1.  4.23 311.0  26374.
11:28:53 0.98  99.63  82.53 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.50   1.23   1.75 0.17 0.19 0.00 -1.00  -1.0     -1.  4.03 305.4  15700.
11:34:17 0.98  99.63  82.48 -0.12 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.65   1.30   1.75 0.00 0.00 0.00 -1.00  -1.0     -1.  3.75 307.7  20686.
11:39:41 0.98  99.63  82.43 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.63   2.16   1.49 0.16 0.08 0.20 -1.00  -1.0     -1.  4.58 306.1  22385.
11:45:05 0.98  99.63  82.38 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.09   1.10   1.92 0.05 0.00 0.20 -1.00  -1.0     -1.  4.36 307.9  22486.
11:50:29 0.98  99.62  82.33 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.94   2.00   1.57 0.00 0.00 0.16 -1.00  -1.0     -1.  4.08 305.4  15684.
11:55:53 0.98  99.62  82.28 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00  -0.86   1.66   1.65 0.16 0.17 0.00 -1.00  -1.0     -1.  3.67 301.5  21320.
12:01:17 0.98  99.62  82.23 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.50   1.30   1.48 0.05 0.00 0.20 -1.00  -1.0     -1.  4.93 306.0  21443.
12:06:41 0.98  99.62  82.18 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.06   1.25   1.81 0.07 0.20 0.19 -1.00  -1.0     -1.  4.72 301.7  21956.
12:12:05 0.98  99.62  82.13 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.80   0.81   1.57 0.14 0.16 0.16 -1.00  -1.0     -1.  4.37 305.6  18896.
12:17:29 0.98  99.62  82.08 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.81  -0.03   1.16 0.13 0.19 0.16 -1.00  -1.0     -1.  5.06 306.4  31484.
12:22:53 0.98  99.62  82.03 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.61  -0.17   1.16 0.16 0.17 0.16 -1.00  -1.0     -1.  4.19 309.3  22164.
12:28:17 0.98  99.62  81.98 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.05  -0.69   0.51 0.16 0.16 0.05 -1.00  -1.0     -1.  4.33 306.5  23243.
12:33:41 0.98  99.62  81.93 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00  -1.13  -0.31   0.85 0.00 0.00 0.00 -1.00  -1.0     -1.  4.16 303.5  26585.
12:39:05 0.98  99.62  81.88 -0.13 1698  -1.00    -1.0     -1. -1.00 -1.00   0.07   0.30   0.73 0.13 0.19 0.20 -1.00  -1.0     -1.  5.10 297.9  45300.
