1981/298   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:45:24 0.86  75.94 267.96 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.76 400.2  41626.
 0:48:06 0.86  75.94 267.93 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.44 397.5  25828.
 0:50:32 0.86  75.94 267.91 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.82 399.4  43604.
 0:53:14 0.86  75.94 267.89 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.41 394.2  27115.
 0:55:56 0.86  75.94 267.86 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.64 392.2  27563.
 0:58:38 0.86  75.94 267.84 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.05 403.1  46443.
 1:01:20 0.86  75.94 267.81 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.23 403.0  23616.
 1:04:02 0.86  75.94 267.78 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.17 401.8  17077.
 1:06:44 0.86  75.94 267.76 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.22 416.5  20124.
 1:09:26 0.86  75.94 267.74 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.21 415.5  31052.
 1:12:08 0.86  75.94 267.71 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.79 409.3  31659.
 1:14:50 0.86  75.94 267.69 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.46 392.8  36656.
 1:53:56 0.86  75.94 267.32 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.49 349.7  31575.
 1:53:56 0.86  75.94 267.32 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.33 351.3  23412.
 1:56:38 0.86  75.94 267.30 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.61 376.1  29805.
 1:57:59 0.86  75.94 267.29 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.18 363.0  27846.
 1:59:23 0.86  75.94 267.28 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.87 362.6  27089.
 2:00:43 0.86  75.94 267.26 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.44 365.9  46440.
 2:02:04 0.86  75.94 267.25 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.36 380.4  30779.
 2:03:25 0.86  75.94 267.24 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.94 366.1  31533.
 2:04:46 0.86  75.94 267.23 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.93 380.5  37270.
 2:06:07 0.86  75.94 267.21 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.32 379.8  42867.
 2:07:28 0.86  75.94 267.20 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.90 378.3  63007.
 2:08:49 0.86  75.94 267.19 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.79 427.6  67435.
 2:10:10 0.86  75.94 267.17 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.87 346.1  47713.
 2:11:31 0.86  75.94 267.16 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.91 345.4  34330.
 2:12:52 0.86  75.94 267.15 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.10 345.6  68208.
 2:14:13 0.86  75.94 267.14 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.77 348.5  51946.
 2:15:34 0.86  75.94 267.13 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.49 353.9  21794.
 2:16:55 0.86  75.94 267.11 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.55 363.8  31370.
 2:18:16 0.86  75.94 267.10 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.20 371.3  43991.
 2:19:37 0.86  75.94 267.09 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.82 384.4  42548.
 2:20:58 0.86  75.94 267.08 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.07 385.7  38637.
 2:22:19 0.86  75.94 267.06 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.51 446.8  52242.
 2:23:40 0.86  75.94 267.05 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.03 358.5  35301.
 2:25:01 0.86  75.94 267.04 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.99 364.7  53307.
 2:26:22 0.86  75.94 267.03 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.03 370.5  55877.
 2:27:43 0.86  75.94 267.01 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.99 389.9  72226.
 2:29:04 0.86  75.94 267.00 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.85 357.1  30938.
 2:30:25 0.86  75.94 266.99 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.63 364.7  50452.
 2:31:46 0.86  75.94 266.98 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.69 378.4  63127.
 2:33:07 0.86  75.94 266.97 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.01 386.7 122168.
 2:34:28 0.86  75.94 266.95 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.82 380.6 114852.
 2:35:49 0.86  75.94 266.94 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.86 382.1  55588.
 2:37:10 0.86  75.93 266.93 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.50 380.6  31893.
 2:38:31 0.86  75.93 266.92 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.70 387.1  55987.
 2:39:52 0.86  75.93 266.90 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.62 367.6  27534.
 2:42:32 0.86  75.93 266.88 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.33 391.5  47213.
 2:43:53 0.86  75.93 266.86 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.81 378.9  75215.
 2:45:14 0.86  75.93 266.85 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.15 348.9  52544.
 2:46:35 0.86  75.93 266.84 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.58 373.8  62205.
 2:47:58 0.86  75.93 266.83 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.81 370.7  60548.
 2:49:19 0.86  75.93 266.82 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.72 362.7  56777.
 2:50:40 0.86  75.93 266.80 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.61 356.1  71443.
 2:52:01 0.86  75.93 266.79 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.89 365.6  59989.
 2:53:22 0.86  75.93 266.78 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.54 375.2  47895.
 2:54:43 0.86  75.93 266.77 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.54 385.2  58138.
 2:56:04 0.86  75.93 266.75 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.57 377.3  59164.
 2:57:25 0.86  75.93 266.74 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.81 402.7  39423.
 2:58:46 0.86  75.93 266.73 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.95 402.8  73753.
 3:00:07 0.86  75.93 266.71 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.92 357.7  40641.
 3:01:28 0.86  75.93 266.70 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.96 355.3  75478.
 3:02:49 0.86  75.93 266.69 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.71 366.1  44270.
 3:04:10 0.86  75.93 266.68 -3.78 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.75 346.6  54165.
 3:05:31 0.86  75.93 266.67 -3.79 1714  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.68 360.7  59216.
