1981/079   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
19:33:05 0.98 265.32 101.90 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.63 496.8  86974.
19:35:47 0.98 265.32 101.88 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.79 461.0 850167.
19:38:29 0.98 265.32 101.85 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.79 505.3  98600.
19:41:11 0.98 265.32 101.83 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.23 494.1 163800.
19:43:53 0.98 265.32 101.80 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.51 531.4 124120.
19:46:35 0.98 265.32 101.77 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.28 524.3 159645.
19:49:17 0.98 265.32 101.75 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.35 523.1 347202.
19:51:59 0.98 265.32 101.73 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.53 496.4  50858.
19:54:41 0.98 265.32 101.70 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.82 509.0 175160.
19:57:23 0.98 265.32 101.68 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.03 493.1  62663.
20:00:05 0.98 265.32 101.65 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.94 507.5  58820.
20:02:47 0.98 265.31 101.62 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.28 498.8 179178.
20:05:29 0.98 265.31 101.60 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.54 355.3 106673.
20:08:11 0.98 265.31 101.58 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.52 522.0 246405.
20:10:53 0.98 265.31 101.55 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.86 507.1  64151.
20:13:35 0.98 265.31 101.52 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.96 523.7 214272.
20:16:17 0.98 265.31 101.50 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.85 494.4  92802.
20:18:59 0.98 265.31 101.47 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.29 499.3 225034.
20:21:41 0.98 265.31 101.45 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.12 500.6 111305.
20:24:23 0.98 265.31 101.42 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.29 508.3 104295.
20:27:05 0.98 265.31 101.40 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.28 502.0 108310.
20:29:47 0.98 265.31 101.37 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.55 503.3 136419.
20:32:29 0.98 265.31 101.35 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.09 483.7 796454.
20:35:11 0.98 265.31 101.32 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.28 502.8  76524.
20:37:53 0.98 265.31 101.30 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.37 506.7 334559.
20:40:35 0.98 265.31 101.27 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.65 501.5 184318.
20:43:17 0.98 265.31 101.24 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.40 504.3 233161.
20:45:59 0.98 265.31 101.22 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.63 480.8  90229.
20:48:41 0.98 265.31 101.20 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.33 485.0  49243.
20:51:23 0.98 265.31 101.17 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.17 487.9  65635.
20:54:05 0.98 265.30 101.14 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.36 485.4 173958.
20:56:47 0.98 265.30 101.12 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.56 486.4  60392.
20:59:29 0.98 265.30 101.09 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.92 493.8 198383.
21:02:11 0.98 265.30 101.07 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.45 490.7  46771.
21:04:53 0.98 265.30 101.04 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.20 484.8  55136.
21:07:35 0.98 265.30 101.02 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.88 476.2 109704.
21:10:17 0.98 265.30 100.99 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.87 512.1 323579.
21:12:59 0.98 265.30 100.97 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.69 480.2 101176.
21:15:41 0.98 265.30 100.94 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.65 471.8  32335.
21:18:23 0.98 265.30 100.92 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.84 490.1  52960.
21:21:05 0.98 265.30 100.89 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.33 494.9 162342.
21:23:47 0.98 265.30 100.87 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.65 480.3  87744.
21:26:29 0.98 265.30 100.84 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.42 510.3  63865.
21:29:11 0.98 265.30 100.82 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.34 472.7 345467.
21:31:53 0.98 265.30 100.79 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.27 484.4  45985.
21:34:35 0.98 265.30 100.77 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.71 493.3  80123.
21:37:17 0.98 265.30 100.74 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.34 521.9 133979.
21:39:59 0.98 265.30 100.71 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.98 501.1 100218.
21:42:41 0.98 265.30 100.69 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.82 489.8  33027.
21:45:23 0.98 265.29 100.67 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.24 512.1 136676.
21:48:05 0.98 265.29 100.64 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.84 509.8 200849.
21:50:47 0.98 265.29 100.61 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.09 498.9  57088.
21:53:29 0.98 265.29 100.59 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.69 502.6 110613.
21:56:11 0.98 265.29 100.56 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.55 485.1 105357.
21:58:53 0.98 265.29 100.54 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.75 487.9  93380.
22:01:35 0.98 265.29 100.51 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.32 517.4 248484.
22:04:17 0.98 265.29 100.49 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.93 517.5 169820.
22:06:59 0.98 265.29 100.46 -1.20 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.14 494.1 146483.
22:09:41 0.98 265.29 100.44 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.40 492.9  34700.
22:12:23 0.98 265.29 100.41 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.63 498.0  82664.
22:15:05 0.98 265.29 100.39 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.78 510.7  55393.
22:17:47 0.98 265.29 100.36 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.88 498.0 177535.
22:20:29 0.98 265.29 100.33 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.57 491.3  18373.
22:23:11 0.98 265.29 100.31 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.90 488.8  39466.
22:25:53 0.98 265.29 100.29 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.45 516.4 290321.
22:28:35 0.98 265.29 100.26 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.08 516.1 205036.
22:31:17 0.98 265.29 100.23 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.27 506.3  77459.
22:33:59 0.98 265.29 100.21 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.41 481.4  95277.
22:36:41 0.98 265.28 100.18 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.49 495.1  26462.
22:39:23 0.98 265.28 100.16 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.72 476.3  86666.
22:42:05 0.98 265.28 100.14 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.01 475.6  89164.
22:44:47 0.98 265.28 100.11 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.84 484.0  74510.
22:47:29 0.98 265.28 100.08 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.82 506.9 181300.
22:50:11 0.98 265.28 100.06 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.89 502.5 124003.
22:52:53 0.98 265.28 100.03 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.11 483.6  50127.
22:55:35 0.98 265.28 100.01 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.26 488.3  43416.
22:58:17 0.98 265.28  99.98 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.64 505.1  79123.
23:00:59 0.98 265.28  99.96 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.23 503.6 100095.
23:03:41 0.98 265.28  99.93 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.82 534.5 216308.
23:06:23 0.98 265.28  99.91 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.73 513.3  83826.
23:09:05 0.98 265.28  99.88 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.41 514.9  71908.
23:11:47 0.98 265.28  99.86 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.53 499.8  53807.
23:14:29 0.98 265.28  99.83 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.02 484.0 164177.
23:17:11 0.98 265.28  99.80 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.73 489.8  69176.
23:19:53 0.98 265.28  99.78 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.77 529.2 153503.
23:22:35 0.98 265.28  99.76 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.00 513.0 101725.
23:25:17 0.98 265.28  99.73 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.61 494.6 139138.
23:27:59 0.98 265.27  99.70 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.16 511.6 109570.
23:30:41 0.98 265.27  99.68 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.22 494.6  82524.
23:33:23 0.98 265.27  99.65 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.43 489.4  71242.
23:36:05 0.98 265.27  99.63 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.96 496.8  90902.
23:38:47 0.98 265.27  99.60 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.91 514.3 201460.
23:41:27 0.98 265.27  99.58 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.53 471.3 111045.
23:44:09 0.98 265.27  99.55 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.52 499.4  96996.
23:50:45 0.98 265.27  99.49 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.38 483.0  59781.
23:53:27 0.98 265.27  99.46 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.11 474.3  67763.
23:54:59 0.98 265.27  99.45 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.98 455.3  92282.
23:57:41 0.98 265.27  99.43 -1.21 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.96 458.2 154139.
