1981/079   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:01:17 0.98 265.55 112.87 -1.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.38 464.7  69439.
 0:03:59 0.98 265.55 112.84 -1.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.14 481.0 145674.
 0:06:41 0.98 265.55 112.82 -1.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.73 487.3 114433.
 0:09:23 0.98 265.55 112.79 -1.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.61 482.9 193326.
 0:12:05 0.98 265.55 112.77 -1.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.26 480.0 280846.
 0:14:47 0.98 265.55 112.74 -1.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.99 501.4 225635.
 0:17:29 0.98 265.55 112.72 -1.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.20 494.5 238018.
 0:20:11 0.98 265.55 112.69 -1.12 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.20 468.8 342134.
 0:22:53 0.98 265.55 112.66 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.65 488.8 141922.
 0:25:35 0.98 265.55 112.64 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.85 487.1 182550.
 0:28:17 0.98 265.55 112.62 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.25 487.0 327461.
 0:30:59 0.98 265.55 112.59 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.78 518.9 145008.
 0:33:41 0.98 265.54 112.56 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.74 513.7 162017.
 0:36:23 0.98 265.54 112.54 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.94 506.2 129009.
 0:39:05 0.98 265.54 112.51 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.64 506.1 333799.
 0:41:47 0.98 265.54 112.49 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.12 511.6 277542.
 0:44:29 0.98 265.54 112.46 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.25 508.6 216000.
 0:47:11 0.98 265.54 112.44 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.71 526.7 189720.
 0:49:53 0.98 265.54 112.41 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.72 500.4 294762.
 0:52:35 0.98 265.54 112.39 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.22 523.2 191860.
 0:55:17 0.98 265.54 112.36 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.46 516.1 191386.
 0:57:59 0.98 265.54 112.34 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.04 513.4 260845.
 1:00:41 0.98 265.54 112.31 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.88 498.5 254189.
 1:03:23 0.98 265.54 112.28 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.99 505.6 250070.
 1:06:05 0.98 265.54 112.26 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.32 494.1 297007.
 1:08:47 0.98 265.54 112.24 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.54 495.8 311670.
 1:11:29 0.98 265.54 112.21 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.12 492.6 245492.
 1:14:11 0.98 265.54 112.19 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.77 507.0 285660.
 1:16:53 0.98 265.54 112.16 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.61 504.7 221100.
 1:19:35 0.98 265.54 112.13 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.76 503.6 265328.
 1:22:17 0.98 265.54 112.11 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.59 510.8 205332.
 1:24:59 0.98 265.53 112.09 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.74 523.1 298803.
 1:27:41 0.98 265.53 112.06 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.20 521.7 179455.
 1:30:23 0.98 265.53 112.03 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.92 526.0 144543.
 1:33:05 0.98 265.53 112.01 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.16 530.2 141090.
 1:35:47 0.98 265.53 111.98 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.44 528.6 210406.
 1:38:29 0.98 265.53 111.96 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.54 493.6 265773.
 1:41:11 0.98 265.53 111.93 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.90 509.5 262008.
 1:43:53 0.98 265.53 111.91 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.25 505.6 246704.
 1:46:35 0.98 265.53 111.88 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.98 506.6 245350.
 1:49:17 0.98 265.53 111.86 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.16 534.8 372338.
 1:51:59 0.98 265.53 111.83 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.89 545.9 278714.
 1:54:41 0.98 265.53 111.81 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.46 539.7 294408.
 1:57:23 0.98 265.53 111.78 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.30 546.3 264704.
 2:00:05 0.98 265.53 111.75 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.90 545.5 244521.
 2:02:47 0.98 265.53 111.73 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.89 542.1 294437.
 2:05:29 0.98 265.53 111.71 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.33 529.1 227363.
 2:08:11 0.98 265.53 111.68 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.98 544.3 264210.
 2:10:53 0.98 265.53 111.65 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.87 519.3 192565.
 2:13:35 0.98 265.52 111.63 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.10 518.9 184629.
 2:16:17 0.98 265.52 111.60 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.20 514.4 298952.
 2:18:59 0.98 265.52 111.58 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.03 504.7 218923.
 2:21:41 0.98 265.52 111.55 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.58 521.1 291429.
 2:24:23 0.98 265.52 111.53 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.46 524.3 200277.
 2:27:05 0.98 265.52 111.50 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.02 507.0 184889.
 2:29:47 0.98 265.52 111.48 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.03 515.7 223016.
 2:32:29 0.98 265.52 111.45 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.48 522.8 239619.
 2:35:11 0.98 265.52 111.43 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.30 531.4 188108.
 2:37:53 0.98 265.52 111.40 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.09 525.1 233814.
 2:40:35 0.98 265.52 111.38 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.73 526.5 192198.
 2:43:17 0.98 265.52 111.35 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.08 525.8 128288.
 2:45:59 0.98 265.52 111.33 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.55 519.6 174725.
 2:48:41 0.98 265.52 111.30 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.08 550.7 255780.
 2:51:23 0.98 265.52 111.28 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.31 513.3 220564.
 2:54:05 0.98 265.52 111.25 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.79 525.5 238778.
 2:56:47 0.98 265.52 111.22 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.12 534.9 209603.
 2:59:29 0.98 265.52 111.20 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.79 529.2 238628.
 3:02:11 0.98 265.52 111.18 -1.13 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.96 512.6 229396.
 3:04:53 0.98 265.51 111.15 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.57 515.5 249608.
 3:07:35 0.98 265.51 111.12 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.33 528.1 279861.
 3:10:17 0.98 265.51 111.10 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.87 512.8 246639.
 3:12:59 0.98 265.51 111.07 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.70 518.7 230235.
 3:15:41 0.98 265.51 111.05 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.60 515.6 246665.
 3:18:23 0.98 265.51 111.02 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.42 520.8 210052.
 3:21:05 0.98 265.51 111.00 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.34 525.8 266799.
 3:23:47 0.98 265.51 110.97 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.95 517.7 236433.
 3:26:29 0.98 265.51 110.95 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.57 541.0 197857.
 3:29:11 0.98 265.51 110.92 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.93 520.9 199179.
 3:31:50 0.98 265.51 110.90 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.67 519.1 266325.
 3:52:14 0.98 265.51 110.70 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.46 521.6 224423.
 3:54:56 0.98 265.50 110.68 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.52 518.5 158798.
 3:56:11 0.98 265.50 110.67 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.23 517.6 177132.
 3:58:53 0.98 265.50 110.64 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.46 514.7 268196.
 4:01:35 0.98 265.50 110.62 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.77 510.4 222955.
 4:04:17 0.98 265.50 110.59 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.43 517.3 261826.
 4:06:59 0.98 265.50 110.57 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.22 520.5 172139.
 4:09:41 0.98 265.50 110.54 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.54 520.0 288843.
 4:12:23 0.98 265.50 110.52 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.78 519.3 210240.
 4:15:05 0.98 265.50 110.49 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.50 534.5 219297.
 4:17:47 0.98 265.50 110.47 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.42 542.0 228922.
 4:20:29 0.98 265.50 110.44 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.70 543.3 195479.
 4:23:11 0.98 265.50 110.42 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.20 552.9 213346.
 4:25:53 0.98 265.50 110.39 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.06 532.9 268950.
 4:28:35 0.98 265.50 110.37 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.97 534.2 190662.
 4:31:17 0.98 265.50 110.34 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.67 517.2 214687.
 4:33:59 0.98 265.50 110.31 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.23 524.7 192981.
 4:36:41 0.98 265.50 110.29 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.40 532.6 180059.
 4:39:23 0.98 265.50 110.27 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.15 522.8 190769.
 4:42:05 0.98 265.50 110.24 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.94 539.5 189398.
 4:44:47 0.98 265.50 110.21 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.98 532.9 159347.
 4:47:29 0.98 265.49 110.19 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.56 512.2 202632.
 4:50:11 0.98 265.49 110.16 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.12 533.7 187433.
 4:52:53 0.98 265.49 110.14 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.60 529.0 213908.
 4:55:35 0.98 265.49 110.11 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.66 520.1 215902.
 4:58:17 0.98 265.49 110.09 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.99 524.2 218287.
 5:00:59 0.98 265.49 110.06 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.93 519.5 207190.
 5:03:41 0.98 265.49 110.04 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.35 524.4 172311.
 5:06:23 0.98 265.49 110.01 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.40 521.7 161822.
 5:09:05 0.98 265.49 109.99 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.85 527.6 130916.
 5:11:47 0.98 265.49 109.96 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.44 530.8 185718.
 5:14:29 0.98 265.49 109.93 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.59 540.0 170924.
 5:17:11 0.98 265.49 109.91 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.21 546.1 175381.
 5:19:53 0.98 265.49 109.89 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.98 534.1 179133.
 5:22:35 0.98 265.49 109.86 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.58 528.6 174338.
 5:25:17 0.98 265.49 109.83 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.42 517.6 166828.
 5:27:59 0.98 265.49 109.81 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.44 519.0 244235.
 5:30:41 0.98 265.49 109.78 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.31 537.0 208288.
 5:33:23 0.98 265.49 109.76 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.95 531.7 212404.
 5:36:05 0.98 265.48 109.73 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.88 518.2 234682.
 5:38:47 0.98 265.48 109.71 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.04 528.5 199160.
 5:41:29 0.98 265.48 109.68 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.79 507.3 199647.
 5:44:11 0.98 265.48 109.66 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.50 526.0 196096.
 5:46:53 0.98 265.48 109.63 -1.14 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.00 518.1 216377.
 5:49:35 0.98 265.48 109.61 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.58 509.8 251070.
 5:52:17 0.98 265.48 109.58 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.67 584.6 162787.
 5:54:59 0.98 265.48 109.56 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.04 556.5 136809.
 5:57:41 0.98 265.48 109.53 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.03 558.6 172496.
 6:00:23 0.98 265.48 109.51 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.06 553.5 142575.
 6:03:05 0.98 265.48 109.48 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.99 567.1 148552.
 6:05:47 0.98 265.48 109.46 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.38 547.7 164846.
 6:08:29 0.98 265.48 109.43 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.17 558.4 182826.
 6:11:11 0.98 265.48 109.40 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.05 555.5 125459.
 6:13:53 0.98 265.48 109.38 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.13 554.5 125046.
 6:16:35 0.98 265.48 109.36 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.90 523.5 191575.
 6:19:17 0.98 265.48 109.33 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.96 524.3 218462.
 6:21:59 0.98 265.48 109.30 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.49 534.8 167952.
 6:24:41 0.98 265.48 109.28 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.66 543.6 146125.
 6:27:23 0.98 265.47 109.25 -1.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.64 538.1 150891.
