1983/005   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
19:41:52 0.31 161.23 337.31  1.28 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 99.30 305.3 163141.
19:43:28 0.31 161.24 337.31  1.28 1730 120.29   303.0 159785.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 94.66 301.4 143851.
19:45:06 0.31 161.25 337.30  1.28 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 98.52 305.7 165749.
19:47:27 0.31 161.26 337.29  1.28 1730 119.86   301.1 173744.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.101.62 305.6 215594.
19:52:11 0.31 161.28 337.26  1.28 1730 125.51   316.5 170362.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
19:52:31 0.31 161.28 337.26  1.28 1730 125.46   316.5 170284.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
19:52:51 0.31 161.28 337.26  1.28 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.104.70 301.2 176109.
20:28:18 0.31 161.43 337.09  1.31 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.104.49 312.3 113644.
20:42:56 0.31 161.49 337.01  1.31 1730 127.78   311.2 116249.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.103.49 311.5 101534.
20:44:18 0.31 161.50 337.00  1.32 1730 117.32   311.0 105552.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 15.19 305.9 186358. 96.71 310.7 122857.
20:49:42 0.31 161.52 336.98  1.32 1730 103.60   311.1 261624.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 85.53 310.8 294440.
20:51:03 0.31 161.53 336.97  1.32 1730 104.19   308.2 280719.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 82.73 304.8 266260.
21:00:31 0.31 161.56 336.92  1.33 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.115.05 306.5 191454.
21:01:51 0.31 161.57 336.91  1.33 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.119.67 306.4 167374.
21:03:14 0.31 161.58 336.91  1.33 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.119.71 308.3 169228.
21:22:05 0.31 161.65 336.82  1.34 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.119.53 308.3 189921.
21:23:27 0.31 161.66 336.81  1.34 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.114.84 308.0 170005.
21:31:34 0.31 161.69 336.77  1.34 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.130.63 294.4 184756.
21:32:54 0.31 161.70 336.76  1.34 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.124.86 293.3 169449.
21:49:06 0.31 161.77 336.68  1.36 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.128.42 296.8 184038.
21:54:36 0.31 161.79 336.65  1.36 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.125.87 295.7 180942.
22:07:59 0.31 161.84 336.59  1.37 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.132.57 293.8 163940.
22:10:42 0.31 161.85 336.57  1.37 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.133.68 293.7 173727.
22:45:47 0.31 162.00 336.40  1.39 1730 162.09   291.6 178720.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.128.36 289.9 163800.
23:04:44 0.31 162.08 336.30  1.40 1730 172.53   293.2 204227.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.139.63 291.4 192260.
23:14:08 0.31 162.12 336.26  1.41 1730 154.51   286.0 187654.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.120.85 285.0 171122.
23:15:29 0.31 162.12 336.25  1.41 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.124.42 286.8 191737.
23:16:50 0.31 162.13 336.25  1.41 1730 157.01   285.4 192383.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.122.51 284.9 174829.
23:18:11 0.31 162.14 336.24  1.41 1730 162.81   289.7 214674.  0.60  2.75   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.130.56 286.4 202632.
23:21:11 0.31 162.15 336.22  1.41 1730 156.17   287.2 159649.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.128.57 287.1 186049.
23:26:26 0.31 162.17 336.20  1.41 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.124.50 283.0 202639.
23:27:47 0.31 162.17 336.19  1.41 1730 147.73   288.8 213053.  1.90  3.88   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.124.61 286.7 240808.
23:29:08 0.31 162.18 336.19  1.42 1730 163.70   277.7 198971.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
23:30:29 0.31 162.19 336.18  1.42 1730 159.29   285.9 206813.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
23:31:50 0.31 162.19 336.17  1.42 1730 155.45   286.9 221279.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.126.85 284.9 217254.
23:33:11 0.31 162.20 336.16  1.42 1730 152.50   289.4 214158.  2.21  2.74   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.128.68 286.0 244550.
23:34:32 0.31 162.20 336.16  1.42 1730 152.88   292.0 238843.  3.00  1.94   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.122.89 286.9 226359.
23:35:44 0.31 162.21 336.15  1.42 1730 146.70   293.2 275417.  2.22  1.84   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.123.09 287.6 270168.
23:37:05 0.31 162.22 336.14  1.42 1730 152.49   288.4 238408.  0.92  2.57   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.122.75 286.0 229530.
23:38:26 0.31 162.22 336.14  1.42 1730 139.33   293.6 253035.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
23:39:47 0.31 162.22 336.13  1.42 1730 149.15   289.6 272987.  2.47  1.34   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.118.89 284.5 259812.
23:41:10 0.31 162.23 336.13  1.42 1730 143.89   285.1 255303.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.122.16 285.7 284552.
23:42:31 0.31 162.24 336.12  1.42 1730 150.18   290.8 251697.  2.84 -0.70   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.120.43 285.6 238170.
23:43:52 0.31 162.24 336.11  1.42 1730 148.25   284.4 240792.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.123.15 285.0 270009.
23:45:13 0.31 162.25 336.10  1.42 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.122.05 284.5 254803.
23:46:32 0.31 162.25 336.10  1.43 1730 144.43   285.8 233652.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.118.96 288.0 260234.
23:47:53 0.31 162.26 336.09  1.43 1730  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.118.47 287.5 238525.
23:50:37 0.31 161.80 335.61  1.36 1730 150.15   298.2 162420.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.127.12 296.5 155263.
23:50:47 0.31 157.85 331.66  0.79 1730 155.95   268.9 262745.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
