1976/225   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 1:08:59 0.85 149.38 219.39 -3.94 1644  11.24   396.7  31020.  0.45 -0.62   0.00   0.00   0.00 0.00 0.00 0.00  0.18 390.3  67373. 13.49 397.8  35759.
 1:10:20 0.85 149.38 219.38 -3.94 1644  12.21   397.6  32686.  0.37 -0.23   0.00   0.00   0.00 0.00 0.00 0.00  0.11 390.7 165334. 12.81 395.7  28947.
 1:11:41 0.85 149.38 219.36 -3.94 1644  11.67   396.3  30630.  0.63 -0.22   0.00   0.00   0.00 0.00 0.00 0.00  0.20 382.4 148325. 13.16 398.0  32462.
 1:13:02 0.85 149.38 219.35 -3.94 1644  12.16   397.3  31702.  0.49 -0.38   0.00   0.00   0.00 0.00 0.00 0.00  0.11 394.6 129652. 12.50 396.7  30393.
 1:14:24 0.85 149.38 219.34 -3.94 1644  11.72   395.9  29896.  0.50 -0.32   0.00   0.00   0.00 0.00 0.00 0.00  0.21 384.6 107472. 13.55 395.8  27998.
 1:15:45 0.85 149.38 219.33 -3.94 1644  12.70   396.0  30925.  0.69 -0.28   0.00   0.00   0.00 0.00 0.00 0.00  0.16 397.3 112254. 12.42 395.5  28573.
 1:17:06 0.85 149.38 219.31 -3.94 1644  11.49   395.4  29558.  0.67 -0.10   0.00   0.00   0.00 0.00 0.00 0.00  0.22 387.7  54769. 13.09 395.1  28245.
 1:18:27 0.85 149.38 219.30 -3.94 1644  12.88   395.2  25822.  0.69 -0.07   0.00   0.00   0.00 0.00 0.00 0.00  0.18 390.4 193517. 12.65 394.7  25221.
 1:19:48 0.85 149.38 219.29 -3.94 1644  11.77   394.8  25864.  0.66  0.00   0.00   0.00   0.00 0.00 0.00 0.00  0.23 387.6  54561. 13.30 395.1  26241.
 1:23:51 0.85 149.38 219.25 -3.94 1644  12.59   393.6  24971.  0.62  0.12   0.00   0.00   0.00 0.00 0.00 0.00  0.12 392.1 143348. 12.65 393.2  24068.
 1:25:12 0.85 149.38 219.24 -3.94 1644  11.57   393.1  26264.  0.52  0.05   0.00   0.00   0.00 0.00 0.00 0.00  0.33 387.0  51962. 13.14 394.3  23301.
 1:26:33 0.85 149.38 219.23 -3.94 1644  12.73   394.1  24912.  0.75  0.08   0.00   0.00   0.00 0.00 0.00 0.00  0.15 397.9 111500. 12.42 393.8  24591.
 1:27:54 0.85 149.38 219.21 -3.94 1644  11.90   393.2  25153.  0.33  0.17   0.00   0.00   0.00 0.00 0.00 0.00  0.39 386.7  50819. 13.34 394.1  25439.
 1:29:15 0.85 149.38 219.20 -3.94 1644  12.65   393.6  21696.  0.55  0.15   0.00   0.00   0.00 0.00 0.00 0.00  0.16 391.4 205588. 12.57 393.2  22395.
 1:30:36 0.85 149.38 219.19 -3.94 1644  11.40   392.1  22294.  0.24  0.00   0.00   0.00   0.00 0.00 0.00 0.00  0.23 388.7  60642. 13.41 393.3  24464.
 1:31:57 0.85 149.38 219.18 -3.94 1644  12.32   393.4  22154.  0.57 -0.05   0.00   0.00   0.00 0.00 0.00 0.00  0.11 399.2 115190. 12.82 393.1  26436.
 1:33:18 0.85 149.38 219.16 -3.94 1644  11.28   391.7  23087.  0.37 -0.27   0.00   0.00   0.00 0.00 0.00 0.00  0.22 387.6  55055. 13.29 394.1  23171.
 1:34:39 0.85 149.38 219.15 -3.94 1644  11.24   393.1  23477.  0.59 -0.16   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.43 391.8  22931.
 1:36:00 0.85 149.38 219.14 -3.94 1644  11.50   392.1  25575.  0.01 -0.06   0.00   0.00   0.00 0.00 0.00 0.00  0.31 386.9  52209. 12.31 393.9  25020.
 1:37:21 0.85 149.38 219.13 -3.94 1644  12.32   394.0  22375.  0.78  0.07   0.00   0.00   0.00 0.00 0.00 0.00  0.12 389.9 161474. 12.11 391.2  21976.
 1:38:42 0.85 149.38 219.11 -3.94 1644  11.65   391.7  23080.  0.65  0.11   0.00   0.00   0.00 0.00 0.00 0.00  0.40 388.1  57082. 12.80 394.1  25994.
 1:40:03 0.85 149.38 219.10 -3.94 1644  13.00   409.4  24653.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00  0.11 407.2 188021. -1.00  -1.0     -1.
 1:41:23 0.85 149.38 219.09 -3.94 1644  11.95   392.2  23262.  0.43  0.33   0.00   0.00   0.00 0.00 0.00 0.00  0.42 386.6  50234. 12.84 394.3  26358.
 1:42:44 0.85 149.38 219.08 -3.94 1644  12.94   394.8  22531.  0.54  0.39   0.00   0.00   0.00 0.00 0.00 0.00  0.15 394.1 118920. 13.02 392.7  24285.
 1:44:05 0.85 149.38 219.07 -3.94 1644  12.48   392.4  23574.  0.49  0.14   0.00   0.00   0.00 0.00 0.00 0.00  0.35 386.9  51586. 12.79 394.5  25471.
 1:45:26 0.85 149.38 219.05 -3.94 1644  13.40   394.4  23610.  0.55  0.55   0.00   0.00   0.00 0.00 0.00 0.00  0.18 388.9 182654. 13.43 392.7  24925.
 1:46:48 0.85 149.38 219.04 -3.94 1644  13.76   393.1  24838.  0.59  0.52   0.00   0.00   0.00 0.00 0.00 0.00  0.60 386.3  48168. 12.51 393.9  25656.
 1:48:09 0.85 149.38 219.03 -3.94 1644  14.45   395.1  23714.  0.74  0.52   0.00   0.00   0.00 0.00 0.00 0.00  0.20 394.9 125962. 13.07 393.3  24282.
 1:52:11 0.85 149.38 218.99 -3.94 1644  13.87   392.9  22554.  0.55  0.45   0.00   0.00   0.00 0.00 0.00 0.00  0.48 386.5  49532. 13.11 393.1  24195.
 1:53:32 0.85 149.38 218.98 -3.94 1644  13.59   394.0  24373.  0.60  0.48   0.00   0.00   0.00 0.00 0.00 0.00  0.19 396.0 124481. 12.80 393.2  26137.
 1:54:53 0.85 149.38 218.97 -3.94 1644  12.78   392.2  23857.  0.43  0.22   0.00   0.00   0.00 0.00 0.00 0.00  0.39 386.8  50806. 12.55 392.8  23798.
 1:56:14 0.85 149.38 218.95 -3.94 1644  12.10   393.4  23863.  0.47  0.25   0.00   0.00   0.00 0.00 0.00 0.00  0.13 393.9 124039. 12.82 393.3  28132.
 1:57:36 0.85 149.38 218.94 -3.94 1644  12.99   392.4  23717.  0.46  0.19   0.00   0.00   0.00 0.00 0.00 0.00  0.33 387.0  51936. 12.54 392.6  21735.
 1:58:57 0.85 149.38 218.93 -3.94 1644  11.79   393.0  25601.  0.41  0.13   0.00   0.00   0.00 0.00 0.00 0.00  0.10 389.6 178574. 13.40 393.2  27687.
 2:00:18 0.85 149.38 218.92 -3.94 1644  12.74   393.0  27196.  0.02  0.06   0.00   0.00   0.00 0.00 0.00 0.00  0.28 388.9  62227. 12.56 392.7  26527.
 2:01:39 0.85 149.38 218.90 -3.94 1644  11.44   394.1  33053.  0.08  0.11   0.00   0.00   0.00 0.00 0.00 0.00  0.14 385.6 129042. 12.75 393.2  25747.
 2:03:00 0.85 149.38 218.89 -3.94 1644  13.01   393.2  28671. -0.16  0.20   0.00   0.00   0.00 0.00 0.00 0.00  0.39 388.8  61617. 12.15 393.0  30175.
 2:04:21 0.85 149.38 218.88 -3.94 1644  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.73 393.1  28921.
 2:05:42 0.85 149.38 218.87 -3.94 1644  12.74   392.0  26225. -0.35  0.02   0.00   0.00   0.00 0.00 0.00 0.00  0.32 388.5  60876. 12.47 390.7  26670.
 2:07:03 0.85 149.38 218.85 -3.94 1644  11.04   391.4  26468. -0.03  0.06   0.00   0.00   0.00 0.00 0.00 0.00  0.12 387.1 120154. 13.13 392.1  24474.
 2:08:24 0.85 149.38 218.84 -3.94 1644  13.53   390.7  21586. -0.46  0.21   0.00   0.00   0.00 0.00 0.00 0.00  0.34 388.4  60876. 13.66 391.3  18990.
 2:09:45 0.85 149.38 218.83 -3.94 1644  10.79   391.8  21511. -0.40  0.11   0.00   0.00   0.00 0.00 0.00 0.00  0.09 385.7 126625. 13.24 392.0  22807.
 2:11:06 0.85 149.38 218.82 -3.94 1644  12.48   391.3  21729. -0.36  0.15   0.00   0.00   0.00 0.00 0.00 0.00  0.31 386.7  52261. 13.40 391.7  18802.
 2:12:27 0.85 149.38 218.80 -3.94 1644  10.44   391.2  22028. -0.34 -0.04   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.33 392.5  23886.
 2:13:48 0.85 149.38 218.79 -3.94 1644  12.74   391.1  20546. -0.39 -0.19   0.00   0.00   0.00 0.00 0.00 0.00  0.24 389.2  64164. 13.33 391.4  20787.
 2:15:09 0.85 149.38 218.78 -3.94 1644  10.64   391.0  20858.  0.07 -0.47   0.00   0.00   0.00 0.00 0.00 0.00  0.07 386.2 147012. 13.32 391.3  20995.
 2:16:30 0.85 149.38 218.77 -3.94 1644  11.16   389.7  23168.  0.07 -0.57   0.00   0.00   0.00 0.00 0.00 0.00  0.19 387.6  55938. 13.74 390.7  20205.
 2:17:51 0.85 149.38 218.75 -3.94 1644  10.07   390.7  20816.  0.24 -0.28   0.00   0.00   0.00 0.00 0.00 0.00  0.07 383.8 138397. 13.07 390.6  21235.
