1981/041   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 5:21:57 0.92 276.19 261.38  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.53 309.6  47304.
 5:23:18 0.92 276.19 261.36  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.78 306.2  39530.
 5:24:39 0.92 276.19 261.35  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.25 296.0  36399.
 5:26:00 0.92 276.19 261.34  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.18 296.2  38692.
 5:27:21 0.92 276.19 261.33  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.84 296.4  36133.
 5:28:42 0.92 276.19 261.31  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.08 296.1  47382.
 5:30:03 0.92 276.19 261.30  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.37 302.5  41155.
 5:31:24 0.92 276.19 261.29  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.18 306.3  37546.
 5:32:45 0.92 276.19 261.27  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.62 305.7  49016.
 5:34:06 0.92 276.19 261.26  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.45 303.2  45878.
 5:35:27 0.92 276.19 261.25  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.15 306.7  47041.
 5:36:48 0.92 276.19 261.24  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.40 306.7  35769.
 5:38:09 0.92 276.19 261.23  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.82 309.0  42945.
 5:39:30 0.92 276.19 261.21  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.74 311.2  42652.
 5:40:51 0.92 276.19 261.20  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.77 313.2  36854.
 5:42:12 0.92 276.19 261.19  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.77 305.3  36366.
 5:43:33 0.92 276.19 261.17  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.11 306.4  43503.
 5:44:54 0.92 276.19 261.16  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.86 308.7  41356.
 5:46:15 0.92 276.19 261.15  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.79 309.2  42604.
 5:47:36 0.92 276.19 261.14  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.43 309.5  39956.
 5:48:57 0.92 276.19 261.12  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.22 309.0  39332.
 5:50:18 0.92 276.19 261.11  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.86 312.1  42081.
 5:51:39 0.92 276.19 261.10  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.51 311.9  35139.
 5:53:00 0.92 276.18 261.09  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.01 312.3  36886.
 5:54:21 0.92 276.18 261.08  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.81 314.0  36194.
 5:55:42 0.92 276.18 261.06  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.58 316.7  38718.
 5:57:03 0.92 276.18 261.05  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.43 314.1  37097.
 5:58:24 0.92 276.18 261.04  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.07 310.6  43770.
 5:59:45 0.92 276.18 261.02  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.16 319.3  36691.
 6:01:06 0.92 276.18 261.01  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.85 307.8  48032.
 6:02:27 0.92 276.18 261.00  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.77 324.1  49045.
 6:03:48 0.92 276.18 260.99  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.91 321.1  45829.
 6:05:09 0.92 276.18 260.98  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.22 318.7  35223.
 6:06:30 0.92 276.18 260.96  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.57 317.3  41837.
 6:07:51 0.92 276.18 260.95  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.80 316.4  32744.
 6:09:12 0.92 276.18 260.94  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.31 311.9  56276.
 6:10:33 0.92 276.18 260.92  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.90 312.7  29522.
 6:11:54 0.92 276.18 260.91  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.87 320.0  29275.
 6:13:15 0.92 276.18 260.90  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.94 319.5  38757.
 6:14:36 0.92 276.18 260.88  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.28 320.1  39638.
 6:15:57 0.92 276.18 260.87  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.65 324.0  46882.
 6:17:18 0.92 276.18 260.86  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.97 322.3  37471.
 6:18:39 0.92 276.18 260.85  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.04 318.9  34223.
 6:20:00 0.92 276.18 260.84  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.46 318.4  30587.
 6:21:21 0.92 276.18 260.83  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.56 315.7  33700.
 6:22:42 0.92 276.18 260.81  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.45 310.7  29490.
 6:24:03 0.92 276.18 260.80  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.86 319.3  30896.
 6:25:24 0.92 276.18 260.79  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.25 315.6  36717.
 6:26:45 0.92 276.18 260.77  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.99 317.5  30600.
 6:28:06 0.92 276.18 260.76  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.14 312.8  33300.
 6:29:27 0.92 276.18 260.75  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.87 314.0  32735.
 6:30:48 0.92 276.18 260.73  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.36 308.8  25945.
 6:32:09 0.92 276.18 260.72  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.03 310.5  32507.
 6:33:30 0.92 276.18 260.71  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.68 312.0  33105.
 6:34:51 0.92 276.18 260.70  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.92 309.8  41324.
 6:36:12 0.92 276.18 260.69  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.81 314.4  35444.
 6:37:33 0.92 276.18 260.67  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.35 315.0  36019.
 6:38:54 0.92 276.18 260.66  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.97 311.3  42363.
 6:40:15 0.92 276.18 260.65  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.00 313.7  36357.
 6:41:36 0.92 276.18 260.63  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.00 315.2  46924.
 6:42:57 0.92 276.18 260.62  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.38 311.4  46482.
 6:44:18 0.92 276.18 260.61  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.97 312.0  36581.
 6:45:39 0.92 276.18 260.60  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.64 311.1  39027.
 6:47:00 0.92 276.18 260.59  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.42 312.5  42269.
 6:48:21 0.92 276.18 260.57  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.51 312.4  34765.
 6:49:42 0.92 276.18 260.56  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.44 315.2  40940.
 6:51:03 0.92 276.18 260.55  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.75 314.1  38043.
 6:52:24 0.92 276.18 260.54  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.54 311.7  37461.
 6:53:45 0.92 276.18 260.52  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.75 312.3  35389.
 6:55:06 0.92 276.18 260.51  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.91 311.8  27469.
 6:56:27 0.92 276.18 260.50  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.21 314.5  39621.
 6:57:48 0.92 276.18 260.48  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.82 313.7  42779.
 6:59:09 0.92 276.17 260.47  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.90 316.0  40856.
 7:00:30 0.92 276.17 260.46  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.95 317.0  40667.
 7:01:51 0.92 276.17 260.45  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.59 319.2  38124.
 7:03:12 0.92 276.17 260.44  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.32 313.4  43010.
 7:04:33 0.92 276.17 260.42  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.00 314.2  39189.
 7:05:54 0.92 276.17 260.41  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.89 314.1  49123.
 7:07:15 0.92 276.17 260.40  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.76 311.7  43260.
 7:08:36 0.92 276.17 260.38  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.22 313.2  44439.
 7:09:57 0.92 276.17 260.37  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.62 312.3  43156.
 7:11:18 0.92 276.17 260.36  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.50 312.7  47821.
 7:12:39 0.92 276.17 260.35  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.34 318.1  39368.
 7:14:00 0.92 276.17 260.33  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.93 318.9  38179.
 7:15:21 0.92 276.17 260.32  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.25 315.6  36776.
 7:16:42 0.92 276.17 260.31  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.72 318.3  39878.
 7:18:03 0.92 276.17 260.30  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.41 318.8  31211.
 7:19:24 0.92 276.17 260.29  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.45 319.6  31231.
 7:20:45 0.92 276.17 260.27  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.03 316.5  35934.
 7:22:06 0.92 276.17 260.26  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.37 316.5  35314.
 7:23:27 0.92 276.17 260.25  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.85 316.3  33082.
 7:24:48 0.92 276.17 260.23  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.94 314.9  39388.
 7:26:09 0.92 276.17 260.22  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.27 314.9  38377.
 7:27:30 0.92 276.17 260.21  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.72 314.0  50770.
 7:28:51 0.92 276.17 260.20  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.25 313.6  35288.
 7:30:12 0.92 276.17 260.18  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.54 312.3  42519.
 7:31:33 0.92 276.17 260.17  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.88 314.5  33238.
 7:32:54 0.92 276.17 260.16  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.98 316.9  33865.
 7:34:15 0.92 276.17 260.15  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.99 317.4  38212.
 7:35:36 0.92 276.17 260.13  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.98 315.3  36266.
 7:36:57 0.92 276.17 260.12  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.27 317.1  31767.
 7:38:18 0.92 276.17 260.11  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.37 318.6  38179.
 7:39:39 0.92 276.17 260.09  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.14 314.5  35330.
 7:41:00 0.92 276.17 260.08  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.49 317.1  35691.
 7:42:21 0.92 276.17 260.07  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.57 312.5  45452.
 7:43:42 0.92 276.17 260.06  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.66 306.4  37052.
 7:45:03 0.92 276.17 260.05  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.60 311.4  45007.
 7:46:24 0.92 276.17 260.03  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.64 311.6  43117.
 7:47:45 0.92 276.17 260.02  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.03 309.5  45137.
 7:49:06 0.92 276.17 260.01  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.78 312.2  46034.
 7:50:27 0.92 276.17 260.00  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.36 312.0  41600.
 7:51:48 0.92 276.17 259.98  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.28 310.6  41713.
 7:53:09 0.92 276.17 259.97  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.50 308.0  42636.
 7:54:30 0.92 276.17 259.96  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.85 309.0  59284.
 7:55:51 0.92 276.17 259.94  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.80 313.2  38202.
 7:57:12 0.92 276.17 259.93  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.08 309.8  52047.
 7:58:33 0.92 276.17 259.92  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.12 308.7  51761.
 7:59:54 0.92 276.17 259.91  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.21 307.2  60658.
 8:01:15 0.92 276.17 259.90  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.14 308.2  52976.
 8:02:36 0.92 276.17 259.88  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.13 310.1  52927.
 8:03:57 0.92 276.17 259.87  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.08 305.2  57413.
 8:05:18 0.92 276.16 259.86  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.29 310.5  42168.
 8:06:39 0.92 276.16 259.84  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.73 316.7  39839.
 8:08:00 0.92 276.16 259.83  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.41 319.0  43484.
 8:09:21 0.92 276.16 259.82  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.03 313.5  36938.
 8:10:42 0.92 276.16 259.81  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.95 312.7  44085.
 8:12:03 0.92 276.16 259.79  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.98 314.9  35850.
 8:13:24 0.92 276.16 259.78  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.20 309.7  40508.
 8:14:45 0.92 276.16 259.77  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.63 315.1  37438.
 8:16:06 0.92 276.16 259.76  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.38 321.4  43159.
 8:17:27 0.92 276.16 259.75  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.03 313.5  38247.
 8:18:48 0.92 276.16 259.73  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.47 311.1  46255.
 8:20:09 0.92 276.16 259.72  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.78 313.0  36847.
 8:22:50 0.92 276.16 259.69  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.18 309.2  43133.
 8:24:11 0.92 276.16 259.68  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.23 314.4  43627.
 8:25:32 0.92 276.16 259.67  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.69 313.3  37309.
 8:26:53 0.92 276.16 259.66  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.04 310.0  42704.
 8:28:15 0.92 276.16 259.65  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.76 311.9  44864.
 8:29:36 0.92 276.16 259.63  2.25 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.58 310.3  45358.
