1985/038   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:40:38 0.32 146.58 330.46  3.47 1758  33.57   694.5 766428.-14.08  0.89   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.43 703.5 702291.
 1:23:50 0.32 146.74 330.23  3.49 1758  21.85   695.4 647821.  3.59 -2.36   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.02 680.9 590752.
 2:07:02 0.32 146.91 330.00  3.52 1758  31.98   705.2 808113.-12.79  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.21 717.6 716168.
 2:50:14 0.32 147.08 329.77  3.54 1758  35.75   693.3 759152.  2.84  1.91   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.56 686.1 674848.
 3:33:26 0.32 147.24 329.54  3.56 1758  31.71   716.9 796418.  4.24  3.32   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.67 703.7 771418.
 4:16:38 0.32 147.40 329.31  3.58 1758  36.71   677.5 716324. -3.55  4.99   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.09 677.6 601429.
 4:59:50 0.32 147.57 329.08  3.60 1758  39.70   814.5 938467.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.19 804.9 932074.
 5:43:02 0.32 147.74 328.85  3.62 1758  31.47   658.1 459569.  0.88 -1.90   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.71 655.6 421146.
 6:26:14 0.32 147.90 328.62  3.65 1758  28.52   646.9 256183. -2.95  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.81 647.6 297208.
 7:42:27 0.32 148.19 328.21  3.68 1758  27.16   703.6 601355.  0.00  6.59   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.70 698.3 572144.
12:29:09 0.32 149.27 326.68  3.82 1758  27.89   754.0 762010. -2.83 -5.51   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.06 754.3 842988.
12:39:57 0.32 149.31 326.62  3.83 1758  25.94   765.2 696158.  0.93 -4.21   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.02 755.4 672145.
12:50:45 0.32 149.35 326.56  3.83 1758  30.02   679.0 578330. -5.94 -2.44   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.92 679.0 537613.
13:01:33 0.32 149.39 326.50  3.84 1758  27.59   838.0 877292. -0.28  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.04 830.3 846522.
13:33:59 0.32 149.51 326.33  3.85 1758  30.38   705.8 552758.  4.67  1.61   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.44 695.7 495429.
13:44:47 0.32 149.56 326.27  3.86 1758  28.40   694.3 469545.  4.06  1.29   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.88 686.1 545221.
13:55:35 0.32 149.60 326.21  3.86 1758  29.79   676.6 431567.  1.17  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.70 665.3 378423.
14:05:10 0.32 149.63 326.16  3.87 1758  29.56   695.2 636438.  0.00  9.73   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.17 688.8 585086.
14:06:23 0.32 149.64 326.15  3.87 1758  28.33   679.8 443973. -6.26  5.13   0.00   0.00   0.00 0.00 0.00 0.00  0.33 847.2 958425. 22.67 680.1 438152.
14:17:11 0.32 149.68 326.09  3.87 1758  27.85   672.2 395445.  3.27  1.62   0.00   0.00   0.00 0.00 0.00 0.00  0.34 868.31395849. 21.54 659.2 375626.
14:27:59 0.32 149.72 326.04  3.88 1758  28.02   653.5 447271. -6.10  2.21   0.00   0.00   0.00 0.00 0.00 0.00  0.30 876.01307075. 22.69 657.2 391524.
14:48:22 0.32 149.80 325.93  3.89 1758  27.65   659.6 497475. -8.28  1.13   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.26 667.0 434569.
15:31:34 0.33 149.96 325.69  3.91 1758  27.69   651.6 372998.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.99 647.0 366644.
16:14:46 0.33 150.12 325.46  3.93 1758  25.74   658.6 377997.  2.38  3.15   0.00   0.00   0.00 0.00 0.00 0.00  0.35 827.11381920. 20.69 656.3 393012.
16:57:59 0.33 150.28 325.22  3.95 1758  26.55   679.2 576406. -8.89  9.92   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.36 679.7 580197.
17:41:11 0.33 150.44 324.99  3.97 1758  21.00   615.7 239616. -5.39  0.04   0.00   0.00   0.00 0.00 0.00 0.00  0.40 825.21214351. 17.53 616.4 219248.
18:24:23 0.33 150.60 324.76  3.99 1758  24.59   643.0 345197.  4.83 -0.02   0.00   0.00   0.00 0.00 0.00 0.00  0.40 757.61103540. 18.93 638.4 344808.
19:07:35 0.33 150.76 324.52  4.01 1758  21.74   660.5 547177. -1.49  7.11   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.61 656.1 506402.
19:50:47 0.33 150.92 324.29  4.03 1758  23.97   696.9 524587. -2.15  8.25   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.42 693.4 437736.
