1976/307   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:00:12 0.41 334.81  42.73  6.22 1647  -1.00    -1.0     -1. -1.00 -1.00  14.97   2.08  -1.48 0.20 0.05 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:02:36 0.41 334.81  42.71  6.22 1647  -1.00    -1.0     -1. -1.00 -1.00  14.39   2.25  -1.32 0.07 0.16 0.20 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:08:00 0.41 334.82  42.67  6.22 1647  -1.00    -1.0     -1. -1.00 -1.00  14.55   2.65  -1.48 0.04 0.16 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:15:23 0.41 334.97  42.75  6.32 1647  -1.00    -1.0     -1. -1.00 -1.00  15.87   0.73  -1.07 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:20:47 0.41 334.98  42.71  6.32 1647  92.64   258.7  23499.  2.46 -0.47   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 81.35 256.4  28024.
 0:26:11 0.41 334.99  42.68  6.32 1647  93.77   256.1  25468.  2.36 -0.58  16.26  -0.88  -1.69 0.20 0.20 0.16 -1.00  -1.0     -1. 80.15 254.3  25702.
 0:31:35 0.41 335.00  42.63  6.32 1647 101.97   250.7  28174.  1.73 -0.89  14.87  -1.64  -2.42 0.10 0.15 0.20 -1.00  -1.0     -1. 87.87 248.2  28099.
 2:43:32 0.41 335.27  41.69  6.30 1647  94.96   258.5  29233.  4.19 -1.30  13.31  -4.14  -0.21 0.00 0.00 0.20 -1.00  -1.0     -1. 80.85 254.5  30292.
 3:05:08 0.41 335.31  41.54  6.30 1647  98.77   257.4  27657.  4.22 -0.24  13.64  -4.34  -2.81 0.00 0.00 0.00 -1.00  -1.0     -1. 82.22 253.3  23821.
 3:26:44 0.41 335.35  41.38  6.29 1647  97.25   256.2  28814.  3.28 -0.73  14.63  -2.14  -1.30 0.00 0.00 0.00 -1.00  -1.0     -1. 83.28 252.5  29392.
 3:47:39 0.41 335.26  41.10  6.18 1647  -1.00    -1.0     -1. -1.00 -1.00  14.84  -3.54  -1.30 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 3:48:20 0.41 335.40  41.23  6.29 1647  98.31   255.1  28554.  3.89 -0.29  14.84  -3.54  -1.30 0.00 0.00 0.00 -1.00  -1.0     -1. 85.92 250.8  27664.
 3:49:00 0.41 335.27  41.09  6.18 1647  -1.00    -1.0     -1. -1.00 -1.00  15.44  -3.34  -1.29 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 3:49:41 0.41 335.27  41.09  6.18 1647  -1.00    -1.0     -1. -1.00 -1.00  15.24  -3.74  -1.29 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 4:09:56 0.41 335.44  41.07  6.29 1647  95.70   253.2  22677.  4.32 -0.03  13.94  -5.74  -1.40 0.00 0.00 0.20 -1.00  -1.0     -1. 83.63 249.4  27017.
 4:31:32 0.41 335.48  40.92  6.28 1647  98.13   256.9  29369.  4.66 -0.67  11.08  -7.13  -4.83 0.00 0.00 0.00 -1.00  -1.0     -1. 82.87 251.6  28642.
 4:53:08 0.41 335.53  40.77  6.28 1647 102.52   257.9  33846.  2.83 -1.17  11.84  -3.53   0.78 0.00 0.00 0.00 -1.00  -1.0     -1. 89.54 254.9  32806.
 5:12:58 0.41 335.43  40.49  6.16 1647  -1.00    -1.0     -1. -1.00 -1.00  14.93   0.37   2.30 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 5:14:19 0.41 335.44  40.48  6.16 1647  -1.00    -1.0     -1. -1.00 -1.00  14.54  -2.43   0.70 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 5:14:44 0.41 335.57  40.61  6.27 1647 102.54   257.5  30328.  3.51 -1.85  14.59  -2.28   0.70 0.05 0.15 0.00 -1.00  -1.0     -1. 87.40 255.5  31335.
 5:36:20 0.41 335.61  40.46  6.27 1647 108.80   254.1  29990.  2.51 -2.70  17.51   0.78   1.43 0.25 0.10 0.01 -1.00  -1.0     -1. 93.64 251.3  29447.
 5:57:56 0.41 335.65  40.30  6.27 1647 116.41   252.7  31653.  3.19 -2.93  18.07  -0.52   0.63 0.00 0.00 0.00 -1.00  -1.0     -1.101.07 248.9  30318.
 6:19:32 0.41 335.70  40.14  6.26 1647 124.68   259.7  30539.  4.53 -2.51  16.19  -3.62  -1.69 0.00 0.00 0.00 -1.00  -1.0     -1.107.79 256.0  31101.
 6:40:27 0.41 335.61  39.86  6.15 1647  -1.00    -1.0     -1. -1.00 -1.00  11.06 -12.31  -8.73 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 6:41:08 0.41 335.74  39.99  6.26 1647 120.61   267.6  27443.  5.43 -1.02  10.15 -13.21  -8.34 0.00 0.00 0.00  1.44 261.7  54886.104.55 262.6  27917.
 6:41:48 0.42 335.61  39.85  6.15 1647  -1.00    -1.0     -1. -1.00 -1.00   9.65 -13.41  -8.24 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 6:42:29 0.42 335.61  39.85  6.15 1647  -1.00    -1.0     -1. -1.00 -1.00   9.05 -13.61  -7.84 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 7:02:44 0.42 335.78  39.83  6.26 1647 121.10   268.8  23847.  5.36 -1.98   8.54 -13.36  -5.50 0.90 0.45 0.05 -1.00  -1.0     -1.103.88 263.3  23707.
 7:24:20 0.42 335.82  39.68  6.25 1647 115.23   268.0  29483.  5.35 -1.07   9.06 -12.71  -8.24 0.00 0.00 0.00 -1.00  -1.0     -1. 99.41 263.4  29223.
 7:45:56 0.42 335.86  39.52  6.25 1647 124.15   261.4  27930.  5.44 -0.73  13.26  -9.30  -7.22 0.00 0.00 0.00 -1.00  -1.0     -1.108.42 256.7  27700.
 8:06:51 0.42 335.78  39.24  6.13 1647  -1.00    -1.0     -1. -1.00 -1.00  14.46  -7.60  -6.01 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 8:07:32 0.42 335.91  39.37  6.25 1647 127.29   260.7  36045.  4.91 -1.57  15.66  -6.90  -6.50 0.00 0.00 0.00 -1.00  -1.0     -1.106.53 256.4  32559.
 8:08:12 0.42 335.78  39.23  6.13 1647  -1.00    -1.0     -1. -1.00 -1.00  15.86  -6.50  -6.90 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 8:08:53 0.42 335.78  39.23  6.13 1647  -1.00    -1.0     -1. -1.00 -1.00  15.47  -6.30  -7.30 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 8:29:08 0.42 335.95  39.21  6.24 1647 129.29   261.6  30295.  5.83 -2.29  11.86  -9.50  -4.73 0.00 0.00 0.00 -1.00  -1.0     -1.110.05 256.3  29684.
 8:50:44 0.42 335.99  39.06  6.24 1647 119.26   263.0  24763.  6.52 -2.91   8.85 -14.30  -3.06 0.00 0.00 0.00 -1.00  -1.0     -1.106.68 257.4  29132.
 9:11:06 0.42 335.90  38.78  6.12 1647  -1.00    -1.0     -1. -1.00 -1.00  16.75  -6.90  -8.90 0.15 0.10 0.01 -1.00  -1.0     -1. -1.00  -1.0     -1.
 9:12:20 0.42 336.03  38.90  6.23 1647 111.55   252.0  25377.  0.00  0.00  16.60  -6.80  -8.90 0.00 0.00 0.00 -1.00  -1.0     -1. 94.77 251.1  25903.
 9:32:10 0.42 335.94  38.63  6.12 1647  -1.00    -1.0     -1. -1.00 -1.00  14.98  -6.49  -6.41 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 9:39:26 0.42 336.09  38.71  6.23 1647 115.69   252.3  28372.  0.00  0.00  15.25  -7.93  -4.95 0.07 0.13 0.17  0.83 249.5  52313. 99.19 251.2  28716.
 9:42:46 0.42 336.09  38.68  6.23 1647 115.10   256.2  27755.  5.79 -1.80   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 99.14 250.4  26878.
 9:43:07 0.42 336.09  38.68  6.23 1647 109.71   258.8  28333.  5.86 -1.53   0.00   0.00   0.00 0.00 0.00 0.00  0.94 255.2  54457. 96.68 253.1  28008.
 9:43:48 0.42 336.09  38.67  6.23 1647 110.63   258.6  25910.  5.81 -1.52  15.10  -8.03  -5.05 0.22 0.19 0.21 -1.00  -1.0     -1. 94.29 253.1  23103.
 9:44:28 0.42 336.10  38.67  6.23 1647 112.58   258.5  27946.  5.69 -1.65  13.51  -8.99  -6.47 0.73 0.79 0.68  0.92 252.8  31380. 97.27 252.9  28375.
 9:45:09 0.42 336.10  38.67  6.23 1647 114.34   258.5  26881.  5.87 -1.38  13.87  -8.47  -6.27 0.25 0.31 0.22 -1.00  -1.0     -1. 95.50 252.9  23925.
 9:45:49 0.42 336.10  38.66  6.23 1647 111.84   257.9  27008.  5.88 -1.57  13.77  -8.61  -6.30 0.26 0.33 0.24  0.82 255.5  66139. 96.38 252.3  27651.
 9:46:30 0.42 336.10  38.66  6.23 1647 115.69   257.3  27030.  5.71 -1.54  14.11  -8.12  -5.78 0.25 0.19 0.25 -1.00  -1.0     -1. 96.07 252.4  23623.
 9:47:10 0.42 336.10  38.65  6.23 1647 113.35   257.4  27641.  5.75 -1.62  14.36  -7.78  -5.66 0.21 0.18 0.16  0.97 255.7  73974. 97.80 251.9  28265.
 9:47:51 0.42 336.10  38.65  6.23 1647 116.05   257.7  27573.  5.94 -1.63  14.60  -7.61  -5.47 0.09 0.19 0.21 -1.00  -1.0     -1. 99.00 251.6  27056.
 9:48:11 0.42 336.10  38.65  6.23 1647 106.56   262.6  29343. 10.62  0.00  14.51  -7.69  -5.63 0.19 0.20 0.24 -1.00  -1.0     -1. 97.35 252.7  28544.
 9:49:31 0.42 336.11  38.63  6.23 1647 115.96   257.6  27164.  5.81 -1.88  15.69  -8.12  -6.48 0.19 0.31 0.42 -1.00  -1.0     -1. 98.69 252.4  23532.
 9:50:53 0.42 336.11  38.62  6.23 1647 114.86   256.5  27186.  5.88 -1.90  15.05  -8.92  -7.53 0.25 0.29 0.22 -1.00  -1.0     -1. 97.63 250.7  27690.
 9:52:14 0.42 336.11  38.62  6.23 1647 117.53   251.2  27381.  0.00  0.00  14.96  -9.12  -7.42 0.41 2.97 1.21 -1.00  -1.0     -1. 98.86 250.0  26884.
 9:53:35 0.42 336.11  38.60  6.23 1647  -1.00    -1.0     -1. -1.00 -1.00  13.70  -8.67  -6.08 0.28 0.28 0.26 -1.00  -1.0     -1. -1.00  -1.0     -1.
 9:54:56 0.42 336.12  38.59  6.23 1647 117.63   258.1  28132.  5.86 -2.04  14.76  -9.00  -6.87 0.34 0.25 0.25  1.13 248.4  58459.101.86 252.0  27443.
 9:56:17 0.42 336.12  38.59  6.23 1647 117.40   257.9  26913.  5.91 -2.34  14.59  -9.15  -6.87 0.27 0.27 0.27 -1.00  -1.0     -1. 99.44 252.2  27797.
 9:57:38 0.42 336.12  38.57  6.23 1647 119.28   258.1  26910.  5.60 -2.07  14.04  -9.34  -6.80 0.21 0.24 0.27 -1.00  -1.0     -1. 99.34 253.1  23834.
 9:58:59 0.42 336.12  38.57  6.23 1647 117.41   258.5  26615.  5.81 -2.12  14.49  -9.66  -6.38 0.20 0.28 0.38  0.97 251.9  32342. 99.78 252.7  26845.
10:00:20 0.42 336.13  38.56  6.23 1647 119.11   257.3  28034.  6.12 -2.06  14.82  -9.33  -5.04 0.26 0.19 0.12 -1.00  -1.0     -1.102.46 250.9  26459.
10:01:40 0.42 336.13  38.55  6.23 1647 118.74   257.9  27310.  6.10 -1.70  12.29  -9.02  -4.53 0.53 0.39 0.32 -1.00  -1.0     -1. 99.91 252.0  27982.
10:20:39 0.42 336.17  38.41  6.22 1647 128.39   252.5  27008.  6.88 -2.47  10.42 -16.18  -3.68 0.21 0.30 0.19  1.22 245.7  59811.111.31 247.1  27716.
10:22:01 0.42 336.17  38.40  6.22 1647 119.92   255.6  26537.  6.40 -2.60   0.00   0.00   0.00 0.00 0.00 0.00  1.06 248.5  56185.101.37 249.0  26771.
10:23:22 0.42 336.17  38.39  6.22 1647 119.57   257.2  26917.  6.21 -2.82   0.00   0.00   0.00 0.00 0.00 0.00  0.80 254.6  57615.102.13 251.0  27264.
10:24:43 0.42 336.17  38.38  6.22 1647 119.67   257.3  26758.  6.25 -3.08   0.00   0.00   0.00 0.00 0.00 0.00  0.84 248.8  50481.101.26 251.2  26251.
10:26:04 0.42 336.18  38.37  6.22 1647 122.35   257.3  26887.  6.42 -2.95   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.105.20 250.9  27112.
10:27:25 0.42 336.18  38.36  6.22 1647 120.86   258.2  26163.  6.55 -3.01   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.102.00 252.5  23025.
10:28:46 0.42 336.18  38.35  6.22 1647 122.98   253.6  27508.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00  0.65 246.9  33420.105.30 253.7  28362.
10:30:07 0.42 336.19  38.34  6.22 1647 131.25   257.5  27745.  6.15 -3.11   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.110.63 251.0  27641.
10:31:28 0.42 336.19  38.33  6.22 1647 127.06   258.2  27713.  6.37 -2.79   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.108.21 252.1  28668.
10:32:49 0.42 336.19  38.32  6.22 1647 130.53   257.4  27729.  6.54 -2.77   0.00   0.00   0.00 0.00 0.00 0.00  0.82 247.0  50403.111.12 250.8  27917.
10:34:10 0.42 336.19  38.31  6.22 1647 131.39   256.8  27787.  6.67 -2.67   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.110.56 250.3  28190.
10:35:31 0.42 336.20  38.30  6.22 1647 123.41   258.2  26384.  6.34 -3.06   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.103.61 252.7  23334.
10:36:52 0.42 336.20  38.29  6.22 1647 127.47   251.2  27170.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00  0.61 247.5  32965.111.49 250.4  27778.
10:38:13 0.42 336.20  38.28  6.22 1647 128.18   258.3  27911.  6.78 -2.87   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.108.37 251.6  27245.
10:39:34 0.42 336.20  38.27  6.22 1647 129.89   258.3  28005.  6.66 -2.96   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.111.59 251.8  28668.
10:40:55 0.42 336.21  38.26  6.22 1647 127.77   258.7  26936.  6.38 -3.11   0.00   0.00   0.00 0.00 0.00 0.00  0.89 250.0  66710.106.18 253.1  23408.
10:42:16 0.42 336.21  38.25  6.22 1647 128.30   258.7  27475.  6.60 -3.06   0.00   0.00   0.00 0.00 0.00 0.00  0.65 254.4  48935.111.82 252.2  27765.
10:43:37 0.42 336.21  38.24  6.22 1647 127.07   259.5  27138.  6.46 -3.05   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.107.73 253.5  23704.
10:44:58 0.42 336.21  38.23  6.22 1647 132.56   259.4  28063.  6.57 -2.86   0.00   0.00   0.00 0.00 0.00 0.00  0.80 254.2  48727.114.80 253.0  28249.
10:46:19 0.42 336.22  38.22  6.22 1647 130.23   258.5  27336.  6.65 -2.95   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.112.20 251.8  27027.
10:47:40 0.42 336.22  38.21  6.22 1647 132.23   258.9  27307.  6.43 -3.03   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.112.72 252.5  28151.
10:49:01 0.42 336.22  38.21  6.22 1647 131.66   259.0  27946.  6.60 -3.09   0.00   0.00   0.00 0.00 0.00 0.00  0.86 250.8  61331.111.67 253.1  23961.
10:50:22 0.42 336.22  38.20  6.22 1647 136.49   258.9  27817.  6.57 -3.03   0.00   0.00   0.00 0.00 0.00 0.00  0.69 253.0  29236.113.52 252.4  28726.
10:51:43 0.42 336.23  38.19  6.22 1647 129.26   257.1  26985.  6.78 -3.49   0.00   0.00   0.00 0.00 0.00 0.00  0.73 249.4  61669.112.88 250.3  26287.
10:53:04 0.42 336.23  38.18  6.22 1647 135.97   256.5  26322.  6.72 -3.30   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.113.53 250.3  27079.
10:54:25 0.42 336.23  38.17  6.22 1647 140.16   255.6  26810.  7.23 -3.20   0.00   0.00   0.00 0.00 0.00 0.00  0.66 247.2  50637.119.50 248.7  26449.
10:55:46 0.42 336.23  38.16  6.22 1647 134.28   255.0  22616.  7.17 -3.23   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.117.89 248.7  26316.
10:57:07 0.42 336.24  38.15  6.22 1647 141.58   248.1  25783.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.117.84 247.7  26209.
10:58:28 0.42 336.24  38.14  6.22 1647 138.19   255.1  22830.  7.37 -3.41   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.123.04 248.7  26368.
10:59:49 0.42 336.24  38.13  6.22 1647 147.02   256.0  25916.  7.41 -3.60   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.125.93 249.1  25081.
11:01:10 0.42 336.25  38.12  6.22 1647 143.19   256.2  21927.  7.65 -3.64   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.126.71 249.3  25283.
11:02:31 0.42 336.25  38.11  6.22 1647 146.50   258.5  24981.  8.05 -3.38   0.00   0.00   0.00 0.00 0.00 0.00  0.84 249.1  47856.123.69 251.7  22262.
11:03:52 0.42 336.25  38.10  6.22 1647 144.01   257.7  21593.  8.19 -3.22   0.00   0.00   0.00 0.00 0.00 0.00  0.54 256.6  60330.126.63 250.9  25500.
11:05:13 0.42 336.25  38.09  6.22 1647 147.47   258.8  25039.  8.17 -2.98   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.124.37 252.0  22067.
11:06:34 0.42 336.26  38.08  6.21 1647 145.30   256.6  21735.  8.00 -3.27   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.126.97 249.6  24630.
11:07:55 0.42 336.26  38.07  6.21 1647 148.28   258.2  24692.  8.31 -3.54   0.00   0.00   0.00 0.00 0.00 0.00  0.72 249.1  61916.129.20 250.1  24451.
11:09:16 0.42 336.26  38.06  6.21 1647 147.42   258.2  21599.  8.33 -3.37   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.128.94 251.4  24890.
11:10:37 0.42 336.26  38.05  6.21 1647 153.40   259.4  25003.  7.85 -3.24   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.128.09 252.4  22161.
11:11:58 0.42 336.27  38.04  6.21 1647 151.90   258.9  25081.  7.96 -3.33   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.132.34 251.1  25137.
11:13:19 0.42 336.27  38.03  6.21 1647 150.13   257.7  25819.  7.65 -3.28   0.00   0.00   0.00 0.00 0.00 0.00  0.61 249.3  47752.128.28 250.4  25062.
11:14:40 0.42 336.27  38.02  6.21 1647 151.81   259.2  25530.  8.09 -3.31   0.00   0.00   0.00 0.00 0.00 0.00  0.54 255.7  58537.131.93 251.7  26140.
11:16:01 0.42 336.27  38.01  6.21 1647 147.68   257.8  26878.  7.19 -3.39   0.00   0.00   0.00 0.00 0.00 0.00  0.69 251.0  63189.125.62 250.7  26056.
11:17:22 0.42 336.28  38.00  6.21 1647 147.73   261.1  27817.  7.45 -3.63   0.00   0.00   0.00 0.00 0.00 0.00  0.74 257.9  65463.128.25 255.1  28213.
11:18:43 0.42 336.28  37.99  6.21 1647 144.95   260.0  26628.  7.62 -3.75   0.00   0.00   0.00 0.00 0.00 0.00  0.82 255.2  68400.120.52 253.4  23646.
11:20:04 0.42 336.28  37.98  6.21 1647 142.33   261.7  26254.  7.72 -3.89   0.00   0.00   0.00 0.00 0.00 0.00  0.74 257.3  52157.122.87 255.0  26722.
11:21:25 0.42 336.28  37.97  6.21 1647 142.42   261.5  26689.  7.76 -3.87   0.00   0.00   0.00 0.00 0.00 0.00  0.80 259.3  87604.119.62 254.8  23311.
11:22:46 0.42 336.29  37.96  6.21 1647 139.81   261.9  25695.  7.75 -4.07   0.00   0.00   0.00 0.00 0.00 0.00  0.87 257.3  63527.121.49 255.3  26105.
11:24:07 0.42 336.29  37.95  6.21 1647 142.53   260.6  25822.  7.67 -4.84   0.00   0.00   0.00 0.00 0.00 0.00  0.71 250.8  59421.120.13 253.8  23126.
11:25:28 0.42 336.29  37.94  6.21 1647 154.90   258.4  20972.  9.30 -4.40   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.135.50 250.3  23668.
11:26:49 0.42 336.29  37.93  6.21 1647 142.86   260.8  25137.  8.86 -4.59   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.120.91 252.9  22463.
11:28:10 0.42 336.30  37.92  6.21 1647 142.38   260.9  24454.  8.77 -4.49   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.122.09 253.7  25435.
11:29:31 0.42 336.30  37.91  6.21 1647 147.25   259.6  23074.  8.41 -4.84   0.00   0.00   0.00 0.00 0.00 0.00  1.01 251.8  72298.122.78 252.0  20673.
11:30:52 0.42 336.30  37.90  6.21 1647 145.04   260.7  25182.  9.01 -4.25   9.75 -15.57  -4.55 0.19 0.26 0.27  0.89 258.0  69491.127.32 252.3  25426.
11:32:13 0.42 336.31  37.89  6.21 1647 141.74   262.0  24890.  9.32 -3.70   8.08 -17.38  -6.17 0.42 0.81 1.01 -1.00  -1.0     -1.120.20 253.6  22281.
11:33:34 0.42 336.31  37.88  6.21 1647 139.12   262.7  25088.  9.30 -3.45   7.99 -16.89  -6.39 0.59 0.56 0.64 -1.00  -1.0     -1.120.38 255.1  25474.
11:39:00 0.42 336.19  37.71  6.10 1647  -1.00    -1.0     -1. -1.00 -1.00  11.18 -12.92   1.23 0.15 0.15 0.16 -1.00  -1.0     -1. -1.00  -1.0     -1.
11:39:29 0.42 336.32  37.84  6.21 1647 138.42   261.6  27008.  7.94 -5.29  11.60 -12.92   1.67 0.28 0.14 0.28 -1.00  -1.0     -1.118.09 254.6  23652.
11:40:05 0.42 336.19  37.71  6.09 1647  -1.00    -1.0     -1. -1.00 -1.00  12.09 -12.18   2.51 0.22 0.28 0.22 -1.00  -1.0     -1. -1.00  -1.0     -1.
11:40:25 0.42 336.19  37.70  6.09 1647  -1.00    -1.0     -1. -1.00 -1.00  12.08 -12.17   2.18 0.22 0.29 0.64 -1.00  -1.0     -1. -1.00  -1.0     -1.
