1980/266   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:09:22 0.95  93.79 139.06 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.60 522.7 151482.
 0:20:10 0.95  93.79 138.96 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.49 505.4 234594.
 0:30:58 0.95  93.79 138.86 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.93 521.5 214168.
 0:41:46 0.95  93.79 138.76 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.24 530.5 176749.
 0:52:34 0.95  93.78 138.66 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.52 522.2 209370.
 1:03:22 0.95  93.78 138.56 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.45 545.6 135233.
 1:14:10 0.95  93.78 138.46 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.40 529.5 212319.
 1:28:25 0.95  93.78 138.32 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.11 522.1 203889.
 1:39:13 0.95  93.78 138.22 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   2.47   0.41   5.70 0.20 0.10 0.15 -1.00  -1.0     -1.  6.84 527.8 206777.
 1:50:01 0.95  93.77 138.12 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   5.54   2.08   0.09 0.09 0.24 0.33 -1.00  -1.0     -1.  7.37 538.2 180198.
 1:57:14 0.95  93.77 138.05 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   4.53   2.86  -2.44 0.25 0.05 0.41 -1.00  -1.0     -1.  7.13 520.7 208791.
 2:08:02 0.95  93.77 137.95 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   5.83   0.18  -1.59 0.19 0.05 0.33 -1.00  -1.0     -1.  6.48 507.7 199420.
 2:18:50 0.95  93.77 137.85 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   5.05  -0.13  -3.40 0.09 0.24 0.19 -1.00  -1.0     -1.  6.85 509.6 179510.
 2:29:38 0.95  93.77 137.75 -2.12 1699  -1.00    -1.0     -1. -1.00 -1.00   3.92   1.07  -3.88 0.54 0.21 0.55 -1.00  -1.0     -1.  6.92 515.8 221879.
 2:40:25 0.95  93.77 137.65 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   2.21   1.85   3.03 0.21 0.55 0.40 -1.00  -1.0     -1.  7.66 536.9 243306.
 2:51:13 0.95  93.76 137.55 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   4.81  -1.80   2.06 0.00 0.00 0.00 -1.00  -1.0     -1.  7.31 523.5 213287.
 3:09:49 0.95  93.76 137.38 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   3.32   1.64  -1.86 0.15 0.05 0.20 -1.00  -1.0     -1. -1.00  -1.0     -1.
 3:15:13 0.95  93.76 137.33 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   3.33   0.13  -0.85 0.88 2.93 1.31 -1.00  -1.0     -1.  6.42 528.9 205722.
 3:20:37 0.95  93.76 137.28 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   4.60  -1.05  -1.08 0.87 0.62 0.64 -1.00  -1.0     -1.  7.30 529.3 227818.
 3:26:01 0.95  93.76 137.22 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   4.60  -2.43  -0.25 0.23 0.62 0.80 -1.00  -1.0     -1.  6.73 529.2 193559.
 3:29:02 0.95  93.76 137.20 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   3.58  -2.13   3.07 0.20 0.25 0.19 -1.00  -1.0     -1.  7.01 528.3 218985.
 3:34:26 0.95  93.76 137.15 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   5.61  -2.45   2.24 0.32 0.15 0.16 -1.00  -1.0     -1.  7.14 507.4 241896.
 3:39:50 0.95  93.76 137.10 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   5.59  -2.22   2.00 0.16 0.35 0.19 -1.00  -1.0     -1.  6.71 518.0 243816.
 3:45:14 0.95  93.76 137.05 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   5.87  -1.28   0.88 0.08 0.36 0.30 -1.00  -1.0     -1.  6.94 514.8 195940.
 3:50:38 0.95  93.76 137.00 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   5.87  -1.64   2.08 0.15 0.60 0.30 -1.00  -1.0     -1.  6.99 513.3 237300.
 3:56:02 0.95  93.75 136.95 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   5.78  -2.14   0.24 0.26 0.27 0.30 -1.00  -1.0     -1.  6.51 515.5 214960.
 4:01:26 0.95  93.75 136.89 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   5.67  -2.16   2.23 0.23 0.17 0.16 -1.00  -1.0     -1.  7.02 512.7 235224.
 4:06:50 0.95  93.75 136.85 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   3.93  -5.22   0.80 0.38 0.19 0.29 -1.00  -1.0     -1.  7.14 523.6 193624.
 4:17:28 0.95  93.75 136.75 -2.13 1699  -1.00    -1.0     -1. -1.00 -1.00   3.77   0.89   5.13 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
