1978/304   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 8:18:12 0.29 243.27  57.88  3.07 1674 155.01   300.1  99786. -5.62 -5.38  27.22  26.41  10.33 2.59 2.12 2.64 -1.00  -1.0     -1.113.68 307.9  93315.
 8:20:54 0.29 243.27  57.87  3.07 1674 134.51   314.1  82530. -0.51-10.95   0.04  14.64  34.88 6.18 3.37 1.05 -1.00  -1.0     -1.100.63 315.9  72652.
 8:23:36 0.29 243.29  57.86  3.07 1674 136.66   307.6  94952.  0.00 -5.64  18.75  22.04  25.79 2.56 4.33 3.28 -1.00  -1.0     -1.103.61 308.5  86818.
 8:26:18 0.29 243.30  57.85  3.07 1674 142.03   322.8  78223. -6.91 -5.89  28.21  17.66  17.88 0.99 4.15 8.77  2.49 328.9 187969.108.35 330.6  78889.
 8:29:00 0.29 243.32  57.84  3.08 1674 188.20   299.5 130647. -2.44 -9.51  26.63  22.76  17.87 2.98 0.79 2.70 -1.00  -1.0     -1.142.58 302.9 132761.
 8:31:42 0.29 243.33  57.82  3.08 1674 147.82   297.2  89203. -3.47 -6.42  25.74  28.46 -11.84 0.72 0.62 0.93 -1.00  -1.0     -1.114.29 301.2  88010.
 8:34:24 0.29 243.34  57.81  3.08 1674 118.96   307.4  69283. -6.14 -5.57  13.30  35.16  10.32 2.40 1.40 4.19 -1.00  -1.0     -1. 89.82 314.2  72171.
 8:37:06 0.29 243.35  57.80  3.08 1674 141.39   296.2  93270. -5.29  2.32  21.75  12.22   7.54 2.5117.32 8.62 -1.00  -1.0     -1.110.11 301.1  93887.
 8:39:48 0.29 243.36  57.78  3.08 1674 133.70   284.5 110893.  0.00 -5.27  36.34  10.15  14.86 0.85 2.17 2.73 -1.00  -1.0     -1.107.10 287.1 138972.
 8:42:30 0.29 243.38  57.77  3.08 1674 138.65   283.5 139661.  0.00 -6.40  35.55   7.19  13.75 0.72 4.45 1.81 -1.00  -1.0     -1.107.35 286.4 160279.
 8:45:12 0.29 243.39  57.76  3.09 1674 155.74   298.6 102810. -6.97 -1.42  24.61  31.16   1.65 1.93 1.15 0.88 -1.00  -1.0     -1.119.25 306.7 103463.
 8:47:54 0.29 243.40  57.75  3.09 1674 152.47   310.6  69130. -7.28 -2.46  17.19  34.38   3.30 2.50 0.46 3.12  2.90 307.2 179965.120.05 320.0  78645.
 8:50:36 0.29 243.41  57.73  3.09 1674 159.67   328.2  96801. -7.19 -3.03  12.30  34.68   9.06 5.17 2.19 2.09 -1.00  -1.0     -1.123.95 336.4  97863.
 8:53:18 0.29 243.43  57.72  3.09 1674 136.44   284.0 120391. -2.08 -0.58  36.27  16.40  -4.79 1.45 2.61 1.22 -1.00  -1.0     -1.105.36 285.9 120885.
 8:56:00 0.29 243.44  57.71  3.09 1674 142.90   279.8 156267. -0.58 -0.66  37.35  11.74  -6.30 0.33 1.91 1.50 -1.00  -1.0     -1.111.02 280.4 157563.
 8:58:42 0.29 243.45  57.70  3.09 1674 139.63   288.3 117321. -2.10 -2.45  34.63  16.28   5.54 2.53 3.99 1.94 -1.00  -1.0     -1.106.74 289.1 116392.
 9:01:24 0.29 243.46  57.69  3.09 1674 150.47   291.9 151001.  1.93 -4.25  31.26  -2.20   6.91 1.64 1.11 1.57 -1.00  -1.0     -1.114.69 289.7 152414.
 9:04:06 0.29 243.48  57.68  3.10 1674 144.65   281.7 145187.  0.31  0.10  36.71   4.97  -9.01 0.39 0.52 0.17 -1.00  -1.0     -1.114.21 283.4 174780.
 9:06:48 0.29 243.49  57.66  3.10 1674 145.04   281.5 151547. -1.95 -0.66  38.68  10.17  -5.85 0.32 1.33 0.44 -1.00  -1.0     -1.112.80 283.0 150339.
 9:09:30 0.29 243.50  57.65  3.10 1674 133.60   291.5 112718. -2.71  2.18  30.15  22.71 -12.97 0.83 1.29 1.20 -1.00  -1.0     -1.103.44 295.6 104558.
 9:12:12 0.29 243.51  57.64  3.10 1674 159.86   297.5 104402. -6.38  0.42  30.93  16.67  -8.41 5.1412.23 0.73 -1.00  -1.0     -1.117.08 307.3  96392.
 9:14:54 0.29 243.52  57.62  3.10 1674 150.53   283.3 147178.  0.26 -1.64  37.85   2.65  -2.80 0.56 2.24 1.49 -1.00  -1.0     -1.118.74 285.4 180033.
 9:17:36 0.29 243.54  57.61  3.10 1674 151.85   287.8 156205.  2.97  0.79  34.95  -8.30 -13.33 0.92 2.59 1.43 -1.00  -1.0     -1.115.94 283.5 158489.
 9:20:18 0.29 243.55  57.60  3.11 1674 150.12   278.7 160003.  0.82 -1.27  39.38   2.35  -4.16 0.35 1.37 3.04 -1.00  -1.0     -1.118.18 280.0 192289.
 9:23:00 0.29 243.57  57.59  3.11 1674 146.94   282.2 164437. -1.39 -3.76  38.32   7.83   4.61 0.56 1.20 2.08 -1.00  -1.0     -1.113.73 283.6 167042.
 9:25:42 0.29 243.57  57.57  3.11 1674 138.55   287.5 126459. -2.58 -3.27  36.66  -0.71   8.43 0.78 4.71 3.32 -1.00  -1.0     -1.107.25 289.3 124023.
 9:28:24 0.29 243.59  57.57  3.11 1674 147.80   321.2  78817.  0.00  0.00  38.71  -1.81   7.73 0.18 1.05 0.93  2.56 327.6 185383.114.92 321.6  70881.
 9:31:06 0.29 243.60  57.55  3.11 1674  -1.00    -1.0     -1. -1.00 -1.00  18.51 -29.60  15.01 1.90 0.37 1.67 -1.00  -1.0     -1. -1.00  -1.0     -1.
 9:38:16 0.29 243.64  57.52  3.12 1674 147.20   317.1  87260.  8.43 -6.70  14.48 -34.45  11.67 1.15 0.58 1.71 -1.00  -1.0     -1.112.73 307.4  88680.
 9:40:58 0.29 243.64  57.50  3.12 1674 150.64   320.7  80835.  8.77 -4.86  13.42 -36.40   2.08 4.30 2.41 1.18 -1.00  -1.0     -1.116.57 310.3  82183.
 9:43:40 0.29 243.66  57.49  3.12 1674 166.98   312.5 116519. 10.41 -3.04  28.09 -28.42   7.58 1.54 2.00 1.31 -1.00  -1.0     -1.131.02 299.9 112260.
 9:47:43 0.29 243.68  57.48  3.12 1674  -1.00    -1.0     -1. -1.00 -1.00  30.68  -7.38  25.49 0.20 0.55 0.55 -1.00  -1.0     -1. -1.00  -1.0     -1.
 9:50:25 0.29 243.69  57.46  3.12 1674  -1.00    -1.0     -1. -1.00 -1.00  30.27 -24.00   0.52 2.48 3.54 3.97 -1.00  -1.0     -1. -1.00  -1.0     -1.
 9:51:21 0.29 243.64  57.41  3.37 1674  -1.00    -1.0     -1. -1.00 -1.00  34.04 -19.19   0.18 1.88 2.63 2.35 -1.00  -1.0     -1. -1.00  -1.0     -1.
 9:51:46 0.29 243.70  57.46  3.13 1674  -1.00    -1.0     -1. -1.00 -1.00  32.37 -21.47  -2.31 1.27 1.79 3.27 -1.00  -1.0     -1. -1.00  -1.0     -1.
 9:51:56 0.29 243.68  57.44  3.12 1674  -1.00    -1.0     -1. -1.00 -1.00  31.62 -22.69  -1.51 1.40 2.25 3.13 -1.00  -1.0     -1. -1.00  -1.0     -1.
 9:52:06 0.29 243.69  57.45  3.12 1674 149.45   288.2 103827.  2.10 -9.69  31.07 -23.33  -2.24 1.37 1.95 4.41 -1.00  -1.0     -1.114.79 289.5 118721.
 9:52:41 0.29 243.70  57.45  3.13 1674 151.62   291.7 135331.  7.32  2.13  30.66 -24.34  -4.06 0.61 1.55 4.38 -1.00  -1.0     -1.115.77 283.9 125907.
 9:54:02 0.29 243.71  57.45  3.13 1674 147.71   296.4 139141.  8.45 -3.48  27.75 -26.16   6.67 3.20 0.83 6.99 -1.00  -1.0     -1.113.36 286.6 142887.
 9:55:23 0.29 243.71  57.44  3.13 1674 154.07   299.8 117932.  8.41 -3.35  26.24 -27.74   7.46 2.27 2.89 2.45 -1.00  -1.0     -1.117.12 289.3 118358.
 9:56:44 0.29 243.72  57.43  3.13 1674 161.71   294.2 111880.  7.77 -5.13  29.76 -23.07  10.97 0.81 1.06 2.64 -1.00  -1.0     -1.124.95 287.2 134324.
 9:58:05 0.29 243.73  57.43  3.13 1674 161.67   292.4 130374.  6.59  1.02  31.97 -22.53  -2.27 1.23 1.02 4.33 -1.00  -1.0     -1.122.87 286.1 119332.
 9:59:26 0.29 243.73  57.42  3.13 1674 144.29   291.9 108892.  8.16 -3.91  29.80 -24.49   4.35 1.39 1.38 2.37 -1.00  -1.0     -1.111.55 285.2 134892.
10:00:47 0.29 243.74  57.42  3.13 1674 156.35   290.1 141961.  7.74 -3.66  30.56 -22.99   3.17 1.45 1.03 1.69 -1.00  -1.0     -1.119.84 280.6 140951.
10:02:08 0.29 243.75  57.41  3.13 1674 153.63   294.1 141938.  6.74 -6.66  28.92 -18.87  17.35 0.51 0.90 0.54 -1.00  -1.0     -1.118.53 286.2 145281.
10:03:29 0.29 243.75  57.41  3.13 1674 153.52   290.5 134022.  6.82 -5.59  28.73 -17.57  18.54 0.87 0.97 1.86 -1.00  -1.0     -1.116.36 284.1 125313.
10:04:50 0.29 243.76  57.40  3.13 1674 155.97   290.2 111516.  3.86 -8.64  27.26 -11.84  25.13 1.29 2.26 0.64 -1.00  -1.0     -1.122.50 288.2 128870.
10:06:11 0.29 243.76  57.39  3.13 1674 146.06   292.4 116756.  6.43 -6.16  30.25 -20.07  13.09 1.12 0.68 4.03 -1.00  -1.0     -1.113.69 284.3 115778.
10:07:32 0.29 243.77  57.39  3.13 1674 155.91   301.1  96005.  6.74 -9.02  21.09 -20.80  23.22 1.68 1.23 1.40 -1.00  -1.0     -1.124.12 294.9 112614.
10:08:53 0.29 243.77  57.38  3.14 1674 150.39   301.0 117234.  8.79 -3.99  23.86  16.08  21.96 1.78 3.44 2.07 -1.00  -1.0     -1.114.88 290.2 118465.
10:10:14 0.29 243.78  57.38  3.14 1674 139.01   301.8  67587. -3.80 -7.59  27.99  11.04  20.12 4.79 1.69 6.15 -1.00  -1.0     -1.109.24 308.1  80360.
10:11:35 0.29 243.79  57.37  3.14 1674 133.20   290.2 114394. -0.94 -6.18  13.58  22.17  25.11 1.85 1.67 1.75 -1.00  -1.0     -1.107.79 290.8 113209.
10:12:56 0.29 243.79  57.36  3.14 1674 137.88   321.7  68494.  0.00 -7.98   4.08   1.39 -32.52 2.55 7.93 2.80 -1.00  -1.0     -1.101.01 321.6  61513.
10:14:17 0.29 243.80  57.36  3.14 1674 117.37   326.1  66002.  0.00  0.00   7.17  20.59 -29.43 0.45 2.12 0.81 -1.00  -1.0     -1.103.11 325.8  74575.
10:15:38 0.29 243.81  57.35  3.14 1674 142.58   313.6  79792. -3.45  5.29   5.20  26.40 -24.69 2.34 1.56 2.58  2.46 317.5 166386.112.45 316.9  78665.
10:16:59 0.29 243.81  57.34  3.14 1674 140.89   318.7  83739. -5.49  4.41  -3.29  26.40 -26.01 1.71 0.50 0.55 -1.00  -1.0     -1.109.25 324.6  85698.
10:18:20 0.29 243.82  57.34  3.14 1674 136.89   329.3  78531. -4.16  4.06  28.70   9.19  21.56 1.72 5.07 1.21 -1.00  -1.0     -1.107.54 335.1  88322.
10:19:41 0.29 243.83  57.33  3.14 1674 149.64   290.1 125186.  0.00  0.00  27.51  13.38  22.08 1.57 3.87 2.54 -1.00  -1.0     -1.118.66 288.5 121892.
10:21:02 0.29 243.83  57.33  3.14 1674 159.60   292.0  93507. -4.15 -7.08  25.83   9.03  27.15 2.38 1.55 1.67 -1.00  -1.0     -1.124.56 298.9 108138.
10:22:23 0.29 243.84  57.32  3.14 1674 149.82   297.3  90668. -1.92 -9.20  26.02   8.03  23.26 2.15 5.39 8.70 -1.00  -1.0     -1.112.55 299.3  91652.
10:23:44 0.29 243.84  57.31  3.14 1674 145.54   301.4 109840.  0.91-10.95  29.08  21.01  12.74 1.73 2.21 3.62 -1.00  -1.0     -1.113.86 300.8 110158.
10:25:05 0.29 243.85  57.31  3.15 1674 142.44   290.1  95755. -4.58 -7.21  25.71  21.02  20.16 0.42 1.07 1.23 -1.00  -1.0     -1.107.03 296.1  90268.
10:26:26 0.29 243.86  57.30  3.15 1674 132.27   292.2  82287. -4.09 -8.61  24.87  10.67  26.92 1.10 1.00 1.09 -1.00  -1.0     -1.103.91 298.7  97477.
10:27:47 0.29 243.86  57.30  3.15 1674 145.17   297.9  90710. -0.83-10.86  22.87  13.03  27.44 1.23 0.83 1.02 -1.00  -1.0     -1.113.53 298.7  91613.
10:29:07 0.29 243.87  57.29  3.15 1674 133.32   300.7  68286. -2.67-10.24  19.55   9.81  31.15 1.04 0.82 0.51 -1.00  -1.0     -1.104.96 305.4  82527.
10:30:28 0.29 243.88  57.28  3.15 1674  -1.00    -1.0     -1. -1.00 -1.00  19.66   5.01  31.43 1.85 2.99 1.44 -1.00  -1.0     -1. -1.00  -1.0     -1.
10:31:49 0.29 243.88  57.28  3.15 1674  -1.00    -1.0     -1. -1.00 -1.00   0.35 -32.83 -14.19 0.49 0.04 0.75 -1.00  -1.0     -1. -1.00  -1.0     -1.
11:40:40 0.29 244.20  56.97  3.19 1674 144.12   306.3  89047.  0.00  3.03   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.114.00 304.5  88842.
11:42:01 0.29 244.21  56.96  3.19 1674 138.91   329.5  77378.  9.53  0.83   2.94 -33.37 -12.73 2.23 1.20 3.43 -1.00  -1.0     -1.108.25 318.1  78119.
11:43:22 0.29 244.21  56.96  3.19 1674  -1.00    -1.0     -1. -1.00 -1.00  17.32 -18.49 -27.40 2.13 2.29 1.80 -1.00  -1.0     -1.109.92 301.2  80640.
11:44:43 0.29 244.22  56.95  3.19 1674 144.34   292.1  96482.  0.00  3.12  29.59  10.63 -20.54 1.72 3.82 2.73 -1.00  -1.0     -1.116.55 292.5 111627.
11:46:05 0.29 244.23  56.94  3.19 1674 140.87   279.7 135977.  0.92 -0.04  36.05   5.63   3.68 2.27 1.1110.97 -1.00  -1.0     -1.108.69 279.4 125550.
11:47:26 0.29 244.23  56.94  3.20 1674 133.57   299.2  86815. -0.18  0.00  22.88  10.42 -28.22 1.40 3.23 1.81 -1.00  -1.0     -1.112.91 300.7  96979.
11:48:47 0.29 244.24  56.93  3.20 1674 137.70   296.1  87068. -2.28  4.36  24.31  11.46 -27.96 1.41 0.97 1.42 -1.00  -1.0     -1.107.74 297.9  87692.
11:50:08 0.29 244.25  56.93  3.20 1674 124.89   334.1  69829.  0.00  0.00  -2.05 -20.86 -20.6211.8914.37 1.58  2.66 331.7 160188.104.52 332.8  65005.
11:50:34 0.29 244.25  56.92  3.20 1674  -1.00    -1.0     -1. -1.00 -1.00  -9.63 -27.86 -21.43 0.68 1.05 1.50 -1.00  -1.0     -1. -1.00  -1.0     -1.
11:51:28 0.29 244.20  56.87  3.44 1674  -1.00    -1.0     -1. -1.00 -1.00   4.46 -20.63 -26.3811.81 4.11 7.56 -1.00  -1.0     -1. -1.00  -1.0     -1.
11:51:55 0.29 244.25  56.92  3.20 1674  -1.00    -1.0     -1. -1.00 -1.00  20.01 -24.60 -17.81 7.56 3.73 5.35 -1.00  -1.0     -1. -1.00  -1.0     -1.
11:52:49 0.29 244.20  56.86  3.44 1674  -1.00    -1.0     -1. -1.00 -1.00  24.30 -23.15 -17.97 0.95 0.46 1.11 -1.00  -1.0     -1. -1.00  -1.0     -1.
11:53:16 0.29 244.26  56.91  3.20 1674  -1.00    -1.0     -1. -1.00 -1.00  25.91 -22.16 -16.57 2.00 1.42 1.97 -1.00  -1.0     -1. -1.00  -1.0     -1.
11:54:37 0.29 244.27  56.90  3.20 1674  -1.00    -1.0     -1. -1.00 -1.00  19.67 -22.89 -22.56 2.06 1.03 1.11 -1.00  -1.0     -1. -1.00  -1.0     -1.
11:54:47 0.29 244.25  56.89  3.20 1674 138.66   329.7  69790.  5.77  5.14  20.35 -22.87 -22.00 1.47 1.01 1.26  2.35 340.5 161357.112.16 324.4  79649.
11:54:57 0.29 244.26  56.89  3.20 1674 142.58   299.6  96275.  9.09 -0.27  19.92 -23.16 -21.87 2.22 1.38 1.22 -1.00  -1.0     -1.111.51 290.2 116282.
11:55:07 0.29 244.27  56.90  3.20 1674 147.45   298.0 107794.  7.70  2.00  19.07 -23.78 -21.85 2.63 1.32 1.19 -1.00  -1.0     -1.113.77 288.4 109122.
11:55:31 0.29 244.27  56.90  3.20 1674 144.08   304.3  89856.  7.74  3.84  16.85 -25.31 -21.88 1.22 1.27 1.90 -1.00  -1.0     -1.115.55 296.5 104032.
11:56:53 0.29 244.27  56.89  3.20 1674 135.42   309.8  89235. 10.02  0.85   3.62   6.69  33.89 6.86 4.25 2.28 -1.00  -1.0     -1.106.31 297.1  90483.
11:58:14 0.29 244.28  56.89  3.20 1674 128.06   317.9  82972.  0.00  0.00   8.93  -1.72  38.06 0.36 0.42 0.19 -1.00  -1.0     -1.107.30 317.2  81799.
11:59:35 0.29 244.29  56.88  3.20 1674 136.23   318.9  60022.  1.53-11.83  11.50  -7.38  34.01 2.03 3.21 3.79  3.15 316.5 152483.103.52 317.4  61246.
12:00:56 0.29 244.29  56.87  3.20 1674 166.96   310.3 107910.  4.84-11.10   7.25  -2.33  36.85 1.43 2.86 0.70 -1.00  -1.0     -1.126.60 305.5 110561.
12:02:17 0.29 244.30  56.87  3.20 1674 134.83   324.9  62312.  0.94-11.80  14.16  -8.27  33.02 4.30 3.57 1.69  3.07 318.1 160669.103.24 323.2  61035.
12:03:38 0.29 244.31  56.86  3.20 1674 149.28   325.5  75683.  2.77-10.84   0.00   0.00   0.00 0.00 0.00 0.00  3.03 329.3 181914.109.16 324.0  68533.
12:04:59 0.29 244.31  56.85  3.21 1674 133.91   322.8  62484.  4.02-11.05   0.00   0.00   0.00 0.00 0.00 0.00  3.28 319.2 149247.103.61 317.7  61961.
12:09:02 0.29 244.34  56.84  3.21 1674 152.20   319.0  73516.  4.22-11.03   0.00   0.00   0.00 0.00 0.00 0.00  3.12 315.8 122883.118.84 314.1  75410.
12:10:23 0.29 244.34  56.83  3.21 1674 169.10   307.7  85909.  2.12-11.16   0.00   0.00   0.00 0.00 0.00 0.00  2.97 312.5 154679.128.97 305.5  87978.
12:11:44 0.29 244.34  56.82  3.21 1674 136.03   315.9  58378.  3.70-11.23   0.00   0.00   0.00 0.00 0.00 0.00  3.05 317.0 193816.106.50 313.1  66509.
12:13:05 0.29 244.35  56.82  3.21 1674 134.63   323.8  57907.  2.90-10.89   0.00   0.00   0.00 0.00 0.00 0.00  3.01 315.1 139229.106.47 319.8  57624.
12:14:26 0.29 244.36  56.82  3.21 1674 153.70   306.7  82365.  5.78 -9.89  15.27 -14.84  31.91 1.89 1.91 1.18  3.38 310.1 149234.120.52 301.3  94813.
12:15:47 0.29 244.36  56.81  3.21 1674 142.21   325.4  60262.  0.08-10.83   3.98  -1.38  37.72 1.86 3.81 0.41  3.36 324.9 213567.111.66 326.4  67074.
12:17:08 0.29 244.37  56.80  3.21 1674 137.91   323.1  68117.  1.53-11.25   6.06  -8.03  36.18 1.28 3.96 1.10  3.07 324.0 146466.105.92 322.5  62059.
12:18:29 0.29 244.38  56.79  3.21 1674 144.75   316.3  74646.  5.54 -9.95   7.85 -16.63  32.41 3.25 2.17 1.87  2.98 316.8 146492.111.13 310.8  66873.
12:19:50 0.29 244.38  56.79  3.21 1674 151.09   317.3  68669.  6.18 -9.50   9.94 -22.24  28.64 0.86 1.32 1.42 -1.00  -1.0     -1.119.08 311.5  78454.
12:21:11 0.29 244.39  56.79  3.22 1674 151.30   315.4  78129.  8.27 -7.13  10.34 -29.56  20.84 0.98 1.14 2.19  3.13 318.8 139008.115.66 305.9  78902.
12:22:32 0.29 244.40  56.78  3.22 1674 144.56   315.5  68555.  9.48 -6.05   9.47 -31.97  16.84 1.46 0.94 2.03  3.46 311.0 147675.114.55 305.8  78395.
12:23:53 0.29 244.40  56.77  3.22 1674 139.16   311.4  78376.  8.41 -6.48  12.45 -30.07  19.43 2.24 0.35 1.33 -1.00  -1.0     -1.105.47 301.3  80695.
12:25:14 0.29 244.41  56.77  3.22 1674 144.79   319.4  65352.  9.83 -5.21   5.58 -35.29  13.50 1.71 0.58 1.28  3.16 313.9 146687.111.74 309.2  75510.
12:26:35 0.29 244.41  56.76  3.22 1674 145.34   318.3  72431. 10.12 -3.87   6.94 -37.46   8.00 0.90 0.27 0.49 -1.00  -1.0     -1.110.54 306.0  73275.
12:27:56 0.29 244.42  56.75  3.22 1674 156.73   310.4  80763. 10.17 -1.88   8.93 -34.78  10.29 2.17 0.47 5.72  3.81 313.7 158590.120.50 297.4  79844.
12:29:17 0.29 244.43  56.75  3.22 1674 154.71   322.7  72431.  7.84 -7.67   6.06 -32.70  13.57 2.17 1.39 8.91  3.24 320.1 150806.112.36 314.5  66200.
12:30:38 0.29 244.43  56.74  3.22 1674 104.73   302.5  90340.  7.49 -1.76  14.74 -33.90   3.81 1.32 1.14 2.28 -1.00  -1.0     -1. 84.01 293.7  87176.
12:31:59 0.29 244.44  56.73  3.22 1674 144.02   311.5  72827.  8.63 -6.88  15.16 -28.91  20.77 2.64 0.73 1.89 -1.00  -1.0     -1.107.41 300.6  75000.
12:33:20 0.29 244.45  56.73  3.22 1674 138.87   321.3  60460. 10.23 -5.91   7.26 -32.00  19.63 1.79 2.34 3.73  3.42 314.7 143621.104.66 308.5  58771.
12:34:41 0.29 244.45  56.72  3.22 1674 144.94   319.7  70846.  8.44 -8.00   6.22 -29.34  24.49 1.10 0.74 0.67  3.15 321.0 156134.105.32 311.1  64537.
12:36:02 0.29 244.46  56.72  3.22 1674 139.77   321.9  59076.  8.34 -8.39   3.53 -30.01  23.59 1.07 1.25 1.49  3.04 323.3 191646.108.87 313.3  69004.
12:37:23 0.29 244.47  56.71  3.23 1674 140.27   320.7  66785.  9.70 -5.68   3.08 -33.78  17.50 1.47 0.55 0.90  3.24 325.3 158694.107.49 310.3  61302.
12:38:44 0.29 244.47  56.70  3.23 1674 131.12   323.4  55347.  9.37 -6.91  -0.28 -33.28  17.79 3.31 0.54 1.92 -1.00  -1.0     -1.101.41 313.3  64979.
12:40:05 0.29 244.48  56.70  3.23 1674 144.60   318.0  68867.  8.98 -6.72   6.23 -32.42  19.58 1.30 1.06 1.72  3.17 319.3 129977.109.67 307.0  70076.
12:41:26 0.29 244.48  56.69  3.23 1674 141.95   318.6  63241. 10.10 -4.49   6.67 -35.33  13.54 0.54 0.46 1.43  3.32 315.3 141217.106.90 306.6  63286.
12:42:47 0.29 244.49  56.68  3.23 1674 142.01   318.9  68721.  9.06 -5.44   5.59 -33.98  14.80 1.20 0.85 1.77 -1.00  -1.0     -1.106.56 309.1  61253.
12:44:08 0.29 244.50  56.68  3.23 1674 140.35   281.1 105286.  6.52 -4.04  31.42 -22.43   7.55 0.95 0.87 1.32 -1.00  -1.0     -1.108.46 273.0 103135.
12:45:29 0.29 244.50  56.67  3.23 1674 120.54   296.0  72447.  8.59 -5.45  21.95 -28.72  13.78 1.30 0.99 0.58 -1.00  -1.0     -1. 91.42 288.9  80776.
12:46:50 0.29 244.51  56.67  3.23 1674 141.42   301.1  80792.  8.86 -6.84  12.79 -33.20  15.63 1.31 0.79 0.67 -1.00  -1.0     -1.110.57 290.1  79552.
12:48:11 0.29 244.52  56.66  3.23 1674 138.82   311.2  72567.  8.93 -6.34  13.56 -31.08  18.88 1.29 1.01 1.06 -1.00  -1.0     -1.105.43 300.3  73311.
