1975/117   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
13:57:08 0.76 178.23   7.82  4.72 1626  28.53   310.2  14605.  2.54  4.19   0.00   0.00   0.00 0.00 0.00 0.00  0.13 305.3  71505. 27.62 308.3  13143.
14:40:20 0.76 178.24   7.43  4.71 1626  26.73   311.2  14488.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.23 310.6  15284.
15:23:32 0.76 178.24   7.04  4.71 1626  21.55   313.4  20826.  0.99  2.94   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.18 313.3  18055.
16:06:44 0.76 178.25   6.65  4.71 1626  20.47   314.6  22645.  1.09  2.49   0.00   0.00   0.00 0.00 0.00 0.00  0.09 305.2  32030. 21.53 313.1  20423.
