1976/260   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
21:15:27 0.67 173.20 129.47 -7.23 1645   8.39   474.5  85506.  1.81 -2.43   7.84   2.53   4.66 0.00 0.00 0.00  0.21 493.7 316179.  7.25 476.2 117377.
21:58:39 0.67 173.21 129.09 -7.23 1645   9.04   472.1 115460.  1.18 -2.77   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.95 474.9 148344.
22:41:51 0.67 173.23 128.71 -7.23 1645   8.52   485.9 155562.  0.00  0.00   6.26   0.13   3.45 0.00 0.00 0.00  0.39 511.4 533917.  7.11 485.6 147925.
23:46:39 0.66 173.25 128.14 -7.23 1645   8.64   470.2 120696.  1.27 -1.59   8.57   2.13   1.87 0.00 0.00 0.00 -1.00  -1.0     -1.  7.54 472.2 163891.
