1977/306   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:02:40 0.33 302.53 232.88  7.22 1661 117.01   265.1  32972.  4.07 -2.76  18.19 -24.51  15.30 0.15 0.35 0.41  2.20 262.7  65138. 95.55 260.6  34557.
 0:13:28 0.33 302.57 232.82  7.22 1661 102.14   266.3  34164.  2.89 -3.54  20.14 -19.39  19.08 0.48 0.54 0.37 -1.00  -1.0     -1. 83.05 265.5  34060.
 0:24:16 0.33 302.61 232.76  7.22 1661  93.38   263.5  34508.  2.99 -1.50  14.42 -28.62  14.59 1.45 0.82 0.04  4.29 257.7  37409. 75.78 259.7  33241.
 0:35:04 0.33 302.65 232.70  7.22 1661  75.20   253.7  30510.  1.94  0.87  31.06 -22.34   8.71 0.56 0.20 0.85 12.84 249.5 125845. 63.84 251.1  29373.
 0:45:52 0.33 302.69 232.64  7.22 1661 100.07   258.4  46008.  1.75  0.00  28.30 -17.97   7.47 0.37 0.48 0.37  5.80 249.8  55964. 81.23 256.9  40918.
 0:56:40 0.33 302.72 232.58  7.22 1661  81.75   254.9  32705.  2.53  0.37  29.83 -19.11  13.28 0.12 0.90 0.45 12.88 248.0 132862. 68.21 251.4  31146.
 1:07:28 0.33 302.76 232.52  7.22 1661  73.97   257.5  22606.  2.68  0.99  28.39 -24.33  11.03 0.04 0.14 0.33 10.72 250.4  93283. 61.69 254.0  21823.
 1:18:16 0.33 302.80 232.46  7.22 1661  78.70   261.9  30110.  0.67  1.02  27.76 -22.83  10.09 0.05 0.14 0.19 10.47 258.7 106160. 65.11 261.5  25754.
 1:29:04 0.33 302.84 232.40  7.22 1661  90.75   266.6  33420.  0.38  3.24  26.62 -21.58   6.40 0.34 0.75 1.01 13.00 261.0 137761. 76.56 265.3  34336.
 1:39:52 0.33 302.88 232.33  7.22 1661  86.35   272.2  33638. -0.77  1.90  28.31 -22.49   2.70 0.28 0.09 0.19 10.67 261.1 115164. 70.91 273.2  32975.
 1:50:40 0.33 302.92 232.28  7.22 1661 103.23   278.8 124559. -2.05 -0.42  26.12 -21.85  -5.31 0.10 0.19 0.24 -1.00  -1.0     -1. 88.42 281.5 125884.
 2:01:28 0.33 302.95 232.22  7.22 1661  87.43   260.8  39427.  0.11 -0.96  27.97 -21.52   2.34 0.05 0.20 0.20 11.87 254.4  91009. 71.73 260.0  39865.
 2:12:16 0.33 302.99 232.15  7.22 1661 115.93   250.1  36302.  1.90 -1.39  23.99 -18.62   7.34 0.41 0.20 1.65 14.03 247.8  87539. 95.99 247.5  35376.
 2:23:04 0.33 303.03 232.09  7.22 1661 110.34   241.9  33794.  1.35  0.37  28.09 -15.41   9.38 0.11 0.20 0.20 12.54 240.2  89281. 95.55 241.3  41561.
 2:33:52 0.33 303.07 232.03  7.22 1661 110.19   247.6  36149.  1.68  0.37  29.77 -15.26  -0.04 0.10 0.25 0.00 14.17 243.5 121661. 90.78 245.8  35100.
 2:37:55 0.33 303.08 232.01  7.22 1661  -1.00    -1.0     -1. -1.00 -1.00  29.16 -16.11   1.56 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 2:44:31 0.33 303.07 231.94  7.25 1661  -1.00    -1.0     -1. -1.00 -1.00  28.64 -14.71   4.36 0.31 0.10 0.80 -1.00  -1.0     -1. -1.00  -1.0     -1.
 2:55:28 0.33 303.14 231.91  7.22 1661 138.60   240.2  47518.  3.09  0.96  25.90 -13.91  12.51 0.01 0.00 0.40 16.45 235.7  85240.117.39 236.1  46999.
 3:06:16 0.33 303.18 231.85  7.22 1661 142.41   256.7 103688.  1.09  2.67  16.09  -5.14  23.26 0.99 0.61 0.75 -1.00  -1.0     -1.123.31 256.6 111740.
 3:16:55 0.33 303.19 231.76  7.25 1661  -1.00    -1.0     -1. -1.00 -1.00  27.47 -16.13  -8.17 0.28 0.39 1.15 -1.00  -1.0     -1. -1.00  -1.0     -1.
 3:27:44 0.33 303.22 231.70  7.25 1661  -1.00    -1.0     -1. -1.00 -1.00  -0.08   5.25  34.73 1.02 0.29 0.01 -1.00  -1.0     -1. -1.00  -1.0     -1.
 3:38:32 0.33 303.26 231.63  7.25 1661  -1.00    -1.0     -1. -1.00 -1.00   6.75  -1.02  34.30 0.62 0.37 0.17 -1.00  -1.0     -1. -1.00  -1.0     -1.
 3:49:28 0.33 303.33 231.61  7.22 1661 117.76   247.0  40450.  0.00  0.00   0.53  -0.71  34.58 1.31 1.00 0.19  4.00 236.8  63813.101.71 246.0  41330.
 4:03:28 0.33 303.38 231.53  7.22 1661  -1.00    -1.0     -1. -1.00 -1.00   9.56  -0.37  33.55 0.40 0.02 0.15 -1.00  -1.0     -1. -1.00  -1.0     -1.
 4:04:49 0.33 303.39 231.52  7.22 1661  -1.00    -1.0     -1. -1.00 -1.00  10.48   0.28  32.88 0.78 0.50 0.75 -1.00  -1.0     -1. -1.00  -1.0     -1.
 4:06:10 0.33 303.39 231.52  7.22 1661 117.48   249.3  36594.  1.27 -0.21   8.66  -0.49  33.02 0.46 0.31 0.16  3.79 244.0  64709. 98.79 247.8  36607.
 4:06:20 0.33 303.36 231.48  7.25 1661  -1.00    -1.0     -1. -1.00 -1.00   8.68  -0.72  33.02 0.46 0.40 0.12 -1.00  -1.0     -1. -1.00  -1.0     -1.
 4:07:31 0.33 303.40 231.50  7.22 1661 119.09   246.4  40966.  1.00  0.20   6.72  -1.19  33.59 1.21 0.25 0.30 -1.00  -1.0     -1.100.68 245.1  42327.
 4:07:41 0.33 303.40 231.50  7.22 1661 123.18   249.1  42909.  1.08 -0.36   6.34  -1.15  33.59 1.13 0.28 0.33 -1.00  -1.0     -1.103.78 248.4  43893.
 4:09:02 0.33 303.40 231.50  7.22 1661 123.33   248.7  42850.  1.54 -0.65   8.29  -1.05  32.97 0.29 0.44 0.46  3.32 244.4  63995.105.89 248.9  46118.
 4:10:23 0.33 303.41 231.49  7.22 1661 135.28   251.1  45962.  1.41 -0.84   4.73  -1.74  34.05 1.28 0.35 0.52  3.17 251.4  61981.115.10 249.8  46001.
 4:11:44 0.33 303.41 231.48  7.22 1661 121.66   261.7  44874.  2.23 -0.49   0.82  -2.23  33.89 0.31 0.23 0.27  2.87 259.5  56276.103.24 259.3  45011.
 4:13:05 0.33 303.42 231.47  7.22 1661 128.62   260.3  37370.  3.61 -1.52   0.24  -2.82  33.32 0.48 1.30 0.54  3.18 256.4  61539.108.75 256.5  38416.
 4:14:26 0.33 303.42 231.47  7.22 1661 129.99   262.6  45394.  2.80 -1.21  -1.93  -2.91  32.58 0.54 1.67 1.40  2.65 260.3  56549.108.39 260.6  40557.
 4:15:47 0.33 303.43 231.46  7.22 1661 144.93   268.7  46784.  1.49  0.73  -5.06  -1.68  31.16 1.08 0.74 0.39  3.10 268.7  60785.121.59 267.1  47132.
