1978/204   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:06:49 0.98 130.84 191.00  0.65 1670   6.18   431.2  38718.  2.79  1.68   0.00   0.00   0.00 0.00 0.00 0.00  0.16 425.9 268894.  6.57 430.9  42860.
 0:12:13 0.98 130.84 190.95  0.65 1670   5.55   429.3  33823.  3.38  1.35   0.00   0.00   0.00 0.00 0.00 0.00  0.09 416.5 197285.  5.05 427.5  33898.
 0:23:01 0.98 130.84 190.84  0.65 1670   4.88   420.6  46648.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00  0.14 422.2 286111.  5.00 418.7  36457.
