14:41:40 0.95 154.33 325.88 -5.73 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.56 439.6 154497.
14:52:28 0.95 154.32 325.78 -5.73 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.06 429.6 225021.
15:03:16 0.95 154.32 325.68 -5.73 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.12 443.9 198198.
15:14:04 0.95 154.32 325.58 -5.73 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.72 440.5 179325.
15:24:52 0.95 154.32 325.47 -5.73 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.62 428.9 169524.
15:35:40 0.95 154.32 325.38 -5.73 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.58 425.0 196613.
15:46:28 0.95 154.31 325.28 -5.73 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.84 448.3 204328.
20:33:00 0.95 154.27 322.60 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.03 848.2 950109.
20:34:01 0.95 154.27 322.59 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.49 846.1 924122.
20:34:22 0.95 154.27 322.58 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.48 846.1 923966.
20:34:42 0.95 154.27 322.58 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.48 845.5 882437.
20:35:22 0.95 154.27 322.58 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.45 857.6 938519.
20:36:03 0.95 154.27 322.57 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.51 848.3 883581.
20:36:43 0.95 154.27 322.56 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.90 852.4 950057.
20:37:24 0.95 154.27 322.56 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.80 847.5 905462.
20:38:04 0.95 154.27 322.55 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.25 856.8 950421.
20:38:45 0.95 154.27 322.54 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.06 853.3 858165.
20:39:25 0.95 154.27 322.54 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.19 861.9 914090.
20:40:06 0.95 154.27 322.53 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.35 871.0 692052.
20:40:46 0.95 154.27 322.52 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.37 874.3 788206.
20:41:27 0.95 154.27 322.52 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.56 869.4 652550.
20:42:07 0.95 154.27 322.51 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.91 893.3 609255.
20:42:48 0.95 154.27 322.50 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.10 891.0 539192.
20:43:28 0.95 154.27 322.50 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.62 860.5 827239.
20:44:09 0.95 154.27 322.49 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.29 818.5 882333.
20:44:49 0.95 154.27 322.48 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.68 850.8 623184.
20:45:30 0.95 154.27 322.48 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.58 761.8 925265.
20:46:10 0.95 154.27 322.47 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.69 765.5 775108.
20:46:51 0.95 154.27 322.47 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.76 782.1 666999.
20:47:31 0.95 154.27 322.46 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.33 743.9 922094.
20:48:12 0.95 154.27 322.45 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.13 812.41175162.
20:48:52 0.95 154.27 322.45 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.48 788.31378437.
20:49:33 0.95 154.27 322.44 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.01 774.21393562.
20:50:13 0.95 154.26 322.44 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.44 793.51551100.
20:50:54 0.95 154.26 322.43 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.42 815.01799126.
20:51:34 0.95 154.26 322.42 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.09 795.31861443.
20:52:15 0.95 154.26 322.42 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.54 804.31874801.
20:52:55 0.95 154.26 322.41 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.02 793.71816069.
20:53:36 0.95 154.26 322.41 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.33 775.82049022.
20:54:16 0.95 154.26 322.40 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.77 792.21732752.
20:54:57 0.95 154.26 322.39 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.26 778.01891589.
20:55:37 0.95 154.26 322.39 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.96 754.01792004.
20:56:18 0.95 154.26 322.38 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.64 770.31840082.
20:56:58 0.95 154.26 322.37 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.98 784.21842733.
20:57:39 0.95 154.26 322.37 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.02 772.31716432.
20:58:19 0.95 154.26 322.36 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.97 757.31402242.
20:59:00 0.95 154.26 322.35 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.80 777.81493667.
20:59:40 0.95 154.26 322.35 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.09 806.51393250.
21:00:21 0.95 154.26 322.34 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.01 790.71301306.
21:01:01 0.95 154.26 322.33 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.50 781.11346785.
21:01:42 0.95 154.26 322.33 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.11 738.9 603018.
21:02:22 0.95 154.26 322.32 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.78 776.4 882645.
21:03:03 0.95 154.26 322.32 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.17 782.61044029.
21:03:43 0.95 154.26 322.31 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.47 763.3 859984.
21:04:24 0.95 154.26 322.30 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.38 772.51258582.
21:05:04 0.95 154.26 322.30 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.84 772.71362793.
21:05:45 0.95 154.26 322.29 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.85 754.5 896471.
21:06:25 0.95 154.26 322.29 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.07 761.21078540.
21:07:06 0.95 154.26 322.28 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.76 780.91550840.
21:07:46 0.95 154.26 322.27 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.69 740.3 463048.
21:08:27 0.95 154.26 322.27 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.84 737.7 621209.
21:09:07 0.95 154.26 322.26 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.35 725.7 639816.
21:09:48 0.95 154.26 322.25 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.28 726.8 647197.
21:10:28 0.95 154.26 322.25 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.83 732.5 532903.
21:11:09 0.95 154.26 322.24 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.99 731.7 686126.
21:11:49 0.95 154.26 322.23 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.82 746.3 679162.
21:12:30 0.95 154.26 322.23 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.26 745.5 684619.
21:13:10 0.95 154.26 322.22 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.87 748.9 714713.
21:13:51 0.95 154.26 322.21 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.11 747.3 867988.
21:14:31 0.95 154.26 322.21 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.72 751.51142937.
21:15:12 0.95 154.26 322.20 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.11 746.01172147.
21:15:52 0.95 154.26 322.19 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.37 749.71211701.
21:16:33 0.95 154.26 322.19 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.06 745.21207647.
21:17:13 0.95 154.26 322.18 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.47 782.51565549.
21:17:54 0.95 154.26 322.18 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.06 792.61409207.
21:18:34 0.95 154.26 322.17 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.02 779.41348240.
21:19:15 0.95 154.26 322.17 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.15 777.41320381.
21:19:55 0.95 154.26 322.16 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.59 793.71592888.
21:20:36 0.95 154.26 322.15 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.32 779.61324955.
21:21:16 0.95 154.26 322.15 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.79 745.0 997147.
21:21:57 0.95 154.26 322.14 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.09 732.61082646.
21:22:37 0.95 154.26 322.13 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.94 723.41110764.
21:23:18 0.95 154.26 322.13 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.17 717.6 979475.
21:23:58 0.95 154.26 322.12 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.75 733.81043509.
21:24:39 0.95 154.26 322.11 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.42 739.5 774121.
21:25:19 0.95 154.26 322.11 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.06 737.5 923654.
21:26:00 0.95 154.26 322.10 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.42 734.3 913415.
21:26:40 0.95 154.26 322.09 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.46 790.2 510658.
21:27:21 0.95 154.26 322.09 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.17 712.2 829059.
21:28:01 0.95 154.26 322.08 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.83 770.2 366894.
21:28:42 0.95 154.26 322.08 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.69 768.2 538257.
21:29:22 0.95 154.26 322.07 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.70 713.5 753590.
21:30:03 0.95 154.26 322.06 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.60 715.3 881866.
21:30:43 0.95 154.26 322.06 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.42 716.6 792000.
21:31:24 0.95 154.26 322.05 -5.74 1685  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.02 717.4 907282.
