1980/050   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:00:41 0.98 331.14 351.45 -5.10 1692   5.24   345.3  40729.  2.30 -3.31   0.00   0.00   0.00 0.00 0.00 0.00  0.08 333.6 187150.  5.26 343.9  41489.
 0:02:02 0.98 331.14 351.44 -5.10 1692   5.70   341.6  41561.  1.26 -3.52   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.67 342.3  49338.
 0:03:23 0.98 331.14 351.42 -5.10 1692   5.84   338.3  46885.  1.64 -3.79   0.00   0.00   0.00 0.00 0.00 0.00  0.11 329.4 141451.  5.71 340.6  40079.
 0:04:44 0.98 331.14 351.41 -5.10 1692   5.67   341.2  40586.  1.61 -3.81   0.00   0.00   0.00 0.00 0.00 0.00  0.12 337.9 239619.  5.87 340.4  36168.
 0:06:05 0.98 331.14 351.40 -5.10 1692   5.97   341.3  44530.  1.80 -3.48   0.00   0.00   0.00 0.00 0.00 0.00  0.10 335.1 137903.  5.87 341.7  39930.
 0:07:26 0.98 331.14 351.39 -5.10 1692   5.70   341.7  38800.  1.99 -3.09   0.00   0.00   0.00 0.00 0.00 0.00  0.06 340.9  71713.  5.60 341.1  35217.
 0:08:47 0.98 331.14 351.38 -5.10 1692   5.73   344.1  37627.  2.06 -3.20   0.00   0.00   0.00 0.00 0.00 0.00  0.05 331.8  56549.  5.87 342.4  38290.
 0:10:08 0.98 331.14 351.36 -5.10 1692   5.82   343.1  41850.  1.92 -2.70   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.86 342.7  48785.
 0:11:29 0.98 331.14 351.35 -5.10 1692   5.81   343.3  47505.  1.97 -2.62   0.00   0.00   0.00 0.00 0.00 0.00  0.09 342.0 114736.  5.72 342.8  45134.
 0:12:50 0.98 331.14 351.34 -5.10 1692   5.85   341.6  40177.  2.13 -2.21   0.00   0.00   0.00 0.00 0.00 0.00  0.08 342.6 150793.  5.57 340.5  39784.
 0:14:11 0.98 331.14 351.32 -5.10 1692   5.36   343.9  50604.  1.69 -2.66   0.00   0.00   0.00 0.00 0.00 0.00  0.07 331.8  50338.  5.42 343.0  44384.
 0:15:32 0.98 331.14 351.31 -5.10 1692   5.48   345.0  40729.  2.26 -4.03   0.00   0.00   0.00 0.00 0.00 0.00  0.09 349.8 105523.  5.59 346.0  46183.
 0:16:53 0.98 331.14 351.30 -5.10 1692   5.31   347.4  40365.  2.26 -3.05   0.00   0.00   0.00 0.00 0.00 0.00  0.09 333.9 151560.  5.27 346.1  40300.
 0:18:14 0.98 331.14 351.29 -5.10 1692   5.25   345.2  51371.  2.10 -2.96   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.52 343.6  46472.
 0:19:35 0.98 331.14 351.27 -5.10 1692   5.37   346.2  45465.  2.31 -3.17   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.47 344.3  42292.
 0:20:56 0.98 331.14 351.26 -5.10 1692   5.56   344.0  38088.  2.36 -3.60   0.00   0.00   0.00 0.00 0.00 0.00  0.12 336.7 167633.  5.57 344.4  47304.
 0:22:17 0.98 331.14 351.25 -5.10 1692   5.53   346.9  41324.  2.14 -3.38   0.00   0.00   0.00 0.00 0.00 0.00  0.06 332.3  50520.  5.42 344.5  42636.
 0:23:38 0.98 331.13 351.24 -5.10 1692   4.79   347.6  50933.  1.96 -3.44   0.00   0.00   0.00 0.00 0.00 0.00  0.07 354.6 193946.  5.02 347.3  49848.
 0:24:59 0.98 331.13 351.22 -5.11 1692   4.99   348.8  40300.  1.47 -3.91   0.00   0.00   0.00 0.00 0.00 0.00  0.06 331.6  55185.  5.19 346.9  42438.
 0:27:41 0.98 331.13 351.20 -5.11 1692   5.00   347.2  46453.  1.86 -3.37   0.00   0.00   0.00 0.00 0.00 0.00  0.10 339.3 188826.  4.98 345.7  44088.
 0:29:02 0.98 331.13 351.18 -5.11 1692   5.11   343.2  41138.  1.24 -4.15   0.00   0.00   0.00 0.00 0.00 0.00  0.13 347.8 144452.  5.35 344.4  47996.
 0:30:23 0.98 331.13 351.17 -5.11 1692   4.90   346.2  48503.  0.84 -3.81   0.00   0.00   0.00 0.00 0.00 0.00  0.10 344.6 158317.  5.12 345.6  43766.
 0:31:44 0.98 331.13 351.16 -5.11 1692   4.64   338.2  37097.  2.27 -3.06   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.71 337.8  34707.
 0:33:05 0.98 331.13 351.15 -5.11 1692   4.66   337.9  41028.  2.63 -2.76   0.00   0.00   0.00 0.00 0.00 0.00  0.08 329.3  61370.  4.52 338.9  36799.
 0:34:26 0.98 331.13 351.14 -5.11 1692   4.65   340.0  36825.  2.80 -2.52   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.77 338.6  35226.
 0:35:47 0.98 331.13 351.12 -5.11 1692   4.81   338.1  46807.  2.42 -2.68   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.93 339.1  38904.
 0:37:08 0.98 331.13 351.11 -5.11 1692   5.09   338.4  38446.  2.65 -2.47   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.96 338.2  35701.
 0:38:29 0.98 331.13 351.10 -5.11 1692   5.22   339.8  43146.  2.41 -2.55   0.00   0.00   0.00 0.00 0.00 0.00  0.08 325.8  70842.  4.67 340.5  36253.
 0:39:50 0.98 331.13 351.08 -5.11 1692   4.82   338.9  40690.  2.36 -2.31   0.00   0.00   0.00 0.00 0.00 0.00  0.11 323.7 158811.  4.77 338.4  38517.
 0:41:11 0.98 331.13 351.07 -5.11 1692   5.16   340.0  52976.  1.90 -1.95   0.00   0.00   0.00 0.00 0.00 0.00  0.12 332.8 163904.  4.88 340.1  44569.
 0:42:32 0.98 331.13 351.06 -5.11 1692   4.92   339.0  44247.  1.26 -2.16   0.00   0.00   0.00 0.00 0.00 0.00  0.10 326.0  93166.  4.91 336.7  41541.
 0:43:53 0.98 331.13 351.05 -5.11 1692   5.11   339.2  47418.  2.06 -1.76   0.00   0.00   0.00 0.00 0.00 0.00  0.09 339.8 156901.  5.05 340.0  42116.
 0:45:14 0.98 331.13 351.03 -5.11 1692   5.01   337.3  43513.  1.82 -1.65   0.00   0.00   0.00 0.00 0.00 0.00  0.07 320.0  46388.  5.03 335.8  40339.
 0:46:35 0.98 331.13 351.02 -5.11 1692   5.29   338.5  49675.  2.10 -1.17   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.96 338.6  43692.
 0:47:56 0.98 331.13 351.01 -5.11 1692   5.87   343.0  67659.  2.14 -1.32   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.72 342.0  60272.
 0:49:17 0.98 331.13 351.00 -5.11 1692   5.84   339.5  56796.  1.68 -2.53   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.29 340.0  48785.
 0:50:38 0.98 331.13 350.98 -5.11 1692   5.83   339.7  61562.  1.64 -1.70   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.50 338.4  56650.
 0:51:59 0.98 331.13 350.97 -5.11 1692   6.09   337.1  53226.  1.20 -1.83   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.98 335.5  54090.
 0:53:20 0.98 331.13 350.96 -5.11 1692   5.24   335.2  47155.  0.86 -1.34   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.63 337.0  57222.
 0:54:41 0.98 331.13 350.94 -5.11 1692   6.03   337.5  54964.  1.02 -0.81   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.76 336.8  53310.
 0:56:02 0.98 331.13 350.93 -5.11 1692   5.20   335.7  45612.  1.44 -1.14   0.00   0.00   0.00 0.00 0.00 0.00  0.12 329.4 126170.  5.93 338.3  61519.
 0:57:23 0.98 331.13 350.92 -5.11 1692   6.02   338.8  54587.  1.46 -0.70   0.00   0.00   0.00 0.00 0.00 0.00  0.11 326.1  64112.  5.66 339.2  45797.
 0:58:44 0.98 331.13 350.91 -5.11 1692   5.52   339.9  58638.  1.10 -1.10   0.00   0.00   0.00 0.00 0.00 0.00  0.11 328.6 137072.  5.85 339.0  54269.
 1:00:05 0.98 331.13 350.90 -5.11 1692   5.95   338.9  45995.  1.57 -0.66   0.00   0.00   0.00 0.00 0.00 0.00  0.18 328.0 147311.  5.71 339.6  42223.
 1:01:26 0.98 331.13 350.88 -5.11 1692   5.77   339.2  43546.  1.63 -0.51   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.90 338.3  41463.
 1:02:47 0.98 331.13 350.87 -5.11 1692   6.13   339.7  43926.  1.77  0.12   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.82 340.5  41067.
 1:04:08 0.98 331.13 350.86 -5.11 1692   5.44   337.7  47837.  1.06 -1.03   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.11 338.2  55097.
 1:05:29 0.98 331.13 350.84 -5.11 1692   6.56   338.2  49864.  1.24 -0.75   0.00   0.00   0.00 0.00 0.00 0.00  0.11 324.0  68932.  6.00 337.7  48753.
 1:06:50 0.98 331.13 350.83 -5.11 1692   5.73   337.5  43724.  1.41 -0.70   0.00   0.00   0.00 0.00 0.00 0.00  0.14 331.4 121622.  5.82 337.0  42448.
 1:08:11 0.98 331.12 350.82 -5.11 1692   6.05   338.0  49880.  1.46 -0.70   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.74 338.7  41681.
 1:09:32 0.98 331.12 350.81 -5.11 1692   5.93   339.5  41522.  1.69 -1.06   0.00   0.00   0.00 0.00 0.00 0.00  0.16 329.4 113267.  5.71 338.8  39933.
 1:10:53 0.98 331.12 350.79 -5.11 1692   6.05   338.5  47850.  1.57 -0.98   0.00   0.00   0.00 0.00 0.00 0.00  0.09 340.7 142464.  5.84 339.0  40833.
 1:12:14 0.98 331.12 350.78 -5.11 1692   5.83   336.5  44689.  0.30 -0.36   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.88 335.4  44572.
 1:13:35 0.98 331.12 350.77 -5.11 1692   5.82   335.4  53304.  0.78 -0.88   0.00   0.00   0.00 0.00 0.00 0.00  0.17 324.0  62448.  6.00 336.0  51527.
 1:14:56 0.98 331.12 350.76 -5.11 1692   5.68   338.9  61747. -0.07 -0.24   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.68 338.2  59083.
 1:16:17 0.98 331.12 350.74 -5.11 1692   6.15   337.5  50345. -0.21 -0.37   0.00   0.00   0.00 0.00 0.00 0.00  0.10 330.6 117854.  5.86 338.6  41538.
 1:17:38 0.98 331.12 350.73 -5.11 1692   5.84   335.4  41892.  0.07  0.03   0.00   0.00   0.00 0.00 0.00 0.00  0.11 326.4 122363.  5.73 335.1  42623.
 1:18:59 0.98 331.12 350.72 -5.11 1692   6.13   335.4  56585. -0.38 -0.06   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.24 335.5  49117.
