1981/087   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 1:09:46 0.96 263.37   4.52 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.91 336.4  27388.
 1:12:28 0.96 263.37   4.49 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.40 336.3  24078.
 1:15:10 0.96 263.37   4.46 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.33 335.8  25085.
 1:17:52 0.96 263.37   4.44 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.52 337.7  25351.
 1:20:34 0.96 263.37   4.42 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.60 338.3  24432.
 1:23:16 0.96 263.37   4.39 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.92 339.6  23600.
 1:25:58 0.96 263.37   4.36 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.74 339.3  25932.
 1:28:40 0.96 263.37   4.34 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.07 337.1  22470.
 1:31:22 0.96 263.37   4.31 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.64 337.1  25997.
 1:34:04 0.96 263.37   4.29 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.54 342.1  24630.
 1:36:46 0.96 263.37   4.26 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.43 338.1  26300.
 1:39:28 0.96 263.37   4.24 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.23 340.7  16457.
 1:42:10 0.96 263.37   4.21 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.21 339.6  15648.
 1:44:52 0.96 263.37   4.19 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.64 339.5  21044.
 1:47:34 0.96 263.37   4.16 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.24 338.5  24019.
 1:50:16 0.96 263.37   4.14 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.21 339.3  22632.
 1:52:58 0.96 263.37   4.11 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.03 339.3  24464.
 1:55:40 0.96 263.37   4.09 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.42 343.3  20797.
 1:58:22 0.96 263.37   4.06 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.63 341.1  21813.
 2:01:04 0.96 263.37   4.04 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.24 343.5  15823.
 2:03:46 0.96 263.36   4.01 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.15 342.1  15797.
 2:06:28 0.96 263.36   3.99 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.26 343.1  16772.
 2:09:10 0.96 263.36   3.96 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.05 342.1  26270.
 2:11:52 0.96 263.36   3.93 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.32 339.4  20608.
 2:14:34 0.96 263.36   3.91 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.85 338.9  24675.
 2:17:16 0.96 263.36   3.89 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.03 339.4  14274.
 2:19:58 0.96 263.36   3.86 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.36 346.0  17834.
 2:22:40 0.96 263.36   3.83 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.64 341.7  14790.
 2:25:22 0.96 263.36   3.81 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.64 343.0  18565.
 2:28:04 0.96 263.36   3.78 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.77 338.7  15771.
 2:30:46 0.96 263.36   3.76 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.66 343.9  16489.
 2:33:28 0.96 263.36   3.73 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.80 342.0  15453.
 2:36:10 0.96 263.36   3.71 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.65 344.4  14033.
 2:38:52 0.96 263.36   3.68 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.33 343.6  16911.
 2:41:34 0.96 263.36   3.66 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.73 346.7  17486.
 2:44:16 0.96 263.36   3.63 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.02 344.2  21612.
 2:46:58 0.96 263.36   3.61 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.93 345.8  15349.
 2:49:40 0.96 263.36   3.58 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.34 346.7  16681.
 2:52:22 0.96 263.36   3.56 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.49 348.8  17931.
 2:55:04 0.96 263.36   3.53 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.34 347.4  15794.
 2:57:46 0.96 263.36   3.51 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.17 347.8  17123.
 3:00:28 0.96 263.36   3.48 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.93 347.0  14878.
 3:03:10 0.96 263.35   3.46 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.92 349.2  18698.
 3:05:52 0.96 263.35   3.43 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.14 350.5  13270.
 3:08:34 0.96 263.35   3.40 -1.84 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.28 348.8  15833.
 3:11:16 0.96 263.35   3.38 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.44 350.1  17236.
 3:13:58 0.96 263.35   3.36 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.49 349.9  20420.
 3:16:40 0.96 263.35   3.33 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.04 349.7  17493.
 3:19:22 0.96 263.35   3.30 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.73 350.5  18201.
 3:22:04 0.96 263.35   3.28 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.60 347.6  22161.
 3:24:46 0.96 263.35   3.25 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.98 348.1  16223.
 3:27:28 0.96 263.35   3.23 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.69 350.3  24461.
 3:30:10 0.96 263.35   3.21 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.29 352.7  13475.
 3:32:52 0.96 263.35   3.18 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.45 354.8  17425.
 3:35:34 0.96 263.35   3.15 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.99 354.0  15492.
 3:38:16 0.96 263.35   3.13 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.00 353.7  16665.
 3:40:58 0.96 263.35   3.10 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.56 351.3  16203.
 3:43:40 0.96 263.35   3.08 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.22 354.4  19627.
 3:46:22 0.96 263.35   3.05 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.34 355.4  18867.
 3:49:04 0.96 263.35   3.03 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.11 353.0  18822.
 3:51:46 0.96 263.35   3.00 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.63 353.2  20654.
 3:54:28 0.96 263.35   2.98 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.35 353.2  17480.
 3:57:10 0.96 263.35   2.95 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.14 353.1  18698.
 3:59:52 0.96 263.34   2.93 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.60 354.0  15680.
 4:02:34 0.96 263.34   2.90 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.05 355.1  19241.
 4:05:16 0.96 263.34   2.88 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.31 354.6  24253.
 4:07:58 0.96 263.34   2.85 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.01 355.7  23207.
 4:10:40 0.96 263.34   2.83 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.45 356.2  20355.
 4:13:22 0.96 263.34   2.80 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.08 354.8  18542.
 4:16:04 0.96 263.34   2.78 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.78 352.2  25825.
 4:18:46 0.96 263.34   2.75 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.43 355.4  24909.
 4:21:28 0.96 263.34   2.72 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.09 351.0  23957.
 4:24:10 0.96 263.34   2.70 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.36 353.1  22989.
 4:26:52 0.96 263.34   2.68 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.26 347.8  24562.
 4:29:34 0.96 263.34   2.65 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.70 348.4  24003.
 4:32:16 0.96 263.34   2.62 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.48 348.3  25189.
 4:34:58 0.96 263.34   2.60 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.19 352.5  24146.
 4:37:40 0.96 263.34   2.57 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.87 350.5  28333.
 4:40:22 0.96 263.34   2.55 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.01 353.3  22064.
 4:43:04 0.96 263.34   2.52 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.64 349.1  26654.
 4:45:46 0.96 263.34   2.50 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.45 353.0  20264.
 4:48:28 0.96 263.34   2.47 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.96 347.5  18071.
 4:51:10 0.96 263.34   2.45 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.86 351.7  20397.
 4:53:52 0.96 263.34   2.42 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.04 350.7  27859.
 4:56:34 0.96 263.33   2.40 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.01 348.8  19708.
 4:59:16 0.96 263.33   2.37 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.41 348.4  23717.
 5:01:58 0.96 263.33   2.35 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.85 348.1  19195.
 5:04:40 0.96 263.33   2.32 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.27 348.9  18610.
 5:07:22 0.96 263.33   2.30 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.64 349.2  23954.
 5:10:04 0.96 263.33   2.27 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.37 351.9  28135.
 5:12:46 0.96 263.33   2.25 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.30 350.8  19965.
 5:15:28 0.96 263.33   2.22 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.14 353.0  24818.
 5:18:10 0.96 263.33   2.19 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.94 352.8  23064.
 5:20:52 0.96 263.33   2.17 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.59 354.9  24393.
 5:23:34 0.96 263.33   2.15 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.44 353.5  23996.
 5:26:16 0.96 263.33   2.12 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.85 351.9  22502.
 5:28:58 0.96 263.33   2.09 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.21 353.9  17821.
 5:31:40 0.96 263.33   2.07 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.69 350.8  21212.
 5:34:22 0.96 263.33   2.04 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.92 354.0  18844.
 5:37:04 0.96 263.33   2.02 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.42 353.0  12351.
 5:39:46 0.96 263.33   2.00 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.08 349.0  13978.
 5:42:28 0.96 263.33   1.97 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.15 355.5  15375.
 5:45:10 0.96 263.33   1.94 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.62 354.0  17227.
 5:47:52 0.96 263.33   1.92 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.24 350.5  25309.
 5:50:34 0.96 263.33   1.89 -1.85 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.25 348.9  22707.
 5:53:16 0.96 263.32   1.87 -1.86 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.76 349.5  33326.
 5:55:58 0.96 263.32   1.84 -1.86 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.37 352.6  38910.
 5:58:40 0.96 263.32   1.82 -1.86 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.02 348.1  38676.
 6:01:22 0.96 263.32   1.79 -1.86 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.28 349.6  30334.
 6:04:04 0.96 263.32   1.77 -1.86 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.57 347.3  32143.
 6:06:46 0.96 263.32   1.74 -1.86 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.61 348.0  25517.
