1978/273   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:01:44 0.70 122.97 350.99 -5.81 1673  -1.00    -1.0     -1. -1.00 -1.00  -4.83 -12.29  10.38 0.60 1.54 1.48 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:07:10 0.70 122.97 350.94 -5.81 1673  12.70   429.5 273826.-10.31 -0.45  -8.94 -15.46  -2.87 0.41 0.73 2.31 -1.00  -1.0     -1. 13.33 429.7 273605.
 0:09:52 0.70 122.98 350.92 -5.81 1673  12.62   430.6 340575. -9.39  9.40 -10.29 -14.21   2.17 0.00 0.00 0.00 -1.00  -1.0     -1. 12.71 430.2 339314.
 0:12:34 0.70 122.98 350.89 -5.81 1673  11.15   434.2 270876.-11.83 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.24 434.8 271513.
 0:15:16 0.70 122.98 350.87 -5.81 1673  11.25   454.2 310273.-12.10  2.58   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.51 459.2 342764.
 0:17:58 0.70 122.98 350.84 -5.81 1673  12.68   451.4 364441. -8.73  7.92   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.86 451.2 361511.
 0:26:04 0.70 122.98 350.77 -5.82 1673  13.09   439.5 309026.-10.62  5.45   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.66 444.3 292212.
 0:28:46 0.70 122.98 350.75 -5.82 1673  15.85   421.8 236722. -9.25 -1.15   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.82 425.8 239671.
 0:31:28 0.70 122.98 350.72 -5.82 1673  13.43   423.2 230033. -9.24  1.34 -10.10 -14.41   2.82 0.21 0.18 0.41 -1.00  -1.0     -1. 12.80 425.8 201755.
 0:34:10 0.70 122.98 350.70 -5.82 1673  14.33   425.4 277383. -8.81  2.81  -8.18 -13.94   6.72 0.74 0.22 0.64 -1.00  -1.0     -1. 14.52 430.1 248939.
 0:36:52 0.70 122.98 350.68 -5.82 1673  12.62   431.2 255800. -9.98  3.98  -6.88 -15.70   5.49 0.49 0.18 0.20 -1.00  -1.0     -1. 12.90 438.6 265529.
 0:39:34 0.70 122.98 350.65 -5.82 1673  14.18   424.4 286881. -9.88 -2.78  -7.95 -14.73  -5.18 0.37 0.39 1.17 -1.00  -1.0     -1. 13.93 429.4 252253.
 0:42:16 0.70 122.98 350.63 -5.82 1673  11.16   450.5 237037.-11.52  2.34  -1.95 -16.97   4.50 1.41 0.10 1.04 -1.00  -1.0     -1. 11.32 455.2 213109.
 0:44:58 0.70 122.99 350.61 -5.82 1673  11.57   448.1 272250.-11.83  3.07  -3.53 -17.44   1.85 1.05 0.22 1.10 -1.00  -1.0     -1. 11.74 454.6 275853.
 0:47:40 0.70 122.99 350.58 -5.82 1673  13.49   459.2 239921.-10.64  3.69  -4.92 -15.95   4.29 0.98 0.64 1.08 -1.00  -1.0     -1. 12.51 462.3 215275.
 0:50:22 0.70 122.99 350.56 -5.82 1673  13.99   449.1 276106.-11.47 -0.68  -5.64 -15.90  -3.15 1.72 0.65 2.66 -1.00  -1.0     -1. 13.97 457.1 286391.
 0:53:04 0.70 122.99 350.53 -5.82 1673  16.89   472.9 289226.  0.00  0.00  -6.73 -15.61  -1.18 0.88 0.84 1.20 -1.00  -1.0     -1. 16.35 475.3 297058.
 0:55:46 0.70 122.99 350.51 -5.82 1673  14.06   467.8 302207. -9.69 -0.96  -3.23 -17.29  -3.92 0.94 0.73 0.36 -1.00  -1.0     -1. 14.33 467.9 303916.
 0:58:28 0.70 122.99 350.49 -5.82 1673  13.50   453.9 263934.-11.23  3.00  -4.74 -16.89   2.10 2.79 1.52 1.73 -1.00  -1.0     -1. 13.19 455.2 262589.
 1:01:10 0.70 122.99 350.46 -5.82 1673  12.13   490.5 244524. -9.01  4.75   2.50 -17.20   6.20 1.02 0.23 0.18 -1.00  -1.0     -1. 12.17 495.7 276073.
 1:03:52 0.70 122.99 350.44 -5.82 1673  11.78   467.4 232547. -9.12  6.56  -2.15 -17.20   6.93 0.91 0.29 0.80 -1.00  -1.0     -1. 12.31 469.7 274108.
 1:06:34 0.70 122.99 350.41 -5.82 1673  12.74   477.0 300427. -9.14  4.88  -0.93 -19.18   6.41 0.13 0.36 1.22 -1.00  -1.0     -1. 12.35 476.8 287810.
 1:09:17 0.70 122.99 350.39 -5.82 1673  14.43   481.4 295948. -6.46  8.27   0.52 -13.37  14.15 0.11 0.52 0.40  0.04 565.3 306797. 13.88 481.9 296857.
 1:11:58 0.70 122.99 350.36 -5.82 1673  13.22   468.4 311368. -7.47  6.76  -1.51 -16.36  10.97 0.47 0.19 0.44 -1.00  -1.0     -1. 13.17 470.9 303412.
 1:13:43 0.70 122.99 350.35 -5.82 1673  11.67   486.6 484589.  0.00  0.00  -2.31 -18.91   3.93 0.21 0.23 0.86 -1.00  -1.0     -1. 11.89 484.2 469691.
 1:14:41 0.70 122.99 350.34 -5.82 1673  14.82   481.6 316150. -9.48  4.07  -1.95 -18.69   2.57 0.35 0.06 0.30 -1.00  -1.0     -1. 14.46 484.3 324157.
 1:17:22 0.70 122.99 350.32 -5.82 1673  13.75   468.3 303036. -9.32  2.38  -5.47 -17.85  -1.61 0.82 0.29 1.25 -1.00  -1.0     -1. 14.11 475.1 379027.
 1:20:04 0.70 123.00 350.29 -5.82 1673  13.88   471.1 335514. -9.51 -0.32  -5.99 -13.96 -11.08 0.19 0.91 1.20 -1.00  -1.0     -1. 13.45 475.1 297780.
 1:22:46 0.70 123.00 350.27 -5.82 1673  13.54   490.7 263580. -7.78  6.96  -1.27 -17.11   7.10 1.34 0.98 1.53 -1.00  -1.0     -1. 13.50 492.9 298244.
 1:25:28 0.70 123.00 350.25 -5.82 1673  13.72   474.2 277308. -9.25  4.84  -5.75 -16.11   2.10 0.78 0.18 1.69 -1.00  -1.0     -1. 13.54 480.0 275791.
 1:28:10 0.70 123.00 350.22 -5.82 1673  13.67   480.6 290857. -8.13  5.84  -1.08 -13.52   9.33 1.54 1.08 3.97 -1.00  -1.0     -1. 12.64 481.6 259380.
