1981/137   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:40:20 0.59 268.48  69.26 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00   7.24  -3.00  21.02 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:43:02 0.59 268.48  69.24 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00   7.68  -2.29  20.98 1.14 1.12 0.36 -1.00  -1.0     -1.  1.72 835.23675123.
 0:44:06 0.59 268.47  69.22 -6.71 1708  -1.00    -1.0     -1. -1.00 -1.00   8.26  -1.71  20.61 0.73 0.31 0.46 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:44:23 0.59 268.48  69.23 -6.73 1708   1.15   847.04995401.  0.00  0.00   8.07  -1.58  20.65 0.81 0.37 0.50  0.55 619.01041742.  1.43 803.62369502.
 0:45:27 0.59 268.48  69.22 -6.73 1708   1.19   823.04574141.  0.00  0.00   6.49  -1.58  21.29 1.03 0.39 0.45 -1.00  -1.0     -1.  1.64 774.12683225.
 0:46:48 0.59 268.48  69.21 -6.73 1708   1.13   871.84241550.  0.00  0.00   8.43  -1.84  21.02 1.62 0.73 0.87 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:48:09 0.59 268.48  69.20 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00   6.04  -0.04  21.18 1.70 1.54 0.46 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:49:30 0.59 268.48  69.19 -6.73 1708   1.38   885.63596121.-23.15 -9.41   9.67  -0.67  20.98 0.89 1.02 0.53 -1.00  -1.0     -1.  1.45 875.72670544.
 0:50:51 0.59 268.48  69.17 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  -0.28   5.34  22.42 1.34 2.03 0.43 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:52:12 0.59 268.48  69.16 -6.73 1708   1.32   803.95320299.  0.00  0.00   5.83  -0.63  22.99 1.45 0.59 0.45  0.58 602.0 754643.  1.74 765.53505735.
 0:53:33 0.59 268.48  69.15 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00   5.40  -0.35  22.87 2.77 1.47 0.72 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:54:54 0.59 268.49  69.14 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00   9.80  -3.63  21.20 0.95 0.72 0.44 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:56:15 0.59 268.49  69.13 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00   7.46  -3.84  21.96 1.46 1.16 1.06 -1.00  -1.0     -1. -1.00  -1.0     -1.
 0:57:36 0.59 268.49  69.12 -6.73 1708   1.19   754.64478454. -5.44  0.00  10.43  -4.11  20.29 0.86 0.99 0.30 -1.00  -1.0     -1.  1.46 736.02956356.
 0:58:57 0.59 268.49  69.10 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00   8.52  -5.90  20.86 1.52 1.61 1.47 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:00:18 0.59 268.49  69.09 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00   9.99  -6.11  20.02 0.98 1.95 0.50 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:01:39 0.59 268.49  69.08 -6.73 1708   1.23   751.24623153.-28.97  0.00  10.05  -6.63  19.75 1.82 0.65 0.82 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:03:00 0.59 268.49  69.07 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00   5.54  -5.69  21.75 0.65 0.51 0.21 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:04:21 0.59 268.49  69.06 -6.73 1708   1.29   869.73285204.  0.00-17.47   9.34  -4.04  20.71 2.06 0.46 1.18 -1.00  -1.0     -1.  1.69 880.03698616.
 1:05:42 0.59 268.49  69.05 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  -0.66  -2.37  23.05 0.99 0.71 0.27 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:07:03 0.59 268.49  69.03 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  12.46  -1.90  18.76 2.39 0.93 1.30 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:08:24 0.59 268.49  69.02 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  16.69  -0.64  15.26 1.08 0.67 1.42 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:09:45 0.59 268.50  69.01 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  20.33  -4.11   8.74 0.99 2.07 1.70 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:11:06 0.59 268.50  69.00 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  21.55  -5.21   7.69 0.93 1.37 1.26 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:12:27 0.59 268.50  68.99 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  22.55  -3.14   5.24 0.17 0.97 1.22 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:13:48 0.59 268.50  68.97 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  22.95  -3.46   3.31 0.13 0.83 0.30 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:15:09 0.59 268.50  68.96 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  22.78  -3.44   3.45 0.17 0.72 0.92 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:16:30 0.59 268.50  68.95 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  23.17   0.35   1.10 0.19 0.40 0.28 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:17:51 0.59 268.50  68.94 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  23.18  -0.76   0.62 0.15 0.27 0.39 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:19:12 0.59 268.50  68.93 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  23.30  -0.94   0.15 0.18 0.55 0.59 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:20:33 0.59 268.50  68.92 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  23.44   0.13   0.96 0.13 0.29 0.37 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:21:54 0.59 268.50  68.91 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  23.11  -1.99   0.87 0.17 0.90 0.81 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:23:15 0.59 268.50  68.90 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  23.14  -2.27   1.11 0.16 0.35 0.51 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:24:36 0.59 268.51  68.88 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  23.07  -3.84   1.37 0.20 0.32 0.84 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:25:57 0.59 268.51  68.87 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  22.49  -3.60  -2.01 0.46 0.44 2.54 -1.00  -1.0     -1. -1.00  -1.0     -1.
 1:45:44 0.59 268.52  68.70 -6.73 1708  -1.00    -1.0     -1. -1.00 -1.00  20.54  -6.39   4.38 0.00 0.00 0.00 -1.00  -1.0     -1. -1.00  -1.0     -1.
